time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/clip_range,train/value_loss,train/std,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/learning_rate,train/loss,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
14,41975.23823082144,1000.0,237,120,28672,0.2,603368.9326171875,0.9784806370735168,-0.05803795049141627,0.000264585018157959,130,0.014872171,0.0003,302969.71875,-23.75666081905365,0.1423828125,,
,,,,,30000,0.2,525998.841796875,0.977834939956665,-0.06259194595331792,-0.0030366182327270508,140,0.016751189,0.0003,247155.109375,-23.748971742391586,0.158056640625,46774.63764743805,1000.0
15,42229.47477143334,1000.0,273,112,30720,,,,,,,,,,,,,
16,42676.24418978125,1000.0,277,118,32768,0.2,567096.0529296875,0.97781902551651,-0.05824030586227309,-3.743171691894531e-05,150,0.014945008,0.0003,277908.65625,-23.74227291941643,0.1451171875,,
17,42903.55685120589,1000.0,282,123,34816,0.2,640915.7529296875,0.9757332801818848,-0.057660733224474826,-0.003031611442565918,160,0.015026861,0.0003,305783.125,-23.717912489175795,0.1380859375,,
,,,,,35000,0.2,644308.762890625,0.9729180932044983,-0.06155105852521956,-0.0005239248275756836,170,0.015396045,0.0003,341769.9375,-23.67495990395546,0.160205078125,56490.40828762054,1000.0
18,43525.99339002778,1000.0,318,115,36864,,,,,,,,,,,,,
19,43905.15750228948,1000.0,323,120,38912,0.2,849957.469140625,0.9726652503013611,-0.05750504215830006,-4.470348358154297e-05,180,0.014479699,0.0003,451476.28125,-23.64874055981636,0.138818359375,,
,,,,,40000,0.2,625043.643359375,0.970657229423523,-0.06206715647276724,-0.00011229515075683594,190,0.017773133,0.0003,256402.328125,-23.626109409332276,0.181201171875,57944.37774467468,1000.0
20,44192.699608425,1000.0,360,113,40960,,,,,,,,,,,,,
21,44524.86242734883,1000.0,364,117,43008,0.2,780515.705078125,0.9664674401283264,-0.06669202120392584,-7.367134094238281e-05,200,0.016912304,0.0003,374286.78125,-23.566175049543382,0.17548828125,,
,,,,,45000,0.2,592026.69765625,0.9648448824882507,-0.0630989481927827,-0.0007026195526123047,210,0.016947284,0.0003,300883.90625,-23.520951062440872,0.179541015625,60775.74869709015,1000.0
22,44807.05677931111,1000.0,401,112,45056,,,,,,,,,,,,,
23,45168.282160148934,1000.0,406,115,47104,0.2,715798.6728515625,0.9633506536483765,-0.0628270733897807,-0.0001207590103149414,220,0.01675696,0.0003,344974.46875,-23.499773454666137,0.170654296875,,
24,45514.23828424491,1000.0,411,119,49152,0.2,764332.7556640625,0.96176677942276,-0.06698333028762135,-0.0002008676528930664,230,0.018209793,0.0003,377295.40625,-23.46678899526596,0.18583984375,,
,,,,,50000,0.2,733061.866015625,0.9596178531646729,-0.06836523899983149,0.00023800134658813477,240,0.018651478,0.0003,349942.90625,-23.43055067062378,0.196484375,67185.84758358002,1000.0
25,45904.079397274516,1000.0,449,113,51200,,,,,,,,,,,,,
26,46208.34019086794,1000.0,454,117,53248,0.2,849535.0986328125,0.9569141268730164,-0.06849255252454896,-0.0009552240371704102,250,0.0192744,0.0003,435022.0,-23.391387903690337,0.194970703125,,
,,,,,55000,0.2,794480.8345703125,0.9547715783119202,-0.0624176329409238,-0.0003867149353027344,260,0.017939134,0.0003,419698.96875,-23.342724871635436,0.18310546875,65926.14673404694,1000.0
27,46657.53285805456,1000.0,492,112,55296,,,,,,,,,,,,,
28,46892.293400122806,1000.0,496,115,57344,0.2,914441.340625,0.9526246190071106,-0.0705975793680409,6.198883056640625e-05,270,0.018774053,0.0003,467185.1875,-23.308662116527557,0.192236328125,,
29,47207.92969910169,1000.0,500,118,59392,0.2,749361.2302734375,0.9500436186790466,-0.06914907771861181,0.0003146529197692871,280,0.019342788,0.0003,394541.46875,-23.261151534318923,0.207666015625,,
,,,,,60000,0.2,908186.4390625,0.9474527835845947,-0.07145637612266001,-2.944469451904297e-05,290,0.020401916,0.0003,486632.03125,-23.22005335688591,0.2103515625,65955.9390335083,1000.0
30,47474.586532557376,1000.0,537,114,61440,,,,,,,,,,,,,
31,47981.91044966666,1000.0,541,117,63488,0.2,792115.6669921875,0.9453057646751404,-0.07201070089358837,-0.0004233121871948242,300,0.022043092,0.0003,398700.65625,-23.17863713502884,0.217919921875,,
,,,,,65000,0.2,1179650.937109375,0.9439324736595154,-0.06710274056531489,-1.1324882507324219e-05,310,0.018442953,0.0003,635492.75,-23.147153007984162,0.187548828125,66790.77316455841,1000.0
32,48159.76881932308,1000.0,578,113,65536,,,,,,,,,,,,,
33,48447.79326614926,1000.0,583,115,67584,0.2,789461.4587890625,0.9409896731376648,-0.06783215425093658,0.0002751946449279785,320,0.02019117,0.0003,478704.6875,-23.09884272813797,0.210107421875,,
34,48681.423909,1000.0,587,118,69632,0.2,839374.6076171875,0.939562201499939,-0.06939402945863549,0.00010973215103149414,330,0.02187955,0.0003,449501.40625,-23.060986125469206,0.2169921875,,
,,,,,70000,0.2,794268.945703125,0.9379463195800781,-0.07145946684177033,7.283687591552734e-05,340,0.0224086,0.0003,418837.4375,-23.034441047906874,0.230078125,71907.78248500824,1000.0
35,48879.3447173662,1000.0,625,114,71680,,,,,,,,,,,,,
36,49125.54501515069,1000.0,630,116,73728,0.2,859778.5576171875,0.9358944296836853,-0.07673510995518881,4.649162292480469e-06,350,0.023452,0.0003,466635.0,-23.005750387907028,0.24521484375,,
,,,,,75000,0.2,1154790.4615234374,0.9341249465942383,-0.07150005112052896,-1.4662742614746094e-05,360,0.022053111,0.0003,496110.46875,-22.970809316635133,0.22783203125,72963.91916618348,1000.0
37,49639.69016824,1000.0,666,113,75776,,,,,,,,,,,,,
38,50082.27080872728,1000.0,671,115,77824,0.2,1264032.373828125,0.9329453706741333,-0.07335621130187064,1.9669532775878906e-06,370,0.021861572,0.0003,690761.875,-22.944121009111406,0.225927734375,,
39,50197.290073151904,1000.0,676,118,79872,0.2,979032.3515625,0.9308957457542419,-0.07744481128174811,2.5570392608642578e-05,380,0.023622371,0.0003,487419.21875,-22.91076191663742,0.24326171875,,
,,,,,80000,0.2,798806.99375,0.9290668368339539,-0.07790602926688735,0.00010991096496582031,390,0.025113503,0.0003,420268.5,-22.8779068171978,0.259912109375,68320.88344326019,1000.0
40,50375.90415692593,1000.0,712,114,81920,,,,,,,,,,,,,
41,50757.36133921687,1000.0,717,117,83968,0.2,1022314.1298828125,0.9281707406044006,-0.07382595407543704,0.00016826391220092773,400,0.024477582,0.0003,519218.0,-22.85306750535965,0.242431640625,,
,,,,,85000,0.2,1096333.904296875,0.9271751642227173,-0.07211612813116516,0.00036275386810302734,410,0.021648545,0.0003,582202.6875,-22.83175556063652,0.221484375,62413.388813304904,1000.0
42,51168.41258888372,1000.0,754,114,86016,,,,,,,,,,,,,
43,51497.39784800001,1000.0,758,116,88064,0.2,1144200.5638671876,0.9247868657112122,-0.07205666174995713,0.00014609098434448242,420,0.023070108,0.0003,425842.59375,-22.80739108324051,0.23681640625,,
,,,,,90000,0.2,1265581.151171875,0.9226824045181274,-0.07479233506310265,-2.1696090698242188e-05,430,0.02507592,0.0003,574935.8125,-22.758869177103044,0.249365234375,65308.32259445191,1000.0
44,52072.11440050001,1000.0,795,113,90112,,,,,,,,,,,,,
45,52371.27302565218,1000.0,799,115,92160,0.2,1555495.216796875,0.9212502837181091,-0.06996285702916794,-0.0005904436111450195,440,0.022144213,0.0003,770551.9375,-22.730844271183013,0.223583984375,,
46,52799.07357523405,1000.0,804,117,94208,0.2,1179557.6955078125,0.9195464849472046,-0.073223459336441,-0.0005872249603271484,450,0.024110764,0.0003,558679.3125,-22.700368374586105,0.23828125,,
,,,,,95000,0.2,1409468.5171875,0.9183521270751953,-0.07267595869780052,-4.315376281738281e-05,460,0.024820708,0.0003,689914.25,-22.6747093975544,0.243359375,72651.0478067398,1000.0
47,53171.212418354175,1000.0,840,114,96256,,,,,,,,,,,,,
48,53299.554813551025,1000.0,844,116,98304,0.2,1370670.634765625,0.917934775352478,-0.07501592792978044,4.3392181396484375e-05,470,0.027495604,0.0003,806361.75,-22.657825899124145,0.2501953125,,
,,,,,100000,0.2,921063.09765625,0.9168540835380554,-0.07808231093222276,-7.212162017822266e-05,480,0.03108347,0.0003,461276.90625,-22.642599695920943,0.28076171875,69490.85663166046,1000.0
49,53605.38715614,1000.0,878,114,100352,,,,,,,,,,,,,
50,54062.05263731,1000.0,882,116,102400,0.2,1334320.1341796876,0.9164746403694153,-0.0724335959443124,2.1278858184814453e-05,490,0.0248465,0.0003,817488.375,-22.632322412729263,0.248583984375,,
51,54741.59119859001,1000.0,886,117,104448,0.2,1038245.1845703125,0.915356457233429,-0.07099293243954889,5.602836608886719e-06,500,0.02529363,0.0003,512400.40625,-22.615941631793977,0.252880859375,,
,,,,,105000,0.2,1473204.080078125,0.9146804809570312,-0.08100041483412497,0.00010609626770019531,510,0.027731303,0.0003,739600.75,-22.59877809882164,0.265234375,71182.52741909027,1000.0
52,55302.50039673001,1000.0,923,115,106496,,,,,,,,,,,,,
53,55807.639516600015,1000.0,928,116,108544,0.2,1105361.81640625,0.9137991666793823,-0.07899706324387808,3.415346145629883e-05,520,0.030800845,0.0003,464055.28125,-22.585073161125184,0.270751953125,,
,,,,,110000,0.2,1266190.7603515624,0.9137198328971863,-0.07276068974751979,2.0503997802734375e-05,530,0.02639707,0.0003,627213.5625,-22.573975616693495,0.256591796875,75400.61737556457,1000.0
54,56465.3840609,1000.0,963,114,110592,,,,,,,,,,,,,
55,57213.003086909994,1000.0,968,116,112640,0.2,1542056.8390625,0.9111349582672119,-0.07691463942173868,6.4373016357421875e-06,540,0.027974155,0.0003,640571.9375,-22.545440822839737,0.27060546875,,
56,57796.986596719995,1000.0,972,117,114688,0.2,1235354.279296875,0.9078409075737,-0.07632604941900353,-5.924701690673828e-05,550,0.02824501,0.0003,590156.375,-22.48522367477417,0.273583984375,,
,,,,,115000,0.2,1325191.009765625,0.9054670929908752,-0.07838515494950116,3.6656856536865234e-05,560,0.029496152,0.0003,694560.0625,-22.435279673337938,0.273583984375,89522.92300701141,1000.0
57,58337.381385,1000.0,1008,115,116736,,,,,,,,,,,,,
58,58581.74719531,1000.0,1013,117,118784,0.2,1143745.7681640624,0.9027746915817261,-0.08336883831652812,-8.702278137207031e-06,570,0.031845786,0.0003,621458.1875,-22.390136659145355,0.29052734375,,
,,,,,120000,0.2,839594.773046875,0.9009695649147034,-0.07644011129450519,4.8995018005371094e-05,580,0.034796573,0.0003,459666.65625,-22.34127840399742,0.31103515625,84981.75567646026,1000.0
59,58956.246820420005,1000.0,1048,115,120832,,,,,,,,,,,,,
60,59734.78107748,1000.0,1053,116,122880,0.2,1265723.6259765625,0.9014792442321777,-0.07698314998415298,6.139278411865234e-05,590,0.02815009,0.0003,532565.0625,-22.338177919387817,0.266064453125,,
61,60151.71775233,1000.0,1058,118,124928,0.2,1806753.984375,0.9015809893608093,-0.08364526286313775,2.1576881408691406e-05,600,0.028201954,0.0003,940443.0625,-22.34175415635109,0.280419921875,,
,,,,,125000,0.2,1507806.394921875,0.8997101187705994,-0.07179496082244441,0.00011014938354492188,610,0.028702468,0.0003,872845.6875,-22.320796847343445,0.262939453125,83087.55523223877,1000.0
62,60623.707544610006,1000.0,1093,116,126976,,,,,,,,,,,,,
63,61224.87351284,1000.0,1098,117,129024,0.2,1002513.1765625,0.8982588648796082,-0.07593415401061065,-8.749961853027344e-05,620,0.034005865,0.0003,542147.125,-22.28984738588333,0.287109375,,
,,,,,130000,0.2,1106367.61796875,0.89640873670578,-0.0871766471012961,9.298324584960938e-06,630,0.033017755,0.0003,663710.3125,-22.25915547609329,0.331103515625,80287.53229465484,1000.0
64,61527.41637985,1000.0,1135,115,131072,,,,,,,,,,,,,
65,62054.49402563,1000.0,1140,116,133120,0.2,1066813.1193359375,0.8963494300842285,-0.069667776057031,1.2993812561035156e-05,640,0.029131554,0.0003,515749.03125,-22.23931509256363,0.259423828125,,
,,,,,135000,0.2,1521267.33828125,0.8933809399604797,-0.08299965104379226,0.0004935264587402344,650,0.034507662,0.0003,805818.4375,-22.213954895734787,0.294873046875,82916.84984130859,1000.0
66,62872.647228509995,1000.0,1176,114,135168,,,,,,,,,,,,,
67,63095.67400277999,1000.0,1181,116,137216,0.2,2218636.597265625,0.8927242159843445,-0.08444585963443388,6.383657455444336e-05,660,0.030225474,0.0003,1044980.625,-22.17833554148674,0.27802734375,,
68,63421.872712719996,1000.0,1185,117,139264,0.2,1230557.8275390626,0.8901801705360413,-0.08553232180420309,-0.0004533529281616211,670,0.035400193,0.0003,747893.0,-22.14877455830574,0.31826171875,,
,,,,,140000,0.2,1127503.4634765624,0.8899003863334656,-0.07651281919679605,-5.960464477539062e-07,680,0.03535483,0.0003,590549.0,-22.118562281131744,0.3123046875,83451.47623901367,1000.0
69,63961.237868870005,1000.0,1222,115,141312,,,,,,,,,,,,,
70,64588.516605040015,1000.0,1226,116,143360,0.2,1731705.355078125,0.8892155885696411,-0.08002843941212631,-2.384185791015625e-07,690,0.03316898,0.0003,852375.875,-22.110977816581727,0.276220703125,,
,,,,,145000,0.2,1494536.77578125,0.8871859312057495,-0.08679200008627959,-0.0006734132766723633,700,0.03544019,0.0003,825094.25,-22.08219057917595,0.315478515625,83071.86022911072,1000.0
71,64913.37945150001,1000.0,1264,115,145408,,,,,,,,,,,,,
72,65250.64710206,1000.0,1269,116,147456,0.2,1565286.286328125,0.8861250281333923,-0.08588134640012868,5.221366882324219e-05,710,0.036734764,0.0003,785472.8125,-22.054178190231323,0.31552734375,,
73,65541.57060198001,1000.0,1274,117,149504,0.2,851181.0109375,0.8844549655914307,-0.07952769731637091,-0.00047016143798828125,720,0.034517087,0.0003,435429.78125,-22.023986345529558,0.3201171875,,
,,,,,150000,0.2,1306330.873828125,0.8829603791236877,-0.07922633734415285,8.016824722290039e-05,730,0.03637091,0.0003,613587.125,-21.99899461865425,0.300341796875,85853.82054100037,1000.0
74,65787.70133079,1000.0,1309,115,151552,,,,,,,,,,,,,
75,65937.26489162001,1000.0,1314,116,153600,0.2,1058919.05078125,0.8792381286621094,-0.09319855020148679,-0.00014102458953857422,740,0.04111091,0.0003,469050.375,-21.93726851940155,0.35361328125,,
,,,,,155000,0.2,1121232.3978515626,0.878613293170929,-0.07984438393032178,1.1682510375976562e-05,750,0.038209848,0.0003,557870.5,-21.90993775129318,0.318115234375,82251.69783477783,1000.0
76,66395.55688116,1000.0,1352,115,155648,,,,,,,,,,,,,
77,66752.290663,1000.0,1356,116,157696,0.2,1934358.316015625,0.8767457008361816,-0.08387832740845624,4.100799560546875e-05,760,0.037472717,0.0003,994684.25,-21.88186160326004,0.310302734375,,
78,67173.64682066,1000.0,1361,117,159744,0.2,1470570.354296875,0.8746873140335083,-0.08715660208545159,3.5762786865234375e-06,770,0.039271913,0.0003,692798.625,-21.84131653904915,0.33232421875,,
,,,,,160000,0.2,1336486.94609375,0.873920202255249,-0.076541433861712,-1.1920928955078125e-06,780,0.03692306,0.0003,615615.0,-21.813121801614763,0.3130859375,83540.63833065033,1000.0
79,67467.6743869,1000.0,1399,115,161792,,,,,,,,,,,,,
80,67674.76371849001,1000.0,1404,116,163840,0.2,1233846.03671875,0.8734686970710754,-0.07014268487109802,-1.0013580322265625e-05,790,0.03202089,0.0003,639192.3125,-21.8038149535656,0.281201171875,,
,,,,,165000,0.2,1426995.815234375,0.8725888729095459,-0.08618191620626021,2.1338462829589844e-05,800,0.039093524,0.0003,675293.625,-21.791217827796935,0.328369140625,82595.61081790924,1000.0
81,67922.26298341999,1000.0,1443,114,165888,,,,,,,,,,,,,
82,68142.68384171001,1000.0,1448,115,167936,0.2,1093811.42109375,0.8724225163459778,-0.08179966272437014,2.1755695343017578e-05,810,0.03934106,0.0003,545278.0625,-21.783624505996706,0.333642578125,,
83,68424.4070076,1000.0,1452,117,169984,0.2,1183949.342578125,0.8722655177116394,-0.06718510618666187,3.5762786865234375e-07,820,0.032751545,0.0003,529146.3125,-21.77923765182495,0.29462890625,,
,,,,,170000,0.2,1346511.1970703125,0.8717361688613892,-0.07419781644712202,0.00017511844635009766,830,0.03657981,0.0003,705480.4375,-21.766488939523697,0.29794921875,81021.0511800766,1000.0
84,69025.76562459998,1000.0,1491,115,172032,,,,,,,,,,,,,
85,69578.56449349999,1000.0,1496,116,174080,0.2,1663766.062890625,0.8701816201210022,-0.08335041491081938,1.7881393432617188e-07,840,0.03635648,0.0003,699758.375,-21.7457207262516,0.311962890625,,
,,,,,175000,0.2,2191420.321484375,0.8693581223487854,-0.0897728206939064,4.458427429199219e-05,850,0.03998698,0.0003,1101934.625,-21.727556622028352,0.3279296875,81627.50929470062,1000.0
86,69674.71616071001,1000.0,1533,114,176128,,,,,,,,,,,,,
87,70104.12618936,1000.0,1538,115,178176,0.2,1441636.335546875,0.8688610196113586,-0.0814677216229029,-1.2874603271484375e-05,860,0.044132743,0.0003,663727.0,-21.715314024686812,0.342578125,,
,,,,,180000,0.2,1653515.140234375,0.8655176758766174,-0.07872091390599963,4.649162292480469e-06,870,0.03848192,0.0003,676899.9375,-21.671066462993622,0.296826171875,82813.77737998962,1000.0
88,70507.8962033,1000.0,1574,114,180224,,,,,,,,,,,,,
89,70632.04278585,1000.0,1579,115,182272,0.2,1331876.080859375,0.8640944361686707,-0.06196871187712531,5.304813385009766e-06,880,0.03397008,0.0003,630011.0625,-21.623019820451738,0.264453125,,
90,70833.46263669,1000.0,1583,116,184320,0.2,1162392.143359375,0.8645807504653931,-0.08108247323252726,5.841255187988281e-06,890,0.043720625,0.0003,469896.21875,-21.62022473216057,0.333837890625,,
,,,,,185000,0.2,1398895.665234375,0.8617948889732361,-0.08852155958884396,-4.76837158203125e-07,900,0.039735094,0.0003,794278.875,-21.585967510938644,0.33798828125,82417.00311698913,1000.0
91,70971.04489454,1000.0,1622,114,186368,,,,,,,,,,,,,
92,71216.53896502001,1000.0,1627,115,188416,0.2,1494951.15859375,0.860958456993103,-0.08098862622864544,8.285045623779297e-06,910,0.037636217,0.0003,633258.6875,-21.55958672761917,0.312841796875,,
,,,,,190000,0.2,1289107.708203125,0.8594061732292175,-0.07714654782612343,1.2516975402832031e-06,920,0.039509635,0.0003,515015.84375,-21.532660496234893,0.3123046875,82126.88888950348,1000.0
93,70980.01357998999,1000.0,1664,114,190464,,,,,,,,,,,,,
94,71155.24388523,1000.0,1669,115,192512,0.2,1445252.6484375,0.8573750853538513,-0.08193946297396906,1.609325408935547e-05,930,0.040869202,0.0003,747202.375,-21.499256128072737,0.336328125,,
95,71063.58393281001,1000.0,1673,116,194560,0.2,1048897.2669921876,0.8553940057754517,-0.06641662540496326,3.516674041748047e-06,940,0.03964798,0.0003,518834.875,-21.458508408069612,0.31806640625,,
,,,,,195000,0.2,1007792.653125,0.8534670472145081,-0.07242595861607697,4.231929779052734e-06,950,0.043167803,0.0003,525080.4375,-21.41358739733696,0.3521484375,81720.67211322785,1000.0
96,71096.5859412,1000.0,1711,114,196608,,,,,,,,,,,,,
97,71305.19855349,1000.0,1715,115,198656,0.2,1418248.373828125,0.8508111238479614,-0.08717556851916015,2.8073787689208984e-05,960,0.050308436,0.0003,731668.8125,-21.371847581863403,0.3552734375,,
,,,,,200000,0.2,1545429.12734375,0.8494756817817688,-0.08169659484410659,7.152557373046875e-07,970,0.041767143,0.0003,704628.3125,-21.334290492534638,0.340771484375,82002.59659004211,1000.0
98,71408.30383707,1000.0,1752,114,200704,,,,,,,,,,,,,
99,71700.61694295,1000.0,1757,115,202752,0.2,1198059.45546875,0.8493857383728027,-0.0876897332840599,-3.409385681152344e-05,980,0.048837297,0.0003,538871.125,-21.32214734554291,0.376904296875,,
100,71654.45325553001,1000.0,1761,116,204800,0.2,1700498.060546875,0.8472411632537842,-0.08792600213491823,1.430511474609375e-05,990,0.044694386,0.0003,917797.5625,-21.29711073040962,0.341748046875,,
,,,,,205000,0.2,1419234.552734375,0.8466119170188904,-0.08344897309143562,3.5762786865234375e-07,1000,0.045045793,0.0003,719781.4375,-21.27004294395447,0.34560546875,79202.58624916077,1000.0
101,71930.6989783,1000.0,1798,115,206848,,,,,,,,,,,,,
102,72033.67812185,1000.0,1803,115,208896,0.2,1311906.615625,0.8466201424598694,-0.08419733434275259,2.980232238769531e-07,1010,0.049285002,0.0003,720115.0625,-21.269150388240813,0.358447265625,,
,,,,,210000,0.2,1025863.4859375,0.846957802772522,-0.07486324124620296,1.1920928955078125e-07,1020,0.040537044,0.0003,522946.28125,-21.26641145348549,0.338623046875,82010.71756801606,1000.0
103,72103.1294117,1000.0,1841,114,210944,,,,,,,,,,,,,
104,71975.66137581,1000.0,1845,115,212992,0.2,1538434.717578125,0.8456110954284668,-0.08043435918807518,-1.1920928955078125e-07,1030,0.05498235,0.0003,761223.5,-21.256529653072356,0.31015625,,
,,,,,215000,0.2,1535960.316015625,0.8467445373535156,-0.08184929534327239,5.424022674560547e-06,1040,0.043991752,0.0003,729765.125,-21.25772730112076,0.337255859375,82653.52060451507,1000.0
105,72347.65742811,1000.0,1884,114,215040,,,,,,,,,,,,,
106,72730.35804988,1000.0,1889,114,217088,0.2,1530450.50390625,0.8447897434234619,-0.0847095848119352,7.748603820800781e-07,1050,0.045685016,0.0003,833738.0625,-21.24459148645401,0.344384765625,,
107,73280.29590684,1000.0,1893,115,219136,0.2,1961215.621875,0.8429416418075562,-0.09372641886584461,-2.384185791015625e-07,1060,0.048944563,0.0003,897986.75,-21.206544244289397,0.369921875,,
,,,,,220000,0.2,1947949.439453125,0.8414633274078369,-0.09704908710555174,2.1457672119140625e-06,1070,0.04962263,0.0003,890463.6875,-21.176107507944106,0.37353515625,86144.12606868744,1000.0
108,73096.81591681999,1000.0,1931,114,221184,,,,,,,,,,,,,
109,73249.92183230999,1000.0,1935,115,223232,0.2,746246.0259765625,0.8400682806968689,-0.09286359251709655,-5.602836608886719e-06,1080,0.0623309,0.0003,397783.3125,-21.144464296102523,0.423193359375,,
,,,,,225000,0.2,1793377.85234375,0.8389649391174316,-0.09071647541422863,3.039836883544922e-05,1090,0.046781413,0.0003,856857.5,-21.12031493186951,0.366552734375,82780.55560436248,1000.0
110,73183.36475724001,1000.0,1972,114,225280,,,,,,,,,,,,,
111,73352.98015926,1000.0,1977,114,227328,0.2,1638547.596875,0.8379027247428894,-0.09196072350605392,-4.184246063232422e-05,1100,0.04830259,0.0003,873783.5,-21.09928267598152,0.3689453125,,
112,73856.08326051,1000.0,1982,115,229376,0.2,1282020.019921875,0.8371117115020752,-0.08380902461940423,2.384185791015625e-07,1110,0.04641097,0.0003,678023.0,-21.07948753833771,0.359716796875,,
,,,,,230000,0.2,2183328.659375,0.835331916809082,-0.09633008720411454,3.635883331298828e-06,1120,0.046482388,0.0003,1033462.1875,-21.053899002075195,0.360302734375,81243.90558376312,1000.0
113,74107.9370183,1000.0,2018,114,231424,,,,,,,,,,,,,
114,74346.47041172,1000.0,2022,115,233472,0.2,1533603.3671875,0.8327596187591553,-0.09144026313733775,1.7881393432617188e-07,1130,0.05421137,0.0003,812121.625,-21.00341686606407,0.37998046875,,
,,,,,235000,0.2,1821024.906640625,0.8317562937736511,-0.08991422015824355,0.0,1140,0.04988281,0.0003,981707.0,-20.976242423057556,0.360107421875,78565.52406215668,1000.0
115,74430.85325228,1000.0,2056,114,235520,,,,,,,,,,,,,
116,74701.97767921,1000.0,2061,115,237568,0.2,2262316.076171875,0.8310375809669495,-0.07191488882817794,-1.1920928955078125e-07,1150,0.033907548,0.0003,1172103.625,-20.953569519519807,0.28671875,,
117,74821.3440825,1000.0,2066,115,239616,0.2,1134550.778125,0.8284451961517334,-0.07608190336904955,0.0,1160,0.045369133,0.0003,602606.0,-20.916266477108003,0.362451171875,,
,,,,,240000,0.2,1393866.862890625,0.8283761143684387,-0.08805452133528888,2.2649765014648438e-06,1170,0.050820924,0.0003,704853.0,-20.893345606327056,0.383544921875,76880.37054290771,1000.0
118,74906.45330082001,1000.0,2101,115,241664,,,,,,,,,,,,,
119,74912.98707886001,1000.0,2106,115,243712,0.2,1843782.140625,0.8258745074272156,-0.09318929237197153,8.940696716308594e-07,1180,0.053096138,0.0003,1228538.125,-20.865655213594437,0.383935546875,,
,,,,,245000,0.2,1313163.10859375,0.8246702551841736,-0.07888842098182067,0.0,1190,0.050034337,0.0003,639324.0,-20.82628007531166,0.3685546875,79053.33276786804,1000.0
120,75098.26628488,1000.0,2141,114,245760,,,,,,,,,,,,,
121,75061.84934388999,1000.0,2146,115,247808,0.2,1008415.383203125,0.8233960866928101,-0.07621997797978111,3.844499588012695e-05,1200,0.053035736,0.0003,495680.53125,-20.802514255046844,0.368603515625,,
