train/critic_loss,time/total_timesteps,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/fps,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,train/actor_loss,eval/mean_reward,eval/mean_ep_length
0.5127760171890259,1249,13,1148,-128.431553,4,0.7095319032669067,93,0.0003,-4.543210506439209,312.25,-24.100431442260742,,
2.545828342437744,1651,18,1550,-90.32111850000001,8,0.6297896504402161,91,0.0003,-5.913264274597168,206.375,-28.639314651489258,,
1.051095724105835,2750,30,2649,-111.13931475000003,12,0.4561976194381714,90,0.0003,-9.701911926269531,229.16666666666666,-36.376678466796875,,
1.2297593355178833,4795,53,4694,-159.77290062499998,16,0.25067490339279175,88,0.0003,-16.458742141723633,299.6875,-39.67645263671875,,
1.2448985576629639,5000,,4899,,,0.23609910905361176,,0.0003,-16.913047790527344,,-39.8538932800293,172.76401671420317,792.3
1.264136552810669,5054,69,4953,-136.97232569999997,20,0.23241013288497925,72,0.0003,-17.2025203704834,252.7,-39.15605545043945,,
1.0221662521362305,6210,83,6109,-144.28404754166667,24,0.16603299975395203,74,0.0003,-20.34001922607422,258.75,-37.82543182373047,,
0.7012395858764648,7432,97,7331,-150.45933674999998,28,0.11652986705303192,76,0.0003,-23.846145629882812,265.42857142857144,-34.175872802734375,,
1.254320502281189,7539,98,7438,-133.75677778125,32,0.11297976970672607,76,0.0003,-23.190330505371094,235.59375,-33.211944580078125,,
1.036302089691162,8787,112,8686,-138.945592,36,0.07908480614423752,77,0.0003,-26.75543212890625,244.08333333333334,-29.707307815551758,,
0.5527153015136719,10000,,9899,,,0.0560193732380867,,0.0003,-26.991191864013672,,-25.313980102539062,11.252063050298602,387.2
0.8245536088943481,11068,143,10967,-146.45469682499998,40,0.041405610740184784,76,0.0003,-27.176891326904297,276.7,-22.02913475036621,,
0.35082703828811646,12843,163,12742,-135.96438202272725,44,0.02556529827415943,78,0.0003,-24.990388870239258,291.8863636363636,-17.706279754638672,,
0.22453811764717102,15000,,14899,,,0.015310157090425491,,0.0003,-13.565727233886719,,-15.436256408691406,593.443574999366,1000.0
0.21974168717861176,15177,206,15076,-105.61845677083333,48,0.014778293669223785,73,0.0003,-14.14249038696289,316.1875,-15.433554649353027,,
0.12848414480686188,19177,253,19076,-51.67881561538461,52,0.010216733440756798,75,0.0003,0.7568339705467224,368.78846153846155,-19.543949127197266,,
0.15143564343452454,20000,,19899,,,0.010661805048584938,,0.0003,1.9774495363235474,,-20.37965202331543,828.5023132334463,1000.0
0.11040090024471283,23177,313,23076,4.955909375000003,56,0.01180950179696083,73,0.0003,0.22157901525497437,413.875,-25.343429565429688,,
0.11198481172323227,25000,,24899,,,0.012355808168649673,,0.0003,-0.07808926701545715,,-28.217317581176758,824.5316558621823,1000.0
0.10838387906551361,27177,375,27076,56.87887646666666,60,0.012701029889285564,72,0.0003,1.3223845958709717,452.95,-31.277332305908203,,
0.10431879758834839,30000,,29899,,,0.013506927527487278,,0.0003,0.38992682099342346,,-35.72526550292969,835.6789647309109,1000.0
0.09751375764608383,31177,437,31076,104.425588625,64,0.013495514169335365,71,0.0003,0.6283403635025024,487.140625,-37.04204177856445,,
0.08564753830432892,35000,,34899,,,0.013967424631118774,,0.0003,0.7472220063209534,,-41.688880920410156,830.2149877764284,1000.0
0.14421135187149048,35177,500,35076,145.33968975000002,68,0.013953045941889286,70,0.0003,-0.9132306575775146,517.3088235294117,-41.89186477661133,,
0.1123393177986145,39177,547,39076,183.77797969444444,72,0.014551287516951561,71,0.0003,0.5324274301528931,544.125,-45.59605407714844,,
0.1260342001914978,40000,,39899,,,0.014562039636075497,,0.0003,-0.7009230852127075,,-46.52338409423828,784.9951307120733,902.0
0.0879235714673996,43177,608,43076,218.52014634210528,76,0.014900019392371178,70,0.0003,0.4943082928657532,568.1184210526316,-49.832027435302734,,
0.11462026834487915,45000,,44899,,,0.014568554237484932,,0.0003,0.7999690771102905,,-51.431884765625,890.5577559495811,1000.0
0.15563881397247314,47177,671,47076,250.1559786625,80,0.015018356963992119,70,0.0003,0.23179107904434204,589.7125,-52.578182220458984,,
0.10764312744140625,50000,,49899,,,0.015067671425640583,,0.0003,0.3044450581073761,,-55.00434112548828,916.2730584850535,1000.0
0.11425533890724182,51177,733,51076,278.6288859642857,84,0.015186725184321404,69,0.0003,-0.8949693441390991,609.25,-55.9842529296875,,
0.10008551180362701,55000,,54899,,,0.015542176552116871,,0.0003,1.3094395399093628,,-57.79909896850586,882.586351874657,1000.0
