time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4,3076,5.25,21,0,37.51027425,,,,,,
8,3191,5.125,41,0,36.437032375,,,,,,
12,3306,5.416666666666667,65,0,39.11660583333333,,,,,,
16,3354,5.5625,89,0,40.435936625000004,,,,,,
20,512,5.6,112,0,40.8120552,4,108.78061294555664,0.001,-2.6485843658447266,,
24,95,5.291666666666667,127,1,37.889762708333336,26,48.920247077941895,0.001,-5.9906463623046875,,
28,98,5.035714285714286,141,1,35.48788810714286,40,29.01997184753418,0.001,-7.1983232498168945,,
32,101,4.84375,155,1,33.686715,53,25.386257807413738,0.001,-8.384281158447266,,
36,103,4.638888888888889,167,1,31.82088847222222,66,19.83039093017578,0.001,-8.000566482543945,,
40,91,4.525,181,1,30.741803074999996,79,18.491987864176433,0.001,-7.169676303863525,,
44,94,4.454545454545454,196,2,30.047808863636362,94,15.875882625579834,0.001,-8.410366535186768,,
48,97,4.354166666666667,209,2,29.125212000000005,107,14.693800926208496,0.001,-7.570523262023926,,
52,98,4.288461538461538,223,2,28.505463730769236,121,16.205844163894653,0.001,-7.550663948059082,,
56,100,4.25,238,2,28.122042321428573,136,12.749598741531372,0.001,-8.266414165496826,,
60,102,4.233333333333333,254,2,27.934212566666666,152,13.363825559616089,0.001,-8.020785808563232,,
64,104,4.203125,269,2,27.645744140625,167,12.59148120880127,0.001,-9.767967224121094,,
68,107,4.367647058823529,297,2,29.185127441176473,192,12.565753391810826,0.001,-8.809604167938232,,
72,109,4.458333333333333,321,2,30.026347805555556,217,12.334832954406739,0.001,-9.418330669403076,,
76,112,4.5394736842105265,345,3,30.793239078947366,239,14.690708351135253,0.001,-9.408669471740723,,
80,113,4.6375,371,3,31.71259675,267,9.41880178451538,0.001,-9.866413434346518,,
84,116,4.809523809523809,404,3,33.33003451190476,297,11.026084661483765,0.001,-10.500518798828125,,
88,119,5.056818181818182,445,3,35.6482489090909,337,9.35327497124672,0.001,-10.542882680892944,,
92,120,5.163043478260869,475,3,36.64709254347826,371,8.335536162058512,0.001,-11.67344880104065,,
96,122,5.3125,510,4,38.0464759375,406,7.107714783061635,0.001,-12.229225635528564,,
100,124,5.43,543,4,39.14554719,437,6.573572015762329,0.001,-12.788144493103028,,
104,126,5.6,581,4,40.74544783,474,6.658552885055542,0.001,-12.664881896972656,,
108,127,5.74,615,4,42.0477106,511,6.888082610236274,0.001,-12.965249061584473,,
112,128,5.79,644,5,42.51649140000001,539,5.959469139575958,0.001,-12.824114799499512,,
116,129,5.91,680,5,43.638682839999994,573,4.479641795158386,0.001,-13.889488458633423,,
120,131,6.15,727,5,45.87340677,612,4.404806137084961,0.001,-14.35128378868103,,
124,131,6.44,771,5,48.58478564,664,4.405054364885602,0.001,-14.976238931928362,,
128,132,6.66,807,6,50.640432710000006,701,3.7980051934719086,0.001,-15.399388790130615,,
132,133,6.93,848,6,53.154605870000005,738,3.9920805825127497,0.001,-15.183199882507324,,
136,132,7.25,892,6,56.122732070000005,785,4.049502567811445,0.001,-15.749296569824219,,
140,133,7.56,937,7,59.02641168,830,2.9444120824337006,0.001,-17.180591583251953,,
144,134,7.98,994,7,62.962449510000006,883,4.629972517490387,0.001,-17.706754302978517,,
,,,1000,,,896,5.607660862115713,0.001,-17.842451640537806,11.3,93.99586673974991
148,123,8.42,1051,8,67.05784496,943,2.9935043692588805,0.001,-18.843816375732423,,
152,115,8.76,1099,9,70.23781226999999,991,4.346928844849269,0.001,-19.380394617716473,,
156,96,9.1,1148,11,73.44579672,1041,3.8543885487776537,0.001,-20.140071868896484,,
160,93,9.61,1215,13,78.24033106,1093,4.73882552197105,0.001,-21.055436240302193,,
164,85,10.0,1269,14,81.89670672,1156,7.376137625087392,0.001,-21.94230365753174,,
168,70,10.24,1321,18,84.14909966,1209,6.671218236287435,0.001,-22.49703089396159,,
172,71,10.67,1388,19,88.17109644,1266,7.544002364663517,0.001,-23.776335186428494,,
176,70,11.09,1454,20,92.10138628,1339,8.411056915918985,0.001,-24.61781946818034,,
180,67,11.4,1511,22,95.00641534,1402,8.219519138336182,0.001,-25.9906489054362,,
184,66,11.73,1577,23,98.09674358999997,1466,8.566621283690134,0.001,-26.462042808532715,,
188,67,11.84,1629,24,99.13492481999997,1519,6.43363384100107,0.001,-27.85542106628418,,
192,68,12.13,1688,24,101.84473906000001,1571,9.51077675819397,0.001,-27.78597354888916,,
196,70,12.53,1763,25,105.59139656,1646,9.419272825635712,0.001,-29.197535959879556,,
200,71,12.91,1834,25,109.15072611000001,1724,6.902677975202861,0.001,-31.121579933166505,,
204,72,13.15,1896,26,111.39331249000001,1783,8.420870900154114,0.001,-31.805061067853654,,
208,73,13.41,1956,26,113.82972072999999,1841,9.009021465594952,0.001,-32.27354876200358,,
,,,2000,,,1900,6.648923918604851,0.001,-33.44741773605347,14.5,124.3539584159851
212,74,13.87,2031,27,118.13088776000001,1916,6.020449414849281,0.001,-34.56858587265015,,
216,74,14.03,2083,27,119.64952618000001,1971,7.148928238795354,0.001,-34.45163122812907,,
220,76,14.41,2168,28,123.21758566999998,2054,4.469404856363933,0.001,-35.75389289855957,,
224,77,14.66,2237,28,125.57928335999999,2127,4.310428363936288,0.001,-36.82035446166992,,
228,75,15.01,2308,30,128.86074404000001,2200,3.8339450624254017,0.001,-38.200150626046316,,
232,76,15.29,2377,31,131.49689402,2264,3.2491548494859175,0.001,-39.93825184215199,,
236,75,15.75,2467,32,135.81069428,2348,3.2598054508368173,0.001,-39.69331773122152,,
240,74,16.1,2547,34,139.09690870000003,2427,2.9277150988578797,0.001,-42.76071395874023,,
244,70,16.18,2612,37,139.86119405000002,2493,2.8484116150782657,0.001,-42.59665171305338,,
248,66,16.37,2688,40,141.66233929,2574,2.678615698447594,0.001,-42.93136378696987,,
252,67,16.65,2764,41,144.29537377,2647,3.009973398844401,0.001,-44.460221426827566,,
256,67,16.96,2844,42,147.18735993,2732,3.0932349874859764,0.001,-45.80411806973544,,
260,67,17.16,2931,43,149.06073665000002,2809,3.235924787521362,0.001,-47.210771560668945,,
,,,3000,,,2889,3.1113284717906606,0.001,-46.165115703235976,16.3,141.05884281396865
264,66,17.35,3004,45,150.84525698,,,,,,
268,67,17.63,3084,45,153.4699021,2969,3.1710215715261607,0.001,-48.1227060953776,,
272,68,17.97,3185,46,156.65364768999999,3051,3.067783556486431,0.001,-49.66179741753472,,
276,68,18.02,3256,47,157.11746304,3138,3.864690637588501,0.001,-49.91905555725098,,
280,69,18.09,3320,47,157.7640197,3208,3.6026450120485745,0.001,-50.60359736851284,,
284,70,18.46,3423,48,161.20154768999998,3304,3.7400980224976172,0.001,-52.27830123901367,,
288,71,18.88,3517,49,165.11469282,3405,3.9952113893296985,0.001,-52.847408294677734,,
292,72,19.09,3597,49,167.06893865,3479,3.5589601802825928,0.001,-54.10801982879639,,
296,73,19.66,3729,50,172.37449684,3588,5.172666275140011,0.001,-55.67973327636719,,
300,74,19.92,3826,51,174.79212991999998,3694,3.6120202342669168,0.001,-56.71726862589518,,
304,75,20.22,3918,51,177.57684546000004,3782,4.588254615664482,0.001,-56.768600940704346,,
,,,4000,,,3889,6.068357077511874,0.001,-59.56544355912642,32.7,294.07741532325747
308,73,20.53,4009,54,180.44576802000003,,,,,,
312,73,21.01,4132,56,184.91271131999994,4006,5.707441131273906,0.001,-61.58079071044922,,
316,72,21.82,4265,58,192.44849366000003,4144,7.198331363060895,0.001,-62.512697107651654,,
320,70,24.13,4581,65,214.04342538,4429,11.041159557741741,0.001,-65.52371623904206,,
324,69,24.74,4711,67,219.71341282,4579,8.493928741764378,0.001,-66.97455872429742,,
328,71,26.14,4922,69,232.80464779,4793,16.18442788578215,0.001,-70.99612826392764,,
,,,5000,,,4877,13.991263812442995,0.001,-72.4477172264686,51.1,466.27022116184236
332,72,27.25,5102,70,243.17877603,4971,14.963075487954276,0.001,-73.2411844590131,,
336,73,28.94,5361,72,258.97306967000003,5233,16.145703582763673,0.001,-75.74448181152344,,
340,73,30.05,5552,75,269.33214883,5402,17.424263208340374,0.001,-77.29715572259364,,
344,72,32.45,5857,80,291.77223578,5675,19.743587453486555,0.001,-80.91811660240437,,
348,71,33.08,5996,83,297.64785711999997,5865,21.331159371596115,0.001,-83.32568078292043,,
,,,6000,,,5898,21.740950324318625,0.001,-84.76361398135914,61.8,566.0506609559059
352,70,34.17,6181,87,307.8242468,6041,21.64854393834653,0.001,-85.72081292193869,,
356,71,35.41,6385,89,319.40555548000003,6250,24.388232870946958,0.001,-87.79536056518555,,
360,72,36.32,6563,91,327.88963062999994,6415,25.922884650149587,0.001,-88.1283424640524,,
364,73,37.59,6763,92,339.751962,6620,24.732898599223088,0.001,-91.10250874569542,,
368,73,38.44,6928,93,347.67618878999997,6790,27.150716810515434,0.001,-94.44037134507123,,
,,,7000,,,6867,29.991553512779443,0.001,-96.07259072197809,48.0,437.05118868350985
372,72,39.11,7096,97,353.9405865,6951,30.9317413965861,0.001,-93.88665220472548,,
376,73,41.33,7389,99,374.69175471,7151,34.93467621576218,0.001,-98.1421156383696,,
380,73,43.08,7628,103,391.06163994,7442,35.79327790330096,0.001,-99.32161313011532,,
384,72,43.55,7778,106,395.47054112999996,7644,40.63481563991971,0.001,-100.9208140903049,,
388,72,44.5,7967,109,404.34756428000003,7835,39.36169810234746,0.001,-104.73725617237581,,
,,,8000,,,7869,42.556990286883185,0.001,-105.68438720703125,45.5,413.80385966300963
392,73,45.75,8172,111,416.04006199,7998,41.10485496520996,0.001,-102.4093505859375,,
396,73,45.95,8324,113,417.92150405,8192,47.991651916503905,0.001,-108.05101470947265,,
400,73,46.62,8488,115,424.19535987,8350,45.04389400016971,0.001,-106.44959586007255,,
404,73,47.76,8694,118,434.86441128999996,8521,44.728115717569985,0.001,-106.84762122414328,,
408,74,48.86,8895,119,445.1637628399999,8744,44.62437888903496,0.001,-111.47122840881347,,
,,,9000,,,8875,45.74268680963761,0.001,-113.77337157420622,41.6,377.3098087191582
412,74,49.52,9084,121,451.35542565000003,8949,36.68401711327689,0.001,-111.93552344185966,,
416,75,50.05,9270,122,456.3259658899999,9088,53.92711100578308,0.001,-113.44635581970215,,
420,75,48.28,9409,123,439.75899218,9277,49.391289472579956,0.001,-115.59508895874023,,
424,75,48.83,9594,127,444.91773385,9441,49.736408410248934,0.001,-116.13995728669343,,
428,75,48.46,9768,129,441.43948446999997,9604,56.39130098679487,0.001,-113.26498278449563,,
432,75,48.43,9945,132,441.15217448999994,9823,63.81460115644667,0.001,-118.37402428521051,,
,,,10000,,,9887,52.34046931266785,0.001,-117.50262908935547,42.9,389.3615488290787
436,74,47.54,10115,134,432.8236484,9979,58.98280935576468,0.001,-118.70305633544922,,
440,74,47.47,10299,137,432.16843677,10148,57.42248874240451,0.001,-117.8883866019871,,
444,74,45.82,10439,140,416.72013638000004,10303,55.94880300952542,0.001,-122.26508331298828,,
448,75,46.24,10620,141,420.6493528,10467,59.41408055404137,0.001,-123.37310869940396,,
452,75,45.92,10773,142,417.65533710000005,10640,56.66810198528011,0.001,-124.44329289027623,,
456,76,45.52,10937,143,413.9161724800001,10797,53.045312377641785,0.001,-124.44012099045973,,
,,,11000,,,10901,49.923571745554604,0.001,-122.54931683010525,42.6,386.8196511626244
460,76,45.28,11091,144,411.68522997,10953,57.76477912756113,0.001,-124.18501692551833,,
464,76,45.11,11274,148,410.0903035300001,11134,52.9406421802662,0.001,-126.68981001112196,,
468,73,45.23,11451,155,411.21921861999994,11312,67.93641636106703,0.001,-127.72289530436198,,
472,73,45.93,11689,158,417.76727829,11493,57.46476603568868,0.001,-129.6162391330885,,
476,74,45.69,11958,160,415.53617339,11813,56.79437084365309,0.001,-129.52589510198226,,
,,,12000,,,11860,59.199635282475896,0.001,-131.21267668406168,57.0,521.3472988605499
480,74,45.32,12160,162,412.06315422,12029,69.88480252352628,0.001,-129.18912986472802,,
484,75,45.37,12315,163,412.52929802000006,12187,60.1223438511724,0.001,-131.20320991847825,,
488,74,45.26,12493,167,411.50588487,12357,71.61252194530559,0.001,-132.83220760638898,,
492,74,45.05,12677,169,409.55065334000005,12521,64.40817260742188,0.001,-132.92788294741982,,
496,74,45.46,12870,173,413.3920099899999,12720,68.57711033026378,0.001,-132.55536270141602,,
,,,13000,,,12874,61.292199303122125,0.001,-133.1637162428636,49.2,448.21618552207946
500,73,45.79,13067,177,416.48273680000005,12925,63.88671054092108,0.001,-133.6382421875,,
504,73,46.3,13324,181,421.25853669,13165,62.48262613669209,0.001,-136.44910697049872,,
508,72,46.34,13529,185,421.64184049999994,13376,62.6987227006392,0.001,-136.88290568760462,,
512,72,46.8,13764,189,425.94996636,13611,73.16264387490092,0.001,-135.02018760232363,,
516,72,46.79,13949,192,425.86174287,13819,75.01293888092042,0.001,-136.1199691772461,,
,,,14000,,,13851,73.35180866718292,0.001,-137.63709926605225,57.1,522.3809884548187
520,73,48.99,14308,194,446.45157873999995,14135,71.9751111218053,0.001,-140.41082013886552,,
524,74,51.15,14709,197,466.66010351999995,14566,77.19446655699444,0.001,-141.43906618368746,,
,,,15000,,,14805,85.39929190482802,0.001,-146.28037707989031,87.9,810.4192814826965
528,74,53.01,15069,201,484.0722234799999,14920,74.60700224171514,0.001,-143.94241648706895,,
532,74,58.48,15793,213,535.27117717,15594,82.4235771894455,0.001,-147.32766151428223,,
,,,16000,,,15695,79.90757524849164,0.001,-149.7841424560547,904.2,8461.683923780918
,,,17000,,,16695,91.45499967765808,0.001,-155.62719454956056,904.8,8467.586897802354
,,,18000,,,17878,115.5156245101345,0.001,-167.4863762233568,904.5,8464.800995969772
536,75,88.61,18976,249,817.6378051199999,,,,,,
,,,19000,,,18878,129.80086088180542,0.001,-173.94857217407227,907.7,8494.71803919077
,,,20000,,,19878,136.62300498199463,0.001,-182.65734063720703,905.6,8470.966265785693
,,,21000,,,20878,141.83529494667053,0.001,-190.93976586914061,725.4,6783.272793126106
540,69,107.98,21097,305,999.12381721,20940,146.62408256530762,0.001,-193.51186936901462,,
