rollout/ep_len_mean,time/episodes,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/fps,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
763.75,4,14,0.12673561511887238,0.001,2000,-1288.0663842499998,-3.5393912602327764,215,3055,,
,,,0.14432845791243018,0.001,4000,,-4.681264336585999,,5000,1000.0,-1719.980320507288
642.625,8,42,0.5663858470233047,0.001,5034,-1173.690551125,-3.5002748124739704,119,5141,,
434.3333333333333,12,43,0.6858796469475094,0.001,5147,-797.2507424166666,-3.2460011557528845,119,5212,,
415.8125,16,52,0.3571720216162763,0.001,6508,-699.2687281875,-2.2660690541867607,126,6653,,
342.0,20,54,0.6366943575087047,0.001,6773,-578.5292379499999,-1.0899302922189236,125,6840,,
371.375,24,62,0.5000478663668037,0.001,7858,-516.3792042499999,0.08099339317856356,142,8913,,
,,,0.7851779044419527,0.001,9869,,1.5853465373553335,,10000,1000.0,650.1244853372002
425.85714285714283,28,94,0.4606366010159254,0.001,10869,-438.8394037499999,1.880297428227961,126,11924,,
467.6875,32,117,0.508202053129673,0.001,14869,-352.80883359374997,2.3441575755476953,126,14966,,
,,,0.5097618862276986,0.001,14911,,2.207744666508266,,15000,721.1,398.6730368228338
472.1388888888889,36,139,0.6159789804369211,0.001,16927,-278.3869334444444,1.4953350946307182,121,16997,,
,,,0.530990329861641,0.001,18954,,0.578036704988408,,20000,901.9,568.6094407944241
500.225,40,164,,,,-197.6256043,,121,20009,,
545.6590909090909,44,190,0.4481768681257963,0.001,22954,-117.08712259090908,-1.5192000768184661,126,24009,,
,,,0.450164764970541,0.001,23954,,-2.2649405438899994,,25000,723.2,416.2889979890242
563.0,48,217,0.5318622874319553,0.001,25969,-70.70783395833332,-3.0645037679672242,124,27024,,
,,,0.4768473109304905,0.001,28969,,-4.737679739952087,,30000,1000.0,662.7669404862448
596.6153846153846,52,255,0.49385536326467994,0.001,29969,-9.88748798076923,-5.3609675045013425,121,31024,,
607.7678571428571,56,272,0.5706148203909397,0.001,32980,21.520558607142863,-7.028172207832337,124,34035,,
,,,0.5604153517186642,0.001,33980,,-7.579536421775818,,35000,901.0,720.5600452992134
633.9166666666666,60,309,0.5434600284397602,0.001,36980,68.63495858333334,-9.807478477478027,122,38035,,
,,,0.5739496750235558,0.001,38980,,-11.366039590835571,,40000,1000.0,830.2719154727529
656.796875,64,347,0.6034989430904388,0.001,40980,113.57866439062501,-12.72310650062561,120,42035,,
,,,0.47894480560719965,0.001,43980,,-14.38951679801941,,45000,1000.0,647.1248796430416
