rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/value_loss,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
107.84542554347824,1,529,22.097826086956523,3,2048,,,,,,,,,,,,,
112.12195075,2,443,22.9,9,4096,0.0003,0.02088232,-0.059711987973423676,0.997076153755188,0.2,486.8514099121094,1503.6887273788452,10,0.218017578125,0.0022863149642944336,-24.09218384027481,,
,,,,,5000,0.0003,0.025213957,-0.07087290345516521,0.9964500665664673,0.2,505.4410705566406,1270.7528429031372,20,0.25478515625,0.018676578998565674,-24.070433378219604,194.78063895702363,37.4
115.16126781000001,3,401,23.61,15,6144,,,,,,,,,,,,,
109.69798501000001,4,408,22.53,20,8192,0.0003,0.028142976,-0.08155675936141052,0.9940989017486572,0.2,482.3521423339844,1127.6735858917236,30,0.309765625,0.014643967151641846,-24.04378072619438,,
,,,,,10000,0.0003,0.03506916,-0.08674502891371957,0.9944410920143127,0.2,385.8280334472656,894.265810585022,40,0.358642578125,0.017740190029144287,-24.026215958595277,311.3790549516678,58.55
117.81252463999999,5,391,24.24,26,10240,,,,,,,,,,,,,
121.89173937000001,6,402,25.04,30,12288,0.0003,0.034864858,-0.08635306930809747,0.9910202026367188,0.2,460.8294677734375,1008.6446481704712,50,0.36142578125,0.008542180061340332,-23.99090818762779,,
118.03285465999997,7,398,24.13,35,14336,0.0003,0.038795732,-0.08993082154192962,0.9900098443031311,0.2,530.3994140625,983.6844724655151,60,0.394140625,0.01154470443725586,-23.968749845027922,,
,,,,,15000,0.0003,0.03385263,-0.08780716372421012,0.9865890145301819,0.2,366.6968078613281,914.7941823959351,70,0.363818359375,0.028095602989196777,-23.91765810251236,328.161804151535,60.45
128.24427514,8,387,26.08,42,16384,,,,,,,,,,,,,
131.44436641000001,9,388,26.72,47,18432,0.0003,0.02781887,-0.0786281493579736,0.9871195554733276,0.2,464.88055419921875,1080.3457489013672,80,0.286767578125,0.04009377956390381,-23.903513288497926,,
,,,,,20000,0.0003,0.025910221,-0.07870822276454419,0.9871497750282288,0.2,475.4035339355469,1067.4043102264404,90,0.266796875,0.05972611904144287,-23.90077850818634,282.48881390094755,54.55
131.06610711000002,10,379,27.03,53,20480,,,,,,,,,,,,,
129.97965323000003,11,382,26.71,58,22528,0.0003,0.022355255,-0.07150853520724923,0.985540509223938,0.2,554.2351684570312,991.2260635375976,100,0.226904296875,0.11166232824325562,-23.88570241332054,,
142.23741361,12,382,28.96,64,24576,0.0003,0.016945275,-0.06290412941889371,0.9853060245513916,0.2,337.4891662597656,855.3493725776673,110,0.16796875,0.20652055740356445,-23.872791892290117,,
,,,,,25000,0.0003,0.01788779,-0.05894996365823317,0.9845430850982666,0.2,509.36761474609375,975.4281131744385,120,0.153564453125,0.2655871510505676,-23.86289308667183,331.2014297246933,62.1
149.53647449,13,375,30.38,70,26624,,,,,,,,,,,,,
144.43335167,14,377,29.59,75,28672,0.0003,0.020447548,-0.06628028215782251,0.9827001094818115,0.2,547.7236938476562,1157.5093908309937,130,0.194287109375,0.28874820470809937,-23.841306668519973,,
,,,,,30000,0.0003,0.01907941,-0.06488206835929304,0.9801214933395386,0.2,412.2137145996094,928.5228982925415,140,0.176220703125,0.33052951097488403,-23.800490456819535,298.38242571353913,56.7
155.23140571,15,371,31.66,82,30720,,,,,,,,,,,,,
161.42805661,16,372,32.88,87,32768,0.0003,0.017017026,-0.060162319871596995,0.9785147309303284,0.2,580.4324951171875,1035.1524885177612,150,0.15009765625,0.36362069845199585,-23.765832668542863,,
168.07466708000004,17,374,34.36,92,34816,0.0003,0.01877711,-0.0671436972101219,0.9780973792076111,0.2,547.0285034179688,1109.5748361587525,160,0.18505859375,0.36209291219711304,-23.74928647875786,,
,,,,,35000,0.0003,0.01863679,-0.061075180309126155,0.9770533442497253,0.2,519.5601806640625,1068.6635622024537,170,0.166650390625,0.38477885723114014,-23.73580174446106,372.2863230586052,75.0
165.20480164000003,18,367,33.63,100,36864,,,,,,,,,,,,,
185.97576809000003,19,368,37.42,105,38912,0.0003,0.02270215,-0.06718360229569953,0.9765716791152954,0.2,500.36663818359375,1050.0837713241576,180,0.208203125,0.40677791833877563,-23.72052071094513,,
,,,,,40000,0.0003,0.020210052,-0.06323324422701262,0.9765621423721313,0.2,833.51220703125,1417.555185699463,190,0.1896484375,0.3473510146141052,-23.718071275949477,333.30856091976165,62.45
194.60001336000002,20,364,39.42,112,40960,,,,,,,,,,,,,
188.39410782000002,21,365,38.04,117,43008,0.0003,0.019301202,-0.06336165183456614,0.975695788860321,0.2,601.4271850585938,1164.7089767456055,200,0.183251953125,0.37293344736099243,-23.706943422555923,,
,,,,,45000,0.0003,0.021467965,-0.0626369496807456,0.9740917086601257,0.2,481.91131591796875,1178.1755374908448,210,0.1849609375,0.40647244453430176,-23.688795602321626,375.5062317609787,76.7
199.20155985000005,22,361,39.83,124,45056,,,,,,,,,,,,,
213.51332129000005,23,362,42.9,129,47104,0.0003,0.01953199,-0.058697912315255965,0.973217248916626,0.2,553.6603393554688,1361.9055583953857,220,0.174169921875,0.3878694176673889,-23.667357963323592,,
215.40406303,24,363,43.34,135,49152,0.0003,0.02388565,-0.06475253616226836,0.9717010259628296,0.2,481.5000915527344,1298.640947341919,230,0.208349609375,0.4484841227531433,-23.646276348829268,,
,,,,,50000,0.0003,0.0226156,-0.0624825599079486,0.9710769653320312,0.2,611.6467895507812,1255.7286128997803,240,0.184619140625,0.41299253702163696,-23.626385575532915,432.3715774893761,87.9
204.73411284999997,25,358,41.11,142,51200,,,,,,,,,,,,,
216.06351339999998,26,359,43.29,148,53248,0.0003,0.021862328,-0.06353961046552285,0.9689632058143616,0.2,561.4646606445312,1174.2313247680663,250,0.192236328125,0.43353182077407837,-23.60088493824005,,
,,,,,55000,0.0003,0.02405643,-0.06642451281659305,0.9667237401008606,0.2,692.3175659179688,1190.2348154067993,260,0.2087890625,0.5135214626789093,-23.563009238243104,364.17612425088885,74.2
231.52938593000002,27,355,46.35,155,55296,,,,,,,,,,,,,
236.15022656999997,28,356,47.2,160,57344,0.0003,0.023512743,-0.058789444070134776,0.9653657078742981,0.2,685.9955444335938,1361.9870851516723,270,0.19384765625,0.4291840195655823,-23.5290008187294,,
235.89552868,29,357,46.96,166,59392,0.0003,0.021858616,-0.06118974433920812,0.9628316164016724,0.2,564.4443359375,1252.6420042037964,280,0.18720703125,0.486632764339447,-23.501854318380357,,
,,,,,60000,0.0003,0.018836584,-0.051845783041790126,0.9616934657096863,0.2,523.8455200195312,1300.1081216812133,290,0.1513671875,0.45798033475875854,-23.462709426879883,420.9012250185013,77.95
241.60524457000002,30,354,48.15,173,61440,,,,,,,,,,,,,
244.92944069,31,356,49.15,177,63488,0.0003,0.020234805,-0.05902519981609657,0.9613476991653442,0.2,730.0584106445312,1401.5323612213135,300,0.165966796875,0.4369821548461914,-23.44902755022049,,
,,,,,65000,0.0003,0.02291742,-0.05984604946861509,0.9601274132728577,0.2,537.7009887695312,1249.5917650222777,310,0.1892578125,0.46716564893722534,-23.4381864130497,382.5162378549576,71.8
257.12846846,32,356,51.76,183,65536,,,,,,,,,,,,,
247.17758963,33,359,49.8,188,67584,0.0003,0.017067097,-0.05343625367968343,0.959857702255249,0.2,604.68359375,1253.6441289901734,320,0.142578125,0.4928204417228699,-23.424308794736863,,
267.96742616000006,34,361,53.55,192,69632,0.0003,0.020749664,-0.05657050993759185,0.9599905610084534,0.2,572.068359375,1188.6273036956786,330,0.176708984375,0.5160451233386993,-23.425633186101912,,
,,,,,70000,0.0003,0.022273293,-0.05480196683492977,0.9599190950393677,0.2,613.2587890625,1409.1456253051758,340,0.181396484375,0.5376427471637726,-23.42185938358307,477.0998783826828,90.9
274.00023648,35,359,54.37,199,71680,,,,,,,,,,,,,
285.69724005000006,36,361,56.52,203,73728,0.0003,0.02141478,-0.05547819904750213,0.9603822231292725,0.2,541.7023315429688,1240.355725479126,350,0.18125,0.5431654155254364,-23.429243141412734,,
,,,,,75000,0.0003,0.021625344,-0.05250415487098507,0.959250271320343,0.2,608.6760864257812,1309.2221412658691,360,0.161669921875,0.537079781293869,-23.420349395275117,305.724863910675,55.85
264.3844928500001,37,361,53.05,209,75776,,,,,,,,,,,,,
262.3509460700001,38,363,52.99,214,77824,0.0003,0.022392832,-0.05644668963213917,0.9591716527938843,0.2,491.943603515625,960.0227020263671,370,0.1744140625,0.622875988483429,-23.408719557523728,,
268.63358085,39,365,53.86,218,79872,0.0003,0.021887735,-0.05320079741941299,0.9594586491584778,0.2,337.73980712890625,953.4028047561645,380,0.172900390625,0.6067042946815491,-23.41077215075493,,
,,,,,80000,0.0003,0.020251064,-0.05149060863186605,0.9586851596832275,0.2,458.96697998046875,1091.8647857666015,390,0.1619140625,0.6337816417217255,-23.404275989532472,298.8578938007355,54.25
289.96586818,40,365,57.66,224,81920,,,,,,,,,,,,,
302.31879053,41,366,59.91,228,83968,0.0003,0.021158423,-0.053531602994189596,0.9586499333381653,0.2,459.774658203125,1116.970524597168,400,0.165185546875,0.6248354017734528,-23.395157766342162,,
,,,,,85000,0.0003,0.016788855,-0.05084404273657128,0.9576112031936646,0.2,467.0383605957031,1151.9649593353272,410,0.145556640625,0.5794006586074829,-23.385106313228608,279.96539158821105,51.45
295.57780464,42,366,58.75,234,86016,,,,,,,,,,,,,
296.53857460999996,43,368,59.0,239,88064,0.0003,0.020741452,-0.05130147507879883,0.9574300050735474,0.2,495.6946716308594,1016.4029842376709,420,0.157666015625,0.6181435585021973,-23.37305583357811,,
,,,,,90000,0.0003,0.015949667,-0.04558401337999385,0.9556031227111816,0.2,320.374267578125,1011.173413848877,430,0.11923828125,0.6420692503452301,-23.35421794652939,286.8915173053741,52.65
296.78302026,44,367,59.43,245,90112,,,,,,,,,,,,,
294.09502207,45,368,59.0,250,92160,0.0003,0.015860235,-0.04666955510328989,0.9552954435348511,0.2,522.2694091796875,1025.6843698501586,440,0.12890625,0.647289901971817,-23.335098665952682,,
