time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4,4417,5.5,22,0,39.71696525,,,,,,
8,4577,5.875,47,0,43.21393975,,,,,,
12,4643,6.0,72,0,44.483972249999994,,,,,,
16,4674,5.9375,95,0,43.949394625000004,,,,,,
20,1079,5.7,114,0,41.655809000000005,15,67.23508071899414,0.001,-7.040684223175049,,
24,673,5.375,129,0,38.57882858333333,30,42.733978271484375,0.001,-5.705761194229126,,
28,524,5.142857142857143,144,0,36.38124935714286,45,15.96565842628479,0.001,-7.539422035217285,,
32,429,4.96875,159,0,34.73085424999999,60,17.502214431762695,0.001,-7.896000862121582,,
36,381,4.777777777777778,172,0,32.97693727777777,74,15.594446818033854,0.001,-7.237870931625366,,
40,350,4.675,187,0,31.996759524999998,89,14.19568657875061,0.001,-7.90291690826416,,
44,329,4.590909090909091,202,0,31.194634499999996,103,13.968069791793823,0.001,-7.685935735702515,,
48,310,4.479166666666667,215,0,30.177566770833334,117,14.126765251159668,0.001,-7.921146392822266,,
52,297,4.384615384615385,228,0,29.313703596153843,130,14.094090461730957,0.001,-8.270429611206055,,
56,286,4.339285714285714,243,0,28.877764875,145,12.658249378204346,0.001,-7.227221250534058,,
60,276,4.266666666666667,256,0,28.21841811666667,158,14.57873503367106,0.001,-7.5236897468566895,,
64,269,4.1875,268,0,27.509663187500003,170,12.90753142038981,0.001,-7.735362529754639,,
68,264,4.147058823529412,282,1,27.13283714705883,183,13.135677655537924,0.001,-8.516111373901367,,
72,258,4.111111111111111,296,1,26.797606277777774,197,11.128413200378418,0.001,-7.334599494934082,,
76,252,4.065789473684211,309,1,26.387739881578945,211,11.944861650466919,0.001,-7.647876262664795,,
80,248,4.025,322,1,26.0189746,223,10.93543815612793,0.001,-7.481782913208008,,
84,242,3.988095238095238,335,1,25.68411598809524,236,10.36176872253418,0.001,-7.522828578948975,,
88,238,3.9431818181818183,347,1,25.283655772727272,249,9.337506612141928,0.001,-8.692660331726074,,
92,235,3.9130434782608696,360,1,25.009378793478255,262,11.401835918426514,0.001,-8.449097156524658,,
96,233,3.9166666666666665,376,1,25.01749857291667,277,12.016201734542847,0.001,-9.074572563171387,,
100,230,3.91,391,1,24.942022760000004,292,9.772199630737305,0.001,-7.715903282165527,,
