time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/std,train/clip_range,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss,train/learning_rate,train/explained_variance,train/value_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
1,2048,5,1000.0,37593.991240999996,374,,,,,,,,,,,,,
2,4096,12,1000.0,36919.12871425,325,0.9968167543411255,0.2,0.010210378,0.088623046875,10,-0.03665117401105818,228453.796875,0.0003,0.0002945065498352051,409381.80224609375,-24.08614726662636,,
,5000,,,,,0.9955050349235535,0.2,0.011901358,0.08720703125,20,-0.03960200826404616,171705.28125,0.0003,0.004392087459564209,353779.03076171875,-24.065168821811675,1000.0,91623.20899925233
3,6144,70,1000.0,38000.407620499995,86,,,,,,,,,,,,,
4,8192,76,1000.0,37751.11443775,106,0.9925781488418579,0.2,0.012704509,0.09921875,30,-0.047760759061202404,234646.125,0.0003,-0.0038558244705200195,454996.8869140625,-24.026635402441023,,
,10000,,,,,0.992592990398407,0.2,0.013637857,0.1275390625,40,-0.051310329959960654,188889.703125,0.0003,-0.00021076202392578125,376623.9961914063,-23.995887219905853,1000.0,97815.92565402985
5,10240,125,1000.0,37886.3923681,81,,,,,,,,,,,,,
6,12288,133,1000.0,38272.33404391667,92,0.9919054508209229,0.2,0.012874427,0.112841796875,50,-0.047359785489970815,193728.84375,0.0003,-0.003021717071533203,409409.366015625,-23.987869209051134,,
7,14336,138,1000.0,38183.66414478572,103,0.9895113706588745,0.2,0.013052186,0.116259765625,60,-0.05278870332695078,208456.125,0.0003,-0.0007303953170776367,424068.27763671876,-23.96530418395996,,
,15000,,,,,0.9864288568496704,0.2,0.014404429,0.14375,70,-0.055888382988632655,202454.90625,0.0003,-0.003590703010559082,386105.69287109375,-23.910685247182847,1000.0,94842.97500305176
8,16384,176,1000.0,38247.059815,92,,,,,,,,,,,,,
9,18432,182,1000.0,38736.969297999996,101,0.9848317503929138,0.2,0.015022621,0.153515625,80,-0.05773280854918994,181182.03125,0.0003,0.0035784244537353516,397114.648046875,-23.873814111948015,,
,20000,,,,,0.9836384057998657,0.2,0.01357019,0.12841796875,90,-0.05620366661751177,242616.71875,0.0003,-0.0007592439651489258,478938.721875,-23.85475685596466,1000.0,72965.57481765747
10,20480,228,1000.0,39265.61760869999,89,,,,,,,,,,,,,
11,22528,234,1000.0,39649.7791455909,95,0.9836930632591248,0.2,0.013542041,0.131103515625,100,-0.054665878578089175,271890.375,0.0003,-0.0008703470230102539,549380.4874023438,-23.84585131406784,,
12,24576,240,1000.0,40413.35070066667,102,0.9807618260383606,0.2,0.013948925,0.1322265625,110,-0.057084230615873824,272041.875,0.0003,-0.0005083084106445312,544332.4663085938,-23.809325593709946,,
,25000,,,,,0.9801316857337952,0.2,0.014197191,0.13046875,120,-0.05836109287338331,342517.84375,0.0003,-0.004166722297668457,669272.69765625,-23.79008176922798,1000.0,76992.26936302186
13,26624,282,1000.0,40843.95272757692,94,,,,,,,,,,,,,
14,28672,289,1000.0,41160.63037046429,98,0.9783400297164917,0.2,0.014297241,0.14931640625,130,-0.05674121390620712,266942.25,0.0003,0.0014244318008422852,534327.9014648438,-23.761805254220963,,
,30000,,,,,0.9781395196914673,0.2,0.013748837,0.12783203125,140,-0.048709850749582985,291881.78125,0.0003,0.0002490878105163574,584140.4809570312,-23.745469957590103,1000.0,59822.71967048645
15,30720,348,1000.0,41401.89076270001,88,,,,,,,,,,,,,
16,32768,354,1000.0,41840.418142625,92,0.9777656197547913,0.2,0.014533289,0.1482421875,150,-0.05706347982340958,248910.953125,0.0003,-5.6862831115722656e-05,500883.3646484375,-23.740674871206284,,
17,34816,362,1000.0,42182.79950570589,96,0.9754539728164673,0.2,0.013157463,0.128564453125,160,-0.05166523657098878,344187.5625,0.0003,-0.001095414161682129,751317.7236328125,-23.713827711343765,,
,35000,,,,,0.9726412296295166,0.2,0.015137464,0.150146484375,170,-0.05942512865876779,320576.84375,0.0003,-0.00177764892578125,589447.5126953125,-23.67235079407692,1000.0,56146.00315914154
18,36864,419,1000.0,42526.54441808334,87,,,,,,,,,,,,,
19,38912,425,1000.0,43099.57650789474,91,0.9718278050422668,0.2,0.01598356,0.167724609375,180,-0.06186837343266234,310556.03125,0.0003,0.0008922815322875977,610632.0494140625,-23.64423742890358,,
,40000,,,,,0.9708882570266724,0.2,0.014841275,0.147802734375,190,-0.06019422336539719,529073.5,0.0003,0.00030863285064697266,1094470.8126953125,-23.624199372529983,1000.0,59167.17001514435
20,40960,479,1000.0,43918.212740200004,85,,,,,,,,,,,,,
21,43008,487,1000.0,45068.826582162794,88,0.9686487913131714,0.2,0.012714868,0.12373046875,200,-0.05302037165965885,448780.96875,0.0003,8.863210678100586e-05,938508.2125,-23.58991297483444,,
,45000,,,,,0.9655976295471191,0.2,0.01600725,0.167529296875,210,-0.059645823083701546,690526.25,0.0003,-4.6253204345703125e-05,1093128.3908203125,-23.544123804569246,1000.0,54741.217587280276
22,45056,546,1000.0,45311.48322255556,82,,,,,,,,,,,,,
23,47104,552,1000.0,45489.87430772341,85,0.9632682800292969,0.2,0.016012354,0.15673828125,220,-0.05964927872701083,366795.59375,0.0003,-0.0001882314682006836,695434.652734375,-23.49632197022438,,
24,49152,560,1000.0,46005.310090102044,87,0.9602972865104675,0.2,0.017013188,0.18564453125,230,-0.06509423730021809,323080.1875,0.0003,-0.0011167526245117188,683290.4376953125,-23.446651023626327,,
,50000,,,,,0.9593071937561035,0.2,0.015690945,0.1521484375,240,-0.05330191667017061,563659.25,0.0003,9.173154830932617e-05,937324.8455078125,-23.41744010448456,1000.0,59345.38652496338
25,51200,621,1000.0,46516.1206504902,82,,,,,,,,,,,,,
26,53248,627,1000.0,46823.97492186793,84,0.959577202796936,0.2,0.016975373,0.172998046875,250,-0.060941045891377145,532015.0,0.0003,2.7954578399658203e-05,1007846.56953125,-23.412428861856462,,
,55000,,,,,0.956952691078186,0.2,0.018657167,0.198876953125,260,-0.07050262761185877,447571.625,0.0003,0.0002713799476623535,873343.6681640625,-23.386185854673386,1000.0,56070.37156009674
27,55296,689,1000.0,47145.653758727276,80,,,,,,,,,,,,,
28,57344,695,1000.0,47650.68626757895,82,0.9553605318069458,0.2,0.017477227,0.17216796875,270,-0.06152630352007691,401492.71875,0.0003,7.480382919311523e-05,814683.7517578125,-23.351442086696625,,
29,59392,701,1000.0,47916.456167457625,84,0.9554038643836975,0.2,0.01950901,0.194921875,280,-0.06899338824296138,504126.96875,0.0003,-0.00036656856536865234,1073976.9525390626,-23.337644904851913,,
,60000,,,,,0.9537400603294373,0.2,0.019936144,0.19609375,290,-0.06690287423843984,412369.34375,0.0003,0.00040262937545776367,819594.0412109375,-23.323513507843018,1000.0,59331.04436473847
30,61440,758,1000.0,48744.53376844262,81,,,,,,,,,,,,,
31,63488,764,1000.0,49317.61051596825,83,0.9521434903144836,0.2,0.01751326,0.18642578125,300,-0.06518412997829728,946512.5,0.0003,0.00036960840225219727,1577899.03125,-23.293306350708008,,
,65000,,,,,0.9515524506568909,0.2,0.016165195,0.157666015625,310,-0.062377132062101735,687731.3125,0.0003,0.00020933151245117188,1517169.64921875,-23.274310094118118,1000.0,62719.282075309755
32,65536,823,1000.0,49973.59822272308,79,,,,,,,,,,,,,
33,67584,830,1000.0,50757.088376611944,81,0.9502844214439392,0.2,0.017374296,0.17109375,320,-0.06491260268667247,797734.625,0.0003,2.1278858184814453e-05,1551469.42265625,-23.25457505583763,,
34,69632,837,1000.0,51353.02886273913,83,0.9498847723007202,0.2,0.019096442,0.19677734375,330,-0.07093698224925901,722578.625,0.0003,8.344650268554688e-07,1508426.583203125,-23.243055135011673,,
,70000,,,,,0.9507443904876709,0.2,0.019682981,0.1912109375,340,-0.06548462117207236,636256.1875,0.0003,5.334615707397461e-05,1077273.6001953124,-23.251642674207687,1000.0,55400.44456863403
35,71680,898,1000.0,51542.68605714084,79,,,,,,,,,,,,,
36,73728,906,1000.0,52020.62859420548,81,0.9492717385292053,0.2,0.021340063,0.206591796875,350,-0.07036195240507367,590631.8125,0.0003,-0.0009238719940185547,1271510.1779296875,-23.241224360466003,,
