train/critic_loss,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,time/episodes,train/n_updates,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/actor_loss,eval/mean_ep_length,eval/mean_reward
0.13535869955085217,3055,763.75,0.001,4,2000,-1134.3216670000002,258,11,-3.554466407239437,,
0.8610943187867975,5000,,0.001,,4934,,,,-7.323203663352455,523.7,-1095.3535890877247
,5062,632.75,,8,,-1252.4290647500002,156,32,,,
1.515531849503517,7168,597.3333333333334,0.001,12,7102,-1246.7988975833334,164,43,-5.011422045469284,,
1.630348191577561,8851,553.1875,0.001,16,7796,-956.3544911250001,182,48,-3.6570658148551476,,
1.57366563642025,10000,,0.001,,9796,,,,-2.3026945907389744,796.1,-51.3680632709169
1.3536072727441788,12851,642.55,0.001,20,11796,-736.0206961000001,165,77,-2.3496640919297933,,
0.9906205413341522,15000,,0.001,,14796,,,,-5.359097054004669,934.9,443.0025101652551
0.9662496655583381,16751,697.9583333333334,0.001,24,15796,-542.6496829583334,156,107,-6.028078974246979,,
0.8872300792336464,20000,,0.001,,19696,,,,-9.50430080795288,901.5,506.55406366968236
,20751,741.1071428571429,,28,,-394.37300760714294,151,136,,,
0.8225746374428272,24751,773.46875,0.001,32,23696,-267.412190625,156,158,-12.069578023910523,,
0.8139238750636577,25000,,0.001,,24696,,,,-12.787160280227662,1000.0,581.7694027404301
0.7782730884552002,28751,798.6388888888889,0.001,36,27696,-162.65369669444442,151,189,-14.670280735015869,,
0.7690841549038887,30000,,0.001,,29696,,,,-15.87574785041809,971.7,696.6035590046552
0.7110280816257,32751,818.775,0.001,40,31696,-70.70208120000004,149,219,-17.15997027015686,,
0.7328392263352871,35000,,0.001,,34696,,,,-19.089128772735595,975.6,626.5342919365736
0.7370175256133079,35764,812.8181818181819,0.001,44,35696,-16.932887227272765,143,248,-19.82377520942688,,
0.7760707950294018,38904,810.5,0.001,48,38709,30.4636762083333,146,265,-21.791264083862306,,
0.7701212270259857,40000,,0.001,,39849,,,,-22.3139038772583,1000.0,606.5918001610786
0.7527875532507896,42904,825.0769230769231,0.001,52,41849,44.538138923076886,145,293,-23.49095993423462,,
0.8063352583646775,45000,,0.001,,44849,,,,-24.320184185028076,918.4,789.1078140091151
0.8106672309935093,46904,837.5714285714286,0.001,56,45849,96.83224817857139,143,325,-24.905936069488526,,
0.856393206268549,49933,832.2166666666667,0.001,60,48878,129.87700794999995,145,342,-26.819160919189454,,
0.8209180189967156,50000,,0.001,,49878,,,,-27.282546947479247,907.2,780.8618608581426
0.805296382278204,53933,842.703125,0.001,64,52878,173.47997053125,144,372,-29.064625003814697,,
1.0010696015059948,55000,,0.001,,54908,,,,-29.538428840637206,811.6,699.4762492165901
0.9103128872513772,56963,837.6911764705883,0.001,68,55908,183.58874179411765,143,396,-29.943111690521242,,
1.114501808077097,60000,,0.001,,58983,,,,-31.621831230163576,901.6,743.2092132218647
,60038,833.8611111111111,,72,,194.11365801388885,142,421,,,
1.009608879327774,64038,842.6052631578947,0.001,76,62983,228.94042503947367,144,442,-32.88592877197266,,
