time/total_timesteps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
53470,56,0.060776123326271775,52470,0.001,154,345,-282.1666893214286,20.62230588912964,954.8214285714286,,
55000,,0.05934424591436982,54470,0.001,,,,20.695999019622803,,971.276609724015,1000.0
57470,60,0.058196147887036205,56470,0.001,153,373,-265.39865625,20.76605307006836,957.8333333333334,,
60000,,0.052780159754678604,59470,0.001,,,,20.826345947265626,,976.157959831506,1000.0
61470,64,0.05486234549619257,60470,0.001,152,401,-250.380365875,20.852179931640624,960.46875,,
65000,,0.05349155509658158,64470,0.001,,,,20.93969958114624,,976.0904629603028,1000.0
65470,68,,,,152,430,-237.71003342647057,,962.7941176470588,,
69470,72,0.04705700736120343,68470,0.001,154,449,-225.93255305555556,21.002657257080077,964.8611111111111,,
70000,,0.0500363931953907,69470,0.001,,,,21.003760196685793,,970.7110104560852,1000.0
73470,76,0.04967137277498841,72470,0.001,153,477,-215.5818837631579,21.046552864074705,966.7105263157895,,
75000,,0.04943817494250834,74470,0.001,,,,21.051024684906007,,963.5787358373403,1000.0
77470,80,0.04567387542501092,76470,0.001,153,506,-206.18051017500002,21.036289611816407,968.375,,
80000,,0.04588110605254769,79470,0.001,,,,20.986574169158935,,971.9695448614657,1000.0
81470,84,0.043145195808261635,80470,0.001,152,534,-197.78617327380957,20.964791576385498,969.8809523809524,,
85000,,0.03914724451117218,84470,0.001,,,,20.881845809936525,,961.44591964297,1000.0
85470,88,,,,151,563,-189.90948894318183,,971.25,,
89470,92,0.039840590745210645,88470,0.001,153,583,-182.85367527173915,20.860227828979493,972.5,,
90000,,0.04309028201177716,89470,0.001,,,,20.856673221588135,,973.3776642858982,1000.0
93470,96,0.04567836491763592,92470,0.001,152,611,-177.13577330208332,20.77307305908203,973.6458333333334,,
95000,,0.0401888260897249,94470,0.001,,,,20.69568865966797,,960.2002083628438,1000.0
97470,100,0.0448321579080075,96470,0.001,152,638,-171.69277666999997,20.618499195098877,974.7,,
100000,,0.040602165479213,99470,0.001,,,,20.64010015487671,,970.01379250288,1000.0
101470,104,0.03859264289401471,100470,0.001,152,666,-137.68938231,20.64603227996826,993.77,,
105000,,0.039221863919869066,104470,0.001,,,,20.612165340423584,,968.9237226426601,1000.0
105470,108,,,,151,695,-79.95715272,,993.77,,
109470,112,0.0384656916949898,108470,0.001,153,714,-57.21390934999999,20.616941856384276,1000.0,,
110000,,0.03780934268049896,109470,0.001,,,,20.627227310180665,,964.883482760191,1000.0
113470,116,0.0386461834218353,112470,0.001,152,743,-46.90654559999999,20.607546466827394,1000.0,,
115000,,0.03652165888994932,114470,0.001,,,,20.59928995513916,,974.3360376238822,1000.0
117470,120,0.04047716732695699,116470,0.001,152,771,-42.51854262999999,20.577724658966066,1000.0,,
120000,,0.04030345978960395,119470,0.001,,,,20.518007545471193,,976.2386865794658,1000.0
121470,124,0.037614652370102704,120470,0.001,151,799,-38.44932883,20.49198719406128,1000.0,,
125000,,0.03993571996502578,124470,0.001,,,,20.485316234588623,,975.5465268433094,1000.0
125470,128,,,,151,828,-36.02822418,,1000.0,,
129470,132,0.04182484280876815,128470,0.001,152,848,-34.96132362,20.493374729156493,1000.0,,
130000,,0.04633166152983904,129470,0.001,,,,20.491664295196532,,967.8770724594593,1000.0
133470,136,0.04302175471000373,132470,0.001,152,876,-34.273120410000004,20.54731896972656,1000.0,,
135000,,0.042211416821926834,134470,0.001,,,,20.531430149078368,,949.8014557600021,1000.0
137470,140,0.04580386669002473,136470,0.001,151,905,-34.524887580000005,20.539478199005128,1000.0,,
140000,,0.04117003149725497,139470,0.001,,,,20.55904407119751,,856.9633186690044,1000.0
141470,144,0.042904044572263954,140470,0.001,151,933,-34.55791396,20.57613422012329,1000.0,,
145000,,0.043570956256240606,144470,0.001,,,,20.63081381225586,,903.4114948314615,1000.0
145470,148,,,,151,962,-37.35340797,,1000.0,,
149470,152,0.06107674869149923,148470,0.001,152,981,-37.502835999999995,20.599986114501952,1000.0,,
150000,,0.0661132805980742,149470,0.001,,,,20.581604427337645,,975.2573681950569,1000.0
153470,156,0.049780366450548175,152470,0.001,151,1011,-37.54347214,20.56999773788452,1000.0,,
155000,,0.06125396460480988,154470,0.001,,,,20.564320613861085,,973.4757101476192,1000.0
157470,160,0.05105523228086531,156470,0.001,151,1039,-37.50971509,20.5560198097229,1000.0,,
160000,,0.04797564636170864,159470,0.001,,,,20.57466627120972,,964.6937403321266,1000.0
161470,164,0.04731028068624437,160470,0.001,151,1068,-38.483462,20.577971591949463,1000.0,,
165000,,0.04264014247246087,164470,0.001,,,,20.624580894470213,,977.0499263048172,1000.0
165470,168,,,,150,1096,-38.10012867999999,,1000.0,,
169470,172,0.04339735442772508,168470,0.001,151,1115,-38.345722110000004,20.659876861572265,1000.0,,
170000,,0.04333387517742813,169470,0.001,,,,20.65041814804077,,974.7865503787995,1000.0
173470,176,0.04392204229347408,172470,0.001,151,1144,-38.664383889999996,20.718519187927246,1000.0,,
175000,,0.045768630776554346,174470,0.001,,,,20.739913856506348,,949.7473018348217,1000.0
177470,180,0.05880247095786035,176470,0.001,151,1172,-39.11541307,20.760939460754393,1000.0,,
180000,,0.06140006612800062,179470,0.001,,,,20.7463574256897,,975.7386558353901,1000.0
181470,184,0.06194479414448142,180470,0.001,151,1200,-39.404215040000004,20.732320945739747,1000.0,,
185000,,0.062159448577091096,184470,0.001,,,,20.74450550842285,,970.9924805104732,1000.0
185470,188,,,,150,1229,-39.73671031000001,,1000.0,,
189470,192,0.062293699201196435,188470,0.001,151,1249,-40.018604229999994,20.734580718994142,1000.0,,
190000,,0.05817366080544889,189470,0.001,,,,20.742827396392823,,937.5104244053364,1000.0
193470,196,0.0542117768228054,192470,0.001,151,1277,-40.409521479999995,20.765054248809815,1000.0,,
195000,,0.05630749324709177,194470,0.001,,,,20.819258003234864,,957.901170873642,1000.0
197470,200,0.05528102518990636,196470,0.001,151,1306,-40.149306509999995,20.862206756591796,1000.0,,
200000,,0.05750033332407475,199470,0.001,,,,20.917968223571776,,957.2615437567234,1000.0
201470,204,0.0554858948905021,200470,0.001,150,1334,-39.82342920999999,20.935235874176026,1000.0,,
205000,,0.04954144809022546,204470,0.001,,,,20.9559640083313,,963.7899911999702,1000.0
205470,208,,,,150,1363,-40.03860491,,1000.0,,
209470,212,0.05134140142053366,208470,0.001,151,1382,-40.26015193,20.907380981445314,1000.0,,
210000,,0.04907618772611022,209470,0.001,,,,20.91522076034546,,960.5388425588608,1000.0
213470,216,0.054139852795749906,212470,0.001,151,1411,-40.38255367,20.98906749725342,1000.0,,
215000,,0.04895108716748655,214470,0.001,,,,20.978745540618895,,966.6312068879604,1000.0
217470,220,0.05146836442500353,216470,0.001,151,1439,-40.335471430000005,20.979825366973877,1000.0,,
220000,,0.05101224242709577,219470,0.001,,,,20.967072689056398,,959.1514753222466,1000.0
221470,224,0.05324527903459966,220470,0.001,150,1466,-41.220908609999995,20.96401845550537,1000.0,,
225000,,0.057609961537644264,224470,0.001,,,,20.971105419158935,,962.4156182408333,1000.0
225470,228,,,,150,1495,-41.89461386999999,,1000.0,,
229470,232,0.056426800925284626,228470,0.001,151,1514,-41.65912871,20.94572783279419,1000.0,,
230000,,0.058870537031441926,229470,0.001,,,,20.95765644454956,,932.8222272396088,1000.0
233470,236,0.053486398248001936,232470,0.001,151,1543,-41.870536,20.963622707366945,1000.0,,
235000,,0.049141638414934276,234470,0.001,,,,20.964758140563966,,972.3235168099403,1000.0
237470,240,0.04953187056258321,236470,0.001,151,1572,-41.78792311,20.905468193054197,1000.0,,
240000,,0.04649737918190658,239470,0.001,,,,20.863470672607423,,966.4398349523544,1000.0
241470,244,0.04744329245388508,240470,0.001,150,1600,-42.14019146,20.83826651382446,1000.0,,
245000,,0.044249350406229494,244470,0.001,,,,20.793541217803956,,953.0867660403252,1000.0
245470,248,,,,150,1628,-39.51399919,,1000.0,,
249470,252,0.05016342539340258,248470,0.001,151,1647,-39.99985076,20.697580013275147,1000.0,,
250000,,0.05088542461767793,249470,0.001,,,,20.67978385543823,,943.7652159214019,1000.0
253470,256,0.05777972757257521,252470,0.001,151,1676,-40.487706210000006,20.660592758178712,1000.0,,
255000,,0.06886223066411913,254470,0.001,,,,20.6286356048584,,968.9848517775536,1000.0
257470,260,0.09503122700750828,256470,0.001,151,1703,-40.75447374,20.697235187530516,1000.0,,
260000,,0.1275912515334785,259470,0.001,,,,21.02991787338257,,931.2296220779419,1000.0
261470,264,0.112474633872509,260470,0.001,150,1732,-44.540631569999995,21.057031639099122,1000.0,,
265000,,0.06950492827408015,264470,0.001,,,,21.104014053344727,,966.9119125843048,1000.0
265470,268,,,,150,1760,-45.56386714999999,,1000.0,,
269470,272,0.0753644522242248,268470,0.001,151,1780,-47.24317255999999,21.28145796585083,1000.0,,
270000,,0.07528180449083448,269470,0.001,,,,21.32868084716797,,929.9339725077152,1000.0
273470,276,0.08536772178113461,272470,0.001,151,1809,-48.4781339,21.487758052825928,1000.0,,
275000,,0.09935103959962725,274470,0.001,,,,21.53380904006958,,910.2364697171375,1000.0
277470,280,0.09692849526554347,276470,0.001,150,1838,-49.61482357999999,21.49139666748047,1000.0,,
280000,,0.0992025662958622,279470,0.001,,,,21.761129554748535,,920.4174612522125,1000.0
281470,284,0.10083986871317029,280470,0.001,150,1867,-51.034556890000005,21.818888023376466,1000.0,,
285000,,0.17613268138468266,284470,0.001,,,,22.38761008834839,,902.8230882160366,1000.0
285470,288,,,,150,1895,-52.303164640000006,,1000.0,,
289470,292,0.3060161935612559,288470,0.001,151,1915,-59.13447671000001,23.004816188812256,1000.0,,
290000,,0.27169916985183956,289470,0.001,,,,23.1388563079834,,885.7167159054428,1000.0
293470,296,0.18379403845220804,292470,0.001,151,1943,-62.1965763,23.3650524520874,1000.0,,
295000,,0.16969807779043913,294470,0.001,,,,23.3424098777771,,821.2552702069282,1000.0
297470,300,0.12902491139620542,296470,0.001,150,1971,-67.20360156,23.14183553314209,1000.0,,
300000,,0.10270126608386636,299470,0.001,,,,23.472605918884277,,824.3196048617363,1000.0
301470,304,0.10551295291259885,300470,0.001,150,1999,-70.66752872,23.56322978591919,1000.0,,
305000,,0.1273846424818039,304470,0.001,,,,23.91374719238281,,554.1093089201735,1000.0
305470,308,,,,150,2027,-76.80464709,,1000.0,,
309470,312,0.3021360704451799,308470,0.001,151,2047,-83.13554211,25.187826461791992,1000.0,,
310000,,0.3484229124188423,309470,0.001,,,,25.46510127258301,,516.9213345400989,1000.0
313470,316,0.4284880775213242,312470,0.001,151,2075,-91.47306207000001,25.39164055633545,1000.0,,
315000,,0.4067786483764648,314470,0.001,,,,25.502849876403808,,327.82114939596505,1000.0
317470,320,0.3526360054910183,316470,0.001,150,2103,-98.79288233999999,25.73827537918091,1000.0,,
320000,,0.33792131489515304,319470,0.001,,,,26.076457889556885,,856.9881169140339,1000.0
321470,324,0.29922538374364377,320470,0.001,150,2132,-105.48311675999999,26.26990773010254,1000.0,,
325000,,0.2805491991043091,324470,0.001,,,,26.5033897857666,,802.8918162575923,1000.0
325470,328,,,,150,2160,-113.4011609,,1000.0,,
329470,332,0.29659838017076257,328470,0.001,151,2180,-117.61971381,26.426764728546143,1000.0,,
330000,,0.28447703548520803,329470,0.001,,,,26.450455478668214,,899.7934713184834,1000.0
333470,336,0.3590294929295778,332470,0.001,150,2208,-123.00140434999999,26.62647141265869,1000.0,,
335000,,0.38973243106901645,334470,0.001,,,,26.916100673675537,,600.1004857650958,1000.0
337470,340,0.43234514006972313,336470,0.001,150,2236,-135.18975709,27.122765087127686,1000.0,,
340000,,0.23503287237882614,339470,0.001,,,,27.062188266754152,,825.79623888731,1000.0
341470,344,0.22025978425145148,340470,0.001,150,2264,-138.88397763,27.14877490234375,1000.0,,
344537,348,0.2512565109729767,344470,0.001,150,2282,-150.5597811,27.657673961639404,990.67,,
345000,,0.23304153393421853,344565,0.001,,,,27.744258880615234,,311.2590148082003,411.5
347220,352,0.26531598046422006,346220,0.001,151,2295,-156.79818482000002,28.013211803436278,977.5,,
350000,,0.4412682321816683,349220,0.001,,,,29.319105869293214,,589.2575884756574,929.4
351220,356,0.42839059299230575,350220,0.001,151,2323,-176.264636,29.99632523727417,977.5,,
354454,360,0.6248402327001095,353454,0.001,151,2339,-184.12317470999997,31.308154918670656,969.84,,
355000,,0.6892533257305622,354454,0.001,,,,31.62564511489868,,553.6171222257632,1000.0
358454,364,0.7391256212592124,357454,0.001,151,2368,-190.68472776999997,32.09095206832886,969.84,,
360000,,0.5733621388971806,359454,0.001,,,,31.75002439880371,,479.97086837412706,1000.0
362454,368,0.4782371064275503,361454,0.001,151,2396,-208.7502362,31.455262390136717,969.84,,
365000,,0.586827951580286,364454,0.001,,,,31.39463115692139,,785.4957535665483,1000.0
366454,372,0.6819786253869533,365454,0.001,151,2424,-215.90399700999996,31.551885971069336,969.84,,
370000,,1.4585166072249414,369454,0.001,,,,34.6835196762085,,447.5923911438912,1000.0
370454,376,,,,151,2452,-233.01774717999996,,969.84,,
374454,380,0.5200590586960315,373454,0.001,151,2472,-248.17726820999997,34.825275260925295,969.84,,
375000,,0.48218314482271674,374454,0.001,,,,34.82943296813965,,741.9936778016388,1000.0
378454,384,0.5000055676996707,377454,0.001,151,2500,-254.34315069000002,35.14326522827148,969.84,,
380000,,0.5992003951370716,379454,0.001,,,,35.47834740447998,,733.1850081555546,1000.0
382454,388,0.6491441148221493,381454,0.001,151,2528,-270.5684699199999,35.68089952850342,969.84,,
385000,,0.8371121836602687,384454,0.001,,,,36.076888488769534,,308.86063065440396,1000.0
386454,392,1.0154513624310493,385454,0.001,151,2556,-287.76027540999996,36.89778997039795,969.84,,
390000,,0.9878798996210099,389454,0.001,,,,38.0248265914917,,-151.17184853475337,1000.0
390454,396,,,,151,2584,-315.46404280999997,,969.84,,
394454,400,0.597080205053091,393454,0.001,151,2604,-330.80369699000005,37.76713645935059,969.84,,
395000,,0.5604204958081246,394454,0.001,,,,37.69060654449463,,748.8472581908106,1000.0
398454,404,0.4595480846017599,397454,0.001,151,2632,-335.61467299,37.26484477233887,969.84,,
400000,,0.462592519638015,399415,0.001,,,,37.44040037946003,,563.730432135408,899.5
401322,408,0.5779156838208437,400415,0.001,151,2655,-346.72262985000003,37.19103514099121,958.52,,
405000,,0.5447445117682218,404322,0.001,,,,37.092411697387696,,681.5681997748558,1000.0
405322,412,,,,151,2683,-350.33857260999997,,958.52,,
409322,416,0.5901017898023129,408322,0.001,151,2703,-352.64414744000004,37.238904693603516,958.52,,
410000,,0.5099614544212818,409322,0.001,,,,37.262954933166505,,-293.1579380342737,949.6
412473,420,0.4802244216816066,411473,0.001,151,2726,-390.09336516999997,36.93868637084961,950.03,,
414933,424,0.4439573991000652,414894,0.001,151,2743,-388.02680417000005,36.05754330444336,934.63,,
415000,,0.36430226954130024,414933,0.001,,,,35.78064868324682,,691.4542171373963,1000.0
417367,428,0.46523672275812294,416367,0.001,151,2759,-410.7616225,35.77339993527061,918.97,,
420000,,0.4866271017342806,419367,0.001,,,,35.69984798431396,,693.2610048912466,1000.0
421367,432,0.4983616128116846,420367,0.001,151,2787,-418.79804950000005,35.69488780975342,918.97,,
425000,,0.4194804707467556,424367,0.001,,,,35.51343537902832,,804.1470131203532,1000.0
425367,436,,,,151,2815,-423.55005396,,918.97,,
429367,440,0.35931483027338984,428367,0.001,151,2835,-419.94452643000005,35.10836380004883,918.97,,
430000,,0.3802194229513407,429367,0.001,,,,34.92499310302735,,861.2415426760912,1000.0
433367,444,0.4015168683454394,432367,0.001,151,2863,-418.70474028999996,34.48304278564453,918.97,,
435000,,0.36207055689394474,434367,0.001,,,,34.230347511291505,,884.7132384866476,1000.0
437367,448,0.3561975565254688,436367,0.001,151,2891,-413.49160413,33.87521926879883,928.3,,
440000,,0.31912510354071855,439367,0.001,,,,33.50457566070557,,867.67867654562,1000.0
441367,452,0.3766659063845873,440367,0.001,151,2919,-409.68338749,33.38476111602783,941.47,,
445000,,0.4205324464291334,444367,0.001,,,,33.05590501403809,,883.1416745752097,1000.0
445367,456,,,,151,2948,-392.65121117,,941.47,,
449367,460,0.31753134831041097,448367,0.001,151,2967,-387.61634223,32.723347579956055,949.13,,
450000,,0.30803615555912256,449367,0.001,,,,32.64608439254761,,908.9402241200208,1000.0
453367,464,0.3245578868836164,452367,0.001,151,2995,-379.7923979000001,32.68895266342163,949.13,,
455000,,0.31686712239682674,454367,0.001,,,,32.76635898590088,,886.4854555666446,1000.0
457367,468,0.29206613975018264,456367,0.001,151,3023,-364.73029071,32.54550320434571,949.13,,
460000,,0.2144639017060399,459367,0.001,,,,32.11193679046631,,849.8644844591618,1000.0
461367,472,0.23958249106258153,460367,0.001,151,3052,-360.63280785,32.04083656311035,949.13,,
465000,,0.21984244435280562,464367,0.001,,,,31.77085865020752,,810.1580531276762,939.9
465367,476,,,,151,3079,-347.79349683999993,,949.13,,
469367,480,0.2703288780450821,468367,0.001,151,3099,-335.12012991000006,31.445701930999757,949.13,,
470000,,0.22877894507348537,469367,0.001,,,,31.43986064147949,,865.2107701152563,1000.0
473367,484,0.2653114130273461,472367,0.001,151,3128,-330.26576951999994,31.30222581100464,949.13,,
475000,,0.22121478744596243,474367,0.001,,,,31.541180004119873,,890.7648110702634,1000.0
477367,488,0.30796104510128497,476367,0.001,151,3156,-316.25894432,31.862968002319334,949.13,,
480000,,0.2714454727768898,479367,0.001,,,,32.20641927719116,,821.5737956851721,1000.0
481367,492,0.2624715895727277,480367,0.001,151,3184,-300.77024307999994,32.09303863143921,949.13,,
484431,496,0.2555238246098161,483431,0.001,151,3199,-276.67185659,31.85816976547241,939.77,,
485000,,0.2735151393711567,484431,0.001,,,,32.01085833358765,,718.8407847739757,1000.0
488431,500,0.2528228984102607,487431,0.001,151,3227,-266.25277092,32.14367372894287,939.77,,
490000,,0.2818050016090274,489431,0.001,,,,32.10688234710693,,741.4291194297373,1000.0
492431,504,0.2489340749680996,491431,0.001,151,3256,-264.84592287,31.921754718780516,939.77,,
495000,,0.22852328139543535,494431,0.001,,,,31.82764693450928,,794.122792481631,911.7
496431,508,0.22118737725168466,495431,0.001,151,3283,-250.59636809000003,31.817288188934327,951.09,,
500000,,0.20957553765922785,499431,0.001,,,,31.39806993484497,,928.6188445687294,1000.0
500431,512,,,,151,3311,-242.07036574000003,,951.09,,
504431,516,0.1986525839045644,503431,0.001,151,3331,-232.83166217999994,30.9335115814209,951.09,,
505000,,0.19014486490935087,504431,0.001,,,,30.864720672607422,,921.2894584655762,1000.0
508431,520,0.20067422576248645,507431,0.001,151,3359,-189.68350150999999,30.66787532043457,959.58,,
510000,,0.162820090174675,509431,0.001,,,,30.532998874664308,,934.5309894323349,1000.0
512431,524,0.20000855534523726,511431,0.001,151,3387,-185.19218771999996,30.456493301391603,974.98,,
515000,,0.1748870430216193,514431,0.001,,,,30.375216960906982,,944.3509621739388,1000.0
516431,528,0.23036991196125745,515431,0.001,151,3416,-155.38800107,30.407950553894043,990.64,,
520000,,0.20252009673416616,519431,0.001,,,,30.469473358154296,,889.6186014354229,1000.0
520431,532,,,,151,3444,-145.47223669,,990.64,,
524431,536,0.1897200737334788,523431,0.001,151,3464,-136.35623341000002,30.36708236694336,990.64,,
525000,,0.1848167640119791,524431,0.001,,,,30.36599127960205,,937.5417487978935,1000.0
528431,540,0.22228871872276068,527431,0.001,151,3492,-130.10072965999998,30.43262686920166,990.64,,
530000,,0.22749467757344247,529431,0.001,,,,30.524831470489502,,874.6110708832741,1000.0
532431,544,0.23533919478952886,531431,0.001,151,3520,-130.48141338,30.64353950500488,990.64,,
535000,,0.2815075078308582,534431,0.001,,,,31.00507598876953,,719.7563755333424,1000.0
536431,548,0.26592856691032646,535431,0.001,151,3548,-129.23746397000002,31.14987665939331,990.64,,
540000,,0.2089182372391224,539431,0.001,,,,30.832849796295164,,667.6642012178897,1000.0
540431,552,,,,151,3577,-130.05952127999998,,990.64,,
544431,556,0.1975034074410796,543431,0.001,151,3596,-128.04730499,30.29341153717041,990.64,,
545000,,0.19673726814240217,544431,0.001,,,,30.329245471954344,,884.5833355605603,1000.0
548431,560,0.18655323167890311,547431,0.001,151,3625,-126.60611615999998,30.618150421142577,990.64,,
550000,,0.2124267544671893,549431,0.001,,,,30.7377511138916,,859.009108248353,1000.0
552431,564,0.2519046597257257,551431,0.001,151,3653,-127.02802179000003,30.891932949066163,990.64,,
555000,,0.2147387408912182,554431,0.001,,,,30.79017863082886,,907.1057489871979,1000.0
556431,568,0.20500238370895385,555431,0.001,151,3682,-126.99775002999999,30.75104806137085,990.64,,
560000,,0.23817534556239844,559431,0.001,,,,30.774578662872315,,525.8832087501884,1000.0
560431,572,,,,151,3710,-127.41620531999999,,990.64,,
564431,576,0.23905655416846275,563431,0.001,151,3731,-128.77961883,30.75015050125122,990.64,,
565000,,0.23488956397026778,564431,0.001,,,,30.765286838531495,,889.2079856336117,1000.0
568431,580,0.23536535772681236,567431,0.001,151,3759,-130.22080144999998,30.7925788230896,990.64,,
570000,,0.24467224633693696,569431,0.001,,,,30.777073707580566,,789.2563130319119,1000.0
571451,584,0.304723683103919,571431,0.001,150,3786,-132.40542575999999,30.813739292144774,980.84,,
575000,,0.2951479236111045,574451,0.001,,,,31.0265128364563,,786.436593342945,872.2
575451,588,,,,151,3810,-133.15849390000002,,980.84,,
579451,592,0.34494075141847136,578451,0.001,151,3830,-130.63555533,31.49257434463501,980.84,,
580000,,0.24852630290053404,579744,0.001,,,,31.623449533164095,,932.8822437029332,1000.0
582744,596,0.283166088052094,581744,0.001,151,3855,-124.94367471,31.650413890838625,983.13,,
585000,,0.2432738333940506,584744,0.001,,,,31.87654709625244,,254.33457957212812,532.4
586744,600,0.2603152759820223,585744,0.001,151,3879,-129.80524524000003,31.949022785186767,983.13,,
590000,,0.24355280258506537,589744,0.001,,,,32.339613773345945,,907.4686664611102,1000.0
590744,604,,,,151,3907,-125.59719041999999,,983.13,,
594744,608,0.25565540815144777,593744,0.001,151,3927,-125.79314208000001,32.419132892608644,983.13,,
595000,,0.2513947665989399,594744,0.001,,,,32.354437065124515,,911.7445701356977,1000.0
598744,612,0.27715253506600857,597744,0.001,151,3956,-126.23768062,32.26658963012695,983.13,,
600000,,0.25091244212538005,599744,0.001,,,,32.22877632904053,,874.9262618541718,1000.0
602744,616,0.2523031892329454,601744,0.001,151,3985,-127.70526688,32.16164835357666,983.13,,
605000,,0.2921057880073786,604744,0.001,,,,31.9663000831604,,836.2867588311434,1000.0
606744,620,0.24204457982629538,605744,0.001,151,4014,-130.34254872999998,31.857036808013916,983.13,,
610000,,0.24668495213240385,609744,0.001,,,,31.47812488937378,,911.6269705981016,1000.0
610744,624,,,,151,4042,-131.93102123999998,,983.13,,
614270,628,0.25052624391019346,613744,0.001,151,4062,-132.58154746,31.16302689743042,978.39,,
615000,,0.202101965237708,614483,0.001,,,,31.02810105155496,,835.2549935385584,940.0
615483,632,,,,151,4074,-130.19394494,,950.52,,
619483,636,0.260751918643713,618483,0.001,151,4093,-131.99391624,31.27256283950806,950.52,,
620000,,0.2835156391486526,619483,0.001,,,,31.191893413543703,,831.1025533497334,902.7
623483,640,0.2129162751287222,622483,0.001,151,4120,-130.94119016000002,30.904585250854492,950.52,,
625000,,0.30513077761977914,624483,0.001,,,,30.651525665283202,,813.1663734614849,1000.0
627483,644,0.27400952360779046,626483,0.001,151,4148,-138.1309045,30.511732444763183,950.52,,
630000,,0.2367753634043038,629483,0.001,,,,30.276174156188965,,922.4883430093527,1000.0
631483,648,0.20101306480914355,630483,0.001,151,4176,-134.35227837,30.149956394195556,950.52,,
635000,,0.20889435555785896,634483,0.001,,,,29.743201160430907,,897.2617180705071,1000.0
635483,652,,,,151,4205,-132.00141032,,950.52,,
639483,656,0.2298356440216303,638483,0.001,151,4225,-134.01546932000002,29.327644603729247,950.52,,
640000,,0.2050775353461504,639483,0.001,,,,29.28825263595581,,905.1345111995936,1000.0
643483,660,0.24233973894268274,642483,0.001,151,4254,-134.83983116,29.265704727172853,950.52,,
645000,,0.2531062393039465,644483,0.001,,,,29.33806923675537,,924.7603023128584,1000.0
647483,664,0.27608659874647856,646483,0.001,151,4282,-133.88368204999998,29.545268363952637,950.52,,
650000,,0.24353442937880754,649483,0.001,,,,29.868782123565673,,853.7028040111065,1000.0
651483,668,0.2366648328527808,650483,0.001,151,4311,-135.10483871,29.839439414978028,950.52,,
655000,,0.2281903977394104,654483,0.001,,,,29.663495334625246,,920.6859561264515,1000.0
655483,672,,,,151,4339,-132.00464959,,950.52,,
659483,676,0.21310456162318586,658483,0.001,151,4359,-128.03254142,29.27544195175171,950.52,,
660000,,0.17284020175412299,659483,0.001,,,,29.221060161590575,,900.8845943342894,1000.0
663483,680,0.15792354437336326,662483,0.001,151,4387,-124.28116827,28.951513282775878,950.52,,
665000,,0.20877938578650354,664483,0.001,,,,28.860899875640868,,911.5239763081074,1000.0
667483,684,0.1565376954525709,666483,0.001,151,4415,-121.72089828,28.796145767211915,960.32,,
670000,,0.17152382231876254,669483,0.001,,,,28.66593533325195,,900.3587937176228,1000.0
671483,688,0.19697677819058299,670483,0.001,151,4443,-119.35451936000001,28.623614810943604,960.32,,
675000,,0.13717337323352694,674483,0.001,,,,28.507043380737304,,908.0328228645027,1000.0
