rollout/ep_rew_mean,time/fps,train/ent_coef_loss,train/critic_loss,train/n_updates,time/total_timesteps,train/ent_coef,time/time_elapsed,time/episodes,train/actor_loss,rollout/ep_len_mean,train/learning_rate,eval/mean_reward,eval/mean_ep_length
-60.81998399999999,116,-1.0699979066848755,1.4754892587661743,267,368,0.9231237173080444,3,4,-13.09229850769043,92.0,0.0003,,
-44.03211775,102,-2.1221535205841064,0.9413513541221619,528,629,0.8535709977149963,6,8,-16.5559024810791,78.625,0.0003,,
-50.573230499999994,92,-4.233783721923828,1.4553508758544922,1075,1176,0.725071370601654,12,12,-23.245140075683594,98.0,0.0003,,
-80.6012324375,91,-8.71330451965332,3.7717843055725098,2323,2424,0.5024042129516602,26,16,-30.250783920288086,151.5,0.0003,,
-82.8883377,89,-10.903755187988281,2.74794864654541,3021,3122,0.41001081466674805,34,20,-32.05974197387695,156.1,0.0003,,
,,-15.50313663482666,2.9891815185546875,4899,5000,0.2402142584323883,,,-31.38755226135254,,0.0003,109.4580446138265,539.5
-124.64548158333334,78,-16.42953872680664,3.43030047416687,5317,5418,0.21341510117053986,68,24,-31.22148323059082,225.75,0.0003,,
-145.2615717857143,80,-19.568405151367188,3.1965603828430176,7455,7556,0.11738225817680359,93,28,-26.14532470703125,269.85714285714283,0.0003,,
-141.50801443749998,81,-20.532264709472656,2.380571126937866,8750,8851,0.0820167064666748,108,32,-22.13979148864746,276.59375,0.0003,,
,,-19.06163787841797,2.0487890243530273,9899,10000,0.06008782610297203,,,-21.126462936401367,,0.0003,109.22648788581428,790.2
-140.20615933333335,75,-20.08641815185547,1.9064561128616333,11061,11162,0.04424789175391197,147,36,-16.562610626220703,310.05555555555554,0.0003,,
-125.84811857500002,76,-16.884546279907227,1.9544236660003662,12158,12259,0.0334518700838089,160,40,-16.471107482910156,306.475,0.0003,,
,,-8.310240745544434,1.3023875951766968,14899,15000,0.0180349238216877,,,-13.349153518676758,,0.0003,219.2607638595946,737.6
-96.00228865909092,74,-3.8359262943267822,1.4663028717041016,16158,16259,0.014682712033390999,217,44,-13.714020729064941,369.52272727272725,0.0003,,
-67.59729460416668,76,-0.40725022554397583,1.134819507598877,18286,18387,0.013344494625926018,241,48,-14.448575973510742,383.0625,0.0003,,
-54.94256292307693,76,-0.8943473100662231,1.563371181488037,19369,19470,0.013406859710812569,255,52,-14.716753005981445,374.4230769230769,0.0003,,
,,-1.3091530799865723,1.1453802585601807,19899,20000,0.013335361145436764,,,-15.171600341796875,,0.0003,390.3373705228558,662.9
-37.65920508928572,74,-0.31682148575782776,1.4912296533584595,21228,21329,0.013398008421063423,287,56,-15.133642196655273,380.875,0.0003,,
-14.527797500000004,75,0.29587629437446594,1.3950965404510498,23748,23849,0.014830243773758411,316,60,-17.357824325561523,397.48333333333335,0.0003,,
