rollout/ep_len_mean,train/n_updates,train/learning_rate,time/total_timesteps,time/fps,train/actor_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,eval/mean_reward,eval/mean_ep_length
209.05,38530,0.001,38634,101,-35.01049583022659,228,-246.09834702999996,382,2.8136988278148936,,
218.23,39653,0.001,39887,102,-35.084467445373534,232,-256.76819213000005,390,2.670857528567314,,
,39814,0.001,40000,,-35.16778804637767,,,,2.426466515345603,492.7636658804986,1000.0
230.73,41171,0.001,41289,99,-35.529550505078525,236,-270.82415733,416,2.6332831147276323,,
230.52,41323,0.001,41430,99,-35.22628059387207,240,-270.55076157,417,2.717509353160858,,
202.84,41528,0.001,41728,99,-35.4318478902181,244,-238.67030162999998,418,2.1738618401920093,,
203.05,41840,0.001,42913,101,-35.493159484863284,248,-238.8448344,422,4.227533042430878,,
216.25,44337,0.001,44424,101,-35.665781445898865,252,-254.04152044000003,438,2.5891212074325494,,
206.66,44577,0.001,44695,101,-35.89751985337999,256,-242.50057861000002,440,2.9316045356123417,,
,44803,0.001,45000,,-35.75758349510931,,,,2.6214546830423417,492.2148811268242,1000.0
207.19,,,45876,100,,260,-242.74174939999997,458,,,
187.73,45994,0.001,46111,99,-35.88618087768555,264,-219.79660336999999,465,2.2320281834829423,,
193.03,47204,0.001,47333,99,-35.44775829315186,268,-226.08327776,474,2.659352648158033,,
175.99,47635,0.001,47784,100,-35.633384704589844,272,-205.76810765000002,477,2.711894744634628,,
192.91,48805,0.001,49878,102,-35.42082323455811,276,-224.60858272,487,2.8910480502843856,,
,49890,0.001,50000,,-35.0890973113304,,,,2.3944208902471207,469.63533583638866,1000.0
200.02,50966,0.001,51098,98,-35.09663852892424,280,-232.54805015,516,2.2522103708041343,,
179.0,51105,0.001,51241,98,-34.98718910217285,284,-207.39240752,517,2.1978818655014036,,
195.12,53262,0.001,53356,100,-34.695309799194334,288,-225.20736859999994,533,2.2783788312673567,,
194.2,53490,0.001,53611,100,-34.56442254276599,292,-224.06713079000002,535,2.19870771998066,,
193.58,53625,0.001,53775,100,-34.81680679321289,296,-223.19458022999999,536,2.2360069252723873,,
174.83,53953,0.001,54050,100,-34.66587448120117,300,-200.95884872,538,2.4525710542996726,,
174.4,54162,0.001,54252,100,-34.52556268374125,304,-200.46257524,540,2.8927598372101784,,
,54402,0.001,55000,,-34.679345330526665,,,,3.0581002207689507,465.84490610579087,1000.0
183.26,,,55475,99,,308,-210.88599176,557,,,
198.9,56546,0.001,57305,100,-34.298093886602494,312,-228.18611982,572,2.522667120142681,,
201.02,57568,0.001,57759,99,-34.19050908492783,316,-230.42723222999996,578,2.6933154312230774,,
198.2,57855,0.001,57939,99,-33.976325836181644,320,-227.3357853,580,2.738150484421674,,
197.76,57939,0.001,58069,99,-34.32837104797363,324,-226.43938454,581,2.0842244908923195,,
207.09,59242,0.001,59343,100,-34.132313571929934,328,-236.66873712,591,2.5172860729694366,,
196.55,59429,0.001,59542,100,-34.14821507380559,332,-224.45711145,593,3.290713177786933,,
185.1,59656,0.001,59799,100,-33.951536759086274,336,-211.51636367999996,594,2.471975340948,,
,59811,0.001,60000,,-34.05956340971447,,,,2.5642119814367854,426.51485287951635,1000.0
195.05,60831,0.001,60935,98,-34.40063819885254,340,-222.63143207999997,619,2.6113024711608888,,
195.45,61070,0.001,61273,98,-34.11323072089524,344,-222.99468399,621,2.9413753151893616,,
185.16,61317,0.001,61429,98,-34.11505066721063,348,-211.13267392999998,623,2.9805551939889003,,
190.91,63245,0.001,63515,99,-33.880833663761756,352,-216.89998748999997,638,2.390115177003961,,
190.9,63645,0.001,63785,99,-33.9626491313078,356,-216.83201175000005,641,3.0028026188262786,,
182.0,63921,0.001,64076,99,-33.75702476501465,360,-206.85025573000001,643,2.7004288024902343,,
183.49,64245,0.001,64460,99,-33.854725896095744,364,-208.33221094,645,3.0076232558549054,,
,64445,0.001,65000,,-33.99936754950161,,,,3.9170324494098794,359.69111024450393,1000.0
182.69,65512,0.001,65602,97,-33.816123962402344,368,-206.85271995,669,2.565791016194358,,
180.45,65664,0.001,65829,98,-33.94851880460172,372,-204.39613298999996,671,2.688329185988452,,
161.02,65840,0.001,65980,98,-33.84395100520207,376,-182.52315566999997,672,4.004501649966607,,
151.92,66137,0.001,66290,98,-34.10378890037536,380,-172.15271500000003,674,3.667081686280529,,
152.11,66356,0.001,66452,98,-33.86035135057237,384,-172.45904711000006,676,3.0495088862048254,,
139.82,67125,0.001,67338,98,-33.94228998819987,388,-158.6890545,682,2.5332786394999576,,
149.08,68386,0.001,68519,99,-34.18310623168945,392,-168.84391424999995,691,2.3383049142771752,,
150.51,68690,0.001,68826,99,-34.2389962569527,396,-170.59138744,693,2.63450994828473,,
,69838,0.001,70000,,-34.09912476348877,,,,2.831981671631336,238.9133787732979,1000.0
168.93,70838,0.001,70943,97,-34.07409929656983,400,-191.19814182000002,725,2.4922766489982604,,
170.71,71191,0.001,71323,97,-34.13440068562826,404,-193.38053645,728,2.669422408938408,,
169.79,72336,0.001,72454,98,-34.01813234601702,408,-191.49262689000003,736,2.3185928887215215,,
153.68,72573,0.001,72673,98,-34.0058892715809,412,-173.41207093999998,738,2.28702181439067,,
169.12,73598,0.001,74671,99,-34.09771394729614,416,-190.46491842999995,747,2.466195948580478,,
169.27,74750,0.001,74866,99,-33.911013179355194,420,-190.60024023999998,754,2.8349275269978484,,
,74922,0.001,75000,,-33.98915433883667,,,,1.7725926319758096,-181.4237647770351,1000.0
169.48,,,75017,97,,424,-190.95022642,771,,,
159.51,75190,0.001,75294,97,-33.95633944343118,428,-180.2078815,773,2.7793833017349243,,
159.84,75345,0.001,75526,97,-33.90060725964998,432,-180.63684435,774,2.4414142244740535,,
168.6,76509,0.001,76659,97,-33.919126950777496,436,-190.41160495999998,783,2.2246540647286634,,
168.47,76709,0.001,77782,98,-34.02205226732337,440,-189.81499328,786,2.665772793140817,,
176.77,78756,0.001,78950,98,-33.882487464904784,444,-198.61301065000004,800,2.510916635632515,,
,79914,0.001,80000,,-34.048039863586425,,,,2.3827459046244623,445.5731806288786,1000.0
186.18,79933,0.001,80047,97,-33.94398710462782,448,-209.29326528,824,2.3608839449129606,,
166.78,80050,0.001,80193,97,-34.08228607177735,452,-187.8530831,825,2.598354685306549,,
168.53,80438,0.001,80638,97,-34.28045915876116,456,-189.79088826999998,828,2.514393821784428,,
178.66,81787,0.001,81942,97,-34.66935284932455,460,-201.02463034999994,838,2.550992479324341,,
176.41,81997,0.001,82101,97,-34.49789634117713,464,-198.57273903,840,2.3515381461534743,,
170.23,82470,0.001,82625,97,-34.4923120209665,468,-191.81055014999998,843,2.4746421918724524,,
188.59,84588,0.001,84688,98,-34.63299810028076,472,-212.03042738,859,2.512339511871338,,
,84753,0.001,85000,,-34.72450993424755,,,,2.33585621228739,387.21080728340894,1000.0
208.46,85753,0.001,86826,97,-34.7877600479126,476,-234.00508459,886,2.411400223493576,,
208.91,87078,0.001,87181,97,-35.03241820562454,480,-234.52169679000002,894,2.2672705224582126,,
218.01,88158,0.001,88253,97,-35.1729621887207,484,-244.47126509999998,902,2.783812463283539,,
210.98,88324,0.001,88436,97,-35.13787931554458,488,-236.66267417999998,903,3.3773920138676963,,
200.73,88455,0.001,88592,97,-35.216185433524,492,-225.3138619,904,2.553480370839437,,
209.48,89616,0.001,89774,98,-35.519709643195654,496,-234.81648748,913,2.3893375834997963,,
189.95,89818,0.001,89938,98,-35.7443002973284,500,-213.08900887,914,2.297247537860164,,
,89865,0.001,90000,,-35.30009145322053,,,,2.7055658609309097,467.59132230341555,1000.0
197.93,90043,0.001,91116,97,-35.657760424491684,504,-221.42662338,933,3.3146406152309518,,
198.02,92124,0.001,92256,97,-36.13984410903033,508,-221.85157638,947,2.6560779056128334,,
207.23,92323,0.001,93396,98,-36.08413069588797,512,-231.95610162,950,2.1403092355058906,,
199.28,94430,0.001,94599,98,-36.45246160888672,516,-222.86082823,963,2.59537845736742,,
,94526,0.001,95000,,-36.44096247355143,,,,2.417305567612251,474.7981962983904,1000.0
218.17,95610,0.001,96683,97,-36.67286224365235,520,-243.45986494999997,989,2.761638744124051,,
228.04,97730,0.001,97821,97,-37.4073349237442,524,-254.44423276000006,1003,2.007887645373269,,
227.55,97931,0.001,98049,97,-37.437396907806395,528,-253.66991447,1005,2.2717326417565347,,
228.38,98174,0.001,98364,97,-37.552554829915366,532,-254.60887922000006,1007,2.996227560372188,,
219.28,98497,0.001,98587,97,-37.62372970581055,536,-244.48872590000002,1009,2.8961166540781655,,
211.65,98850,0.001,98947,97,-37.619276607737824,540,-236.34547747,1012,2.38740973578298,,
,99874,0.001,100000,,-37.71958596038819,,,,3.007312602996826,395.91318619824017,1000.0
213.08,100130,0.001,100258,96,-37.9585619940274,544,-237.98760446,1036,3.355079658653425,,
206.47,100565,0.001,100694,96,-37.98736092022487,548,-230.73153285,1039,2.9784028314586197,,
207.31,100744,0.001,100924,96,-38.32459470960829,552,-231.54246813,1040,3.6427981787257724,,
205.17,101041,0.001,101155,97,-38.22727632522583,556,-229.21334609,1042,3.4336997978389263,,
195.36,101318,0.001,101478,97,-38.322005215813135,560,-218.41533983999997,1044,3.0625505798003254,,
196.39,101613,0.001,101740,97,-38.13318395614624,564,-219.66515801000003,1046,3.4745771512389183,,
195.49,101848,0.001,102174,97,-38.64159046519887,568,-218.56718013000003,1048,3.6575063304467634,,
177.64,102364,0.001,102452,97,-38.541640633030944,572,-198.95226441,1051,2.567933775283195,,
158.38,102538,0.001,102664,97,-38.47572490147182,576,-177.72783519,1052,3.079994164980375,,
157.44,102703,0.001,102925,97,-38.45920748324008,580,-176.57605316999997,1053,3.0051916000005363,,
151.35,103180,0.001,103388,97,-38.78753990962588,584,-170.08058335,1056,3.440032122427957,,
152.57,103531,0.001,103693,97,-38.926723056369354,588,-171.48005122000004,1059,3.722655695837897,,
,104758,0.001,105000,,-39.09327252705892,,,,2.8322290544924527,464.8018189461078,1000.0
172.39,,,105831,97,,592,-192.86302325,1084,,,
163.85,106048,0.001,106159,97,-39.35986624823676,596,-183.56030733000003,1091,3.6673759339560923,,
183.19,108128,0.001,108257,97,-39.80362176513672,600,-204.9252639,1105,2.9969347656965257,,
175.48,108500,0.001,108664,98,-39.91942432948521,604,-196.81544820000002,1108,3.104812741279602,,
167.36,108893,0.001,108992,98,-40.03629600524902,608,-187.62863367000003,1110,3.279042533636093,,
,109119,0.001,110000,,-40.272124481201175,,,,2.6793340730667112,396.75461478818994,1000.0
167.96,,,110192,97,,612,-188.18148496999996,1127,,,
168.73,111219,0.001,111472,97,-40.77217483520508,616,-189.79178584000002,1140,3.096538215213352,,
159.28,112446,0.001,112611,98,-41.07439283891158,620,-179.68099802,1148,3.4129472176233926,,
169.59,113707,0.001,114780,99,-41.36072285970052,624,-190.52448188000002,1158,3.095867466926575,,
,114764,0.001,115000,,-41.59525035989696,,,,3.0454465004435756,3.1141517003864236,1000.0
178.84,115801,0.001,115933,97,-41.79875797695584,628,-200.62859837,1184,2.7643869664217973,,
187.86,116077,0.001,117150,98,-41.83818321897272,632,-210.37871395,1187,3.066837055786796,,
198.15,117329,0.001,118402,98,-42.10015018169697,636,-221.93292167000004,1196,2.7661415778907243,,
196.2,118468,0.001,118567,98,-42.36372470855713,640,-220.00357257,1202,2.8609623473788064,,
185.06,118673,0.001,118764,98,-42.446273624897,644,-207.91555554000007,1203,2.7843537108842717,,
,119691,0.001,120000,,-42.602409698486326,,,,2.8897247738838194,-79.63804453456979,1000.0
201.83,120753,0.001,120877,98,-42.821302106303555,648,-226.5103633,1231,2.723754930880762,,
203.0,121091,0.001,121224,98,-42.996400266080286,652,-228.05117529999995,1233,2.9624585718721956,,
202.87,121349,0.001,121442,98,-42.960497731747836,656,-227.95041670999998,1235,2.9260583551981116,,
201.44,121522,0.001,121622,98,-43.141400378683336,660,-226.34634991,1236,3.1588814038297404,,
211.16,121783,0.001,122856,99,-42.99238141377767,664,-237.20484310999996,1239,3.115097427368164,,
209.84,123061,0.001,123158,98,-43.27715225219727,668,-235.79358088,1246,2.794971951842308,,
219.66,124212,0.001,124418,99,-43.44367901611328,672,-246.44983810999994,1254,3.1260588853359224,,
223.15,124786,0.001,124979,99,-43.58841870381282,676,-250.41814284,1257,3.1298782899975777,,
,124906,0.001,125000,,-43.722356986999515,,,,2.966048610210419,208.60413582729925,1000.0
223.93,125207,0.001,125318,98,-43.74199270165485,680,-251.46149343000002,1273,3.10002958904142,,
221.51,125438,0.001,125539,98,-43.72912437037418,684,-248.64942289999996,1275,3.4537660106023154,,
232.76,126873,0.001,126969,98,-44.0124285242579,688,-260.74648342000006,1284,2.8376777311703107,,
214.18,127146,0.001,127249,98,-44.24290974934896,692,-240.77554426999998,1287,3.431342442830404,,
213.28,127336,0.001,127487,98,-44.33947021484375,696,-239.69642411999996,1288,3.1985238706222687,,
194.23,127534,0.001,127680,98,-43.935140228271486,700,-218.55199791000004,1290,3.905454077218708,,
211.88,129726,0.001,129852,99,-44.51904122161865,704,-237.43755317999995,1306,3.0277423540353774,,
,129779,0.001,130000,,-44.66231566209059,,,,3.0839300020685734,-225.75188286579214,1000.0
221.67,131027,0.001,131159,98,-44.764756881713865,708,-248.29018149,1331,2.9665547536611556,,
212.97,131308,0.001,131489,98,-44.91619179465554,712,-239.10975548999994,1333,2.5509792679832097,,
211.72,132515,0.001,132644,98,-44.92517392730713,716,-237.44082886,1342,3.2874726086854933,,
203.15,132841,0.001,132926,98,-44.40189658270942,720,-227.90277098,1345,3.1044844577186987,,
182.97,132990,0.001,133077,98,-45.09075722327599,724,-206.13353062000004,1346,2.6980171728134157,,
183.43,133203,0.001,134276,99,-45.275470146766075,728,-206.48381677999998,1349,2.9023756247300367,,
174.6,134525,0.001,134610,99,-45.30076026916504,732,-196.92531972,1357,4.629026401042938,,
164.14,134649,0.001,134816,99,-45.21999775279652,736,-185.23775156999997,1358,2.4867337112841397,,
,134813,0.001,135000,,-44.91323769610861,,,,3.360489570576212,-64.07341014228295,1000.0
183.19,135813,0.001,136886,99,-45.27743978118897,740,-206.07500895,1381,3.2061869601011277,,
192.87,137891,0.001,138051,99,-45.40317856852214,744,-216.30379686000006,1394,2.9282928687754706,,
184.62,139151,0.001,139339,99,-45.536319793701175,748,-207.05864368,1402,3.000926048755646,,
,139266,0.001,140000,,-45.55468289605503,,,,2.639904543627863,289.5649564574822,1000.0
201.94,140345,0.001,141418,99,-45.688821665445964,752,-225.72122084999995,1425,2.822554011498728,,
212.08,142536,0.001,142650,99,-45.94520494414539,756,-236.85186436,1437,2.4794646354369174,,
211.85,142675,0.001,142807,99,-45.896636962890625,760,-236.49242127999997,1438,2.8917324631302446,,
,144845,0.001,145000,,-46.10175956726074,,,,2.659968823194504,-82.98581128227525,1000.0
221.79,,,145035,98,,764,-247.12528519000003,1467,,,
221.89,145257,0.001,145347,98,-46.124500352509166,768,-246.94850889,1469,2.8028669089687113,,
212.02,145485,0.001,145620,98,-46.64166946411133,772,-236.16258733000004,1471,2.821388358161563,,
209.2,145725,0.001,145899,99,-45.79896926879883,776,-232.99663696,1472,3.309097023010254,,
219.98,146243,0.001,147316,99,-46.12024545669556,780,-244.70053406,1477,2.9024117831830627,,
229.03,148306,0.001,148442,99,-45.82217945772059,784,-254.34101994000005,1490,3.4849514961242676,,
,149477,0.001,150000,,-46.37092290496826,,,,2.7962607319355013,-6.590991721434693,1000.0
235.81,,,150550,99,,788,-261.43326516999997,1512,,,
236.36,150781,0.001,150885,99,-46.62650311787923,792,-262.15391561,1520,2.66941707642352,,
235.01,150902,0.001,150988,99,-46.546817779541016,796,-260.63691335999994,1520,2.8224018454551696,,
236.57,151083,0.001,151337,99,-47.39551467895508,800,-262.31672326999995,1522,2.972722281109203,,
216.96,151447,0.001,151548,99,-46.07495803833008,804,-241.12838560999998,1524,2.842069356529801,,
215.29,152545,0.001,152688,99,-46.11272430419922,808,-239.20111960000003,1531,3.0562243858973184,,
215.36,152892,0.001,153025,99,-46.33944366455078,812,-239.11558992,1534,3.11938997323081,,
212.23,153623,0.001,153867,99,-46.37509141248815,816,-235.65949048000002,1539,2.7645188565655943,,
,154887,0.001,155000,,-46.640745347545995,,,,3.5195383198799624,314.5868643580754,1000.0
220.78,,,155004,99,,820,-244.92202496000002,1560,,,
232.1,156154,0.001,156287,99,-46.57417328643799,824,-257.44667274,1569,2.697756726861,,
224.25,156310,0.001,156701,99,-46.57924440171983,828,-248.84584528,1571,1.877860254711575,,
241.92,158644,0.001,158802,100,-46.70576545715332,832,-267.48189656,1587,2.856545490980148,,
242.1,158860,0.001,159026,100,-46.58518180847168,836,-267.61495841,1588,3.0797974849358583,,
223.04,159078,0.001,159190,100,-46.71891854733837,840,-246.624312,1590,2.8539879100838887,,
213.13,159254,0.001,159364,100,-46.51571159362793,844,-235.91564994000004,1591,2.7343783629568,,
,159357,0.001,160000,,-46.48210169474284,,,,2.6176153075310493,404.5815009210346,1000.0
211.73,160357,0.001,160512,99,-46.68407080078125,848,-233.91069299000003,1612,2.7737900272607803,,
202.24,161544,0.001,161642,99,-46.84085935974121,852,-223.34900015999995,1620,2.7967577794194223,,
193.13,161771,0.001,161963,99,-46.6851566859654,856,-213.27417521999996,1622,2.466575120176588,,
194.1,162091,0.001,162217,99,-46.718101978302,860,-214.44379522000003,1624,2.852925330400467,,
182.47,163192,0.001,163282,100,-47.70762214660645,864,-201.50078602999994,1632,2.472343739710356,,
191.25,163399,0.001,164472,100,-47.298809446137525,868,-211.37456024000002,1635,3.0456376034637977,,
190.37,164544,0.001,164657,100,-47.16136021084256,872,-210.39508243,1642,2.321575290816171,,
190.81,164852,0.001,164980,100,-47.38503646850586,876,-210.87140677000002,1644,2.792908353301195,,
,164907,0.001,165000,,-47.1006588406033,,,,2.975115290555087,501.9179904468554,1000.0
190.45,166027,0.001,166361,99,-47.10305849456787,880,-210.28345198000002,1667,3.104970625281334,,
201.46,167515,0.001,168588,100,-47.16966892760477,884,-222.24523950999995,1679,2.9286556134194686,,
193.21,169671,0.001,169871,100,-46.84419250488281,888,-213.85853319,1694,2.935117515424887,,
,169836,0.001,170000,,-47.079422398617396,,,,3.0526522648961922,558.7547541769381,1000.0
192.2,170018,0.001,170105,99,-47.08327206698331,892,-212.56906021999993,1713,2.671882602301511,,
193.14,170202,0.001,170302,99,-47.6305056980678,896,-213.79783725000001,1714,3.1448002530307306,,
194.37,170624,0.001,170774,99,-47.095714215879084,900,-215.25293560000003,1717,3.803209822486948,,
204.15,171811,0.001,171963,99,-47.473638130187986,904,-225.92886461999998,1727,3.0377283191680906,,
205.28,172143,0.001,173216,100,-48.07780456542969,908,-226.9512457,1730,3.5499763190746307,,
203.57,173260,0.001,173382,99,-47.461183309555054,912,-224.84613893999997,1737,3.5955665034632527,,
207.55,173549,0.001,174622,100,-47.65596907106164,916,-229.33933683000004,1740,3.0135239573563037,,
,174549,0.001,175000,,-47.68567890930176,,,,3.2109028812646865,175.7607059390284,1000.0
216.84,176587,0.001,176688,99,-47.554992274234166,920,-239.40275336999994,1776,2.9511067992762516,,
215.59,177735,0.001,177846,99,-47.648979610866974,924,-237.99986940000002,1785,2.9910677155932865,,
213.32,177938,0.001,178033,99,-47.42809092203776,928,-235.67879687000004,1787,2.9826612250279574,,
193.76,178077,0.001,178178,99,-47.91131229400635,932,-214.85237965,1788,2.7524809151887895,,
194.3,178329,0.001,178456,99,-47.78679048254135,936,-215.50338285,1790,3.0800085055067186,,
204.76,178593,0.001,179666,100,-47.30561277601454,940,-227.54671753000002,1793,3.2159587338164046,,
,179871,0.001,180000,,-47.60797309875488,,,,2.9260405760544996,566.7190961814398,1000.0
206.54,,,180018,99,,944,-229.73821744000006,1816,,,
207.26,181062,0.001,181238,99,-47.90787817507374,948,-230.63226773000002,1825,3.1195817018292615,,
197.25,181262,0.001,181367,99,-47.661238502053656,952,-219.98736175,1826,3.009471398411375,,
206.18,181508,0.001,182581,99,-47.83879873887548,956,-229.62985385,1830,2.8379727984374425,,
206.74,182772,0.001,182891,99,-47.419346566927636,960,-230.31064645000004,1837,3.3950917362156563,,
197.76,182956,0.001,183058,99,-47.93473383585612,964,-220.61009076000002,1839,3.432983505314794,,
189.02,183195,0.001,183374,99,-47.78478169995685,968,-210.87170730000003,1840,3.1055110213400305,,
189.34,183457,0.001,183591,99,-47.769450233096165,972,-211.31835559000007,1842,3.180445959401685,,
191.21,183994,0.001,184101,99,-47.88236567179362,976,-213.25440560000004,1847,3.730900632924047,,
,184068,0.001,185000,,-47.951144790649415,,,,3.578301417827606,554.0938170447422,1000.0
198.13,185101,0.001,186174,99,-48.31638193130493,980,-221.07064527,1871,3.5323732043757583,,
178.5,186212,0.001,186438,99,-48.30568799105558,984,-200.07197405,1878,3.7693398703228342,,
169.81,186747,0.001,186852,99,-47.645651711357964,988,-190.47665571999994,1882,3.4240416584343745,,
178.69,187888,0.001,187974,99,-47.546358528137205,992,-199.76275055000002,1890,3.884659230828285,,
179.18,187973,0.001,188220,99,-47.869221750895186,996,-200.05303905,1891,3.857772966225942,,
177.32,188408,0.001,188506,99,-47.38410410199847,1000,-197.95095003000003,1894,4.1779480593545095,,
167.39,188543,0.001,188702,99,-47.33873183151771,1004,-187.15475359,1895,3.5471378322375022,,
159.22,189045,0.001,189138,99,-47.35482597351074,1008,-178.49783557000003,1899,4.599178059681042,,
159.0,189167,0.001,189282,99,-48.231404876708986,1012,-178.43392872,1900,5.089683079719544,,
148.37,189275,0.001,189459,99,-47.8125,1016,-166.55245836999998,1901,6.057680598327091,,
