time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
739,132,5.6,8,91,2.4268059699999993,4.511767864227295,-3.7876334190368652,638,0.825240969657898,-21.7978458404541,0.0003,,
767,136,5.64,8,90,2.4351412399999997,4.8775811195373535,-3.954336643218994,666,0.8183754086494446,-21.507965087890625,0.0003,,
788,140,5.62,8,89,2.4336689399999996,4.247439861297607,-4.082212448120117,687,0.8132690191268921,-22.038806915283203,0.0003,,
813,144,5.7,9,89,2.4635713000000004,3.6718761920928955,-4.193284034729004,712,0.8072428703308105,-21.041812896728516,0.0003,,
835,148,5.73,9,88,2.45335977,5.579808712005615,-4.30615758895874,734,0.8019876480102539,-21.737567901611328,0.0003,,
851,152,5.69,9,88,2.4670063099999995,4.481356620788574,-4.460563659667969,750,0.7981863617897034,-22.08066177368164,0.0003,,
871,156,5.66,9,88,2.44922813,4.300904750823975,-4.501855850219727,770,0.793453574180603,-21.89102554321289,0.0003,,
895,160,5.67,10,88,2.4081892099999997,5.074493408203125,-4.643703937530518,794,0.7878174781799316,-21.51535415649414,0.0003,,
916,164,5.55,10,87,2.34492917,4.957374572753906,-4.809057235717773,815,0.7829180955886841,-21.31229019165039,0.0003,,
942,168,5.63,10,87,2.4160681200000003,4.995816230773926,-4.947268962860107,841,0.7768849730491638,-21.553730010986328,0.0003,,
965,172,5.7,11,87,2.46335994,4.959189414978027,-5.078580379486084,864,0.7715864777565002,-21.447547912597656,0.0003,,
988,176,5.63,11,87,2.37588187,4.3308820724487305,-5.247906684875488,887,0.7663296461105347,-21.65308952331543,0.0003,,
1018,180,5.76,11,87,2.46505726,3.8364181518554688,-5.40001106262207,917,0.7595216631889343,-21.582721710205078,0.0003,,
1041,184,5.79,11,87,2.49317929,6.079120635986328,-5.549253940582275,940,0.7543405294418335,-21.645586013793945,0.0003,,
1068,188,5.84,12,86,2.56981471,4.4586076736450195,-5.676645278930664,967,0.7483035922050476,-22.869352340698242,0.0003,,
1099,192,5.97,12,86,2.62191406,4.693706035614014,-5.804111480712891,998,0.7414490580558777,-21.260822296142578,0.0003,,
1123,196,5.96,12,86,2.6441901599999995,3.8230972290039062,-5.95847749710083,1022,0.7361987829208374,-22.3840274810791,0.0003,,
1145,200,5.92,13,86,2.59238725,5.463244915008545,-6.038528919219971,1044,0.7314188480377197,-20.64706802368164,0.0003,,
1174,204,5.93,13,86,2.6149768499999997,7.278384685516357,-6.213976860046387,1073,0.7251774072647095,-21.853866577148438,0.0003,,
1195,208,5.93,13,85,2.6423587299999998,6.611691951751709,-6.319455623626709,1094,0.7206985354423523,-22.59479331970215,0.0003,,
1219,212,5.96,14,85,2.62950655,6.890230178833008,-6.434889793395996,1118,0.7156093120574951,-20.440364837646484,0.0003,,
1238,216,5.95,14,85,2.6282840499999995,6.776225566864014,-6.568327903747559,1137,0.7116135358810425,-19.859790802001953,0.0003,,
1282,220,6.17,15,84,2.72429918,6.988984107971191,-6.787050724029541,1181,0.7024486660957336,-21.282684326171875,0.0003,,
1313,224,6.18,15,84,2.7171466300000002,7.673574447631836,-6.9471306800842285,1212,0.6960873007774353,-20.276275634765625,0.0003,,
1331,228,6.13,15,84,2.6996895800000003,8.308317184448242,-7.033451080322266,1230,0.6924241185188293,-21.028064727783203,0.0003,,
1348,232,6.09,15,84,2.6727417000000004,8.173996925354004,-7.144656181335449,1247,0.6889973282814026,-21.03270721435547,0.0003,,
1372,236,6.05,16,84,2.63392714,7.071545600891113,-7.313315391540527,1271,0.6841690540313721,-19.828628540039062,0.0003,,
1400,240,6.12,16,84,2.6851488099999994,8.06486988067627,-7.40756893157959,1299,0.6785674095153809,-18.78726577758789,0.0003,,
1424,244,6.11,16,84,2.7115175199999992,10.017284393310547,-7.555899620056152,1323,0.6738033890724182,-20.178926467895508,0.0003,,
1445,248,6.1,17,84,2.7341257800000007,7.3717522621154785,-7.801856994628906,1344,0.6696497797966003,-20.09103012084961,0.0003,,
1471,252,6.2,17,84,2.8178092199999996,9.175670623779297,-7.907217979431152,1370,0.6645215749740601,-20.813066482543945,0.0003,,
1493,256,6.22,17,84,2.838521459999999,8.75650405883789,-7.9864654541015625,1392,0.6602099537849426,-19.920902252197266,0.0003,,
1512,260,6.17,17,84,2.80387428,8.740854263305664,-8.117685317993164,1411,0.6565150618553162,-19.922138214111328,0.0003,,
1530,264,6.14,18,84,2.7749012499999997,11.453990936279297,-8.210192680358887,1429,0.653035044670105,-20.101041793823242,0.0003,,
1558,268,6.16,18,84,2.8029167900000003,12.31890869140625,-8.391176223754883,1457,0.6476584076881409,-19.4146785736084,0.0003,,
1580,272,6.15,18,84,2.8115271499999994,10.967848777770996,-8.419761657714844,1479,0.643460214138031,-18.478755950927734,0.0003,,
1602,276,6.14,19,84,2.83089952,8.721324920654297,-8.578229904174805,1501,0.6392961740493774,-20.419708251953125,0.0003,,
1622,280,6.04,19,84,2.74535272,11.221466064453125,-8.59130859375,1521,0.6355356574058533,-20.820377349853516,0.0003,,
1645,284,6.04,19,84,2.7680717400000003,12.254571914672852,-8.753043174743652,1544,0.6312547922134399,-19.112388610839844,0.0003,,
1669,288,6.01,19,83,2.7450238699999994,10.561607360839844,-8.932554244995117,1568,0.6268125772476196,-18.812423706054688,0.0003,,
1696,292,5.97,20,83,2.7633497300000003,9.544095993041992,-9.187980651855469,1595,0.6218452453613281,-19.02939224243164,0.0003,,
1721,296,5.98,20,83,2.709614609999999,9.645604133605957,-9.222450256347656,1620,0.617283046245575,-19.36766242980957,0.0003,,
1753,300,6.08,20,83,2.80775666,10.792774200439453,-9.386026382446289,1652,0.6114839911460876,-18.68630027770996,0.0003,,
1775,304,6.01,21,83,2.74697247,9.922057151794434,-9.430767059326172,1674,0.6075451374053955,-18.665117263793945,0.0003,,
1793,308,5.98,21,83,2.7589655599999996,9.872991561889648,-9.575275421142578,1692,0.6043455600738525,-18.431840896606445,0.0003,,
1820,312,6.01,21,83,2.7803947900000003,8.459332466125488,-9.79541015625,1719,0.5995619893074036,-17.573362350463867,0.0003,,
1849,316,6.11,22,83,2.83663016,12.44552230834961,-9.768378257751465,1748,0.5944913029670715,-18.012248992919922,0.0003,,
1872,320,5.9,22,83,2.7650104600000005,10.491284370422363,-10.033903121948242,1771,0.5905079245567322,-18.374773025512695,0.0003,,
1889,324,5.76,22,83,2.7117266300000007,11.441556930541992,-10.104012489318848,1788,0.5875705480575562,-18.417123794555664,0.0003,,
1910,328,5.79,22,83,2.7216148000000002,10.20260238647461,-10.322851181030273,1809,0.5839596390724182,-17.041107177734375,0.0003,,
1931,332,5.83,23,83,2.7365638899999998,9.281501770019531,-10.246082305908203,1830,0.5803660750389099,-18.456186294555664,0.0003,,
1960,336,5.88,23,83,2.74752673,10.41396713256836,-10.52393913269043,1859,0.5754566192626953,-18.003047943115234,0.0003,,
1985,340,5.85,23,83,2.7266183299999995,9.905776023864746,-10.733224868774414,1884,0.5712342858314514,-17.43035125732422,0.0003,,
2009,344,5.85,24,83,2.72103813,9.765867233276367,-10.9014310836792,1908,0.567198634147644,-16.465328216552734,0.0003,,
2035,348,5.9,24,83,2.7466476600000003,11.464021682739258,-10.899455070495605,1934,0.562850832939148,-17.05963706970215,0.0003,,
2055,352,5.84,24,83,2.7145845699999995,10.21013069152832,-10.934329986572266,1954,0.5595358610153198,-16.72479248046875,0.0003,,
2083,356,5.9,24,83,2.7450436000000007,9.589485168457031,-11.30042839050293,1982,0.5549483299255371,-17.78980255126953,0.0003,,
2111,360,5.99,25,83,2.8825794,8.466754913330078,-11.449553489685059,2010,0.5503697395324707,-16.611265182495117,0.0003,,
2128,364,5.98,25,83,2.8843201499999993,15.439064979553223,-11.407575607299805,2027,0.547606348991394,-17.594741821289062,0.0003,,
2149,368,5.91,25,83,2.85237023,11.8916654586792,-11.510316848754883,2048,0.5442158579826355,-17.856718063354492,0.0003,,
2168,372,5.88,25,83,2.83815581,10.54482650756836,-11.732181549072266,2067,0.5411691665649414,-16.388790130615234,0.0003,,
2186,376,5.84,26,83,2.8082437099999997,12.039642333984375,-11.693151473999023,2085,0.5382848978042603,-17.525588989257812,0.0003,,
2210,380,5.88,26,83,2.8278222900000003,11.620885848999023,-11.822929382324219,2109,0.5344609022140503,-17.369163513183594,0.0003,,
2227,384,5.82,26,83,2.78759155,10.840307235717773,-12.12613582611084,2126,0.5317691564559937,-15.89945125579834,0.0003,,
2251,388,5.82,26,83,2.81694119,12.813788414001465,-12.348958015441895,2150,0.5279830098152161,-17.09695816040039,0.0003,,
2278,392,5.82,27,83,2.7751508400000007,12.443517684936523,-12.520846366882324,2177,0.5237401127815247,-15.956134796142578,0.0003,,
2295,396,5.74,27,83,2.7659227600000005,10.147754669189453,-12.451904296875,2194,0.5210773944854736,-15.482832908630371,0.0003,,
2319,400,5.66,27,83,2.6803130299999998,8.345152854919434,-12.715179443359375,2218,0.5173527598381042,-16.523130416870117,0.0003,,
2346,404,5.71,28,83,2.7454122099999996,10.525590896606445,-12.710905075073242,2245,0.5131934881210327,-15.566763877868652,0.0003,,
2375,408,5.82,28,83,2.7902532999999994,9.310117721557617,-12.758480072021484,2274,0.5087881684303284,-15.636911392211914,0.0003,,
2400,412,5.8,28,83,2.8315953800000004,11.810445785522461,-12.703447341918945,2299,0.5050545334815979,-16.063186645507812,0.0003,,
2421,416,5.72,28,83,2.78282461,6.477393627166748,-12.847027778625488,2320,0.5019764304161072,-15.134565353393555,0.0003,,
2444,420,5.72,29,83,2.79082873,11.100333213806152,-12.699831008911133,2343,0.49864041805267334,-15.088851928710938,0.0003,,
2467,424,5.78,29,83,2.7871294500000006,11.000020980834961,-13.105504989624023,2366,0.49533575773239136,-15.179573059082031,0.0003,,
2489,428,5.79,29,83,2.83508571,9.76148796081543,-13.090238571166992,2388,0.49218687415122986,-14.292685508728027,0.0003,,
2512,432,5.81,30,83,2.8683100900000005,10.374170303344727,-13.131633758544922,2411,0.4889269173145294,-15.116040229797363,0.0003,,
2530,436,5.7,30,83,2.83753729,9.168663024902344,-13.395650863647461,2429,0.48639971017837524,-15.081231117248535,0.0003,,
2553,440,5.68,30,83,2.81992156,8.383318901062012,-13.308696746826172,2452,0.4831898510456085,-14.900023460388184,0.0003,,
2579,444,5.7,31,82,2.7871520999999997,11.001379013061523,-13.557332992553711,2478,0.4795806407928467,-14.651775360107422,0.0003,,
2596,448,5.61,31,82,2.72704879,8.672416687011719,-13.49941635131836,2495,0.4772297441959381,-13.796913146972656,0.0003,,
2614,452,5.59,31,82,2.70389254,7.905426502227783,-13.714339256286621,2513,0.4747548997402191,-13.668086051940918,0.0003,,
2638,456,5.55,31,82,2.6563728699999998,12.544134140014648,-13.938751220703125,2537,0.4714528024196625,-15.148872375488281,0.0003,,
2663,460,5.52,32,82,2.5975744099999996,9.39627456665039,-14.12256908416748,2562,0.4680270552635193,-14.137304306030273,0.0003,,
2692,464,5.64,32,82,2.73982802,8.465682983398438,-14.258974075317383,2591,0.4640842378139496,-13.874225616455078,0.0003,,
2714,468,5.65,32,82,2.75027292,5.598517417907715,-14.379144668579102,2613,0.4611149728298187,-13.1556396484375,0.0003,,
2731,472,5.63,33,82,2.74438672,7.715085983276367,-14.474912643432617,2630,0.4588279724121094,-13.492258071899414,0.0003,,
2753,476,5.67,33,82,2.7847937,8.440179824829102,-14.544081687927246,2652,0.45587924122810364,-13.470733642578125,0.0003,,
2776,480,5.66,33,82,2.81944625,6.756956577301025,-14.588414192199707,2675,0.45281165838241577,-13.693747520446777,0.0003,,
2795,484,5.68,33,82,2.8430198,8.322530746459961,-14.82831859588623,2694,0.45029789209365845,-12.641054153442383,0.0003,,
2819,488,5.68,34,82,2.8756276899999995,7.222629070281982,-14.97606086730957,2718,0.4471321403980255,-13.518360137939453,0.0003,,
2850,492,5.72,34,82,2.91950518,7.641302585601807,-15.057149887084961,2749,0.4430598318576813,-13.463613510131836,0.0003,,
2874,496,5.79,34,82,2.9537606699999994,10.04922866821289,-15.288761138916016,2773,0.439936101436615,-13.827401161193848,0.0003,,
