time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
,,13000,0.04966499410569668,,12850,0.001,7.395864562988281,,,-8.547559449999998,50.0
148,87,13000,,260,,,,50.0,-8.92872475,,
149,88,13200,0.057307812497019765,264,13050,0.001,7.452957458496094,50.0,-8.90976444,,
149,89,13400,0.05093876875936985,268,13250,0.001,7.565854301452637,50.0,-9.00623266,,
,,13500,0.06142107680439949,,13350,0.001,7.583121643066407,,,-8.305782899999999,50.0
148,91,13600,0.05882735431194305,272,13450,0.001,7.596092872619629,50.0,-8.904652570000001,,
149,92,13800,0.04903523460030556,276,13650,0.001,7.699692039489746,50.0,-8.87798947,,
,,14000,0.06080711528658867,,13850,0.001,7.758910808563233,,,-8.4800127,50.0
149,93,14000,,280,,,,50.0,-8.74360048,,
149,94,14200,0.05477397441864014,284,14050,0.001,7.854574584960938,50.0,-8.64424576,,
150,95,14400,0.07226522907614708,288,14250,0.001,8.00548303604126,50.0,-8.650119539999999,,
,,14500,0.05643193982541561,,14350,0.001,8.054835395812988,,,-8.48684075,50.0
149,97,14600,0.06233237087726593,292,14450,0.001,8.09906831741333,50.0,-8.615780639999999,,
150,98,14800,0.05477738723158836,296,14650,0.001,8.161464157104492,50.0,-8.39689295,,
,,15000,0.05638504639267922,,14850,0.001,8.233174667358398,,,-8.355580100000001,50.0
149,100,15000,,300,,,,50.0,-8.611343280000002,,
150,101,15200,0.05662847675383091,304,15050,0.001,8.293584671020508,50.0,-8.74237083,,
150,102,15400,0.05534020915627479,308,15250,0.001,8.404453582763672,50.0,-8.63408548,,
,,15500,0.05846366912126541,,15350,0.001,8.458200492858886,,,-9.13766265,50.0
150,103,15600,0.0529536297917366,312,15450,0.001,8.511225509643555,50.0,-8.653255,,
150,104,15800,0.05489027358591556,316,15650,0.001,8.57401927947998,50.0,-8.623291,,
,,16000,0.053968231827020645,,15850,0.001,8.676986923217774,,,-8.86023325,50.0
150,106,16000,,320,,,,50.0,-8.626818949999999,,
150,107,16200,0.05487689886242151,324,16050,0.001,8.80033935546875,50.0,-8.695111679999998,,
151,108,16400,0.061194082573056224,328,16250,0.001,8.857608528137208,50.0,-8.66401477,,
,,16500,0.05095404200255871,,16350,0.001,8.908324699401856,,,-8.931155850000001,50.0
150,110,16600,0.061281803995370865,332,16450,0.001,8.976721801757812,50.0,-8.63840469,,
151,111,16800,0.057367124930024146,336,16650,0.001,9.032039451599122,50.0,-8.54860453,,
,,17000,0.05161496203392744,,16850,0.001,9.089366264343262,,,-8.743722450000003,50.0
150,112,17000,,340,,,,50.0,-8.52738151,,
150,113,17200,0.05076609805226326,344,17050,0.001,9.23703685760498,50.0,-8.51868996,,
151,114,17400,0.05502725027501583,348,17250,0.001,9.298819198608399,50.0,-8.52483489,,
,,17500,0.07347445741295815,,17350,0.001,9.336870880126954,,,-8.65687225,50.0
150,116,17600,0.07640158593654632,352,17450,0.001,9.414853172302246,50.0,-8.735230810000001,,
151,117,17800,0.04983815092593431,356,17650,0.001,9.507515563964844,50.0,-8.70487416,,
,,18000,0.05691597878932953,,17850,0.001,9.614197883605957,,,-8.431207000000002,50.0
150,119,18000,,360,,,,50.0,-8.65578235,,
150,120,18200,0.08743317820131778,364,18050,0.001,9.670882339477538,50.0,-8.66800673,,
151,121,18400,0.05927129589021206,368,18250,0.001,9.747597618103027,50.0,-8.73747846,,
,,18500,0.05474989011883736,,18350,0.001,9.75955696105957,,,-8.483809849999998,50.0
150,123,18600,0.052524698376655576,372,18450,0.001,9.834811248779296,50.0,-8.9373175,,
150,124,18800,0.059193579703569414,376,18650,0.001,9.943596611022949,50.0,-8.958507749999999,,
,,19000,0.0552478477358818,,18850,0.001,10.043786392211913,,,-8.1066398,50.0
150,126,19000,,380,,,,50.0,-9.12044082,,
150,127,19200,0.06457256838679314,384,19050,0.001,10.05982723236084,50.0,-9.02728224,,
150,128,19400,0.05632902301847935,388,19250,0.001,10.194284629821777,50.0,-8.98085247,,
,,19500,0.09760404199361801,,19350,0.001,10.257472839355469,,,-8.1709856,50.0
150,130,19600,0.05379179045557976,392,19450,0.001,10.296124725341796,50.0,-9.057064639999998,,
150,131,19800,0.053585470169782635,396,19650,0.001,10.391894798278809,50.0,-9.019732249999999,,
,,20000,0.057974896803498266,,19850,0.001,10.463321876525878,,,-8.301381199999998,50.0
149,133,20000,,400,,,,50.0,-8.89602714,,
150,134,20200,0.06136375531554222,404,20050,0.001,10.524413757324218,50.0,-8.77115622,,
150,135,20400,0.05845488391816616,408,20250,0.001,10.608735084533691,50.0,-8.6956725,,
,,20500,0.05582575298845768,,20350,0.001,10.679580841064453,,,-7.749120649999999,50.0
150,137,20600,0.0532990712672472,412,20450,0.001,10.753132476806641,50.0,-8.594159929999998,,
150,138,20800,0.051444535702466966,416,20650,0.001,10.79965072631836,50.0,-8.66626855,,
,,21000,0.05173452585935592,,20850,0.001,10.911639556884765,,,-7.8060616,50.0
149,140,21000,,420,,,,50.0,-8.739813620000001,,
150,141,21200,0.054690678417682645,424,21050,0.001,11.002810211181641,50.0,-8.744734679999999,,
150,142,21400,0.05482342034578323,428,21250,0.001,11.060293045043945,50.0,-8.690085289999999,,
,,21500,0.05263659618794918,,21350,0.001,11.153737602233887,,,-7.705935349999999,50.0
149,144,21600,0.055255519822239876,432,21450,0.001,11.176862182617187,50.0,-8.712652639999998,,
150,145,21800,0.053880027979612354,436,21650,0.001,11.270303230285645,50.0,-8.747302780000002,,
,,22000,0.06207042917609215,,21850,0.001,11.345718002319336,,,-7.84212245,50.0
149,146,22000,,440,,,,50.0,-8.66817387,,
150,147,22200,0.05006262637674808,444,22050,0.001,11.469638748168945,50.0,-8.52155702,,
150,148,22400,0.05317013196647167,448,22250,0.001,11.463565483093262,50.0,-8.41152606,,
,,22500,0.05588723376393318,,22350,0.001,11.56314022064209,,,-7.58510155,50.0
150,150,22600,0.053332863971590996,452,22450,0.001,11.59897975921631,50.0,-8.30666029,,
150,151,22800,0.0513938831537962,456,22650,0.001,11.683259468078614,50.0,-8.326001319999998,,
,,23000,0.05858661256730557,,22850,0.001,11.784610595703125,,,-7.642746649999998,50.0
150,153,23000,,460,,,,50.0,-8.353660089999998,,
150,154,23200,0.07096595495939255,464,23050,0.001,11.825154037475587,50.0,-8.33083828,,
150,155,23400,0.05238192401826382,468,23250,0.001,11.913191146850586,50.0,-8.231574,,
,,23500,0.05193234771490097,,23350,0.001,11.933054580688477,,,-7.3489395,50.0
150,157,23600,0.051448005437850955,472,23450,0.001,11.980034713745118,50.0,-8.07318338,,
150,158,23800,0.05307964384555817,476,23650,0.001,12.044533081054688,50.0,-7.94307728,,
,,24000,0.04700563319027424,,23850,0.001,12.083482666015625,,,-7.279420049999999,50.0
150,159,24000,,480,,,,50.0,-7.79357994,,
150,160,24200,0.0560953127592802,484,24050,0.001,12.204469184875489,50.0,-7.818642790000001,,
150,161,24400,0.05313107714056969,488,24250,0.001,12.248904800415039,50.0,-7.690615500000002,,
,,24500,0.05089837342500687,,24350,0.001,12.30561767578125,,,-7.004254549999999,50.0
150,163,24600,0.05163393974304199,492,24450,0.001,12.376987609863281,50.0,-7.50358863,,
150,164,24800,0.05587646134197712,496,24650,0.001,12.414220886230469,50.0,-7.552110659999999,,
,,25000,0.053982366770505906,,24850,0.001,12.502054977416993,,,-7.105359099999999,50.0
150,165,25000,,500,,,,50.0,-7.415768830000001,,
150,166,25200,0.06738224804401398,504,25050,0.001,12.532550621032716,50.0,-7.382934180000001,,
151,167,25400,0.055582665726542475,508,25250,0.001,12.62623706817627,50.0,-7.427314249999999,,
,,25500,0.05658658400177956,,25350,0.001,12.630370445251465,,,-7.02919985,50.0
150,169,25600,0.05782070502638817,512,25450,0.001,12.717955360412597,50.0,-7.370021659999999,,
151,170,25800,0.05774204678833485,516,25650,0.001,12.762281761169433,50.0,-7.361062329999999,,
,,26000,0.05476024523377419,,25850,0.001,12.766735382080078,,,-6.974965299999999,50.0
150,172,26000,,520,,,,50.0,-7.23287492,,
151,173,26200,0.05899067111313343,524,26050,0.001,12.92616840362549,50.0,-7.26143583,,
151,174,26400,0.057543806843459604,528,26250,0.001,13.003623542785645,50.0,-7.176199600000001,,
,,26500,0.05215069055557251,,26350,0.001,13.02855857849121,,,-6.855583200000001,50.0
151,176,26600,0.04886142678558827,532,26450,0.001,13.040889511108398,50.0,-7.08341586,,
151,177,26800,0.07276147693395614,536,26650,0.001,13.09281265258789,50.0,-7.0209198200000005,,
,,27000,0.05350962266325951,,26850,0.001,13.164167709350586,,,-6.70202685,50.0
150,178,27000,,540,,,,50.0,-6.92979005,,
151,180,27200,0.05152238234877586,544,27050,0.001,13.159354858398437,50.0,-6.87212695,,
151,181,27400,0.05174553900957107,548,27250,0.001,13.273547973632812,50.0,-7.056204929999999,,
,,27500,0.05754840262234211,,27350,0.001,13.38827003479004,,,-6.5312313,50.0
150,182,27600,0.05151367872953415,552,27450,0.001,13.36399559020996,50.0,-6.972384930000001,,
151,184,27800,0.05081949636340141,556,27650,0.001,13.476060981750487,50.0,-6.839141720000002,,
,,28000,0.05592543266713619,,27850,0.001,13.485722465515137,,,-6.3555684999999995,50.0
150,185,28000,,560,,,,50.0,-6.893968240000001,,
150,186,28200,0.05500094853341579,564,28050,0.001,13.526989898681641,50.0,-6.75023458,,
150,188,28400,0.0639205364882946,568,28250,0.001,13.598966751098633,50.0,-6.57152517,,
,,28500,0.11920413516461849,,28350,0.001,13.645104904174804,,,-6.35997985,50.0
150,189,28600,0.052367337942123414,572,28450,0.001,13.656884498596192,50.0,-6.59347885,,
150,190,28800,0.05839767880737781,576,28650,0.001,13.711730194091796,50.0,-6.7332594100000005,,
,,29000,0.051548921391367915,,28850,0.001,13.802756233215332,,,-6.620940350000001,50.0
150,192,29000,,580,,,,50.0,-6.75901554,,
150,193,29200,0.05339668683707714,584,29050,0.001,13.841898460388183,50.0,-6.704940359999999,,
150,194,29400,0.05028528280556202,588,29250,0.001,13.872240142822266,50.0,-6.7868179799999995,,
,,29500,0.05571881033480167,,29350,0.001,13.985833206176757,,,-6.590481,50.0
150,196,29600,0.061984999999403954,592,29450,0.001,14.010382537841798,50.0,-6.88110516,,
150,197,29800,0.050006650611758234,596,29650,0.001,14.083546905517577,50.0,-6.81822291,,
,,30000,0.05763425350189209,,29850,0.001,14.08325325012207,,,-6.4269577,50.0
150,199,30000,,600,,,,50.0,-6.926736820000001,,
150,200,30200,0.05542011383920908,604,30050,0.001,14.161269149780274,50.0,-6.976182510000001,,
150,201,30400,0.06197130672633648,608,30250,0.001,14.28831485748291,50.0,-6.892984390000001,,
,,30500,0.053007086142897605,,30350,0.001,14.248151321411132,,,-6.4340771000000005,50.0
150,203,30600,0.04970372669398784,612,30450,0.001,14.337145004272461,50.0,-6.968343569999999,,
150,204,30800,0.060005649998784064,616,30650,0.001,14.41562644958496,50.0,-6.796897120000002,,
,,31000,0.055615809932351115,,30850,0.001,14.443611259460448,,,-6.3714475,50.0
150,206,31000,,620,,,,50.0,-6.6767685100000005,,
150,207,31200,0.06797090925276279,624,31050,0.001,14.500386085510254,50.0,-6.628784209999997,,
150,208,31400,0.05482043020427227,628,31250,0.001,14.538720703125,50.0,-6.728620060000001,,
,,31500,0.05920063406229019,,31350,0.001,14.56204158782959,,,-6.3063972,50.0
150,210,31600,0.0647781877219677,632,31450,0.001,14.655374145507812,50.0,-6.720570450000001,,
150,211,31800,0.06021133415400982,636,31650,0.001,14.717954025268554,50.0,-6.68212643,,
,,32000,0.06421628572046757,,31850,0.001,14.73415168762207,,,-6.5124656000000005,50.0
150,212,32000,,640,,,,50.0,-6.67024087,,
150,213,32200,0.06956017270684242,644,32050,0.001,14.824468154907226,50.0,-6.8507672999999984,,
150,215,32400,0.09121831111609936,648,32250,0.001,14.813454856872559,50.0,-6.64773135,,
,,32500,0.056448818519711494,,32350,0.001,14.862934875488282,,,-6.790447349999999,50.0
150,216,32600,0.05672468103468418,652,32450,0.001,14.94209098815918,50.0,-6.6372507899999995,,
150,217,32800,0.05491366252303123,656,32650,0.001,14.959942665100098,50.0,-6.8034000500000005,,
,,33000,0.05587762296199798,,32850,0.001,15.01670280456543,,,-6.4734516,50.0
150,219,33000,,660,,,,50.0,-6.736669579999999,,
150,220,33200,0.06647437922656536,664,33050,0.001,15.104613380432129,50.0,-6.74961202,,
150,221,33400,0.06402006521821021,668,33250,0.001,15.212159309387207,50.0,-6.7626577,,
,,33500,0.06456605724990368,,33350,0.001,15.205030937194824,,,-6.09231025,50.0
150,223,33600,0.05667374141514301,672,33450,0.001,15.204123077392579,50.0,-6.67149083,,
150,224,33800,0.05645274050533772,676,33650,0.001,15.266652908325195,50.0,-6.5945758099999985,,
,,34000,0.06210207603871822,,33850,0.001,15.381321487426758,,,-6.5484696499999995,50.0
150,226,34000,,680,,,,50.0,-6.57532672,,
150,227,34200,0.06590121321380138,684,34050,0.001,15.340057678222657,50.0,-6.721769290000001,,
150,228,34400,0.0657102819532156,688,34250,0.001,15.460998954772949,50.0,-6.653560380000001,,
,,34500,0.059339339807629586,,34350,0.001,15.467545013427735,,,-6.7756687499999995,50.0
149,230,34600,0.05814404748380184,692,34450,0.001,15.49644069671631,50.0,-6.63960917,,
150,231,34800,0.05262880988419056,696,34650,0.001,15.6051167678833,50.0,-6.7337190399999995,,
,,35000,0.05771667815744877,,34850,0.001,15.605872917175294,,,-6.195013299999999,50.0
149,233,35000,,700,,,,50.0,-6.611842910000002,,
149,234,35200,0.054459512904286383,704,35050,0.001,15.73512836456299,50.0,-6.587918769999999,,
150,235,35400,0.05870371602475643,708,35250,0.001,15.757473297119141,50.0,-6.66313643,,
,,35500,0.05788895629346371,,35350,0.001,15.736688270568848,,,-6.414483,50.0
149,237,35600,0.056782029122114185,712,35450,0.001,15.79987392425537,50.0,-6.64921699,,
150,238,35800,0.0728967172652483,716,35650,0.001,15.766935806274414,50.0,-6.68944601,,
,,36000,0.05717644922435284,,35850,0.001,15.902873001098634,,,-6.3556776,50.0
149,240,36000,,720,,,,50.0,-6.8059286199999995,,
149,241,36200,0.06396886050701141,724,36050,0.001,15.930641860961915,50.0,-6.66494874,,
150,242,36400,0.055838721692562106,728,36250,0.001,15.999801559448242,50.0,-6.614002250000001,,
,,36500,0.05808224216103554,,36350,0.001,16.02496078491211,,,-6.595922799999999,50.0
149,244,36600,0.05501850850880146,732,36450,0.001,16.02799861907959,50.0,-6.642297830000001,,
150,245,36800,0.058432622030377385,736,36650,0.001,16.103236503601075,50.0,-6.7134353099999995,,
,,37000,0.05497427813708782,,36850,0.001,16.1606396484375,,,-6.346597050000001,50.0
149,246,37000,,740,,,,50.0,-6.85697038,,
150,247,37200,0.10301506102085113,744,37050,0.001,16.24566246032715,50.0,-6.74677862,,
150,248,37400,0.05390428125858307,748,37250,0.001,16.221499214172365,50.0,-6.792862199999999,,
,,37500,0.07297198101878166,,37350,0.001,16.27784309387207,,,-6.562900200000001,50.0
150,250,37600,0.05695276953279972,752,37450,0.001,16.28023193359375,50.0,-6.903193350000001,,
150,251,37800,0.049692123532295226,756,37650,0.001,16.364341583251953,50.0,-6.949353949999999,,
,,38000,0.05528254009783268,,37850,0.001,16.420025787353516,,,-6.38769015,50.0
150,253,38000,,760,,,,50.0,-7.051018409999999,,
150,254,38200,0.05614577777683735,764,38050,0.001,16.421286849975587,50.0,-7.00451367,,
150,255,38400,0.05102593682706356,768,38250,0.001,16.512632522583008,50.0,-7.232939510000001,,
,,38500,0.05009192518889904,,38350,0.001,16.55276153564453,,,-6.274349450000001,50.0
150,257,38600,0.06389637500047683,772,38450,0.001,16.566594009399413,50.0,-7.28754086,,
150,258,38800,0.05104192018508911,776,38650,0.001,16.636223373413085,50.0,-7.198774620000002,,
,,39000,0.052030711472034454,,38850,0.001,16.62837303161621,,,-6.4413946499999994,50.0
150,259,39000,,780,,,,50.0,-7.213900259999998,,
150,260,39200,0.07125176429748535,784,39050,0.001,16.678863830566407,50.0,-7.094608839999999,,
150,261,39400,0.05887387081980705,788,39250,0.001,16.734429321289063,50.0,-7.22346356,,
,,39500,0.08914211958646774,,39350,0.001,16.782174072265626,,,-5.99623245,50.0
150,263,39600,0.05595737673342228,792,39450,0.001,16.791146926879883,50.0,-7.112829890000003,,
150,264,39800,0.056035108715295795,796,39650,0.001,16.83953239440918,50.0,-7.047155120000001,,
,,40000,0.0511820799857378,,39850,0.001,16.867860946655274,,,-6.08081755,50.0
150,266,40000,,800,,,,50.0,-7.16247526,,
150,267,40200,0.05055449794977904,804,40050,0.001,16.98413215637207,50.0,-7.2108834700000015,,
150,268,40400,0.05663366444408893,808,40250,0.001,17.011241455078125,50.0,-7.10336337,,
,,40500,0.06283017300069332,,40350,0.001,17.021797103881838,,,-6.032436349999999,50.0
150,270,40600,0.053945496194064614,812,40450,0.001,17.019615783691407,50.0,-7.09693517,,
150,271,40800,0.05496492676436901,816,40650,0.001,17.075820388793947,50.0,-7.16153927,,
,,41000,0.06110236965119839,,40850,0.001,17.14055030822754,,,-6.524511649999999,50.0
150,273,41000,,820,,,,50.0,-7.11289765,,
150,274,41200,0.14017286911606788,824,41050,0.001,17.16634910583496,50.0,-7.064442009999999,,
150,275,41400,0.04951257228851318,828,41250,0.001,17.190862045288085,50.0,-7.00883181,,
,,41500,0.054229071214795116,,41350,0.001,17.194533081054686,,,-5.87235075,50.0
150,276,41600,0.04962276004254818,832,41450,0.001,17.247146835327147,50.0,-6.99169154,,
150,278,41800,0.04881794922053814,836,41650,0.001,17.247101974487304,50.0,-6.97362255,,
,,42000,0.052421579323709014,,41850,0.001,17.296678771972655,,,-5.95064925,50.0
150,279,42000,,840,,,,50.0,-6.873739999999999,,
150,280,42200,0.05832270435988903,844,42050,0.001,17.418602294921875,50.0,-6.798651230000001,,
150,281,42400,0.05671596713364124,848,42250,0.001,17.375604782104492,50.0,-6.8265068200000005,,
,,42500,0.05901781521737576,,42350,0.001,17.382435302734375,,,-5.9172929000000005,50.0
150,283,42600,0.055404897630214694,852,42450,0.001,17.487082138061524,50.0,-6.683436250000002,,
150,284,42800,0.05426413968205452,856,42650,0.001,17.449394912719725,50.0,-6.517137189999999,,
,,43000,0.0582011341303587,,42850,0.001,17.470989456176756,,,-6.49775075,50.0
150,286,43000,,860,,,,50.0,-6.401972369999998,,
150,287,43200,0.05483014147728681,864,43050,0.001,17.5704704284668,50.0,-6.34899473,,
150,288,43400,0.05718502573668957,868,43250,0.001,17.61117301940918,50.0,-6.12817185,,
,,43500,0.058426662236452105,,43350,0.001,17.562256240844725,,,-5.883732950000001,50.0
150,290,43600,0.056355563923716545,872,43450,0.001,17.663929290771485,50.0,-6.144496360000001,,
150,291,43800,0.058637955263257026,876,43650,0.001,17.683437728881835,50.0,-6.127407779999999,,
,,44000,0.06705494679510593,,43850,0.001,17.700376358032226,,,-6.140990700000001,50.0
150,293,44000,,880,,,,50.0,-6.143103159999999,,
150,294,44200,0.05935058794915676,884,44050,0.001,17.748457946777343,50.0,-6.23893684,,
150,295,44400,0.05126021079719067,888,44250,0.001,17.828220977783204,50.0,-6.10224837,,
,,44500,0.0807537491619587,,44350,0.001,17.819620742797852,,,-6.499215700000001,50.0
150,296,44600,0.05620837010443211,892,44450,0.001,17.816121673583986,50.0,-6.214542690000001,,
150,297,44800,0.0523844487965107,896,44650,0.001,17.886278991699218,50.0,-6.334207010000001,,
,,45000,0.0601523681730032,,44850,0.001,17.924195709228517,,,-6.66076485,50.0
150,299,45000,,900,,,,50.0,-6.356512089999999,,
150,300,45200,0.06304786793887615,904,45050,0.001,17.89588134765625,50.0,-6.301555339999998,,
150,301,45400,0.05677611239254474,908,45250,0.001,18.016709899902345,50.0,-6.43437812,,
