train/learning_rate,train/n_updates,train/critic_loss,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/actor_loss,rollout/ep_rew_mean,time/fps,eval/mean_reward,eval/mean_ep_length
0.001,89777,0.23695576806366445,,,,90000,-66.0358048248291,,,887.6044323980808,1000.0
0.001,91777,0.3149694012738764,100,928.28,615,92828,-66.3965843963623,583.458034,150,,
0.001,94777,0.1591666059680283,,,,95000,-66.94722473144532,,,916.4638814091683,1000.0
0.001,95777,0.22547141244262456,104,947.34,645,96828,-67.09759451293945,621.88497094,150,,
0.001,99777,0.23224734264612198,108,945.8,664,99952,-67.70154267883301,633.81543036,150,,
0.001,99901,0.12314193680762284,,,,100000,-67.77884501795614,,,914.9925619721413,1000.0
0.001,102901,0.23947986350208522,112,945.8,689,103952,-68.09094761657715,636.00668249,150,,
0.001,104901,0.3713380949907005,,,,105000,-68.39599049377442,,,910.9059282064438,1000.0
0.001,106901,0.19838190157338978,116,945.8,717,107952,-68.62216899108887,636.22273897,150,,
0.001,109901,0.20367003567144273,,,,110000,-68.98442245483399,,,940.0435816586017,1000.0
0.001,110901,0.30146634369343517,120,946.35,746,111952,-69.12098454284668,636.6655725200001,149,,
0.001,114901,0.22451833920925857,,,,115000,-69.6530254058838,,,899.6178656816483,1000.0
,,,124,958.2,775,115952,,644.2289109500001,149,,
0.001,118901,0.14340629763901233,128,958.2,795,119952,-70.01779521179199,642.59083641,150,,
0.001,119901,0.37146893054619434,,,,120000,-70.10064405822754,,,929.8292295694351,1000.0
0.001,122901,0.2134107902981341,132,958.2,824,123952,-70.40663246154786,641.5905565899999,150,,
0.001,124901,0.2680827316865325,,,,125000,-70.59387316894531,,,915.8567822277546,1000.0
0.001,126901,0.14855884769186378,136,958.2,853,127952,-70.76714428710937,639.9388763000001,149,,
0.001,129901,0.23952206341549753,,,,130000,-70.95604042053223,,,917.7694255232811,1000.0
0.001,130901,0.23537431865930558,140,966.91,881,131952,-71.00627899169922,645.12797934,149,,
0.001,134901,0.14874676851928234,,,,135000,-71.35041777038575,,,939.7040371954441,1000.0
,,,144,973.37,909,135952,,648.8362885600001,149,,
0.001,138742,0.13143037877064398,148,971.78,929,139793,-71.63081071722253,646.84601677,150,,
0.001,139742,0.25377835280075667,,,,140000,-71.66913258361816,,,923.1570127665997,1000.0
0.001,142742,0.32968673073127863,152,971.78,957,143793,-71.77952865600587,645.18612491,150,,
0.001,144742,0.4501829520855099,,,,145000,-71.89863818359375,,,923.9531008422375,1000.0
0.001,146742,0.3065034411177039,156,971.78,986,147793,-71.9676785583496,643.92655571,149,,
0.001,149742,0.1651841922812164,,,,150000,-72.10512142944336,,,915.47360201478,1000.0
0.001,150742,0.3590375502333045,160,985.16,1015,151793,-72.12672494506836,652.1442099300001,149,,
0.001,154742,0.28883553978800774,,,,155000,-72.30272715759277,,,912.0150759279728,1000.0
,,,164,985.16,1044,155793,,651.6663950300001,149,,
0.001,158742,0.35211023268476127,168,988.37,1064,159793,-72.4295524597168,653.26441465,150,,
0.001,159742,0.3563203602731228,,,,160000,-72.46983575439454,,,904.3864620864391,1000.0
0.001,162742,0.7014504768289626,172,988.37,1093,163793,-72.5004787902832,653.37276195,149,,
0.001,164742,0.42063166561722753,,,,165000,-72.54813418579101,,,925.8668266773224,1000.0
0.001,166417,0.4666181788742542,176,985.12,1121,167468,-72.59042962646484,650.47226958,149,,
0.001,169768,0.40658536409586665,,,,170000,-72.65155805969238,,,898.7231338560581,1000.0
,,,180,978.63,1146,170819,,645.97966074,148,,
0.001,173768,0.2819686067327857,184,978.63,1166,174819,-72.72622361755371,646.3375323300002,149,,
0.001,174768,0.3579866195321083,,,,175000,-72.76168882751465,,,933.4551060944796,1000.0
0.001,177768,0.44928620041534306,188,979.91,1195,178819,-72.79011087036133,647.64821833,149,,
0.001,179768,0.35796593837067486,,,,180000,-72.79491920471192,,,889.7869206488133,1000.0
0.001,181768,0.46144131061062216,192,979.91,1224,182819,-72.77577005004883,647.48864372,149,,
0.001,184768,0.41790259163826704,,,,185000,-72.73830421447754,,,897.8237758755683,1000.0
0.001,185768,0.2774290953055024,196,979.91,1253,186819,-72.71809927368164,646.68701683,149,,
0.001,189768,0.25203275637701156,,,,190000,-72.5967119140625,,,908.8870770215988,1000.0
,,,200,979.91,1282,190819,,646.3199715699999,148,,
0.001,193768,0.47259884885698555,204,979.91,1302,194819,-72.56014453125,646.25131833,149,,
0.001,194768,0.22076648147776723,,,,195000,-72.54373815917968,,,927.8244965553283,1000.0
0.001,197768,0.2385734127126634,208,988.67,1331,198819,-72.5816136932373,652.6556296800002,149,,
0.001,199768,0.5628360273092985,,,,200000,-72.55140814208984,,,899.6954123198987,1000.0
0.001,201768,0.6822357038222253,212,988.67,1360,202819,-72.48447834777832,651.89846747,149,,
0.001,204768,0.26450343503803014,,,,205000,-72.35655769348145,,,882.7935334324836,1000.0
0.001,205768,0.3077747958302498,216,988.67,1389,206819,-72.31158459472657,650.35388553,148,,
0.001,209768,0.23206040475517511,,,,210000,-72.18815628051757,,,910.7333457827568,1000.0
,,,220,988.67,1418,210819,,649.227486,148,,
0.001,213768,0.2210617530308664,224,988.67,1438,214819,-72.13566471862794,647.8899551899999,149,,
0.001,214768,0.33750285002216696,,,,215000,-72.11885783386231,,,907.4810581564903,1000.0
0.001,217768,0.2905730110146105,228,988.67,1466,218819,-72.04853831481934,647.25040215,149,,
0.001,219768,0.18641485569998623,,,,220000,-72.03931562805175,,,869.7623244404792,1000.0
0.001,221768,0.19088633662834764,232,988.67,1495,222819,-72.09208558654785,646.1088988299999,149,,
0.001,224768,0.22102335978671908,,,,225000,-72.24461582946778,,,935.2115223407745,1000.0
0.001,225768,0.22835398897901177,236,988.67,1524,226819,-72.29482014465331,646.48528768,148,,
0.001,229768,0.28864547598734497,,,,230000,-72.2792639465332,,,937.6598205149173,1000.0
,,,240,988.67,1552,230819,,645.7272993400001,148,,
0.001,233768,0.1639243158325553,244,988.67,1572,234819,-72.38349504089355,645.38027847,149,,
0.001,234768,0.18504916774109006,,,,235000,-72.42875112915038,,,918.8315667390823,1000.0
0.001,237768,0.17572996793314816,248,990.26,1602,238819,-72.61423002624511,646.19992179,149,,
0.001,239768,0.19018470070138574,,,,240000,-72.6943480834961,,,914.1556807219982,1000.0
0.001,241768,0.20942519979551436,252,990.26,1630,242819,-72.75057804870606,646.2046217000001,148,,
0.001,244768,0.12037350178137421,,,,245000,-72.91150527954102,,,935.3348823904992,1000.0
0.001,245768,0.24625991885736584,256,990.26,1658,246819,-72.94427467346192,646.37758,148,,
0.001,249768,0.26249370295926927,,,,250000,-73.14873049926757,,,936.0888456940651,1000.0
,,,260,990.26,1687,250819,,646.9047609099999,148,,
0.001,253768,0.25520219655707477,264,990.26,1708,254819,-73.31633961486817,646.8496942,149,,
0.001,254768,0.1296971542313695,,,,255000,-73.38353060913086,,,934.3100585222244,1000.0
0.001,257768,0.23646249049156903,268,990.26,1736,258819,-73.41612782287598,646.89322209,149,,
0.001,259768,0.18367406221479177,,,,260000,-73.50671650695801,,,926.5792331457138,1000.0
0.001,261768,0.1209703528881073,272,990.26,1765,262819,-73.57273320007324,647.39279832,148,,
0.001,264768,0.14142491843923927,,,,265000,-73.71119715881348,,,938.0794431090355,1000.0
0.001,265768,0.16750803896412253,276,993.51,1794,266819,-73.7712633972168,650.7399955000001,148,,
0.001,269768,0.22500612995028496,,,,270000,-73.88922729492188,,,973.4821579515934,1000.0
,,,280,1000.0,1822,270819,,656.30797776,148,,
0.001,273768,0.2086572421118617,284,1000.0,1842,274819,-74.02116090393066,656.92489163,149,,
0.001,274768,0.2411926906518638,,,,275000,-74.04493115234375,,,942.4441124320031,1000.0
0.001,276955,0.25585236197168176,288,991.87,1866,278006,-74.10452475599064,652.03629264,148,,
0.001,278955,0.18206249433010815,,,,280000,-74.07987258911133,,,938.762729871273,1000.0
0.001,280955,0.13289322609826923,292,991.87,1894,282006,-74.13955389404296,653.53118909,148,,
0.001,283955,0.15668703415244817,,,,285000,-74.21887438964843,,,927.6417624413967,1000.0
0.001,284955,0.19162525818869472,296,991.87,1922,286006,-74.24968832397461,654.57452846,148,,
0.001,288955,0.17408721946924924,,,,290000,-74.38031843566894,,,941.7618832170963,1000.0
,,,300,991.87,1951,290006,,656.2604490299999,148,,
0.001,292955,0.13835045672953128,304,991.87,1971,294006,-74.45843939208984,658.08419367,149,,
0.001,293955,0.2721979470029473,,,,295000,-74.46281384277344,,,963.2736746847629,1000.0
0.001,296955,0.11831787194684149,308,991.74,1999,297993,-74.51005706787109,659.20680362,149,,
0.001,299942,0.35490355457365513,,,,300000,-74.55622074890137,,,876.7470324873924,1000.0
0.001,300942,0.15478508961200715,312,991.74,2027,301993,-74.5163060760498,657.0980335899999,148,,
0.001,304942,0.34570263264328244,,,,305000,-74.44348649597168,,,906.3194113850593,1000.0
,,,316,991.74,2055,305993,,659.1639495200001,148,,
0.001,308942,0.2865586697682738,320,987.33,2075,309552,-74.01828790283203,656.1346086599999,149,,
0.001,309501,0.6031435588391394,,,,310000,-73.89785307197161,,,933.1751749873162,1000.0
0.001,312501,0.3114537335820496,324,987.33,2101,313552,-73.54630409240723,655.29024255,149,,
0.001,314501,0.36802337564527987,,,,315000,-73.25290606689452,,,928.6818880021572,1000.0
0.001,316501,0.4147291540428996,328,987.33,2129,317552,-73.13261808776855,652.29382318,149,,
0.001,319501,0.4197593161985278,,,,320000,-72.86993048095704,,,909.1283957958221,1000.0
0.001,320501,0.3873955524414778,332,987.33,2158,321552,-72.80449290466309,651.68511776,148,,
0.001,324501,0.5544984056651592,,,,325000,-72.5568215789795,,,913.6109064817429,1000.0
,,,336,987.33,2186,325552,,651.2461016000001,148,,
0.001,328501,0.5105318822413683,340,987.33,2205,329552,-72.32642327880859,650.8797450200001,149,,
0.001,329501,0.4947185362279415,,,,330000,-72.29253828430176,,,895.0307879805565,1000.0
0.001,332501,0.4554419358819723,344,987.33,2234,333552,-72.11576574707031,649.6353300000001,149,,
0.001,334522,0.2348019310406276,,,,335000,-71.99332150545987,,,825.3167992711067,1000.0
0.001,335522,0.31591944259405136,348,977.54,2257,336573,-71.92963487243652,642.15379787,149,,
0.001,339522,0.4397804307937622,,,,340000,-71.4662843170166,,,860.1758813261986,1000.0
,,,352,977.54,2286,340573,,621.75290219,148,,
0.001,343522,0.4578342992216349,356,977.54,2306,344573,-70.76773803710938,612.7322942799999,149,,
0.001,344522,0.4752464664876461,,,,345000,-70.64329469299317,,,862.9803499221802,1000.0
0.001,347522,0.4752281577214599,360,977.54,2335,348573,-70.15062158203125,607.51215705,149,,
0.001,349522,0.5651606877893209,,,,350000,-69.04575276184082,,,674.233932584431,1000.0
0.001,350554,1.9656480178236961,364,967.86,2358,351605,-68.42784214019775,595.49275714,149,,
0.001,354554,1.073175538510084,,,,355000,-66.04773552703857,,,-412.38227527039123,1000.0
,,,368,967.86,2387,355605,,579.7015581399999,148,,
0.001,358554,1.0905541936010121,372,967.86,2407,359605,-66.11363987731933,569.9700605700001,149,,
0.001,359554,0.8633380868136883,,,,360000,-66.2021909942627,,,887.1043998777866,1000.0
0.001,362554,0.9688710057884454,376,967.86,2436,363605,-66.14107307434082,564.7734149399998,149,,
0.001,364554,1.1129913142025472,,,,365000,-66.00424632263183,,,936.8169816225767,1000.0
0.001,365982,1.3547118794173003,380,962.14,2462,367033,-65.98952597808838,558.0588755299999,149,,
0.001,368982,0.9857986917048692,,,,370000,-65.96171884918213,,,818.7122696340084,1000.0
0.001,369982,1.1785173625051975,384,962.14,2491,371033,-65.93904181671142,555.3554602199999,148,,
0.001,373982,1.320347930699587,,,,375000,-65.59747769927978,,,921.5100806713104,1000.0
,,,388,970.27,2519,375033,,559.09305605,148,,
0.001,377982,1.0810245360583066,392,970.27,2539,379033,-65.05930570220947,554.7648778299999,149,,
0.001,378982,0.9627407222688198,,,,380000,-64.91409056091308,,,855.2936675727367,1000.0
0.001,381982,1.1627146627008915,396,970.27,2567,383033,-64.02258404541016,547.7118467500001,149,,
0.001,383982,1.0296100868731737,,,,385000,-63.64814665985107,,,884.5715791106225,1000.0
0.001,385982,1.056202389910817,400,970.27,2596,387033,-63.48968022155762,543.42526286,149,,
0.001,388971,1.177312574670457,,,,390000,-63.05313798387041,,,815.8334863424301,1000.0
0.001,389971,1.4095281044840813,404,970.16,2624,391022,-62.935123527526855,536.7050572100001,148,,
0.001,393554,1.314025877832753,408,966.12,2643,394605,-62.7388181947682,528.93198799,149,,
0.001,394554,1.529147806584835,,,,395000,-62.663795249938964,,,859.8552229749039,1000.0
0.001,397554,1.4595789448022842,412,966.12,2672,398605,-62.47464372253418,519.16849171,149,,
0.001,399554,1.5252359805703164,,,,400000,-62.43900299835205,,,841.0129857927561,1000.0
0.001,401554,1.2002967242449523,416,966.12,2700,402605,-62.55307855987549,512.0655936700001,149,,
0.001,404554,1.0643393692821264,,,,405000,-62.56141696166992,,,811.5061585068703,1000.0
0.001,405554,1.227384362474084,420,970.53,2729,406605,-62.58212442016602,510.85635707,148,,
0.001,409554,1.0107389742434025,,,,410000,-62.659313903808595,,,846.3424233138561,1000.0
,,,424,970.53,2758,410605,,496.49131373999995,148,,
0.001,413554,1.0282555642724036,428,970.53,2777,414605,-62.33010432434082,496.89724486000006,149,,
0.001,414554,0.9699054612368345,,,,415000,-62.156910369873046,,,839.132984572649,1000.0
0.001,417554,1.0231188398450612,432,970.53,2806,418605,-62.06496146392822,492.6058106599999,149,,
0.001,419554,0.8799682875573636,,,,420000,-62.068534118652344,,,920.0426777303219,1000.0
0.001,421554,0.8118817505985498,436,970.53,2835,422605,-62.0985140914917,490.71339470999993,149,,
0.001,424554,0.8292544347196817,,,,425000,-62.036547340393064,,,908.8667954742908,1000.0
0.001,425554,0.8815181704759598,440,970.53,2863,426605,-62.09083967590332,489.41430854999993,148,,
0.001,429554,0.9276859912127257,,,,430000,-61.97159104156494,,,897.4311425447464,1000.0
,,,444,970.53,2891,430605,,487.28076723000004,148,,
0.001,433554,1.185166327908635,448,980.32,2911,434605,-61.92921110534668,491.21527783,149,,
0.001,434554,1.101821476534009,,,,435000,-61.94628643035889,,,889.6198514223099,1000.0
0.001,437554,0.9752980996370315,452,980.32,2940,438605,-61.9883744430542,508.79957717999997,149,,
0.001,439554,1.0405020121186972,,,,440000,-62.067861457824705,,,898.0309663414955,1000.0
0.001,441554,1.3540651243925095,456,980.32,2969,442605,-61.80251191711426,510.30325048,149,,
0.001,444554,1.1277742386311294,,,,445000,-61.52445263671875,,,889.4799754709005,1000.0
0.001,445554,1.0005908021628858,460,980.32,2998,446605,-61.51140142059326,509.7682541500001,148,,
0.001,449554,0.8876405696123838,,,,450000,-61.35407528686523,,,882.0539118885994,1000.0
,,,464,990.0,3027,450605,,518.58297427,148,,
0.001,453554,0.8737805427014828,468,990.0,3047,454605,-61.472921340942385,530.39248909,149,,
0.001,454554,0.8954262214154005,,,,455000,-61.39036824798584,,,945.2597426056861,1000.0
0.001,457554,0.9032018432170152,472,990.0,3076,458605,-61.08749154663086,533.01586177,149,,
0.001,459789,1.0656774694025517,,,,460000,-61.002658264160154,,,917.580111849308,1000.0
0.001,460397,1.035244144597336,476,978.43,3101,461448,-60.95502863432232,527.11406077,148,,
0.001,464397,1.0050498491078614,,,,465000,-60.59600457763672,,,885.3573407500983,1000.0
,,,480,984.15,3134,465448,,524.36204113,148,,
0.001,467208,1.110829411253333,484,972.26,3149,468259,-60.52034700012207,515.82298818,148,,
0.001,469208,1.3845758701115847,,,,470000,-60.400959266662596,,,834.5866715215146,1000.0
0.001,471208,1.0300486899465322,488,972.26,3181,472259,-60.14317401123047,512.9242627199999,148,,
0.001,474208,1.067991945773363,,,,475000,-59.85625093078613,,,848.1230856597424,1000.0
0.001,475208,1.094059690117836,492,972.26,3213,476259,-59.66100771331787,511.76909759999995,148,,
0.001,479208,1.1379074824154376,,,,480000,-59.72007271575928,,,883.2061572134495,1000.0
,,,496,972.26,3244,480259,,514.6323397,148,,
0.001,483208,1.3772131047248841,500,972.26,3266,484259,-59.27446585845947,505.0315913,148,,
0.001,484208,1.3660350582301617,,,,485000,-59.02345639038086,,,847.6018747240305,1000.0
0.001,487208,1.513120588451624,504,972.37,3298,488259,-58.73433251953125,504.29919058,148,,
0.001,489208,1.9064140030741692,,,,490000,-58.20626081085205,,,310.4870816595852,1000.0
0.001,491208,2.4444814396500587,508,976.54,3330,492259,-56.640347213745116,478.6144368699999,147,,
0.001,493283,3.412806978404522,512,947.55,3344,493360,-55.36723306274414,468.60608107,147,,
0.001,493746,3.351971223619249,516,921.92,3349,494797,-55.20544035538383,453.7939709799999,147,,
0.001,494746,3.9386647169589994,,,,495000,-55.09139649200439,,,706.5396204099059,1000.0
0.001,497746,3.1816819311380384,520,921.92,3394,498797,-52.93057246398926,412.9440600200001,146,,
0.001,499746,2.8514103608727455,,,,500000,-51.82301713562012,,,599.3793962214143,1000.0
0.001,501746,3.254019915997982,524,921.92,3435,502797,-51.253284614562986,391.0589705899999,146,,
0.001,503995,3.2965177240141905,,,,505000,-50.32938506038313,,,683.271997795999,1000.0
0.001,504995,3.135211073100567,528,914.41,3469,506046,-50.29815393829346,363.12317613,145,,
0.001,508214,3.1802650748491286,532,906.6,3491,509265,-49.037874366760256,327.9299811800001,145,,
0.001,509214,3.1085184480547907,,,,510000,-48.6897668762207,,,325.7550116306869,1000.0
0.001,512214,2.9791329675912857,536,906.6,3530,513265,-46.674533645629886,276.38071302000003,145,,
0.001,514847,3.0279585492014887,,,,515000,-43.58439421081543,,,94.35389369465392,1000.0
0.001,515847,2.737388822555542,540,902.93,3566,516898,-42.73105135345459,243.61958366,144,,
0.001,519069,2.7122199226607075,,,,520000,-40.00541219625387,,,134.22450291959976,663.4
,,,544,895.15,3598,520120,,211.31170237000003,144,,
0.001,523069,2.6998137744665147,548,895.15,3632,524120,-37.80388188934326,162.20661550000003,144,,
0.001,524069,2.7075905174612998,,,,525000,-37.27416109466553,,,160.42410421732149,1000.0
0.001,526602,2.451563562505912,552,890.48,3680,527653,-35.774263389101634,127.33695629999998,143,,
0.001,529602,2.452146723985672,,,,530000,-34.7563221206665,,,-255.20352996078364,1000.0
0.001,530602,2.529366654574871,556,889.1,3732,531515,-34.569008369445804,103.15058359000001,142,,
0.001,534252,2.72890643752771,,,,535000,-34.061605317943595,,,356.9726635789848,920.1
,,,560,886.98,3778,535303,,82.17650952,141,,
0.001,537445,2.7793095634579656,564,878.91,3804,538496,-33.00245539855957,27.834848170000004,141,,
0.001,539445,2.9736358993053438,,,,540000,-32.92814166641235,,,-76.19599360109714,988.5
0.001,541445,3.040925393104553,568,871.31,3850,541736,-32.42067509460449,-10.639029750000002,140,,
0.001,543789,3.224175120830536,572,862.35,3869,544840,-31.93234725189209,-62.71553101000001,140,,
0.001,544789,3.3980677117705347,,,,545000,-31.576869453430177,,,618.2807453311805,1000.0
0.001,547789,3.0473670674562454,576,873.92,3917,548840,-31.88632025527954,-82.30137314000001,140,,
0.001,549789,2.830772060215473,,,,550000,-31.602392471313475,,,320.33167687006755,1000.0
0.001,551789,2.965739599764347,580,873.92,3966,552840,-31.52293195724487,-95.47531671,139,,
0.001,554789,3.2881203888058663,,,,555000,-31.890125274658203,,,530.5739915430546,1000.0
0.001,555789,3.0467944180369377,584,885.81,4019,556840,-31.848140914916993,-110.13994160999997,138,,
0.001,559789,3.283719951748848,,,,560000,-32.32168564224243,,,649.6861589819193,1000.0
,,,588,885.81,4070,560840,,-120.43181606000002,137,,
0.001,563789,2.828425136446953,592,885.81,4104,564840,-32.655208114624024,-131.16447528999998,137,,
0.001,564789,2.7914785771369934,,,,565000,-32.97483447265625,,,641.410052216053,1000.0
0.001,567034,2.752382965147495,596,878.26,4148,568085,-33.5200612449646,-141.94441352,136,,
0.001,569034,2.720343810975552,,,,570000,-33.69188704681397,,,690.3477469787001,1000.0
0.001,571034,3.107185431599617,600,878.26,4197,572085,-34.52852402496338,-142.99208477999997,136,,
0.001,574034,2.5924937574863436,,,,575000,-35.18335786819458,,,562.4426576525905,1000.0
0.001,575034,2.3709762033820154,604,878.26,4246,576085,-35.64870488739014,-149.26139444,135,,
0.001,579034,1.9155419764816761,,,,580000,-36.39924713134766,,,573.0681736185215,1000.0
,,,608,878.26,4298,580085,,-133.34004396000003,134,,
0.001,583034,2.1157552300393583,612,907.25,4331,584085,-37.02762557601929,-127.07880082000005,134,,
0.001,584034,2.2550173493623733,,,,585000,-37.16468956375122,,,482.97338485950604,1000.0
0.001,587034,1.7491221182942391,616,932.88,4382,588085,-37.81208543395996,-117.53696134999998,134,,
0.001,589034,1.7889557294845582,,,,590000,-38.27387986755371,,,661.846808192134,1000.0
0.001,591006,1.831945232065862,620,932.6,4433,592057,-38.469999101426865,-90.16194038000002,133,,
0.001,594006,1.8925922574102878,,,,595000,-38.41638070678711,,,723.0831478892826,1000.0
0.001,595006,1.8402686302363873,624,932.6,4483,596057,-38.383193489074706,-63.78834961,132,,
0.001,599006,1.720937748670578,,,,600000,-38.608061553955075,,,671.9858910113574,1000.0
,,,628,940.11,4533,600057,,-45.26841473,132,,
0.001,603006,1.9276059550642968,632,947.92,4564,604057,-39.11150522613526,-14.577711299999992,132,,
0.001,604006,1.6180067481696605,,,,605000,-39.23694036865234,,,731.9988230168819,1000.0
0.001,607006,1.7359866201877594,636,947.92,4612,608057,-39.58916218566895,16.84006275000001,131,,
0.001,609006,1.842091637700796,,,,610000,-40.05387024688721,,,892.8532505601645,1000.0
0.001,611006,1.5485398997217417,640,951.59,4660,612057,-40.56069812011719,44.105892669999996,131,,
0.001,614006,1.7930202674269675,,,,615000,-41.31254731750488,,,884.8235774129629,1000.0
0.001,615006,1.6691307672262192,644,959.37,4707,616057,-41.50440646362305,73.69802728,130,,
0.001,619006,1.336713125318289,,,,620000,-41.997189041137695,,,468.2922909015091,1000.0
,,,648,959.37,4755,620057,,113.88438074000001,130,,
0.001,623006,1.5496803953051568,652,964.04,4788,624057,-41.89008027648926,136.27728845,130,,
0.001,624006,1.5320482061505318,,,,625000,-41.870139228820804,,,660.1637745678424,1000.0
0.001,627006,1.540163184374571,656,965.42,4838,628057,-42.22588831329346,156.68184031,129,,
0.001,629006,1.4027191499322653,,,,630000,-42.05120207214355,,,746.0671233490109,1000.0
0.001,631006,1.0683203848004341,660,967.54,4885,632057,-42.03399887084961,169.36059749,129,,
0.001,634006,1.4692247524559499,,,,635000,-41.882374443054196,,,694.5422461017966,1000.0
0.001,635006,1.5523175852894784,664,975.61,4931,636057,-41.97479814147949,213.96059245999996,128,,
0.001,639006,1.173891901254654,,,,640000,-41.91961344909668,,,807.791393700242,1000.0
,,,668,983.21,4979,640057,,246.43043251999998,128,,
0.001,643006,1.275723871767521,672,992.17,5010,644057,-42.19104014587403,290.61035919,128,,
0.001,644006,1.5248635825812817,,,,645000,-42.01830279541016,,,824.5394627302885,1000.0
0.001,647006,1.5271096897423266,676,992.17,5059,648057,-41.941098838806155,307.49408615,128,,
0.001,649006,1.5325477380305528,,,,650000,-42.12494801330566,,,815.7757165163755,1000.0
0.001,651006,1.5799997597783804,680,992.17,5105,652057,-42.33773360443115,318.96153379,127,,
0.001,654837,1.9551868710517883,,,,655000,-42.93032005310059,,,838.9455025166274,1000.0
,,,684,990.48,5152,655888,,336.05939124,127,,
0.001,658837,1.7894769032299518,688,990.48,5183,659888,-43.39651948547363,331.38608695000005,127,,
0.001,659837,1.752564077168703,,,,660000,-43.363655128479,,,824.722506570816,1000.0
0.001,662837,1.5163020376563072,692,990.48,5231,663888,-43.89578776550293,325.8765344199999,126,,
0.001,664837,1.487188342064619,,,,665000,-44.04186144256592,,,846.6088561892509,1000.0
0.001,666837,1.5316580377221107,696,998.03,5279,667888,-44.457362335205076,333.21076705,126,,
0.001,669837,1.5893137261271477,,,,670000,-44.79605180358887,,,731.3873841583729,1000.0
