rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
-5.6283405,4,23,831,5.75,0,,,,,,,,
-5.5962785,8,41,900,5.125,0,,,,,,,,
-5.683501833333334,12,65,931,5.416666666666667,0,,,,,,,,
-5.8529700625,16,88,922,5.5,0,,,,,,,,
-6.1233347,20,117,408,5.85,0,16.43869400024414,-11.785249710083008,0.9954628348350525,-0.08833733946084976,0.0003,16,,
-5.991431333333334,24,138,275,5.75,0,14.083904266357422,-12.413025856018066,0.9890549778938293,-0.21859538555145264,0.0003,37,,
-6.035454571428573,28,158,212,5.642857142857143,0,15.270896911621094,-12.700790405273438,0.9829859733581543,-0.3422555923461914,0.0003,57,,
-6.0505226875,32,179,180,5.59375,0,15.745654106140137,-12.88504409790039,0.9766814708709717,-0.47232455015182495,0.0003,78,,
-6.0313858611111115,36,202,161,5.611111111111111,1,16.35015869140625,-13.260786056518555,0.9698476791381836,-0.6118307113647461,0.0003,101,,
-6.125025575,40,223,151,5.575,1,12.832205772399902,-13.143688201904297,0.9636662602424622,-0.7414499521255493,0.0003,122,,
-6.064651227272727,44,240,145,5.454545454545454,1,11.909807205200195,-13.889286994934082,0.9587041139602661,-0.8466354608535767,0.0003,139,,
-6.001773854166667,48,260,139,5.416666666666667,1,8.972614288330078,-13.888372421264648,0.9529101252555847,-0.965569257736206,0.0003,159,,
-6.069056365384616,52,281,134,5.403846153846154,2,5.174521446228027,-14.725700378417969,0.9468774795532227,-1.0904734134674072,0.0003,180,,
-6.165876357142857,56,304,129,5.428571428571429,2,4.581992149353027,-14.687484741210938,0.9403361678123474,-1.2246062755584717,0.0003,203,,
-6.146020899999999,60,328,124,5.466666666666667,2,3.602477550506592,-15.251554489135742,0.9335635900497437,-1.3736050128936768,0.0003,227,,
-6.367836578125001,64,362,119,5.65625,3,2.8750388622283936,-15.627750396728516,0.924048125743866,-1.580003023147583,0.0003,261,,
-6.321737029411765,68,381,118,5.602941176470588,3,2.3316640853881836,-16.471004486083984,0.9187694191932678,-1.6977769136428833,0.0003,280,,
-6.240135347222222,72,397,116,5.513888888888889,3,2.64849853515625,-16.40770721435547,0.9143477082252502,-1.790318250656128,0.0003,296,,
-6.337885092105263,76,428,114,5.631578947368421,3,3.460890293121338,-16.509235382080078,0.9058449268341064,-1.975257396697998,0.0003,327,,
-6.26855745,80,445,112,5.5625,3,2.7811601161956787,-16.18507957458496,0.9012224078178406,-2.0796353816986084,0.0003,344,,
-6.350139988095239,84,466,111,5.5476190476190474,4,2.328159809112549,-16.86708641052246,0.8955451250076294,-2.1940176486968994,0.0003,365,,
-6.41922809090909,88,489,110,5.556818181818182,4,2.904144763946533,-16.1524658203125,0.8893753290176392,-2.3354849815368652,0.0003,388,,
-6.417398576086956,92,509,108,5.532608695652174,4,2.5263419151306152,-17.903797149658203,0.8840466141700745,-2.4523067474365234,0.0003,408,,
-6.4022870208333345,96,533,107,5.552083333333333,4,2.42814564704895,-16.885988235473633,0.8776999115943909,-2.5914437770843506,0.0003,432,,
