time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
4,-56.34798442857143,454,2048,1,51.904761904761905,,,,,,,,,,,,,
11,-100.76311186046509,366,4096,2,95.06976744186046,0.9913427233695984,0.01279576,-11.309566804766655,0.0003,212.0596372127533,0.2,0.141845703125,0.007595062255859375,-0.030442877343739384,10,67.53841400146484,,
,,,5000,,,0.9811683297157288,0.0117245745,-11.24250605404377,0.0003,118.06300696134568,0.2,0.1029296875,0.0267941951751709,-0.02467486617679242,20,33.42595672607422,1000.0,986.5086482554674
33,-107.18020279245286,183,6144,3,100.75471698113208,,,,,,,,,,,,,
40,-130.6808511967213,203,8192,4,127.37704918032787,0.9727725982666016,0.011053488,-11.163224393129349,0.0003,129.32145241498947,0.2,0.100830078125,0.0006647109985351562,-0.025045896536903457,30,33.30073165893555,,
,,,10000,,,0.9587515592575073,0.014569461,-11.069251862168311,0.0003,131.80873178243638,0.2,0.132373046875,0.011922359466552734,-0.030993262451374903,40,43.28776168823242,1000.0,966.3410775601864
69,-157.04621455384617,147,10240,5,152.43076923076924,,,,,,,,,,,,,
77,-142.62394658139533,158,12288,6,139.98837209302326,0.9441195726394653,0.014079398,-10.951949685811996,0.0003,87.62487998604774,0.2,0.140966796875,0.0386616587638855,-0.032048186054453254,50,15.291114807128906,,
85,-149.66319189690722,168,14336,7,147.56701030927834,0.936210036277771,0.014265578,-10.844130992889404,0.0003,148.95318739414216,0.2,0.205712890625,0.0024333596229553223,-0.043033785399165934,60,58.8453483581543,,
,,,15000,,,0.9263426065444946,0.013263494,-10.781303891539574,0.0003,94.8130355000496,0.2,0.127490234375,0.15493124723434448,-0.03088302354735788,70,41.03456115722656,1000.0,981.3271518483292
113,-155.07655648,144,16384,8,154.06,,,,,,,,,,,,,
123,-144.15129631000002,149,18432,9,145.86,0.9187431335449219,0.011029851,-10.707732051610947,0.0003,175.36578736305236,0.2,0.10830078125,0.09960657358169556,-0.02875838059990201,80,95.54459381103516,,
,,,20000,,,0.9138057231903076,0.011045439,-10.650882285833358,0.0003,157.5128484725952,0.2,0.107421875,0.15024226903915405,-0.028645710577256976,90,59.922149658203125,1000.0,958.6242144286516
153,-162.96534279999997,133,20480,10,165.45,,,,,,,,,,,,,
162,-122.05514042000003,138,22528,11,127.44,0.9045281410217285,0.012641485,-10.584464976191521,0.0003,110.79954626560212,0.2,0.1453125,0.21403062343597412,-0.03494569769827649,100,44.056861877441406,,
172,-123.12526083,142,24576,12,126.28,0.8994345664978027,0.0098940665,-10.526460805535317,0.0003,194.0429217338562,0.2,0.096533203125,0.22384965419769287,-0.0268527788517531,110,64.06878662109375,,
,,,25000,,,0.8955082893371582,0.011438372,-10.486985909938813,0.0003,199.59382627010345,0.2,0.112109375,0.2617037296295166,-0.030620027601253243,120,100.75564575195312,1000.0,948.7292217584676
202,-72.24833751000001,131,26624,13,72.52,,,,,,,,,,,,,
211,-71.80102633999999,135,28672,14,73.59,0.8942867517471313,0.0098206755,-10.464022567868232,0.0003,277.4816340446472,0.2,0.07861328125,0.1443796157836914,-0.025447500677546486,130,91.20600891113281,,
,,,30000,,,0.885899543762207,0.0121651115,-10.419104263186455,0.0003,108.14216386079788,0.2,0.135986328125,0.4822371006011963,-0.03563009048521053,140,34.125221252441406,850.1,768.3254732591216
237,-59.607833230000004,129,30720,15,63.04,,,,,,,,,,,,,
245,-71.34466497,133,32768,16,76.27,0.8822215795516968,0.0099899415,-10.365214219689369,0.0003,213.52510266304017,0.2,0.09580078125,0.43542778491973877,-0.029033122718101368,150,86.98379516601562,,
254,-79.60610127000001,137,34816,17,86.12,0.8774363994598389,0.0124108335,-10.325909703969955,0.0003,109.38273693323136,0.2,0.126513671875,0.5703932046890259,-0.03524114917963743,160,51.222564697265625,,
,,,35000,,,0.873192548751831,0.010963173,-10.286166819930077,0.0003,140.9179920911789,0.2,0.12353515625,0.5647631287574768,-0.03461539512209129,170,48.11566925048828,619.5,528.7757570913411
275,-81.35629743000003,133,36864,18,87.37,,,,,,,,,,,,,
284,-81.12563127,136,38912,19,89.48,0.867159903049469,0.011592539,-10.237418958544731,0.0003,132.20359686613082,0.2,0.129248046875,0.5619349181652069,-0.036194380966480824,180,44.89111328125,,
,,,40000,,,0.8628897666931152,0.0125039965,-10.18601094186306,0.0003,58.93357688188553,0.2,0.1478515625,0.7708812206983566,-0.037053955465671605,190,22.850013732910156,337.9,278.7143549663189
298,-94.55596496999999,137,40960,20,107.6,,,,,,,,,,,,,
