rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
-5.9134235,4,23,871,5.75,0,,,,,,,,
-5.811745500000001,8,43,886,5.375,0,,,,,,,,
-5.601183833333334,12,66,910,5.5,0,,,,,,,,
-5.9207646875,16,88,930,5.5,0,,,,,,,,
-6.1699956,20,111,528,5.55,0,15.288610458374023,-10.10750675201416,0.997284471988678,-0.051788486540317535,0.0003,10,,
-6.400555000000001,24,134,310,5.583333333333333,0,15.632482528686523,-11.601712226867676,0.9902889132499695,-0.1928456574678421,0.0003,33,,
-6.351702392857143,28,153,246,5.464285714285714,0,14.823972702026367,-12.506938934326172,0.9845362305641174,-0.3109726309776306,0.0003,52,,
-6.31591509375,32,181,201,5.65625,0,15.048225402832031,-12.833988189697266,0.97614985704422,-0.4816625714302063,0.0003,80,,
-6.312412083333333,36,199,184,5.527777777777778,1,12.699172973632812,-13.12483024597168,0.9708150625228882,-0.5923694372177124,0.0003,98,,
-6.34057665,40,224,172,5.6,1,11.612932205200195,-13.10809326171875,0.9634734392166138,-0.7423680424690247,0.0003,123,,
-6.360121386363636,44,247,161,5.613636363636363,1,10.333009719848633,-14.004827499389648,0.9567857384681702,-0.885837197303772,0.0003,146,,
-6.472876791666667,48,277,152,5.770833333333333,1,8.310574531555176,-13.870576858520508,0.9481567144393921,-1.0564147233963013,0.0003,176,,
-6.554005615384615,52,303,146,5.826923076923077,2,4.43019962310791,-15.290756225585938,0.9407809376716614,-1.2129580974578857,0.0003,202,,
-6.535573267857143,56,328,141,5.857142857142857,2,4.833789825439453,-15.677999496459961,0.9337663650512695,-1.352368950843811,0.0003,227,,
-6.5805589499999995,60,350,139,5.833333333333333,2,3.0644044876098633,-15.895198822021484,0.9276405572891235,-1.4825348854064941,0.0003,249,,
-6.710360890625,64,379,136,5.921875,2,2.516294240951538,-15.911128997802734,0.9196308851242065,-1.6630373001098633,0.0003,278,,
-6.764012544117646,68,400,134,5.882352941176471,2,2.0109572410583496,-16.727563858032227,0.9138654470443726,-1.7943403720855713,0.0003,299,,
-6.797679777777778,72,425,131,5.902777777777778,3,2.4044270515441895,-16.09563446044922,0.9070413708686829,-1.9381370544433594,0.0003,324,,
-6.788270894736843,76,448,130,5.894736842105263,3,2.973517894744873,-15.859375,0.90080326795578,-2.080744743347168,0.0003,347,,
-6.7707050749999995,80,468,129,5.85,3,3.7431628704071045,-16.014846801757812,0.8954120874404907,-2.189926862716675,0.0003,367,,
-6.780808095238093,84,497,127,5.916666666666667,3,2.4055655002593994,-17.030237197875977,0.8876547813415527,-2.36940336227417,0.0003,396,,
-6.684968681818183,88,520,126,5.909090909090909,4,2.811201572418213,-17.072734832763672,0.8815471529960632,-2.4994449615478516,0.0003,419,,
-6.654748565217393,92,541,124,5.880434782608695,4,2.965017795562744,-17.40140724182129,0.8760086894035339,-2.637680768966675,0.0003,440,,
-6.616379416666668,96,561,123,5.84375,4,2.2828547954559326,-16.999435424804688,0.8707647919654846,-2.7447590827941895,0.0003,460,,
-6.531556240000002,100,582,123,5.82,4,2.3389058113098145,-17.186552047729492,0.8652931451797485,-2.8669466972351074,0.0003,481,,
-6.59369774,104,606,122,5.83,4,2.8152015209198,-16.95265769958496,0.859085738658905,-3.020354986190796,0.0003,505,,
-6.6046519,108,630,121,5.87,5,3.0525379180908203,-17.787221908569336,0.8529340624809265,-3.1481704711914062,0.0003,529,,
-6.623895569999998,112,653,120,5.87,5,2.596055030822754,-17.01825523376465,0.8470789194107056,-3.277952194213867,0.0003,552,,
-6.523112790000002,116,674,119,5.86,5,2.8969457149505615,-17.68273162841797,0.8417726755142212,-3.4093985557556152,0.0003,573,,
-6.443521729999999,120,701,119,5.9,5,2.3058817386627197,-16.130325317382812,0.8350071310997009,-3.558134078979492,0.0003,600,,
-6.31495033,124,723,118,5.89,6,2.814929723739624,-18.15426254272461,0.829542338848114,-3.662440061569214,0.0003,622,,
-6.330063450000001,128,753,117,6.0,6,2.5364832878112793,-16.990217208862305,0.8221502900123596,-3.8507227897644043,0.0003,652,,
-6.2632150200000005,132,771,117,5.9,6,2.8538944721221924,-17.59603500366211,0.8177434206008911,-3.9689180850982666,0.0003,670,,
-6.2256456600000005,136,799,117,6.0,6,2.825728416442871,-15.99636459350586,0.8109316825866699,-4.1437153816223145,0.0003,698,,
-6.152247159999999,140,819,116,5.95,7,3.7870278358459473,-16.82893180847168,0.8060999512672424,-4.244417190551758,0.0003,718,,
-6.10273483,144,842,116,5.95,7,2.714726448059082,-17.269088745117188,0.8005892634391785,-4.375807762145996,0.0003,741,,
-5.964732140000001,148,867,115,5.9,7,2.781219720840454,-17.9161434173584,0.7946404814720154,-4.542150974273682,0.0003,766,,
-5.818456200000001,152,887,115,5.84,7,2.799295425415039,-17.413776397705078,0.789913535118103,-4.632604122161865,0.0003,786,,
-5.8511882,156,914,115,5.86,7,3.41994571685791,-17.465251922607422,0.7835756540298462,-4.7989301681518555,0.0003,813,,
-5.80313613,160,941,115,5.91,8,3.565929889678955,-17.50861930847168,0.7772977352142334,-4.956463813781738,0.0003,840,,
-5.649547439999999,164,966,114,5.87,8,5.601840972900391,-16.841773986816406,0.7715303897857666,-5.096904754638672,0.0003,865,,
-5.511158429999998,168,991,113,5.91,8,3.7743430137634277,-17.70532989501953,0.7658119201660156,-5.210560321807861,0.0003,890,,
-5.377432579999999,172,1015,113,5.9,8,3.111582040786743,-17.31501579284668,0.7603707909584045,-5.380944728851318,0.0003,914,,
-5.2787414,176,1039,113,5.91,9,2.9306132793426514,-17.560346603393555,0.7549600005149841,-5.50224494934082,0.0003,938,,
-5.275852710000001,180,1069,112,6.01,9,3.199493169784546,-17.026395797729492,0.748256504535675,-5.681367874145508,0.0003,968,,
-5.253002779999999,184,1099,112,6.02,9,2.7710723876953125,-16.4788818359375,0.7416204810142517,-5.816239356994629,0.0003,998,,
-5.21672099,188,1117,111,5.97,10,3.564972162246704,-17.1207275390625,0.7376702427864075,-5.923094749450684,0.0003,1016,,
-5.13825488,192,1144,110,6.03,10,3.4666342735290527,-16.502378463745117,0.7317847013473511,-6.111293792724609,0.0003,1043,,
-5.0694273899999995,196,1167,110,6.06,10,3.283172607421875,-16.378250122070312,0.7268061637878418,-6.181699752807617,0.0003,1066,,
-5.0538853,200,1187,109,6.05,10,4.395801067352295,-17.561058044433594,0.7225136756896973,-6.289081573486328,0.0003,1086,,
-4.92134044,204,1207,109,6.01,10,3.33040189743042,-16.76699447631836,0.7182475924491882,-6.450127601623535,0.0003,1106,,
-4.9022924,208,1234,109,6.04,11,3.971846342086792,-16.69594955444336,0.7125280499458313,-6.5656938552856445,0.0003,1133,,
-4.82811385,212,1259,109,6.06,11,3.523228168487549,-15.924627304077148,0.7072673439979553,-6.736094951629639,0.0003,1158,,
-4.889566760000001,216,1288,108,6.14,11,3.6026225090026855,-16.65900421142578,0.7012157440185547,-6.866756439208984,0.0003,1187,,
