train/learning_rate,time/episodes,time/total_timesteps,time/time_elapsed,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/n_updates,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0.001,4,3018,12,-1.8931383806467057,754.5,-1222.39574425,248,2000,0.07671915911650286,,
0.001,,5000,,8.302332293510437,,,,4000,0.18656569454073907,-3004.4351378798483,1000.0
0.001,8,7018,44,9.974132382392883,877.25,-2113.19159975,158,6000,0.1107172132357955,,
0.001,,10000,,27.395471603393556,,,,9000,0.41591730564832685,-2608.7219314694403,1000.0
0.001,12,11018,77,23.42943222808838,918.1666666666666,-2378.698359,141,10000,0.32287502980604765,,
0.001,,15000,,36.1555249710083,,,,14000,0.4188494655787945,-2609.3435482144355,1000.0
,16,15018,111,,938.625,-2493.631409375,134,,,,
0.001,20,19018,134,42.52833934020996,950.9,-2447.30777115,141,18000,0.44554534555226566,,
0.001,,20000,,38.143287910461424,,,,19000,0.33057474103569984,-1661.7725499764085,611.8
0.001,24,21414,156,34.551412037440706,892.25,-2299.584878333333,136,21056,1.3668491776500429,,
0.001,28,22624,165,33.524597021249626,808.0,-2078.740182,136,22596,1.4462285397700894,,
0.001,32,23779,167,33.67026754525992,743.09375,-1902.6300020937501,142,22761,1.6411607486230355,,
0.001,36,24538,175,32.70694123244867,681.6111111111111,-1709.8749088055558,139,24395,1.5905337559013832,,
0.001,,25000,,32.48576206631131,,,,24610,1.8855678306685553,-134.18818281526038,684.5
,40,25628,184,,640.7,-1547.7646223,138,,,,
0.001,44,28892,203,29.51419311904907,656.6363636363636,-1384.1625347272727,141,27874,1.6697786828279495,,
0.001,,30000,,27.712556257086284,,,,28993,1.2290803454503292,90.41644285203475,353.4
0.001,48,31959,224,25.993199977874756,665.8125,-1245.9092762291666,142,30993,1.4925871245265008,,
0.001,,35000,,21.869832508087157,,,,34779,1.3967012936472893,320.5209190505637,744.8
,52,35388,253,,680.5384615384615,-1121.4012467692307,139,,,,
0.001,56,37986,269,18.71262028884888,678.3214285714286,-1018.5393611428572,140,37554,1.3765271808505057,,
