time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/critic_loss,time/fps,time/episodes,train/ent_coef,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
1218,-24.453866958618164,0.0003,-4.426527976989746,1.4953737258911133,100,4,0.7159662842750549,-123.40367774999999,1117,304.5,12,,
2865,-36.7521858215332,0.0003,-10.280420303344727,1.8129509687423706,95,8,0.4410543739795685,-187.83862575,2764,358.125,30,,
3009,-37.53623580932617,0.0003,-10.554096221923828,2.9554848670959473,95,12,0.42292967438697815,-128.65283366666668,2908,250.75,31,,
4423,-39.791236877441406,0.0003,-14.309381484985352,2.828721046447754,92,16,0.2827872633934021,-153.9800478125,4322,276.4375,47,,
5000,-39.76213455200195,0.0003,-15.688345909118652,2.5081710815429688,,,0.24013398587703705,,4899,,,17.2352882019346,565.2
6508,-37.027442932128906,0.0003,-17.70214080810547,2.3990674018859863,83,20,0.15700922906398773,-194.19563430000002,6407,325.4,78,,
6691,-36.31647872924805,0.0003,-18.7430362701416,2.9256787300109863,83,24,0.14917050302028656,-164.96805408333333,6590,278.7916666666667,80,,
6991,-35.508766174316406,0.0003,-18.66881561279297,4.100235462188721,83,28,0.1372612714767456,-150.29017767857144,6890,249.67857142857142,83,,
7208,-34.598487854003906,0.0003,-18.626197814941406,2.9167332649230957,84,32,0.12928588688373566,-136.12478096874997,7107,225.25,85,,
8705,-29.689064025878906,0.0003,-18.88013458251953,2.4494175910949707,84,36,0.08597546070814133,-147.5439527222222,8604,241.80555555555554,102,,
8951,-29.613231658935547,0.0003,-18.772037506103516,3.1281745433807373,85,40,0.08048123121261597,-137.20287322500002,8850,223.775,105,,
10000,-26.186262130737305,0.0003,-19.939985275268555,2.566648483276367,,,0.06076781824231148,,9899,,,-114.61457347229444,455.4
10343,-24.53156852722168,0.0003,-18.911848068237305,2.730189085006714,81,44,0.05545273423194885,-143.89069356818183,10242,235.0681818181818,127,,
12537,-19.676374435424805,0.0003,-14.0746488571167,2.1346802711486816,83,48,0.031562771648168564,-150.71657285416666,12436,261.1875,151,,
13150,-17.751445770263672,0.0003,-16.104869842529297,2.5742878913879395,83,52,0.027204103767871857,-143.45635815384614,13049,252.8846153846154,157,,
15000,-15.147313117980957,0.0003,-8.713619232177734,1.7041380405426025,,,0.018019450828433037,,14899,,,-12.266056807595305,466.7
15571,-13.945117950439453,0.0003,-6.765356063842773,1.5083506107330322,81,56,0.01618563011288643,-140.05012960714285,15470,278.05357142857144,191,,
16094,-13.14844036102295,0.0003,-5.459907531738281,2.4251770973205566,81,60,0.014808026142418385,-132.4138801166667,15993,268.23333333333335,197,,
17478,-12.296609878540039,0.0003,-3.179935932159424,1.6940221786499023,81,64,0.01232646033167839,-124.994064671875,17377,273.09375,213,,
18993,-11.494537353515625,0.0003,1.2795660495758057,1.7748677730560303,82,68,0.011551677249372005,-118.43614423529411,18892,279.30882352941177,229,,
19400,-11.273970603942871,0.0003,-0.8590190410614014,1.6613218784332275,82,72,0.011452581733465195,-111.36083286111109,19299,269.44444444444446,234,,
