rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
9.5,4,42,5324,0,10.5,,,,,,
7.25,8,66,5244,0,8.25,,,,,,
5.75,12,81,5151,0,6.75,,,,,,
5.5625,16,105,2179,0,6.5625,-0.9185789525508881,4,0.9367011785507202,0.001,,
4.85,20,117,915,0,5.85,-0.8855280876159668,16,0.30605703592300415,0.001,,
4.375,24,129,616,0,5.375,-1.0285414457321167,28,0.1757245014111201,0.001,,
4.035714285714286,28,141,484,0,5.035714285714286,-1.043895184993744,40,0.1879820923010508,0.001,,
3.78125,32,153,412,0,4.78125,-1.069322407245636,52,0.21607095499833426,0.001,,
3.5833333333333335,36,165,364,0,4.583333333333333,-1.0362836122512817,64,0.14360820750395456,0.001,,
3.425,40,177,332,0,4.425,-1.1110419631004333,76,0.08533842364947002,0.001,,
3.2954545454545454,44,189,302,0,4.295454545454546,-1.0600438714027405,88,0.1320855791370074,0.001,,
3.1875,48,201,281,0,4.1875,-1.0581232905387878,100,0.11957918604214986,0.001,,
3.0961538461538463,52,213,271,0,4.096153846153846,-1.0498068928718567,112,0.10255935539801915,0.001,,
3.017857142857143,56,225,262,0,4.017857142857143,-1.1264894604682922,124,0.11323272188504536,0.001,,
2.95,60,237,255,0,3.95,-1.0360078811645508,136,0.10547638932863872,0.001,,
2.890625,64,249,249,0,3.890625,-1.0882092118263245,148,0.13310321420431137,0.001,,
2.838235294117647,68,261,244,1,3.838235294117647,-0.9559527635574341,160,0.10035007943709691,0.001,,
2.7916666666666665,72,273,239,1,3.7916666666666665,-1.0034273862838745,172,0.07811679070194562,0.001,,
2.75,76,285,235,1,3.75,-1.0991577506065369,184,0.05386619766553243,0.001,,
2.7125,80,297,231,1,3.7125,-1.0288414061069489,196,0.05939126511414846,0.001,,
2.6785714285714284,84,309,228,1,3.6785714285714284,-0.9763296246528625,208,0.0595392311612765,0.001,,
2.647727272727273,88,321,226,1,3.647727272727273,-1.0656030774116516,220,0.06544225414594014,0.001,,
2.619565217391304,92,333,223,1,3.619565217391304,-1.0288750529289246,232,0.06969827165206273,0.001,,
2.59375,96,345,221,1,3.59375,-1.0080929696559906,244,0.03610727625588576,0.001,,
2.57,100,357,218,1,3.57,-1.080572485923767,256,0.05403272559245428,0.001,,
2.27,104,369,215,1,3.27,-1.032640814781189,268,0.1159072866042455,0.001,,
2.15,108,381,214,1,3.15,-1.059306025505066,280,0.07762020081281662,0.001,,
2.12,112,393,213,1,3.12,-1.0104260444641113,292,0.07688500235478084,0.001,,
2.0,116,405,211,1,3.0,-1.0018970966339111,304,0.06517703831195831,0.001,,
2.0,120,417,210,1,3.0,-0.9910992980003357,316,0.06360334157943726,0.001,,
2.0,124,429,209,2,3.0,-0.9416355490684509,328,0.057936131954193115,0.001,,
2.0,128,441,208,2,3.0,-0.9853339195251465,340,0.02310137450695038,0.001,,
2.0,132,453,207,2,3.0,-0.9925386309623718,352,0.04226728777090708,0.001,,
2.0,136,465,206,2,3.0,-1.0457483530044556,364,0.05279514193534851,0.001,,
2.0,140,477,206,2,3.0,-1.0634788870811462,376,0.03736862167716026,0.001,,
2.0,144,489,205,2,3.0,-0.9670383632183075,388,0.044989523788293205,0.001,,
2.0,148,501,204,2,3.0,-1.012132078409195,400,0.0465195948878924,0.001,,
2.0,152,513,204,2,3.0,-1.071273386478424,412,0.028689760093887646,0.001,,
2.0,156,525,203,2,3.0,-0.998013973236084,424,0.0753778691093127,0.001,,
2.0,160,537,201,2,3.0,-0.9338919520378113,436,0.06826440431177616,0.001,,
2.0,164,549,200,2,3.0,-0.9372577965259552,448,0.05066137512524923,0.001,,
2.0,168,561,199,2,3.0,-1.0622001886367798,460,0.05443117022514343,0.001,,
2.0,172,573,199,2,3.0,-0.99502232670784,472,0.05089148630698522,0.001,,
2.0,176,585,198,2,3.0,-1.0350475311279297,484,0.06545095890760422,0.001,,
2.0,180,597,198,3,3.0,-1.0472390353679657,496,0.025847187265753746,0.001,,
2.0,184,609,198,3,3.0,-1.1050271391868591,508,0.044644937540094055,0.001,,
2.0,188,621,197,3,3.0,-0.9286155700683594,520,0.0320298100511233,0.001,,
2.0,192,633,197,3,3.0,-1.085295855998993,532,0.023216613257924717,0.001,,
2.0,196,645,196,3,3.0,-1.0044929087162018,544,0.03129626313845316,0.001,,
2.0,200,657,196,3,3.0,-1.0953731536865234,556,0.029490662117799122,0.001,,
2.0,204,669,195,3,3.0,-1.0894595980644226,568,0.031161143134037655,0.001,,
2.0,208,681,195,3,3.0,-1.0561836957931519,580,0.03532301137844721,0.001,,
2.0,212,693,195,3,3.0,-1.001685619354248,592,0.011464635065446297,0.001,,
2.0,216,705,194,3,3.0,-0.9925466179847717,604,0.04852175091703733,0.001,,
2.0,220,717,193,3,3.0,-0.9921559691429138,616,0.014512866735458374,0.001,,
2.0,224,729,193,3,3.0,-0.9639490842819214,628,0.03277629024038712,0.001,,
2.0,228,741,192,3,3.0,-1.1163710951805115,640,0.015786815124253433,0.001,,
2.0,232,753,192,3,3.0,-1.1634652614593506,652,0.05461456502477328,0.001,,
2.0,236,765,192,3,3.0,-0.9415625333786011,664,0.02667198268075784,0.001,,
2.0,240,777,191,4,3.0,-1.0051146149635315,676,0.012265508994460106,0.001,,
