time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
604,0,0.6493018412590027,4,200,50.0,50,0.3987362644076347,0.001,-42.063186,,
289,1,1.1412972265481949,8,400,50.0,250,0.5321713402867317,0.001,-55.1550025,,
,,1.2212286329269408,,500,,350,0.12491635754704475,0.001,,50.0,-12.03431785
200,2,1.1863610601425172,12,600,50.0,450,0.08325287595391273,0.001,-41.02216941666667,,
198,4,1.2061097431182861,16,800,50.0,650,0.036078324913978575,0.001,-33.746899625000005,,
,,1.305519938468933,,1000,,850,0.03354102555662394,0.001,,50.0,-11.05659355
178,5,,20,1000,50.0,,,,-29.28839825,,
181,6,1.4142494821548461,24,1200,50.0,1050,0.08121575348079205,0.001,-26.17400116666667,,
181,7,1.5666358709335326,28,1400,50.0,1250,0.038326221704483035,0.001,-23.89704660714286,,
,,1.6520701932907105,,1500,,1350,0.0324222681298852,0.001,,50.0,-10.800580450000002
171,9,1.7331953525543213,32,1600,50.0,1450,0.031896832846105096,0.001,-22.3341276875,,
173,10,1.876583571434021,36,1800,50.0,1650,0.033969906084239485,0.001,-20.944205055555553,,
,,1.9806773090362548,,2000,,1850,0.05398991376161575,0.001,,50.0,-11.128284650000001
166,12,,40,2000,50.0,,,,-19.9920362,,
169,13,2.1151349401474,44,2200,50.0,2050,0.03299824897199869,0.001,-19.19887631818182,,
171,13,2.319346628189087,48,2400,50.0,2250,0.05069566547870636,0.001,-18.504213916666668,,
,,2.3534270477294923,,2500,,2350,0.04256715673953295,0.001,,50.0,-11.860734399999998
166,15,2.4194295310974123,52,2600,50.0,2450,0.07085586607456207,0.001,-17.926183692307692,,
168,16,2.5529926204681397,56,2800,50.0,2650,0.03944803956896067,0.001,-17.423069464285714,,
,,2.718327980041504,,3000,,2850,0.04276967011392117,0.001,,50.0,-11.183570499999998
164,18,,60,3000,50.0,,,,-17.042367266666666,,
166,19,2.801420125961304,64,3200,50.0,3050,0.05521526623517275,0.001,-16.678005921875002,,
167,20,2.9712209796905515,68,3400,50.0,3250,0.0390765555202961,0.001,-16.41168986764706,,
,,3.068695878982544,,3500,,3350,0.040840274691581725,0.001,,50.0,-11.20854045
164,21,3.0847637367248537,72,3600,50.0,3450,0.04347203198820353,0.001,-16.219931527777778,,
165,23,3.188810634613037,76,3800,50.0,3650,0.036322019286453726,0.001,-15.993470684210527,,
,,3.399004535675049,,4000,,3850,0.062487698197364806,0.001,,50.0,-11.350434700000001
161,24,,80,4000,50.0,,,,-15.745230225,,
162,25,3.498276767730713,84,4200,50.0,4050,0.040271772183477876,0.001,-15.522562535714284,,
163,26,3.6505244064331053,88,4400,50.0,4250,0.04350867036730051,0.001,-15.293454647727275,,
,,3.7505015754699706,,4500,,4350,0.034740499556064605,0.001,,50.0,-10.489737
161,28,3.7434248542785644,92,4600,50.0,4450,0.04126542679965496,0.001,-15.077481989130439,,
162,29,3.943404350280762,96,4800,50.0,4650,0.04600405864417553,0.001,-14.871608989583335,,
,,4.046601524353028,,5000,,4850,0.07916362233459949,0.001,,50.0,-10.54396305
160,31,,100,5000,50.0,,,,-14.74912466,,
161,32,4.239216995239258,104,5200,50.0,5050,0.11334762375801802,0.001,-13.516160910000004,,
162,33,4.326902122497558,108,5400,50.0,5250,0.03603979878127575,0.001,-11.237762549999998,,
,,4.418798294067383,,5500,,5350,0.03993214178830385,0.001,,50.0,-10.6479996
160,34,4.444101505279541,112,5600,50.0,5450,0.03535087861120701,0.001,-11.17255797,,
161,35,4.595526962280274,116,5800,50.0,5650,0.04270642727613449,0.001,-11.165092599999998,,
,,4.7399188423156735,,6000,,5850,0.06681874193251133,0.001,,50.0,-11.085448399999997
159,37,,120,6000,50.0,,,,-11.086694050000004,,
160,38,4.869399490356446,124,6200,50.0,6050,0.039965047352015975,0.001,-11.071307500000003,,
161,39,4.891218643188477,128,6400,50.0,6250,0.03779231674969196,0.001,-11.08047038,,
,,5.044723682403564,,6500,,6350,0.047848542109131816,0.001,,50.0,-11.005278200000001
159,41,5.114828090667725,132,6600,50.0,6450,0.04287670496851206,0.001,-11.023660970000002,,
160,42,5.211756095886231,136,6800,50.0,6650,0.07529546301811933,0.001,-11.05835733,,
,,5.349587268829346,,7000,,6850,0.04308924324810505,0.001,,50.0,-11.380353100000002
158,44,,140,7000,50.0,,,,-11.10318466,,
159,45,5.47672327041626,144,7200,50.0,7050,0.03968305412679911,0.001,-11.06626132,,
160,46,5.598700866699219,148,7400,50.0,7250,0.05166444934904575,0.001,-11.088030110000002,,
,,5.659744033813476,,7500,,7350,0.04188757590949535,0.001,,50.0,-11.678926900000002
158,47,5.696006717681885,152,7600,50.0,7450,0.05304219704121351,0.001,-11.05642663,,
159,48,5.891351146697998,156,7800,50.0,7650,0.05850231040269136,0.001,-11.018294239999998,,
,,6.002424144744873,,8000,,7850,0.054743230640888214,0.001,,50.0,-11.960320399999999
158,50,,160,8000,50.0,,,,-10.948345869999999,,
159,51,6.116290969848633,164,8200,50.0,8050,0.05781546790152788,0.001,-10.886259799999998,,
160,52,6.188398818969727,168,8400,50.0,8250,0.045819985456764696,0.001,-10.768269199999997,,
,,6.164603767395019,,8500,,8350,0.05307662084698677,0.001,,50.0,-11.562168999999999
159,54,6.2766563415527346,172,8600,50.0,8450,0.061076151430606844,0.001,-10.671566710000002,,
159,55,6.384501876831055,176,8800,50.0,8650,0.042839547470211986,0.001,-10.645033279999998,,
,,6.473907489776611,,9000,,8850,0.139723319709301,0.001,,50.0,-12.0176154
158,56,,180,9000,50.0,,,,-10.61452043,,
159,57,6.602107410430908,184,9200,50.0,9050,0.04240591049194336,0.001,-10.59107909,,
160,58,6.743098182678223,188,9400,50.0,9250,0.04500992707908154,0.001,-10.471048639999998,,
,,6.782469310760498,,9500,,9350,0.04168520919978619,0.001,,50.0,-11.481849500000001
158,60,6.834404373168946,192,9600,50.0,9450,0.04388269446790218,0.001,-10.4807431,,
159,61,6.95588306427002,196,9800,50.0,9650,0.04563841812312603,0.001,-10.45365551,,
,,7.092213268280029,,10000,,9850,0.048853294849395754,0.001,,50.0,-11.670394049999999
158,63,,200,10000,50.0,,,,-10.310164109999999,,
159,64,7.188589000701905,204,10200,50.0,10050,0.0423987378180027,0.001,-10.36259435,,
159,65,7.315659236907959,208,10400,50.0,10250,0.04830363504588604,0.001,-10.30508356,,
,,7.338824310302734,,10500,,10350,0.07295302342623472,0.001,,50.0,-10.822600349999998
158,66,7.418895149230957,212,10600,50.0,10450,0.08913881778717041,0.001,-10.305969339999999,,
159,67,7.499940853118897,216,10800,50.0,10650,0.05013908114284277,0.001,-10.1588602,,
,,7.670356330871582,,11000,,10850,0.04253554031252861,0.001,,50.0,-9.987818100000002
158,69,,220,11000,50.0,,,,-10.19457936,,
159,70,7.770017395019531,224,11200,50.0,11050,0.04404046125710011,0.001,-10.17058949,,
159,71,7.772993049621582,228,11400,50.0,11250,0.04604878552258015,0.001,-10.24937517,,
,,7.872735786437988,,11500,,11350,0.04483739625662565,0.001,,50.0,-9.166818350000002
158,73,7.920222625732422,232,11600,50.0,11450,0.05019047640264034,0.001,-10.340181260000001,,
159,74,8.004787349700928,236,11800,50.0,11650,0.047876655980944635,0.001,-10.29980314,,
,,8.070668182373048,,12000,,11850,0.05022019676864147,0.001,,50.0,-9.053161999999997
158,75,,240,12000,50.0,,,,-10.23714359,,
158,76,8.16578489303589,244,12200,50.0,12050,0.04379833977669478,0.001,-10.26113032,,
159,77,8.245378074645997,248,12400,50.0,12250,0.046705009825527666,0.001,-10.03685952,,
,,8.312522239685059,,12500,,12350,0.05161197122186422,0.001,,50.0,-8.694766900000001
158,79,8.414551010131836,252,12600,50.0,12450,0.042706372924149034,0.001,-10.01925139,,
158,80,8.446657333374024,256,12800,50.0,12650,0.047434353157877925,0.001,-9.994262879999999,,
,,8.543518371582032,,13000,,12850,0.0422533218190074,0.001,,50.0,-8.63740425
158,82,,260,13000,50.0,,,,-9.860030749999998,,
158,83,8.64337833404541,264,13200,50.0,13050,0.05483418382704258,0.001,-9.88441982,,
158,84,8.648219985961914,268,13400,50.0,13250,0.04111236423254013,0.001,-9.927947110000002,,
,,8.647005462646485,,13500,,13350,0.04413987159729004,0.001,,50.0,-8.6778888
158,86,8.782276649475097,272,13600,50.0,13450,0.045983875021338466,0.001,-10.02056333,,
