time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/critic_loss,time/fps,time/episodes,train/ent_coef,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
188,-10.786392211914062,0.0003,-0.34723156690597534,1.8545820713043213,170,4,0.9744856953620911,-20.6209545,87,47.0,1,,
1482,-25.702476501464844,0.0003,-5.363447189331055,1.034013032913208,92,8,0.6626078486442566,-76.43002087500001,1381,185.25,16,,
1634,-28.218442916870117,0.0003,-5.965862274169922,1.1944174766540527,92,12,0.6333832740783691,-55.56236733333335,1533,136.16666666666666,17,,
1838,-29.78170394897461,0.0003,-6.616593360900879,2.0177650451660156,91,16,0.5964032411575317,-48.395520749999996,1737,114.875,20,,
2195,-32.499839782714844,0.0003,-7.778854846954346,2.6798133850097656,90,20,0.5373530387878418,-45.465448849999994,2094,109.75,24,,
3344,-37.12127685546875,0.0003,-11.422586441040039,2.80275559425354,88,24,0.3860224783420563,-62.20394325,3243,139.33333333333334,37,,
5000,-39.2600212097168,0.0003,-14.785112380981445,2.334843635559082,,,0.24065819382667542,,4899,,,-127.95920164737564,515.4
5498,-38.192420959472656,0.0003,-15.748064041137695,2.128072738647461,77,28,0.20902208983898163,-99.68071517857142,5397,196.35714285714286,70,,
5630,-37.783958435058594,0.0003,-17.26108741760254,5.135968208312988,78,32,0.20136962831020355,-90.7301565625,5529,175.9375,72,,
5990,-37.236717224121094,0.0003,-17.043182373046875,3.204897165298462,78,36,0.18192720413208008,-86.32458988888888,5889,166.38888888888889,76,,
6428,-36.12566375732422,0.0003,-17.733427047729492,3.212374687194824,78,40,0.16091103851795197,-83.9486249,6327,160.7,81,,
6903,-33.53910446166992,0.0003,-18.434158325195312,2.836799144744873,79,44,0.1410706788301468,-82.64308568181819,6802,156.88636363636363,86,,
8237,-31.216102600097656,0.0003,-18.979415893554688,2.667168140411377,80,48,0.0977863222360611,-92.10564547916665,8136,171.60416666666666,102,,
8850,-27.726652145385742,0.0003,-19.464548110961914,2.5096611976623535,81,52,0.08276622742414474,-91.70474898076921,8749,170.19230769230768,108,,
9196,-26.90700912475586,0.0003,-18.671157836914062,3.2683868408203125,81,56,0.07540522515773773,-86.36948764285714,9095,164.21428571428572,112,,
10000,-25.06403160095215,0.0003,-19.173282623291016,3.6158201694488525,,,0.060846783220767975,,9899,,,-122.39875183899639,508.5
11243,-23.447900772094727,0.0003,-17.28226089477539,1.8295503854751587,78,60,0.044172242283821106,-96.26639401666667,11142,187.38333333333333,143,,
13458,-18.58441162109375,0.0003,-13.750205993652344,2.2098798751831055,79,64,0.02567521296441555,-99.807320203125,13357,210.28125,169,,
14975,-17.03205108642578,0.0003,-8.708868980407715,2.0138895511627197,80,68,0.018612608313560486,-98.51183425000002,14874,220.22058823529412,186,,
15000,-17.028711318969727,0.0003,-9.791393280029297,2.160649299621582,,,0.018514884635806084,,14899,,,-0.04166090732323937,129.8
17076,-14.949289321899414,0.0003,-3.4077601432800293,2.025991201400757,80,72,0.013467466458678246,-95.724274875,16975,237.16666666666666,213,,
18157,-14.026084899902344,0.0003,0.8371593356132507,1.673877477645874,80,76,0.01245362963527441,-91.34077031578948,18056,238.9078947368421,225,,
18592,-13.784308433532715,0.0003,-0.7852261066436768,1.5474953651428223,80,80,0.012307948432862759,-87.20447672499999,18491,232.4,230,,
20000,-13.351607322692871,0.0003,-0.15106122195720673,1.798870325088501,,,0.012129138223826885,,19899,,,30.589127174689203,633.7
20792,-12.833778381347656,0.0003,-0.21978890895843506,1.8048433065414429,78,84,0.012162701226770878,-81.76051684523809,20691,247.52380952380952,264,,
23201,-12.612200736999512,0.0003,0.14620602130889893,1.6726539134979248,79,88,0.012039781548082829,-75.4521431590909,23100,263.64772727272725,292,,
25000,-11.45201301574707,0.0003,-1.1198431253433228,1.5473999977111816,,,0.012031065300107002,,24899,,,81.62214873747071,522.5
25322,-11.59273910522461,0.0003,2.793182373046875,1.4895808696746826,78,92,0.011841648258268833,-69.32795655434782,25221,275.2391304347826,323,,
26811,-11.625788688659668,0.0003,-0.454278826713562,1.643678903579712,78,96,0.011776385828852654,-63.48578647916667,26710,279.28125,341,,
28256,-11.223650932312012,0.0003,-0.13349050283432007,1.6237651109695435,78,100,0.011616770178079605,-58.14496894,28155,282.56,359,,
28789,-12.234307289123535,0.0003,1.992681622505188,1.4584770202636719,78,104,0.0116424560546875,-56.35095513000001,28688,286.01,366,,
30000,-12.074077606201172,0.0003,-0.1514207124710083,1.53043794631958,,,0.011518082581460476,,29899,,,100.04536934663193,247.4
30963,-12.583023071289062,0.0003,-0.6468474864959717,1.5087966918945312,78,108,0.011680752038955688,-44.89190046000001,30862,294.81,394,,
33472,-13.151412963867188,0.0003,-1.834824562072754,1.454549789428711,79,112,0.011633610352873802,-37.17728536999999,33371,318.38,422,,
34214,-12.76041316986084,0.0003,-0.17401033639907837,1.4088196754455566,79,116,0.01151694543659687,-32.914610829999994,34113,323.76,431,,
35000,-12.366559982299805,0.0003,-0.27014774084091187,1.1955804824829102,,,0.011428670957684517,,34899,,,113.42978286327416,295.2
35452,-13.821442604064941,0.0003,0.035430848598480225,2.1102981567382812,78,120,0.011486814357340336,-26.527128089999998,35351,332.57,450,,
36877,-14.342036247253418,0.0003,0.8027416467666626,1.6556410789489746,78,124,0.011671259999275208,-15.139206329999995,36776,335.33,467,,
38272,-14.650582313537598,0.0003,-1.411760926246643,1.4292614459991455,79,128,0.011597470380365849,4.91773865,38171,327.74,483,,
40000,-15.175765991210938,0.0003,-0.5674880146980286,1.8901679515838623,,,0.011979634873569012,,39899,,,289.9175421344,534.4
40728,-15.549676895141602,0.0003,0.30514487624168396,1.6752800941467285,78,132,0.01196303404867649,18.936665480000002,40627,350.98,520,,
42826,-17.020221710205078,0.0003,2.2472610473632812,1.4243063926696777,78,136,0.012070253491401672,32.33766271,42725,368.36,544,,
