rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
754.5,0.07388337283092551,4,0.001,-1280.2320595,12,3018,243,-2.291455103203654,2000,,
,0.2145444452613592,,0.001,,,5000,,3.072501208782196,4000,-3005.5194341063498,1000.0
877.25,0.15740822242200375,8,0.001,-2129.7209497500003,45,7018,155,10.8932649974823,6000,,
,0.4689750955104828,,0.001,,,10000,,26.237403686523436,9000,-2589.304046237469,1000.0
918.1666666666666,0.5451596790999174,12,0.001,-2295.1421745000002,79,11018,139,25.137128986358643,10000,,
839.875,0.4051120407879353,16,0.001,-2052.83551975,98,13438,137,17.383680363705285,13380,,
,0.4676249444559217,,0.001,,,15000,,17.68786436653137,14420,-1428.8694688719347,1000.0
776.15,0.4765075766123258,20,0.001,-1824.7860019999996,120,15523,129,18.27971699363307,15459,,
652.5833333333334,1.5216701263966768,24,0.001,-1529.4276038750002,120,15662,129,18.643795013427734,15614,,
562.3928571428571,1.285060148814629,28,0.001,-1317.2318133571428,121,15747,129,18.660224787394206,15712,,
532.03125,0.8817072185603055,32,0.001,-1184.75078634375,128,17025,132,17.67962582906087,16960,,
530.5833333333334,0.7961042466461659,36,0.001,-1070.3917130833333,140,19101,135,17.629305526733397,19042,,
,0.9423555799743586,,0.001,,,20000,,17.43960652240487,19254,-18.112120282444813,736.0
533.05,0.8447102678716183,40,0.001,-964.843441525,160,21322,132,16.346258878707886,21254,,
510.84090909090907,0.9398609314646039,44,0.001,-876.0002631136363,165,22477,135,15.741428170885358,21992,,
,1.0615858728587628,,0.001,,,25000,,14.69168104171753,24459,269.05432974642025,844.3
551.6041666666666,1.059291592091322,48,0.001,-777.5008015,194,26477,135,14.341177824020386,25459,,
569.9230769230769,0.956854206211162,52,0.001,-685.9988467115386,213,29636,139,12.856136190891267,28618,,
,0.8948171416521072,,0.001,,,30000,,12.695805395126342,29618,586.8583807402377,1000.0
600.6428571428571,0.7081316836178303,56,0.001,-595.1230598214287,247,33636,136,10.637960664749146,32618,,
,0.6336821225583553,,0.001,,,35000,,9.069063106536865,34618,726.340922873537,1000.0
627.2666666666667,0.5681866740882396,60,0.001,-508.7158342333334,280,37636,133,7.208238646507263,36618,,
,0.49586979070305826,,0.001,,,40000,,4.3358213901519775,39618,813.2257798446277,1000.0
650.5625,0.4687634714841843,64,0.001,-430.302778296875,314,41636,132,3.230135964393616,40618,,
,0.5128187330663204,,0.001,,,45000,,-1.0465951381586491,44618,814.4277184488252,1000.0
671.1176470588235,,68,,-354.9100223088235,348,45636,130,,,,
689.3888888888889,0.5385779525041581,72,0.001,-292.208483125,370,49636,133,-5.420870387077332,48618,,
,0.5537222569584846,,0.001,,,50000,,-6.483637699127197,49618,819.9473474933766,1000.0
705.7368421052631,0.5609856571555137,76,0.001,-230.94318197368423,404,53636,132,-9.541235836982727,52618,,
,0.5935336000621318,,0.001,,,55000,,-11.56576146697998,54618,807.8766216399265,1000.0
720.45,0.5947314792275429,80,0.001,-179.49491460000004,438,57636,131,-13.532688566207886,56618,,
,0.633038545370102,,0.001,,,60000,,-16.2315731754303,59618,868.6933070702478,1000.0
733.7619047619048,0.621382827103138,84,0.001,-126.77741436904766,471,61636,130,-17.135171768188478,60618,,
,0.6536399834901094,,0.001,,,65000,,-20.248740837097166,64618,907.2043170973659,1000.0
745.8636363636364,,88,,-85.45029525000001,504,65636,130,,,,
748.2934782608696,0.664132704526186,92,0.001,-48.210449021739144,526,68843,130,-23.684065525054933,68618,,
,0.7302726035118103,,0.001,,,70000,,-24.519433479309082,69825,811.9703722697784,905.1
752.4375,0.9555589500367642,96,0.001,-23.180689239583355,550,72234,131,-25.394774631500244,71216,,
,0.9125313549339771,,0.001,,,75000,,-27.325504291534426,74117,890.0163070020469,1000.0
761.35,0.9004324579238892,100,0.001,7.251419249999978,583,76135,130,-27.931297927856445,75117,,
,0.9378857788741588,,0.001,,,80000,,-30.874760494232177,79117,952.1879888789496,1000.0
771.17,,104,,98.17692362999998,616,80135,129,,,,
763.69,1.0144277303814888,108,0.001,247.67463886999997,635,83387,131,-33.060166130065916,82369,,
,1.053268673926592,,0.001,,,85000,,-34.32083291625977,84369,887.2257427069592,1000.0
763.69,1.0306596787273883,112,0.001,388.04863449000004,669,87387,130,-35.62263878250122,86369,,
,1.0058042504787446,,0.001,,,90000,,-37.43791577148438,89369,1073.144499543449,1000.0
779.49,1.041050634533167,116,0.001,479.97747061,704,91387,129,-38.15255564117432,90369,,
,1.1965675686597823,,0.001,,,95000,,-40.04017192840576,94369,1233.4323373313994,1000.0
798.64,,120,,551.43097992,737,95387,129,,,,
837.25,1.331137538909912,124,0.001,585.1292547700001,760,99387,130,-42.04370511627197,98369,,
,1.6310027577877044,,0.001,,,100000,,-42.174956985473635,99369,1092.5944190802052,1000.0
876.4,1.5119027473926545,128,0.001,634.80014319,793,103387,130,-43.818733474731445,102369,,
,1.8084114832887925,,0.001,,,105000,,-45.163967556423614,104855,834.3837000896922,855.2
898.48,1.611776219367981,132,0.001,685.7325600300001,822,106873,129,-45.71800305938721,105855,,
,1.7337095539796628,,0.001,,,110000,,-47.45917534582394,109053,1257.4289799914463,1000.0
909.7,,136,,731.5030953599999,850,110071,129,,,,
927.49,1.74446444272995,140,0.001,781.85355716,873,114071,130,-49.681909255981445,113053,,
,1.8267837334871293,,0.001,,,115000,,-50.138629035949705,114053,1380.6271931815893,1000.0
955.94,1.7839101304411888,144,0.001,828.82493445,906,118071,130,-51.76051020812988,117053,,
,1.8100316759347916,,0.001,,,120000,,-52.94079195404053,119053,1299.102233598102,1000.0
955.94,1.9116052698493005,148,0.001,848.27956418,939,122071,129,-53.44273961639404,121053,,
,1.9730437463521957,,0.001,,,125000,,-55.06641625213623,124429,1107.9508650806324,1000.0
958.11,,152,,872.4963518100001,969,125447,129,,,,
958.11,2.2826215529441836,156,0.001,889.4021134000001,992,129447,130,-56.88175929260254,128429,,
,2.2546633061766626,,0.001,,,130000,,-57.18339973449707,129429,1333.2879197306931,1000.0
958.11,2.2993845332860947,160,0.001,916.9476173900001,1025,133447,130,-58.64645906829834,132429,,
,2.2265723823904993,,0.001,,,135000,,-59.3907783203125,134429,1315.547344099055,1000.0
958.11,2.296075226008892,164,0.001,942.4169901700001,1059,137447,129,-60.37360568237305,136429,,
,2.442653568983078,,0.001,,,140000,,-61.73152821350098,139948,1527.2380762815476,1000.0
953.3,,168,,961.54476448,1088,140966,129,,,,
953.3,2.824596437096596,172,0.001,990.41787379,1112,144966,130,-63.63750308227539,143948,,
,2.903125579595566,,0.001,,,145000,,-64.06716790008545,144948,965.2634522804059,738.0
953.3,2.9697616637945177,176,0.001,1001.8376967500001,1142,148966,130,-65.41361405181885,147948,,
,3.0716947253423794,,0.001,,,150000,,-66.09698901113985,149865,1171.9642375436729,967.3
952.47,2.975337342143059,180,0.001,1033.3253298799998,1175,152883,130,-66.49704781341553,151865,,
,3.3892592808008195,,0.001,,,155000,,-66.73115733337403,154007,1328.5857573151588,932.5
943.89,3.4092690712213516,184,0.001,1026.12011539,1201,156025,129,-66.96232743835449,155007,,
,3.7712057119607927,,0.001,,,160000,,-68.6812784576416,159007,1064.598987800858,689.6
943.89,,188,,1063.34093101,1230,160025,130,,,,
951.69,4.283522604688202,192,0.001,1070.65721002,1252,164012,130,-70.3490166606208,162994,,
,4.072503387570381,,0.001,,,165000,,-70.12212589263916,163994,1633.2529636985942,1000.0
957.78,4.0144338711500165,196,0.001,1106.4177354100002,1285,168012,130,-71.15575037384033,166994,,
,4.332539253115654,,0.001,,,170000,,-71.89557514190673,168994,1761.2010241989046,1000.0
958.77,4.451534480690956,200,0.001,1148.78200411,1319,172012,130,-72.70622515106201,170994,,
,4.449188675165177,,0.001,,,175000,,-73.91698988342286,173994,1245.152749755443,841.5
958.54,4.761596027612686,204,0.001,1176.75398417,1352,175989,130,-74.48386573791504,174994,,
966.02,4.811607731938362,208,0.001,1218.57207033,1374,179989,130,-76.27420506286622,178971,,
,4.371237192392349,,0.001,,,180000,,-76.85062181091308,179971,1211.8172567026747,833.1
966.02,5.239015371441841,212,0.001,1228.7085871200002,1406,183989,130,-77.5125613861084,182971,,
,5.2677855629920955,,0.001,,,185000,,-78.4887007446289,184971,1761.6344697227237,1000.0
966.02,5.580131684780121,216,0.001,1260.4263909200001,1438,187989,130,-79.40073252868652,186971,,
,5.053604658365249,,0.001,,,190000,,-80.67446267700196,189971,1798.8211266670376,1000.0
966.02,4.999264680624008,220,0.001,1301.7493982500002,1471,191989,130,-80.97642918395997,190971,,
,4.903028836011886,,0.001,,,195000,,-82.9660550994873,194971,1810.3607802106067,1000.0
966.02,,224,,1339.54144188,1505,195989,130,,,,
966.02,4.799212453603745,228,0.001,1358.51766402,1528,199989,130,-84.7224759979248,198971,,
