time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/clip_range,train/value_loss,train/std,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/learning_rate,train/loss,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
1,37311.8995815,1000.0,4,476,2048,,,,,,,,,,,,,
2,39363.2235355,1000.0,9,436,4096,0.2,379885.04736328125,1.0009475946426392,-0.046553355696960355,-6.0558319091796875e-05,10,0.01154935,0.0003,177433.28125,-24.13258216381073,0.112841796875,,
,,,,,5000,0.2,477518.014453125,0.9973635077476501,-0.03655294185155071,-0.00721585750579834,20,0.010531646,0.0003,239303.03125,-24.111674451828,0.061865234375,36570.92787942886,1000.0
3,38779.295576,1000.0,55,110,6144,,,,,,,,,,,,,
4,38863.663971875,1000.0,61,133,8192,0.2,378711.56318359374,0.9976232051849365,-0.042799251663382165,-0.0038225650787353516,30,0.011926912,0.0003,175355.953125,-24.085074388980864,0.09462890625,,
,,,,,10000,0.2,421954.9131835938,0.9933406710624695,-0.051165910056442956,-0.001490473747253418,40,0.013233103,0.0003,204668.640625,-24.042336386442184,0.118701171875,78550.49851713181,1000.0
5,39136.8152297,1000.0,104,98,10240,,,,,,,,,,,,,
6,39113.7086925,1000.0,109,112,12288,0.2,444781.1641601563,0.9909043908119202,-0.050431788081186826,-0.0011320114135742188,50,0.013024362,0.0003,215903.40625,-23.981977266073226,0.115185546875,,
7,39955.659572357144,1000.0,114,125,14336,0.2,436689.722265625,0.9882256984710693,-0.05514706717804074,-0.0003255605697631836,60,0.012706373,0.0003,224387.984375,-23.938501524925233,0.126953125,,
,,,,,15000,0.2,575329.9306640625,0.986608624458313,-0.04625799009518232,-0.00026035308837890625,70,0.011673216,0.0003,303422.34375,-23.912224173545837,0.08916015625,77223.33315172195,1000.0
8,40356.006000625,1000.0,160,101,16384,,,,,,,,,,,,,
9,40949.75707211111,1000.0,166,110,18432,0.2,479824.2005859375,0.984370768070221,-0.058685782557586205,-0.0017906427383422852,80,0.014848677,0.0003,233019.296875,-23.87416942715645,0.139501953125,,
,,,,,20000,0.2,579005.4892578125,0.9806630611419678,-0.05385780002106912,-0.00055694580078125,90,0.012826353,0.0003,258003.4375,-23.822027826309203,0.110888671875,75121.60523071288,1000.0
10,40928.983959699995,1000.0,210,97,20480,,,,,,,,,,,,,
11,41105.048425681816,1000.0,216,104,22528,0.2,449375.39287109376,0.9797515869140625,-0.05971342126140371,-5.650520324707031e-05,100,0.014854619,0.0003,224262.609375,-23.78258752822876,0.151318359375,,
12,41583.26489779167,1000.0,221,110,24576,0.2,542745.1908203125,0.9775096774101257,-0.057677650830009954,-0.0011115074157714844,110,0.0147706065,0.0003,270242.28125,-23.751750379800797,0.144189453125,,
,,,,,25000,0.2,549761.5211914063,0.9754732847213745,-0.054318260331638155,0.00011479854583740234,120,0.014303074,0.0003,304949.21875,-23.714277982711792,0.1380859375,83763.30655059815,1000.0
13,41962.97684661539,1000.0,264,100,26624,,,,,,,,,,,,,
14,42144.52492400001,1000.0,269,106,28672,0.2,614560.2013671875,0.9725817441940308,-0.05728997867263388,-0.0010387897491455078,130,0.013880234,0.0003,276500.8125,-23.673396670818327,0.12958984375,,
,,,,,30000,0.2,537744.2104492188,0.9712165594100952,-0.0586487669555936,0.0006937980651855469,140,0.016094895,0.0003,267308.5625,-23.632063162326812,0.16298828125,89073.47706108094,1000.0
15,42414.480796400014,1000.0,306,100,30720,,,,,,,,,,,,,
16,42576.60178825,1000.0,312,105,32768,0.2,589801.2352539062,0.9698102474212646,-0.0612067946465686,0.00018489360809326172,150,0.015274963,0.0003,298787.375,-23.61202664375305,0.15546875,,
17,42738.04547897059,1000.0,317,109,34816,0.2,555182.5228515625,0.9699821472167969,-0.05957490075670648,0.0009095072746276855,160,0.015263746,0.0003,293593.9375,-23.602724635601042,0.165478515625,,
,,,,,35000,0.2,530371.9137695313,0.9658225774765015,-0.0648301570181502,-0.00013053417205810547,170,0.017608818,0.0003,274309.59375,-23.558579862117767,0.18291015625,104737.19638977051,1000.0
18,42945.16844177779,1000.0,361,102,36864,,,,,,,,,,,,,
19,43293.513396631584,1000.0,367,106,38912,0.2,593673.1704101562,0.963266909122467,-0.06387737164914142,-0.001963376998901367,180,0.018524917,0.0003,298970.59375,-23.501532846689223,0.191162109375,,
,,,,,40000,0.2,716763.9412109375,0.9619594216346741,-0.061653112422209236,-0.00014734268188476562,190,0.016248781,0.0003,354769.40625,-23.4727982878685,0.1591796875,116025.33007183074,1000.0
20,43743.978980975,1000.0,405,100,40960,,,,,,,,,,,,,
21,44491.34129890698,1000.0,409,104,43008,0.2,845810.3767578125,0.9607375860214233,-0.06414989824261283,6.771087646484375e-05,200,0.01642882,0.0003,422256.53125,-23.445269578695296,0.16943359375,,
,,,,,45000,0.2,696597.1087890625,0.9590499997138977,-0.06409195356973214,-0.0008292198181152344,210,0.017413685,0.0003,340271.34375,-23.423924177885056,0.1689453125,123589.0745677948,1000.0
22,44798.02838795556,1000.0,450,99,45056,,,,,,,,,,,,,
23,45320.44914061702,1000.0,455,103,47104,0.2,698688.0806640625,0.958626925945282,-0.06765854117111303,-0.002125263214111328,220,0.019355884,0.0003,326028.84375,-23.406769996881486,0.202001953125,,
24,45755.78847412244,1000.0,460,106,49152,0.2,943956.473828125,0.9564830660820007,-0.07222694870724808,8.004903793334961e-05,230,0.019080497,0.0003,464120.75,-23.3749220430851,0.197802734375,,
,,,,,50000,0.2,845546.2470703125,0.955159604549408,-0.06790120253863278,2.4080276489257812e-05,240,0.017701756,0.0003,447720.03125,-23.345988178253172,0.1876953125,123696.69706420899,1000.0
25,46204.8173800392,1000.0,501,101,51200,,,,,,,,,,,,,
26,46730.21190337735,1000.0,507,104,53248,0.2,929915.5419921875,0.953946053981781,-0.07169094040873461,2.8133392333984375e-05,250,0.019539014,0.0003,402412.875,-23.32850483059883,0.20205078125,,
,,,,,55000,0.2,962754.78203125,0.9510788917541504,-0.06866683479165658,-0.0003159046173095703,260,0.01908841,0.0003,429476.21875,-23.284827649593353,0.189306640625,105993.72898006439,1000.0
27,47189.88476427271,1000.0,549,100,55296,,,,,,,,,,,,,
28,47281.68631021053,1000.0,554,103,57344,0.2,943916.0646484375,0.9481820464134216,-0.07058270492416341,6.240606307983398e-05,270,0.020472497,0.0003,467829.65625,-23.235726141929625,0.209130859375,,
29,47635.55683633898,1000.0,560,105,59392,0.2,667499.1852539063,0.9484497308731079,-0.0665438750962494,-0.0006288290023803711,280,0.020953119,0.0003,302090.625,-23.21805095076561,0.21435546875,,
,,,,,60000,0.2,1061232.165234375,0.9485317468643188,-0.06391177926561795,0.00015300512313842773,290,0.01814078,0.0003,490030.5,-23.216936790943144,0.18984375,112490.53444385529,1000.0
30,48003.66560265574,1000.0,604,101,61440,,,,,,,,,,,,,
31,48611.17322138095,1000.0,609,104,63488,0.2,989975.01484375,0.9480359554290771,-0.06974925498652737,0.00038111209869384766,300,0.01978148,0.0003,490599.46875,-23.213225239515303,0.204345703125,,
,,,,,65000,0.2,1361807.409375,0.9467286467552185,-0.06844199648767244,3.802776336669922e-05,310,0.01989181,0.0003,571257.1875,-23.19338994026184,0.198046875,87215.90590381622,1000.0
32,49098.039915430774,1000.0,650,100,65536,,,,,,,,,,,,,
33,49338.9253949403,1000.0,654,103,67584,0.2,1103219.1775390625,0.9462729096412659,-0.06765747127210489,4.106760025024414e-05,320,0.02023506,0.0003,553051.625,-23.181084555387496,0.20390625,,
34,49636.736043956524,1000.0,660,105,69632,0.2,646259.2173828125,0.9451730251312256,-0.07145252893387806,9.59634780883789e-05,330,0.022044715,0.0003,325506.5,-23.166001743078233,0.234912109375,,
,,,,,70000,0.2,1059533.7662109374,0.9438778162002563,-0.07122604837932159,0.000680387020111084,340,0.021840628,0.0003,537695.375,-23.141385185718537,0.219287109375,76367.26017780304,1000.0
35,49890.05722291549,1000.0,698,102,71680,,,,,,,,,,,,,
36,50189.18484671232,1000.0,703,104,73728,0.2,910779.965234375,0.9416310787200928,-0.06455816047673579,-0.0016813278198242188,350,0.022237398,0.0003,430383.65625,-23.11135677099228,0.218994140625,,
,,,,,75000,0.2,1013291.3310546875,0.9404252171516418,-0.06659037322970107,0.0004241466522216797,360,0.022172142,0.0003,609034.75,-23.079063856601714,0.217529296875,76418.41650924683,1000.0
37,50318.20332947999,1000.0,741,102,75776,,,,,,,,,,,,,
38,50699.13885848051,1000.0,746,104,77824,0.2,1106544.5818359375,0.9386104345321655,-0.07027721915801521,-4.172325134277344e-06,370,0.022221982,0.0003,468772.625,-23.04907631278038,0.218505859375,,
39,50934.81985064556,1000.0,751,106,79872,0.2,1043951.9201171875,0.935817539691925,-0.0748557934362907,-4.8995018005371094e-05,380,0.02506842,0.0003,463257.8125,-23.0099829852581,0.23837890625,,
,,,,,80000,0.2,1267699.826953125,0.9354400038719177,-0.07753326789534185,2.3543834686279297e-05,390,0.024243206,0.0003,730523.625,-22.9842468559742,0.243408203125,72509.99381694794,1000.0
40,51500.21732569136,1000.0,791,103,81920,,,,,,,,,,,,,
41,51955.36339721686,1000.0,796,105,83968,0.2,1291351.5125,0.9344372749328613,-0.07606945206935052,8.910894393920898e-05,400,0.024095466,0.0003,552853.625,-22.968265223503114,0.223779296875,,
,,,,,85000,0.2,1356030.899609375,0.9325919151306152,-0.06592267156229355,0.0021495819091796875,410,0.019355386,0.0003,761409.25,-22.942877799272537,0.194287109375,70207.75630302429,1000.0
42,52491.30428737209,1000.0,837,102,86016,,,,,,,,,,,,,
43,52956.420731909086,1000.0,842,104,88064,0.2,1275681.1931640625,0.9308298826217651,-0.07212613383599091,-9.417533874511719e-06,420,0.024631998,0.0003,621620.25,-22.90926148891449,0.227685546875,,
,,,,,90000,0.2,1560427.51328125,0.9300731420516968,-0.07496258596656843,4.559755325317383e-05,430,0.024549374,0.0003,750945.625,-22.88466296195984,0.228759765625,65758.77954540253,1000.0
44,53180.07449246666,1000.0,881,102,90112,,,,,,,,,,,,,
45,53762.7374221739,1000.0,887,103,92160,0.2,1074410.219140625,0.9268331527709961,-0.07273410128836985,-9.1552734375e-05,440,0.025446862,0.0003,500058.21875,-22.84272727370262,0.25107421875,,
46,54004.081538319144,1000.0,893,105,94208,0.2,1841162.69921875,0.9249972105026245,-0.07462065122672357,-3.743171691894531e-05,450,0.023958815,0.0003,1088782.375,-22.803316020965575,0.230322265625,,
,,,,,95000,0.2,1169161.9052734375,0.9236006736755371,-0.07765571871423163,0.0004532337188720703,460,0.028117133,0.0003,684967.75,-22.7667309820652,0.2693359375,65909.5540353775,1000.0
47,54217.33834186458,1000.0,934,102,96256,,,,,,,,,,,,,
48,54388.56942442857,1000.0,939,104,98304,0.2,1326601.7591796876,0.9235782623291016,-0.07811920652748086,9.590387344360352e-05,470,0.02691251,0.0003,742354.4375,-22.763551646471022,0.255517578125,,
,,,,,100000,0.2,1114812.7111328125,0.9204204678535461,-0.0767182018927997,-4.76837158203125e-07,480,0.028807774,0.0003,602487.625,-22.726316148042677,0.267041015625,80992.89934501649,1000.0
49,54938.04064933,1000.0,978,102,100352,,,,,,,,,,,,,
50,55528.551220190006,1000.0,983,104,102400,0.2,1638429.63671875,0.9197723269462585,-0.07464442403870634,1.7285346984863281e-06,490,0.023857411,0.0003,824202.1875,-22.69643595814705,0.2306640625,,
51,55985.97389685,1000.0,988,105,104448,0.2,1151237.6466796875,0.9177268743515015,-0.07602987510617823,-4.875659942626953e-05,500,0.025437921,0.0003,539070.125,-22.6664168715477,0.25849609375,,
