eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,time/time_elapsed,time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
1000.0,-91.38582865311764,258000,0.001,257000,28.856242149353026,0.10224805042892694,,,,,
1000.0,-103.8954753472237,259000,0.001,258000,28.830748405456543,0.10527951231598855,,,,,
1000.0,-118.94126166770002,260000,0.001,259000,28.780467678070067,0.1078200936242938,,,,,
,,260000,,,,,2813,260,92,-127.63652748,1000.0
1000.0,-123.8731498459354,261000,0.001,260000,28.74002978515625,0.09984915825352073,,,,,
1000.0,-124.09824624154717,262000,0.001,261000,28.711001049041748,0.10004031801223755,,,,,
1000.0,-127.75347625569557,263000,0.001,262000,28.62301787185669,0.09654589712619782,,,,,
1000.0,-128.62252092943527,264000,0.001,263000,28.561319465637208,0.10196849134936929,,,,,
,,264000,,,,,2854,264,92,-124.53490919999999,1000.0
1000.0,-120.28640398215502,265000,0.001,264000,28.50152067184448,0.10344366873055696,,,,,
1000.0,-106.95207715593278,266000,0.001,265000,28.453999183654783,0.10811096743866801,,,,,
1000.0,-121.85303437467664,267000,0.001,266000,28.442426094055175,0.12468946538120508,,,,,
1000.0,-99.10915170488879,268000,0.001,267000,28.401672687530517,0.13944050453603268,,,,,
,,268000,,,,,2896,268,92,-121.46373030999999,1000.0
1000.0,-108.88086418053135,269000,0.001,268000,28.405863773345946,0.15640489172190428,,,,,
1000.0,-116.43240106441081,270000,0.001,269000,28.41125038909912,0.1724942072480917,,,,,
1000.0,-114.25788710452616,271000,0.001,270000,28.35665218734741,0.18721654970943927,,,,,
1000.0,-126.61851345328614,272000,0.001,271000,28.3530124206543,0.21644078116863966,,,,,
,,272000,,,,,2937,272,92,-122.33528241999998,1000.0
1000.0,-116.33257428319193,273000,0.001,272000,28.33563415145874,0.199540814563632,,,,,
1000.0,-132.73449673801662,274000,0.001,273000,28.309023910522463,0.18188483157008886,,,,,
1000.0,-126.52470538578928,275000,0.001,274000,28.290935340881347,0.16883233422040939,,,,,
1000.0,-116.20406901403331,276000,0.001,275000,28.296037506103517,0.1543108195886016,,,,,
,,276000,,,,,2979,276,92,-120.30404142000002,1000.0
1000.0,-109.1480110803619,277000,0.001,276000,28.281243618011473,0.15030682753026486,,,,,
1000.0,-97.79073802921921,278000,0.001,277000,28.26806155395508,0.15022617166489363,,,,,
1000.0,-97.92170136747882,279000,0.001,278000,28.22644047164917,0.13924727147072555,,,,,
1000.0,-119.24880180004985,280000,0.001,279000,28.153019729614257,0.12851978861540556,,,,,
,,280000,,,,,3019,280,92,-115.17517947000002,1000.0
1000.0,-115.5368205122184,281000,0.001,280000,28.076487609863282,0.11952395483851433,,,,,
1000.0,-111.18852152228355,282000,0.001,281000,28.01910587692261,0.1167753178551793,,,,,
1000.0,-105.4814798368141,283000,0.001,282000,27.959233436584473,0.11467943277582526,,,,,
1000.0,-93.17017505550757,284000,0.001,283000,27.860694091796876,0.11318714032694698,,,,,
,,284000,,,,,3057,284,92,-116.33639296999999,1000.0
1000.0,-91.99804039886222,285000,0.001,284000,27.798895687103272,0.11244828172773123,,,,,
1000.0,-100.54999320534989,286000,0.001,285000,27.736343570709227,0.11733488668501377,,,,,
1000.0,-94.23491472825408,287000,0.001,286000,27.689519729614258,0.12171557879447938,,,,,
1000.0,-89.50912862718106,288000,0.001,287000,27.660723697662352,0.12114568924158811,,,,,
,,288000,,,,,3097,288,92,-111.68640557,1000.0
1000.0,-78.23428074051625,289000,0.001,288000,27.637489440917967,0.12332632806897163,,,,,
1000.0,-94.34644540417939,290000,0.001,289000,27.635057121276855,0.12035872484743596,,,,,
1000.0,-102.82866425178945,291000,0.001,290000,27.618745506286622,0.1218365764170885,,,,,
1000.0,-102.186628324911,292000,0.001,291000,27.61450461959839,0.12453072378784417,,,,,
,,292000,,,,,3135,292,93,-111.21889852,1000.0
1000.0,-100.93906040303409,293000,0.001,292000,27.62705196762085,0.11752923719957471,,,,,
1000.0,-104.1847229924053,294000,0.001,293000,27.555439418792723,0.11827623299509286,,,,,
1000.0,-105.67287221737206,295000,0.001,294000,27.544352806091307,0.11434360164403916,,,,,
1000.0,-128.04882984813304,296000,0.001,295000,27.536096389770506,0.11034108065068722,,,,,
,,296000,,,,,3176,296,93,-111.27805085,1000.0
1000.0,-118.93301721476018,297000,0.001,296000,27.514699668884276,0.11489235109090805,,,,,
1000.0,-104.01327894199639,298000,0.001,297000,27.483551258087157,0.11094452832266688,,,,,
1000.0,-93.41299338978715,299000,0.001,298000,27.486815483093263,0.10550486633554101,,,,,
1000.0,-91.12662412635981,300000,0.001,299000,27.478860118865967,0.10476835786551238,,,,,
,,300000,,,,,3217,300,93,-109.58861667000001,1000.0
1000.0,-71.18591353427618,301000,0.001,300000,27.48231640625,0.10417908041551709,,,,,
1000.0,-72.84318624846637,302000,0.001,301000,27.477090461730956,0.10459835364669562,,,,,
1000.0,-104.23542145639658,303000,0.001,302000,27.458006587982176,0.10589167380332946,,,,,
1000.0,-71.20383967305534,304000,0.001,303000,27.452582653045653,0.10580371998623013,,,,,
,,304000,,,,,3263,304,93,-107.90031334000003,1000.0
1000.0,-64.107928744331,305000,0.001,304000,27.481413654327394,0.10718984491378068,,,,,
1000.0,-67.69993457030505,306000,0.001,305000,27.48663133621216,0.11177298680320383,,,,,
1000.0,-89.96131777996197,307000,0.001,306000,27.47468466949463,0.11192914990335703,,,,,
1000.0,-98.07553402741905,308000,0.001,307000,27.479345767974852,0.11581775550544261,,,,,
,,308000,,,,,3337,308,92,-105.51552125,1000.0
1000.0,-86.0241410982795,309000,0.001,308000,27.495706687927246,0.11483059639856219,,,,,
1000.0,-81.6068346153479,310000,0.001,309000,27.49004174041748,0.11231388003751636,,,,,
1000.0,-102.12564335931093,311000,0.001,310000,27.50819495391846,0.11218282155692577,,,,,
1000.0,-84.98849934954197,312000,0.001,311000,27.515053787231444,0.11017481900751591,,,,,
,,312000,,,,,3441,312,90,-102.79058947,1000.0
1000.0,-90.92800811119378,313000,0.001,312000,27.52667155075073,0.11677293082326651,,,,,
1000.0,-115.18116763010622,314000,0.001,313000,27.526162406921387,0.11962662307918072,,,,,
1000.0,-96.89871752634645,315000,0.001,314000,27.525360244750978,0.11098048232495784,,,,,
1000.0,-90.12711632139981,316000,0.001,315000,27.54467529296875,0.11338509158045053,,,,,
,,316000,,,,,3497,316,90,-101.71468358,1000.0
1000.0,-92.57708880258724,317000,0.001,316000,27.515420928955077,0.11396046182140708,,,,,
1000.0,-105.37493076678365,318000,0.001,317000,27.53621831893921,0.11150124622881412,,,,,
1000.0,-79.8114836473018,319000,0.001,318000,27.545946640014648,0.11053198365494608,,,,,
1000.0,-81.16351433517411,320000,0.001,319000,27.51946676635742,0.10695559925585985,,,,,
,,320000,,,,,3540,320,90,-102.99897988000001,1000.0
1000.0,-86.79067182112485,321000,0.001,320000,27.514593223571776,0.10446656448021531,,,,,
1000.0,-84.01842199023812,322000,0.001,321000,27.50301301574707,0.10802689170092344,,,,,
1000.0,-93.19428930254654,323000,0.001,322000,27.517487041473387,0.10846104545146226,,,,,
1000.0,-80.49551954856142,324000,0.001,323000,27.50816646194458,0.11236369678005576,,,,,
,,324000,,,,,3581,324,90,-100.95385703,1000.0
1000.0,-94.45657891044394,325000,0.001,324000,27.49404937362671,0.10985463239252567,,,,,
1000.0,-75.61641197120771,326000,0.001,325000,27.48818348693848,0.11263343977555633,,,,,
1000.0,-93.79214931447059,327000,0.001,326000,27.481894157409666,0.10811434251442552,,,,,
1000.0,-79.90706321941688,328000,0.001,327000,27.438944217681886,0.10757400134205818,,,,,
,,328000,,,,,3623,328,90,-99.26649132,1000.0
1000.0,-74.7016814908944,329000,0.001,328000,27.42407172012329,0.11115168727189302,,,,,
1000.0,-76.04979004347697,330000,0.001,329000,27.396768703460694,0.1121232954338193,,,,,
1000.0,-90.58194432230667,331000,0.001,330000,27.412849517822266,0.11933691408485174,,,,,
1000.0,-88.38168503139168,332000,0.001,331000,27.44499365234375,0.11985780119150877,,,,,
,,332000,,,,,3665,332,90,-96.64808788,1000.0
1000.0,-91.98250211048871,333000,0.001,332000,27.441658740997315,0.12263079944252968,,,,,
1000.0,-99.63765127286315,334000,0.001,333000,27.424595474243166,0.11960514065623283,,,,,
1000.0,-115.02751893214881,335000,0.001,334000,27.488537425994874,0.11647342124581336,,,,,
1000.0,-137.43458262439816,336000,0.001,335000,27.493789939880372,0.11791361429914832,,,,,
,,336000,,,,,3707,336,90,-95.64955282999999,1000.0
1000.0,-101.93371473904699,337000,0.001,336000,27.571361209869384,0.11928959666192532,,,,,
1000.0,-68.9399376061745,338000,0.001,337000,27.621676025390624,0.12071521488577128,,,,,
1000.0,-113.93163823005743,339000,0.001,338000,27.644932960510253,0.11547476357221603,,,,,
1000.0,-84.21033944357187,340000,0.001,339000,27.68443059158325,0.12489752484112979,,,,,
,,340000,,,,,3750,340,90,-95.41010953000003,1000.0
1000.0,-88.48700330693973,341000,0.001,340000,27.7316360206604,0.12094748777523637,,,,,
1000.0,-85.0613831551047,342000,0.001,341000,27.7584574508667,0.13231315173953773,,,,,
1000.0,-83.87780470470898,343000,0.001,342000,27.782489025115968,0.1257024461105466,,,,,
1000.0,-95.39979883269407,344000,0.001,343000,27.76988634109497,0.12479467918723822,,,,,
,,344000,,,,,3792,344,90,-94.08643083999999,1000.0
1000.0,-91.42737724732142,345000,0.001,344000,27.80919173049927,0.12322286786139011,,,,,
1000.0,-126.64090600528289,346000,0.001,345000,27.821353515625,0.11757282936945558,,,,,
1000.0,-103.6399901881814,347000,0.001,346000,27.845688926696777,0.11638148439675569,,,,,
1000.0,-114.57956237890758,348000,0.001,347000,27.889408027648926,0.1220913161560893,,,,,
,,348000,,,,,3833,348,90,-90.83025722000002,1000.0
1000.0,-113.24936768338084,349000,0.001,348000,27.869900444030762,0.12242863248661161,,,,,
1000.0,-112.65837490409612,350000,0.001,349000,27.893971672058104,0.11836508917063475,,,,,
1000.0,-117.98355538025498,351000,0.001,350000,27.92415322113037,0.12337530376762151,,,,,
1000.0,-110.89941405390854,352000,0.001,351000,27.959852630615234,0.11779610541462898,,,,,
,,352000,,,,,3874,352,90,-94.90641362999999,1000.0
1000.0,-112.93836407854687,353000,0.001,352000,27.940057273864745,0.11419429513812066,,,,,
1000.0,-119.34711137423292,354000,0.001,353000,27.968491485595703,0.11619708020240069,,,,,
1000.0,-118.04414182868786,355000,0.001,354000,27.97175682067871,0.1089854934886098,,,,,
1000.0,-106.34325677203014,356000,0.001,355000,27.95847440338135,0.10822994355484843,,,,,
,,356000,,,,,3914,356,90,-97.21138728999999,1000.0
1000.0,-98.03432102892548,357000,0.001,356000,27.922321586608888,0.10537261637672782,,,,,
1000.0,-101.62527574808337,358000,0.001,357000,27.855383434295653,0.10664951412379742,,,,,
1000.0,-92.85060315541924,359000,0.001,358000,27.847521118164064,0.1092144050039351,,,,,
1000.0,-82.99554187536705,360000,0.001,359000,27.87103044128418,0.10523402384668588,,,,,
,,360000,,,,,3956,360,90,-95.99346225,1000.0
1000.0,-83.95734323533252,361000,0.001,360000,27.833406951904298,0.10782236985489727,,,,,
1000.0,-82.73952290676534,362000,0.001,361000,27.771627475738526,0.09943900104612112,,,,,
1000.0,-91.62014366257935,363000,0.001,362000,27.809216289520265,0.09897802965715527,,,,,
1000.0,-91.26328347558156,364000,0.001,363000,27.73358600616455,0.0992098446264863,,,,,
,,364000,,,,,3997,364,91,-97.04473993999999,1000.0
1000.0,-95.52807795703411,365000,0.001,364000,27.701994499206542,0.09704262790456414,,,,,
1000.0,-89.0610884040594,366000,0.001,365000,27.68274492263794,0.0961587597131729,,,,,
1000.0,-88.10862723076715,367000,0.001,366000,27.68526879119873,0.10047353355959057,,,,,
1000.0,-87.35387980407104,368000,0.001,367000,27.696743495941163,0.10450807074084878,,,,,
,,368000,,,,,4038,368,91,-98.48215308999997,1000.0
1000.0,-101.74947315405589,369000,0.001,368000,27.65399905014038,0.10642439980432392,,,,,
1000.0,-97.99944504429587,370000,0.001,369000,27.66678945541382,0.1109889368712902,,,,,
1000.0,-106.853331002724,371000,0.001,370000,27.69685129547119,0.10813866005092859,,,,,
1000.0,-117.5373289374169,372000,0.001,371000,27.716532794952393,0.10573530773445963,,,,,
,,372000,,,,,4080,372,91,-97.62342316,1000.0
1000.0,-78.26197506787722,373000,0.001,372000,27.71121594619751,0.10911589263007045,,,,,
1000.0,-82.84718753518537,374000,0.001,373000,27.730150623321535,0.1110604052990675,,,,,
1000.0,-84.65333961811848,375000,0.001,374000,27.754699844360353,0.11160093275830149,,,,,
1000.0,-86.2617158729583,376000,0.001,375000,27.748118076324463,0.10582322787120939,,,,,
,,376000,,,,,4122,376,91,-99.80581610000002,1000.0
1000.0,-86.05841401424259,377000,0.001,376000,27.727961071014406,0.10391359148547054,,,,,
1000.0,-91.88169006742537,378000,0.001,377000,27.667512851715088,0.10328576443344355,,,,,
1000.0,-74.51273153657094,379000,0.001,378000,27.65908369064331,0.0958091285713017,,,,,
1000.0,-77.52349363993854,380000,0.001,379000,27.667569721221923,0.09861611426249146,,,,,
,,380000,,,,,4163,380,91,-99.42912403000003,1000.0
1000.0,-82.26126781976782,381000,0.001,380000,27.632446926116945,0.10742252769693732,,,,,
1000.0,-86.82438634140416,382000,0.001,381000,27.66372681427002,0.11089982715994119,,,,,
1000.0,-87.37708071242086,383000,0.001,382000,27.66071826171875,0.11700608747079969,,,,,
1000.0,-78.95727277488331,384000,0.001,383000,27.68593437576294,0.11383145213872194,,,,,
,,384000,,,,,4205,384,91,-99.19473389999999,1000.0
1000.0,-77.72586062042974,385000,0.001,384000,27.68423984146118,0.11046236918866634,,,,,
1000.0,-73.4259810199961,386000,0.001,385000,27.675384914398194,0.1019712186269462,,,,,
1000.0,-79.75566460923292,387000,0.001,386000,27.651927993774414,0.09861086560413242,,,,,
1000.0,-76.0993328650482,388000,0.001,387000,27.5877126083374,0.09685370028018951,,,,,
,,388000,,,,,4246,388,91,-101.30960141,1000.0
1000.0,-86.18377014792058,389000,0.001,388000,27.547159721374513,0.09567964368313552,,,,,
1000.0,-82.92886570468545,390000,0.001,389000,27.499551670074464,0.09851329267770052,,,,,
1000.0,-106.95696751968936,391000,0.001,390000,27.473180473327638,0.09507008340582251,,,,,
1000.0,-71.25668038553559,392000,0.001,391000,27.422355304718018,0.0933896308504045,,,,,
,,392000,,,,,4288,392,91,-100.90967747,1000.0
1000.0,-75.55827966369688,393000,0.001,392000,27.39327123641968,0.10054239905253053,,,,,
1000.0,-66.4127659989288,394000,0.001,393000,27.40864102554321,0.10053194657713174,,,,,
1000.0,-63.80715389382094,395000,0.001,394000,27.426678619384766,0.10363541325181723,,,,,
1000.0,-77.81445524282753,396000,0.001,395000,27.416077278137205,0.10057027594000101,,,,,
,,396000,,,,,4331,396,91,-101.42976056999998,1000.0
1000.0,-57.4024777637329,397000,0.001,396000,27.37875406265259,0.09961921507120132,,,,,
1000.0,-76.48433661048766,398000,0.001,397000,27.387462112426757,0.11018580454587937,,,,,
1000.0,-89.89528450719081,399000,0.001,398000,27.366572998046873,0.11566466868296266,,,,,
1000.0,-83.24729001084343,400000,0.001,399000,27.420681705474852,0.12811515583097935,,,,,
,,400000,,,,,4373,400,91,-101.12422968999999,1000.0
