time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/loss,train/std,train/clip_fraction,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
3,1,2048,121.61538461538461,-126.75849092307695,682,,,,,,,,,,,,,
7,2,4096,98.02702702702703,-103.65519878378379,539,227.93201565742493,0.2,0.0003,0.010935932,-0.004294037818908691,-0.024073657565168105,55.08707809448242,0.9914640188217163,0.1119140625,10,-11.312861466407776,,
,,5000,,,,127.73170118331909,0.2,0.0003,0.010866348,-0.0015392303466796875,-0.024620658942149022,33.99247360229492,0.9821157455444336,0.093017578125,20,-11.24673222899437,1000.0,992.3894390895963
21,3,6144,101.41176470588235,-107.2944229019608,279,,,,,,,,,,,,,
26,4,8192,126.51666666666667,-136.33351746666668,306,127.31593868732452,0.2,0.0003,0.011003218,0.007839322090148926,-0.026041152945253998,37.2262077331543,0.9753754138946533,0.102099609375,30,-11.180008825659751,,
,,10000,,,,128.17432050704957,0.2,0.0003,0.011248317,0.04530555009841919,-0.02590026608959306,32.76033020019531,0.9689278602600098,0.10791015625,40,-11.126716461777686,1000.0,984.1338980214671
41,5,10240,135.61333333333334,-144.41411886666666,247,,,,,,,,,,,,,
45,6,12288,114.16161616161617,-123.3496773838384,270,126.62261102199554,0.2,0.0003,0.015110456,0.007090330123901367,-0.03491493554611225,68.77796936035156,0.9544489979743958,0.146630859375,50,-11.039305305480957,,
50,7,14336,116.69,-123.76341052,284,179.23541338443755,0.2,0.0003,0.013191724,0.05214285850524902,-0.036071965922019444,69.38751983642578,0.9469215869903564,0.145166015625,60,-10.935930716991425,,
,,15000,,,,151.2693656206131,0.2,0.0003,0.011341571,0.14630818367004395,-0.03178728773200419,73.1023941040039,0.9402313232421875,0.123828125,70,-10.880606412887573,1000.0,972.6602477607491
65,8,16384,129.23,-136.12515482000003,251,,,,,,,,,,,,,
69,9,18432,134.62,-140.28483788000003,265,143.96674506664277,0.2,0.0003,0.011159688,0.15757542848587036,-0.029458507426897994,78.7369155883789,0.9340424537658691,0.116064453125,80,-10.827651143074036,,
,,20000,,,,133.83493753671647,0.2,0.0003,0.015189537,0.10012638568878174,-0.03545217397331726,41.06092834472656,0.9244613647460938,0.16201171875,90,-10.760971680283546,1000.0,911.199233215811
83,10,20480,98.21,-97.63292301999998,243,,,,,,,,,,,,,
88,11,22528,110.15,-104.59545170999999,254,295.483845949173,0.2,0.0003,0.009829577,0.1472950577735901,-0.027717046040925196,126.73334503173828,0.9233592748641968,0.08828125,100,-10.717545092105865,,
93,12,24576,84.45,-76.85183005,263,147.6914400100708,0.2,0.0003,0.009795886,0.3307877779006958,-0.030127429164713247,52.07569122314453,0.9176470637321472,0.09765625,110,-10.685540521144867,,
