rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/n_updates,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/critic_loss,train/actor_loss,eval/mean_ep_length,eval/mean_reward
7.5,0,4,7.63149875,721,30,,,,,,,,
6.5,0,8,5.97981025,774,52,,,,,,,,
5.833333333333333,0,12,5.176234416666667,819,70,,,,,,,,
5.6875,0,16,4.886391625,767,91,,,,,,,,
5.95,1,20,4.89170325,106,119,18,0.9948372840881348,0.0003,-0.10009019821882248,19.722984313964844,-13.9569091796875,,
5.791666666666667,1,24,4.789383666666667,100,139,38,0.9887002110481262,0.0003,-0.22539417445659637,24.47840118408203,-13.692350387573242,,
5.857142857142857,1,28,4.702818857142857,96,164,63,0.9810924530029297,0.0003,-0.3818199634552002,26.006147384643555,-14.75713062286377,,
5.75,1,32,4.620756375,94,184,83,0.9750786423683167,0.0003,-0.5036729574203491,28.2607364654541,-14.818550109863281,,
6.0,2,36,4.9839514722222225,90,216,115,0.9655826687812805,0.0003,-0.6999303102493286,20.169776916503906,-16.120792388916016,,
5.875,2,40,4.857610925,89,235,134,0.9600103497505188,0.0003,-0.815036416053772,25.95587158203125,-15.756256103515625,,
5.818181818181818,2,44,4.736312227272727,88,256,155,0.953909695148468,0.0003,-0.944793701171875,19.84857940673828,-17.017932891845703,,
5.833333333333333,3,48,4.742779666666666,87,280,179,0.9470149278640747,0.0003,-1.0746877193450928,16.196571350097656,-17.254093170166016,,
5.846153846153846,3,52,4.693998846153845,86,304,203,0.9402127861976624,0.0003,-1.2093555927276611,8.964821815490723,-18.21901512145996,,
5.803571428571429,3,56,4.668357803571429,85,325,224,0.9343246221542358,0.0003,-1.337401032447815,7.388592720031738,-18.797035217285156,,
5.916666666666667,4,60,4.786665533333334,84,355,254,0.9259770512580872,0.0003,-1.5272047519683838,5.692339897155762,-19.227439880371094,,
5.96875,4,64,4.835957109375,83,382,281,0.9185095429420471,0.0003,-1.6827304363250732,3.842970371246338,-20.581647872924805,,
5.926470588235294,4,68,4.827217544117648,83,403,302,0.9127292037010193,0.0003,-1.8051552772521973,3.764963150024414,-20.263694763183594,,
5.916666666666667,5,72,4.806856638888889,83,426,325,0.9064381718635559,0.0003,-1.953127384185791,2.9623146057128906,-20.322608947753906,,
5.842105263157895,5,76,4.7208399736842095,82,444,343,0.9015440344810486,0.0003,-2.048367500305176,3.3935985565185547,-20.90231704711914,,
5.8375,5,80,4.704818775,82,467,366,0.895331859588623,0.0003,-2.1782634258270264,3.260061740875244,-20.74911117553711,,
5.785714285714286,5,84,4.67327369047619,82,486,385,0.8902368545532227,0.0003,-2.3130931854248047,3.21773099899292,-20.95868682861328,,
5.7727272727272725,6,88,4.678390420454545,82,508,407,0.8843710422515869,0.0003,-2.439415693283081,2.8925366401672363,-20.633644104003906,,
5.880434782608695,6,92,4.778715532608695,82,541,440,0.8756455779075623,0.0003,-2.6370859146118164,3.2980751991271973,-21.33445167541504,,
5.833333333333333,6,96,4.7327143437500006,82,560,459,0.8706636428833008,0.0003,-2.7319016456604004,4.956120491027832,-21.693092346191406,,
5.77,7,100,4.676329710000001,82,577,476,0.8662320971488953,0.0003,-2.843029260635376,4.875336647033691,-22.336605072021484,,
5.73,7,104,4.63343504,82,603,502,0.8595117926597595,0.0003,-2.9992613792419434,3.6369733810424805,-21.284992218017578,,
5.76,7,108,4.67990864,81,628,527,0.8530942797660828,0.0003,-3.1332058906555176,3.9904441833496094,-23.064075469970703,,
5.91,8,112,4.78790921,81,661,560,0.8446987867355347,0.0003,-3.3233642578125,4.601617336273193,-22.04981231689453,,
5.88,8,116,4.77705465,81,679,578,0.8401600122451782,0.0003,-3.4343976974487305,3.4330811500549316,-22.770511627197266,,
5.86,8,120,4.802596070000001,80,705,604,0.8336453437805176,0.0003,-3.5777885913848877,4.945359230041504,-23.331298828125,,
5.85,9,124,4.75745501,79,724,623,0.8289214372634888,0.0003,-3.6993343830108643,4.052462100982666,-22.67793083190918,,
5.84,9,128,4.75634366,78,748,647,0.8229960203170776,0.0003,-3.8337554931640625,5.320159435272217,-22.506305694580078,,
5.87,9,132,4.81133797,77,771,670,0.8173635005950928,0.0003,-3.984355926513672,4.479787826538086,-21.907236099243164,,
5.78,10,136,4.69960395,75,794,693,0.8117608428001404,0.0003,-4.113619804382324,5.059807777404785,-23.137338638305664,,
5.79,10,140,4.70500677,74,814,713,0.8069131374359131,0.0003,-4.2351531982421875,5.647514343261719,-23.38997459411621,,
5.79,11,144,4.757347139999999,72,835,734,0.8018527030944824,0.0003,-4.377342224121094,4.028356552124023,-21.983455657958984,,
5.76,11,148,4.72350888,71,856,755,0.7968199253082275,0.0003,-4.488656044006348,4.46943998336792,-22.767173767089844,,
5.89,12,152,4.88015893,69,893,792,0.7880274057388306,0.0003,-4.6886138916015625,6.439197540283203,-22.780597686767578,,
5.95,13,156,4.92616273,70,920,819,0.7816808819770813,0.0003,-4.856871604919434,5.232931137084961,-23.273954391479492,,
5.94,13,160,4.89653433,70,949,848,0.7749248147010803,0.0003,-5.012997627258301,5.169693946838379,-23.849157333374023,,
5.89,13,164,4.85131147,70,971,870,0.7698507905006409,0.0003,-5.091520309448242,4.1128387451171875,-22.22920036315918,,
5.91,14,168,4.84273598,69,994,893,0.7645947337150574,0.0003,-5.239751815795898,5.293564319610596,-23.263870239257812,,
5.94,14,172,4.893166,68,1020,919,0.7586994171142578,0.0003,-5.392599105834961,4.885680198669434,-23.06127166748047,,
6.03,15,176,5.0487337199999995,68,1047,946,0.752628743648529,0.0003,-5.542531967163086,4.695953369140625,-23.68102264404297,,
6.07,15,180,5.1090139500000005,68,1074,973,0.7466213703155518,0.0003,-5.746977806091309,5.626598834991455,-23.64250946044922,,
6.09,15,184,5.150056179999999,68,1095,994,0.7419848442077637,0.0003,-5.809817314147949,6.271886825561523,-23.315265655517578,,
6.09,16,188,5.157773760000001,68,1117,1016,0.7371615171432495,0.0003,-5.899700164794922,6.689231872558594,-23.310304641723633,,
5.97,16,192,5.0403566699999995,68,1138,1037,0.7325904965400696,0.0003,-6.048130989074707,5.044939041137695,-22.327253341674805,,
6.05,17,196,5.172768919999999,68,1165,1064,0.7267512679100037,0.0003,-6.234269618988037,6.433127403259277,-23.40206527709961,,
