rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/explained_variance,train/std,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
45951.18861388888,118,45056,22,379,1000.0,,,,,,,,,,,,,
46241.83689017021,122,47104,23,383,1000.0,-3.790855407714844e-05,0.9704063534736633,0.182861328125,0.0003,421640.09375,220,818135.32890625,0.2,-23.614516240358352,-0.06692131579329726,0.017247144,,
46965.21660353061,126,49152,24,388,1000.0,-0.0032776594161987305,0.966485321521759,0.16572265625,0.0003,399776.1875,230,769875.6005859375,0.2,-23.56710418462753,-0.0625800215464551,0.016466105,,
,,50000,,,,-0.0016297101974487305,0.962873101234436,0.170654296875,0.0003,502367.375,240,1112026.090234375,0.2,-23.503377234935762,-0.06559347722504753,0.017030753,70573.78232097626,1000.0
47264.67070078431,120,51200,25,424,1000.0,,,,,,,,,,,,,
47687.952003660364,124,53248,26,428,1000.0,8.7738037109375e-05,0.962753415107727,0.180224609375,0.0003,392771.28125,250,764990.345703125,0.2,-23.471484035253525,-0.06538672340975608,0.018212173,,
,,55000,,,,-0.0022870302200317383,0.9632644653320312,0.1697265625,0.0003,517633.0625,260,951595.78984375,0.2,-23.47839915752411,-0.06110006062372122,0.017736182,61034.08946228027,1000.0
47961.95489523636,119,55296,27,461,1000.0,,,,,,,,,,,,,
48117.39596019298,123,57344,28,466,1000.0,-0.0015898942947387695,0.9612516760826111,0.183203125,0.0003,394516.65625,270,878892.4958984375,0.2,-23.464633601903916,-0.06173992528347298,0.018110516,,
48578.17949844068,126,59392,29,470,1000.0,-3.826618194580078e-05,0.9603691101074219,0.17265625,0.0003,532806.375,280,910137.6138671875,0.2,-23.440741527080537,-0.05817971951328218,0.018010609,,
,,60000,,,,-6.866455078125e-05,0.9570789337158203,0.19111328125,0.0003,460312.34375,290,1006901.45625,0.2,-23.39758676290512,-0.06856442417192739,0.019048698,66503.9481218338,1000.0
48762.00876278689,121,61440,30,505,1000.0,,,,,,,,,,,,,
49430.15301150794,124,63488,31,509,1000.0,5.59687614440918e-05,0.955675482749939,0.216259765625,0.0003,457798.1875,300,861900.0146484375,0.2,-23.36043327450752,-0.07015824627596885,0.020600311,,
,,65000,,,,0.0001087188720703125,0.9539585113525391,0.186669921875,0.0003,632069.25,310,1315274.70625,0.2,-23.32935361266136,-0.06801495348918252,0.01885744,62754.558592414855,1000.0
49655.86748910769,120,65536,32,543,1000.0,,,,,,,,,,,,,
49995.831839402985,123,67584,33,547,1000.0,0.00022584199905395508,0.9526551365852356,0.2126953125,0.0003,401967.25,320,913657.323046875,0.2,-23.305380564928054,-0.0730825749138603,0.020878393,,
50495.751433637684,126,69632,34,551,1000.0,5.155801773071289e-05,0.9501955509185791,0.19951171875,0.0003,485700.59375,330,1107252.3115234375,0.2,-23.272171992063523,-0.06859948228811845,0.020752955,,
,,70000,,,,0.000133514404296875,0.948300302028656,0.1869140625,0.0003,554204.25,340,1112507.1091796875,0.2,-23.229037249088286,-0.06737591389683076,0.019746127,55962.56515140533,1000.0
50923.909779985916,121,71680,35,588,1000.0,,,,,,,,,,,,,
51160.96654697261,124,73728,36,592,1000.0,-0.0013954639434814453,0.9476785063743591,0.214990234375,0.0003,593638.75,350,1192165.041796875,0.2,-23.20963129401207,-0.0727051037043566,0.021260448,,
,,75000,,,,0.00022786855697631836,0.9447846412658691,0.215966796875,0.0003,471136.09375,360,1063760.506640625,0.2,-23.173088651895522,-0.07077068327344023,0.021631267,61641.49132080078,1000.0
51632.84223472001,120,75776,37,626,1000.0,,,,,,,,,,,,,
52030.349733013,123,77824,38,631,1000.0,-0.00021445751190185547,0.942937433719635,0.1935546875,0.0003,818410.375,370,1575654.069921875,0.2,-23.133340162038802,-0.0682802753552096,0.018514708,,
52265.18839286077,125,79872,39,635,1000.0,0.0022847652435302734,0.9403781294822693,0.236279296875,0.0003,349602.8125,380,800696.173828125,0.2,-23.095077133178712,-0.07232865102414507,0.024464296,,
,,80000,,,,3.600120544433594e-05,0.9375540018081665,0.204296875,0.0003,579610.75,390,1139062.36171875,0.2,-23.03947640657425,-0.06466210458311253,0.021197926,65769.57218456268,1000.0
52610.781184234576,122,81920,40,669,1000.0,,,,,,,,,,,,,
52644.82861030122,124,83968,41,674,1000.0,4.7087669372558594e-05,0.9361624121665955,0.23125,0.0003,545374.375,400,1110255.01484375,0.2,-23.00891762971878,-0.0747442391293589,0.023721717,,
,,85000,,,,-5.602836608886719e-06,0.9322509765625,0.26708984375,0.0003,263578.4375,410,566954.8654296875,0.2,-22.948434907197953,-0.07772992266109213,0.025730897,74902.05118312835,1000.0
52780.28601059304,121,86016,42,708,1000.0,,,,,,,,,,,,,
53293.85824836363,123,88064,43,713,1000.0,7.784366607666016e-05,0.9300380945205688,0.214453125,0.0003,472429.40625,420,1027504.740234375,0.2,-22.90079550743103,-0.06661051885603228,0.02259646,,
,,90000,,,,1.2516975402832031e-06,0.9273492693901062,0.2263671875,0.0003,914241.5,430,1674014.03828125,0.2,-22.852516686916353,-0.0742971443105489,0.023309924,69109.63979892731,1000.0
53620.6295504111,120,90112,44,746,1000.0,,,,,,,,,,,,,
53843.098854978256,122,92160,45,750,1000.0,1.4901161193847656e-06,0.9249611496925354,0.224755859375,0.0003,607987.25,440,1205123.291015625,0.2,-22.81045976281166,-0.07135969668161124,0.024231825,,
54233.942371755315,124,94208,46,755,1000.0,5.960464477539062e-07,0.9228265285491943,0.239697265625,0.0003,517193.9375,450,1093456.6017578125,0.2,-22.77034366130829,-0.07254420729877893,0.024438633,,
,,95000,,,,0.000590205192565918,0.9219511151313782,0.2263671875,0.0003,748773.375,460,1672500.626953125,0.2,-22.746637630462647,-0.07581875537289307,0.024590803,74694.6602809906,1000.0
54385.06776353125,121,96256,47,789,1000.0,,,,,,,,,,,,,
54671.01696655102,123,98304,48,794,1000.0,0.0010660886764526367,0.9228699803352356,0.243310546875,0.0003,438947.40625,470,1041846.5896484375,0.2,-22.744642716646194,-0.07653721308452077,0.02400327,,
,,100000,,,,-0.0012449026107788086,0.9218183159828186,0.26142578125,0.0003,649923.0,480,1122986.3732421875,0.2,-22.74164946079254,-0.07459468123270199,0.025338354,76150.65435314178,1000.0
54729.23987672,121,100352,49,828,1000.0,,,,,,,,,,,,,
55374.725484409995,122,102400,50,832,1000.0,0.00015145540237426758,0.9197429418563843,0.266650390625,0.0003,439157.6875,490,941446.294921875,0.2,-22.70990107655525,-0.07735149267246015,0.027113609,,
56035.88282468,124,104448,51,837,1000.0,-0.00010335445404052734,0.9181032776832581,0.259326171875,0.0003,637709.4375,500,1094203.7341796875,0.2,-22.676931059360506,-0.07475006897002459,0.027657226,,
,,105000,,,,-5.602836608886719e-06,0.9175592660903931,0.2490234375,0.0003,825029.875,510,1746201.97890625,0.2,-22.65964898467064,-0.07989734516304452,0.02470643,80710.28797225952,1000.0
56637.06843751001,122,106496,52,868,1000.0,,,,,,,,,,,,,
56973.02832381001,124,108544,53,873,1000.0,0.0003039240837097168,0.9149240851402283,0.251220703125,0.0003,647724.0,520,1053997.8556640625,0.2,-22.627299338579178,-0.07190557227586396,0.025534019,,
,,110000,,,,-5.984306335449219e-05,0.9142486453056335,0.27578125,0.0003,493362.5625,530,1014878.321875,0.2,-22.597679942846298,-0.07920784020680002,0.02980411,79589.2048915863,1000.0
57517.324270280005,122,110592,54,904,1000.0,,,,,,,,,,,,,
58088.99374427002,123,112640,55,908,1000.0,8.767843246459961e-05,0.9135404229164124,0.246142578125,0.0003,596514.0625,540,1258618.0052734376,0.2,-22.586626482009887,-0.07467716772225685,0.026756838,,
58756.129082000014,125,114688,56,912,1000.0,3.534555435180664e-05,0.9110843539237976,0.256103515625,0.0003,694127.5,550,1354464.6111328125,0.2,-22.552004849910738,-0.07717042625590693,0.027767558,,
,,115000,,,,3.3974647521972656e-06,0.9094959497451782,0.2451171875,0.0003,744094.625,560,1452943.947265625,0.2,-22.510815584659575,-0.0728629419056233,0.025446303,80744.44435691833,1000.0
59288.592525609994,123,116736,57,945,1000.0,,,,,,,,,,,,,
59571.464029209994,125,118784,58,949,1000.0,1.2516975402832031e-06,0.9071549773216248,0.260693359375,0.0003,679847.375,570,1290241.2171875,0.2,-22.476330810785292,-0.0761357044975739,0.027149338,,
,,120000,,,,-1.728534698486328e-05,0.9053110480308533,0.286865234375,0.0003,694232.125,580,1299062.33671875,0.2,-22.44202392101288,-0.0805906533729285,0.031661443,77166.56669311524,1000.0
59998.156396930004,122,120832,59,982,1000.0,,,,,,,,,,,,,
60407.61412386,124,122880,60,986,1000.0,5.7220458984375e-06,0.9044850468635559,0.28681640625,0.0003,456745.0,590,878856.3240234375,0.2,-22.41069856286049,-0.0745135243923869,0.031274173,,
60614.41817425001,126,124928,61,990,1000.0,2.1159648895263672e-05,0.9026976227760315,0.263525390625,0.0003,671959.1875,600,1209226.86953125,0.2,-22.38751385807991,-0.07415188487502747,0.028052436,,
,,125000,,,,-8.559226989746094e-05,0.9004359841346741,0.294921875,0.0003,583739.3125,610,996464.7201171875,0.2,-22.346506154537202,-0.07158507092972285,0.033528533,74250.89622821807,1000.0
60986.512842300006,123,126976,62,1025,1000.0,,,,,,,,,,,,,
61424.76330565,125,129024,63,1030,1000.0,6.16312026977539e-05,0.8988973498344421,0.301318359375,0.0003,477849.5625,620,1084435.9220703125,0.2,-22.31269179582596,-0.0821647974429652,0.03263424,,
,,130000,,,,-0.0002988576889038086,0.8986754417419434,0.28076171875,0.0003,462399.71875,630,991021.6009765625,0.2,-22.299881798028945,-0.07584946246934124,0.03182496,76134.68610591888,1000.0
61637.866101899985,123,131072,64,1065,1000.0,,,,,,,,,,,,,
62142.607961279995,124,133120,65,1069,1000.0,1.71661376953125e-05,0.8990164995193481,0.277294921875,0.0003,521168.40625,640,1055047.496484375,0.2,-22.29884437918663,-0.07332173013419378,0.033926398,,
,,135000,,,,0.00016421079635620117,0.8967987298965454,0.26318359375,0.0003,765200.3125,650,1643651.111328125,0.2,-22.278688365221022,-0.07839853822661098,0.029419933,72637.51988639831,1000.0
62651.429681780006,122,135168,66,1103,1000.0,,,,,,,,,,,,,
62955.24485173001,123,137216,67,1108,1000.0,3.7550926208496094e-06,0.8964685201644897,0.2916015625,0.0003,723221.875,660,1297759.25390625,0.2,-22.259359753131868,-0.0792232381994836,0.030448401,,
63245.145769020004,125,139264,68,1112,1000.0,-2.193450927734375e-05,0.895825982093811,0.28876953125,0.0003,512585.96875,670,1190283.7181640626,0.2,-22.249361753463745,-0.07249595234752633,0.032185912,,
,,140000,,,,-0.00011372566223144531,0.8954657316207886,0.308154296875,0.0003,546862.3125,680,1102734.54453125,0.2,-22.24164808988571,-0.08005533859832212,0.035741787,72765.37681312561,1000.0
63392.7290756,123,141312,69,1146,1000.0,,,,,,,,,,,,,
63907.49985332,124,143360,70,1151,1000.0,2.3245811462402344e-06,0.8951366543769836,0.327978515625,0.0003,440743.1875,690,913444.4236328125,0.2,-22.23719791173935,-0.0790679884958081,0.038867492,,
,,145000,,,,-5.602836608886719e-06,0.8935534358024597,0.2748046875,0.0003,1025469.125,700,1958204.368359375,0.2,-22.21292817592621,-0.08127174420515075,0.029780388,83801.13167076111,1000.0
64362.476121319996,122,145408,71,1185,1000.0,,,,,,,,,,,,,
64622.73062209,123,147456,72,1189,1000.0,4.6253204345703125e-05,0.8924598693847656,0.32431640625,0.0003,557196.6875,710,1339645.9458984374,0.2,-22.185628044605256,-0.08548676802020054,0.035729006,,
64663.78611009,125,149504,73,1194,1000.0,1.4901161193847656e-06,0.8936356902122498,0.312744140625,0.0003,472996.6875,720,910814.2654296875,0.2,-22.19331892132759,-0.07132194468285888,0.036676086,,
,,150000,,,,7.748603820800781e-07,0.8910002112388611,0.270849609375,0.0003,670414.0,730,1238645.54375,0.2,-22.167626720666885,-0.07452981530223042,0.029863045,79020.39578399659,1000.0
64846.47399842999,123,151552,74,1226,1000.0,,,,,,,,,,,,,
65174.45361979,124,153600,75,1230,1000.0,2.384185791015625e-07,0.8904823660850525,0.316650390625,0.0003,732479.1875,740,1520067.033984375,0.2,-22.14166374206543,-0.0844731111516012,0.036404368,,
,,155000,,,,-1.9073486328125e-06,0.8899980783462524,0.34287109375,0.0003,391486.9375,750,939721.956640625,0.2,-22.134127086400987,-0.08397458197723609,0.03992026,73999.75126857757,1000.0
65465.92884637,123,155648,76,1261,1000.0,,,,,,,,,,,,,
65819.84455395,124,157696,77,1266,1000.0,7.510185241699219e-06,0.8893747925758362,0.305810546875,0.0003,794902.875,760,1612865.93125,0.2,-22.12521666288376,-0.08323824713879731,0.03642012,,
65842.9067468,125,159744,78,1270,1000.0,4.470348358154297e-06,0.8886195421218872,0.3041015625,0.0003,602535.25,770,1234355.058984375,0.2,-22.107206338644026,-0.08229280816449318,0.03617232,,
,,160000,,,,-2.384185791015625e-07,0.8870276808738708,0.325048828125,0.0003,457444.09375,780,1024201.2640625,0.2,-22.083930408954622,-0.0810691260441672,0.035706967,67454.29940338134,1000.0
66193.69566725001,124,161792,79,1302,1000.0,,,,,,,,,,,,,
66244.26646042,125,163840,80,1307,1000.0,-0.0005679130554199219,0.8869350552558899,0.28779296875,0.0003,721077.5,790,1503820.77421875,0.2,-22.074083781242372,-0.07685422446229495,0.032262288,,
,,165000,,,,3.6954879760742188e-06,0.8854947686195374,0.35185546875,0.0003,399947.15625,800,848650.610546875,0.2,-22.053490257263185,-0.08111017125193029,0.04216025,66794.24097232819,1000.0
66240.77681318,123,165888,81,1338,1000.0,,,,,,,,,,,,,
66341.03256724999,125,167936,82,1342,1000.0,5.960464477539062e-07,0.8837366104125977,0.321240234375,0.0003,564056.6875,810,1002121.9953125,0.2,-22.0249524474144,-0.07792450982669834,0.036202554,,
66456.10878301,126,169984,83,1347,1000.0,1.7881393432617188e-07,0.8833772540092468,0.304296875,0.0003,505220.75,820,1207192.55859375,0.2,-22.003656762838364,-0.07801181607064792,0.035003033,,
,,170000,,,,-1.1920928955078125e-07,0.8824649453163147,0.288232421875,0.0003,574402.25,830,1144197.585546875,0.2,-21.994509887695312,-0.07094367633981165,0.031853735,74683.20517959594,1000.0
66481.29571811,124,172032,84,1379,1000.0,,,,,,,,,,,,,
66677.50202866,125,174080,85,1383,1000.0,1.8477439880371094e-06,0.8815993070602417,0.3103515625,0.0003,611252.0,840,941287.6189453125,0.2,-21.969276213645934,-0.07466233003651723,0.035325892,,
,,175000,,,,8.344650268554688e-06,0.881068766117096,0.25263671875,0.0003,682875.8125,850,1507024.40078125,0.2,-21.9650836288929,-0.06523820075381082,0.029133113,75002.96782360077,1000.0
66530.25113187,124,176128,86,1416,1000.0,,,,,,,,,,,,,
66986.43160793,125,178176,87,1421,1000.0,9.5367431640625e-07,0.8799028992652893,0.34970703125,0.0003,641386.75,860,1102151.250390625,0.2,-21.945331698656084,-0.08330699263024144,0.043242957,,
,,180000,,,,5.960464477539063e-08,0.8787323236465454,0.310595703125,0.0003,818902.625,870,1516867.0953125,0.2,-21.9215568959713,-0.08526088786893524,0.039272804,76276.25789928436,1000.0
66752.24500999,123,180224,88,1453,1000.0,,,,,,,,,,,,,
66947.83966153,124,182272,89,1458,1000.0,1.2516975402832031e-06,0.8785551190376282,0.37216796875,0.0003,347672.5625,880,707402.8962890625,0.2,-21.913719606399535,-0.08051447233301587,0.04624938,,
67547.14256254,126,184320,90,1462,1000.0,-2.384185791015625e-07,0.8761658668518066,0.312109375,0.0003,774447.25,890,1506945.651953125,0.2,-21.886518681049346,-0.07580661667743697,0.034548115,,
,,185000,,,,7.68899917602539e-05,0.8749512434005737,0.325927734375,0.0003,819260.5,900,1553774.36796875,0.2,-21.85021537542343,-0.08073099958128296,0.040088855,77743.2074792862,1000.0
67956.69835436,124,186368,91,1494,1000.0,,,,,,,,,,,,,
67713.82871862002,125,188416,92,1498,1000.0,0.0,0.8734084963798523,0.285595703125,0.0003,642657.0625,910,1356579.113671875,0.2,-21.81827073097229,-0.07241580641129985,0.03489212,,
,,190000,,,,-1.1801719665527344e-05,0.8725048303604126,0.333740234375,0.0003,499941.21875,920,1056704.25859375,0.2,-21.792693072557448,-0.07817478909855709,0.040515877,80549.90786743164,1000.0
67838.97191917,124,190464,93,1528,1000.0,,,,,,,,,,,,,
67923.23549315002,125,192512,94,1532,1000.0,2.980232238769531e-07,0.8720431923866272,0.32255859375,0.0003,611346.375,930,1259305.18203125,0.2,-21.78539912700653,-0.07058538304991088,0.03956574,,
67920.77534790001,126,194560,95,1536,1000.0,-1.1920928955078125e-07,0.8730835914611816,0.32158203125,0.0003,609751.6875,940,1241005.91171875,0.2,-21.794716948270796,-0.0743558662419673,0.04225921,,
,,195000,,,,-3.123283386230469e-05,0.8712590932846069,0.303125,0.0003,599969.9375,950,1336965.5921875,0.2,-21.778112637996674,-0.07296646081958898,0.036278665,70356.78388881683,1000.0
68154.21069688,125,196608,96,1566,1000.0,,,,,,,,,,,,,
68303.63681122001,126,198656,97,1570,1000.0,3.5762786865234375e-07,0.8700425624847412,0.315283203125,0.0003,646064.9375,960,1288203.6482421875,0.2,-21.75090919137001,-0.07018715086160228,0.039840944,,
,,200000,,,,5.745887756347656e-05,0.868367612361908,0.33134765625,0.0003,733104.9375,970,1626112.434375,0.2,-21.729156059026717,-0.08745704189641401,0.042352952,75573.3387008667,1000.0
68816.90759533,125,200704,98,1599,1000.0,,,,,,,,,,,,,
68930.97540444,126,202752,99,1603,1000.0,2.8014183044433594e-06,0.8671749830245972,0.339697265625,0.0003,784137.25,980,1832667.541015625,0.2,-21.69657783508301,-0.08998452999221626,0.039261915,,
69049.95360907,127,204800,100,1607,1000.0,5.066394805908203e-05,0.866608202457428,0.329443359375,0.0003,655040.5,990,1407834.05546875,0.2,-21.68106359243393,-0.08187376788118854,0.04350727,,
,,205000,,,,1.329183578491211e-05,0.8646673560142517,0.33447265625,0.0003,796895.75,1000,1697045.653515625,0.2,-21.655653154850008,-0.08610123760008719,0.041952986,69609.46806411743,1000.0
69187.02960587,126,206848,101,1636,1000.0,,,,,,,,,,,,,
69376.82420307999,127,208896,102,1640,1000.0,1.0073184967041016e-05,0.8636717200279236,0.356201171875,0.0003,626676.125,1010,1237143.0416015624,0.2,-21.62488928437233,-0.08865529096510727,0.043679256,,
,,210000,,,,3.7550926208496094e-06,0.860088586807251,0.36787109375,0.0003,546570.3125,1020,1060431.76796875,0.2,-21.57650220990181,-0.08596959292772226,0.048908673,76771.8301240921,1000.0
69465.98956988999,126,210944,103,1672,1000.0,,,,,,,,,,,,,
69411.23096983,127,212992,104,1676,1000.0,1.7881393432617188e-07,0.858627438545227,0.342333984375,0.0003,508810.875,1030,1158121.896875,0.2,-21.525263220071793,-0.08033795687952079,0.038157128,,
,,215000,,,,1.8477439880371094e-06,0.8571599125862122,0.360791015625,0.0003,654204.0625,1040,1266799.3650390625,0.2,-21.494549930095673,-0.08205786314210854,0.04855962,74229.52667322158,1000.0
69801.16497026998,125,215040,105,1707,1000.0,,,,,,,,,,,,,
69995.53465044999,126,217088,106,1712,1000.0,-1.6689300537109375e-06,0.8569025993347168,0.343212890625,0.0003,1191484.5,1050,2285769.310546875,0.2,-21.484078538417815,-0.09511015500029316,0.0423086,,
69941.65936865,127,219136,107,1716,1000.0,-1.1920928955078125e-07,0.8556845188140869,0.342236328125,0.0003,842395.6875,1060,1568887.770703125,0.2,-21.466097754240035,-0.08290724445396336,0.046430238,,
,,220000,,,,1.1324882507324219e-06,0.8549575805664062,0.3708984375,0.0003,401017.875,1070,1043340.315234375,0.2,-21.445776188373564,-0.08032169128709939,0.049183745,83498.88425559997,1000.0
70203.55863546,126,221184,108,1749,1000.0,,,,,,,,,,,,,
70309.77556924,127,223232,109,1754,1000.0,8.344650268554688e-07,0.8536489009857178,0.33935546875,0.0003,678303.8125,1080,1226297.428515625,0.2,-21.424523413181305,-0.07846427855547518,0.048561946,,
,,225000,,,,7.748603820800781e-07,0.852040708065033,0.3521484375,0.0003,553069.875,1090,1126960.2392578125,0.2,-21.397613900899888,-0.07862026760121807,0.045967802,84268.85642910004,1000.0
70562.36078185,125,225280,110,1787,1000.0,,,,,,,,,,,,,
70914.11826718,126,227328,111,1792,1000.0,-2.384185791015625e-07,0.8491944670677185,0.35751953125,0.0003,699384.9375,1100,1429271.6322265626,0.2,-21.34944172501564,-0.08609670844016364,0.04700137,,
71142.63930556999,127,229376,112,1797,1000.0,-1.1920928955078125e-07,0.8482859134674072,0.34130859375,0.0003,803667.375,1110,1680692.907421875,0.2,-21.31876956820488,-0.08286808754201047,0.044549577,,
,,230000,,,,0.0,0.8479931354522705,0.34697265625,0.0003,639954.875,1120,1394657.076171875,0.2,-21.302695399522783,-0.0829358701215824,0.047200076,84706.53904905319,1000.0
71443.62446111,126,231424,113,1834,1000.0,,,,,,,,,,,,,
71470.31580197,126,233472,114,1839,1000.0,5.364418029785156e-06,0.846656322479248,0.349462890625,0.0003,872189.8125,1130,1610289.957421875,0.2,-21.288975632190706,-0.08121238515741425,0.046790615,,
,,235000,,,,1.7881393432617188e-07,0.8457363843917847,0.358837890625,0.0003,709338.0,1140,1332748.1548828124,0.2,-21.271204555034636,-0.0814706847508205,0.048447713,79287.90236568451,1000.0
71477.88158526999,125,235520,115,1873,1000.0,,,,,,,,,,,,,
71653.33653092,126,237568,116,1878,1000.0,1.1920928955078125e-07,0.8447878956794739,0.366796875,0.0003,558439.5,1150,1067753.881640625,0.2,-21.244579941034317,-0.08112324147368781,0.050073575,,
71912.63258286001,127,239616,117,1883,1000.0,1.1920928955078125e-07,0.8449671268463135,0.317919921875,0.0003,515444.03125,1160,1147128.1025390625,0.2,-21.240307396650316,-0.06719254649360665,0.039243348,,
,,240000,,,,3.5762786865234375e-06,0.8442765474319458,0.372412109375,0.0003,621310.1875,1170,1458584.8828125,0.2,-21.230613201856613,-0.08700960091955494,0.048240237,78219.94877872468,1000.0
72101.54029353999,125,241664,118,1918,1000.0,,,,,,,,,,,,,
71993.86561280001,126,243712,119,1922,1000.0,-1.5020370483398438e-05,0.8423152565956116,0.382958984375,0.0003,630100.25,1180,1252658.0794921876,0.2,-21.201586806774138,-0.08386171468300745,0.053207666,,
,,245000,,,,6.556510925292969e-07,0.8414955139160156,0.357666015625,0.0003,597682.6875,1190,1185304.5080078125,0.2,-21.17740180492401,-0.08158541834563948,0.047790214,80446.0918138504,1000.0
71787.32630229,125,245760,120,1955,1000.0,,,,,,,,,,,,,
