rollout/ep_rew_mean,train/n_updates,train/critic_loss,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
-395.98983325000006,1000,0.024003749023540875,4,354,5,514.75,2059,-2.617162047445774,0.001,,
,4000,0.26815537007059903,,,,,5000,-5.741734387636185,0.001,-1379.212165098265,695.4
-1296.4030931250002,5000,0.5302068538814783,8,194,31,757.375,6059,-6.0522717318534855,0.001,,
-1057.87887225,7396,1.3084282604130832,12,187,42,667.0833333333334,8005,-7.523307973688299,0.001,,
,8946,1.3417775369882583,,,,,10000,-9.049870119094848,0.001,-95.36714957874464,814.0
-746.4239998749999,10946,1.1241587976217269,16,178,67,750.3125,12005,-7.206358318328857,0.001,,
,14080,0.9824519695043564,,,,,15000,-6.691001083374023,0.001,121.64698103716228,818.9
-563.7410666999999,,,20,168,89,756.95,15139,,,,
-434.981651625,18080,1.252480823159218,24,175,109,797.4583333333334,19139,-6.287164231300354,0.001,,
,19080,1.2324834027290343,,,,,20000,-6.3241580238342285,0.001,458.2792640740872,1000.0
-303.0858062857143,22080,1.0966286909580232,28,169,136,826.3928571428571,23139,-6.255972199916839,0.001,,
,24080,1.0062198578119277,,,,,25000,-6.390300478458404,0.001,431.2190942844958,987.9
-203.01649099999997,26080,0.9890692570209503,32,165,163,848.09375,27139,-6.38992191028595,0.001,,
-160.88415283333333,29250,1.0047497740387916,36,164,178,815.5833333333334,29361,-6.704112815856933,0.001,,
,29302,0.9234461325865525,,,,,30000,-6.779823670020471,0.001,522.2297461191774,908.4
-90.64571239999998,32302,1.002282615482807,40,165,201,834.025,33361,-7.40112858581543,0.001,,
,34302,0.9917931384444236,,,,,35000,-7.71733780670166,0.001,504.8308936308975,1000.0
-39.828131295454526,36302,1.0202771365642547,44,163,228,849.1136363636364,37361,-8.153239204406738,0.001,,
,39365,1.052091915845871,,,,,40000,-9.28414626789093,0.001,534.0113869268156,874.7
1.7244818333333474,,,48,160,251,842.1666666666666,40424,,,,
50.71011455769232,43365,1.0483851012587548,52,164,270,854.3076923076923,44424,-10.543292129516601,0.001,,
,44365,1.0747788056135177,,,,,45000,-10.870713569641113,0.001,577.0248163014651,910.3
93.54006191071429,47365,1.1652514505982399,56,162,297,864.7142857142857,48424,-11.987397874832153,0.001,,
,49365,1.1548247919082641,,,,,50000,-12.615980026245117,0.001,585.4234032949549,913.7
137.95233068333334,51365,1.159126481771469,60,161,324,873.7333333333333,52424,-13.317760396957398,0.001,,
,54466,1.1397934451699256,,,,,55000,-14.540302169799805,0.001,649.6827338873875,910.4
164.73778495312501,,,64,159,347,867.578125,55525,,,,
204.44028216176474,58466,1.1392178585529327,68,161,368,875.3676470588235,59525,-16.237770050048827,0.001,,
,59466,1.143572019994259,,,,,60000,-16.64816410636902,0.001,802.7969623154728,937.1
