rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/ent_coef,train/n_updates,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-5.01804175,4,19,677,0,4.75,,,,,,,,
-4.87048025,8,40,722,0,5.0,,,,,,,,
-5.130242666666667,12,59,726,0,4.916666666666667,,,,,,,,
-5.29815275,16,79,709,0,4.9375,,,,,,,,
-5.2573422,20,98,695,0,4.9,,,,,,,,
-5.2690971666666675,24,119,123,0,4.958333333333333,-0.10234080255031586,-12.065786361694336,0.0003,0.9948930144309998,18,19.476585388183594,,
-5.537025285714287,28,141,115,1,5.035714285714286,-0.23637384176254272,-12.04665756225586,0.0003,0.9882996082305908,40,19.175277709960938,,
-5.50239396875,32,159,108,1,4.96875,-0.34469202160835266,-12.23288631439209,0.0003,0.9829403162002563,58,21.810731887817383,,
-5.637113333333334,36,186,104,1,5.166666666666667,-0.5097943544387817,-12.906850814819336,0.0003,0.9749639630317688,85,15.763359069824219,,
-5.49938655,40,205,100,2,5.125,-0.6245709657669067,-13.023380279541016,0.0003,0.9693941473960876,104,15.27004623413086,,
-5.559829068181818,44,227,97,2,5.159090909090909,-0.7562347650527954,-13.51736068725586,0.0003,0.9629935026168823,126,11.795867919921875,,
-5.499738604166666,48,246,94,2,5.125,-0.8681941032409668,-13.473394393920898,0.0003,0.95750892162323,145,9.662220001220703,,
-5.580658423076922,52,273,91,2,5.25,-1.0247013568878174,-14.613119125366211,0.0003,0.9498021006584167,172,3.8558907508850098,,
-5.575733714285714,56,296,90,3,5.285714285714286,-1.1605050563812256,-15.359560012817383,0.0003,0.9433087706565857,195,3.9118738174438477,,
-5.548600133333333,60,327,90,3,5.45,-1.3377115726470947,-15.995553970336914,0.0003,0.9346360564231873,226,2.7705039978027344,,
-5.4880160625,64,344,90,3,5.375,-1.4308123588562012,-15.470409393310547,0.0003,0.9299166798591614,243,2.5909173488616943,,
-5.579482852941176,68,370,90,4,5.4411764705882355,-1.5829648971557617,-16.180320739746094,0.0003,0.9227567315101624,269,2.2586872577667236,,
-5.488087375,72,389,90,4,5.402777777777778,-1.7003817558288574,-15.043950080871582,0.0003,0.9175650477409363,288,2.462089776992798,,
-5.470737289473684,76,417,91,4,5.4868421052631575,-1.8684697151184082,-16.689624786376953,0.0003,0.9099623560905457,316,2.5408220291137695,,
-5.6215685875000005,80,449,89,4,5.6125,-2.055068016052246,-16.648374557495117,0.0003,0.9013161659240723,348,2.357517719268799,,
-5.608865000000001,84,470,90,5,5.595238095238095,-2.1838386058807373,-16.494525909423828,0.0003,0.8956840634346008,369,1.4625952243804932,,
