rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/actor_loss,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,train/n_updates,time/episodes,eval/mean_reward,eval/mean_ep_length
-120.23299225,0.001,400,1.651438467502594,324,1,0.04837883303873241,100.0,200,4,,
,0.001,500,1.8197623491287231,,,0.01880640737945214,,300,,-121.51857845000002,100.0
-101.676796125,0.001,800,2.404414472579956,155,5,0.02937141077592969,100.0,600,8,,
,0.001,1000,2.544417505264282,,,0.02221585365012288,,800,,-68.8366255,100.0
-88.05910558333333,0.001,1200,2.7557374143600466,131,9,0.017727616848424076,100.0,1000,12,,
,0.001,1500,3.1164867067337036,,,0.019980297470465303,,1300,,-66.4081055,100.0
-82.06819425,0.001,1600,3.2694410943984984,123,12,0.01597964722663164,100.0,1400,16,,
,0.001,2000,3.838501687049866,,,0.01820156678557396,,1800,,-59.841466249999996,100.0
-78.4896341,,2000,,115,17,,100.0,,20,,
-73.99868816666667,0.001,2400,4.416798305511475,122,19,0.023747348375618458,100.0,2200,24,,
,0.001,2500,4.535459089279175,,,0.022131720054894687,,2300,,-56.7256747,100.0
-70.72943289285713,0.001,2800,4.9287764263153075,118,23,0.019162614922970535,100.0,2600,28,,
,0.001,3000,5.230305862426758,,,0.02617685723118484,,2800,,-55.251037350000004,100.0
-68.36307384375,0.001,3200,5.524870309829712,114,27,0.02214490845799446,100.0,3000,32,,
,0.001,3500,6.01695366859436,,,0.025995924239978194,,3300,,-57.40530115,100.0
-66.46331141666666,0.001,3600,6.1085232162475585,112,32,0.035008616521954534,100.0,3400,36,,
,0.001,4000,6.7246035289764405,,,0.026178565956652165,,3800,,-56.56976755000001,100.0
-65.318326025,,4000,,110,36,,100.0,,40,,
-64.2925661590909,0.001,4400,7.246966629028321,113,38,0.027018997240811585,100.0,4200,44,,
,0.001,4500,7.442503528594971,,,0.032331014983356,,4300,,-55.98147254999999,100.0
-63.52923439583333,0.001,4800,7.948331127166748,111,42,0.031016181111335753,100.0,4600,48,,
,0.001,5000,8.134091587066651,,,0.03682684207335114,,4800,,-54.285892749999995,100.0
-63.021062153846145,0.001,5200,8.437592544555663,109,47,0.031020660251379013,100.0,5000,52,,
,0.001,5500,8.844609031677246,,,0.0342770835570991,,5300,,-56.534957500000004,100.0
-62.77786014285714,0.001,5600,8.990217247009276,108,51,0.03043527064844966,100.0,5400,56,,
,0.001,6000,9.583094367980957,,,0.03864822620525956,,5800,,-70.80721775,100.0
-62.28030201666665,,6000,,107,55,,100.0,,60,,
-61.891034203124995,0.001,6400,10.17793830871582,110,58,0.037692935299128295,100.0,6200,64,,
,0.001,6500,10.328835506439209,,,0.03462291780859232,,6300,,-55.50648375000001,100.0
-61.06720322058824,0.001,6800,10.77167709350586,109,62,0.034495196733623744,100.0,6600,68,,
,0.001,7000,11.01228967666626,,,0.0327120353654027,,6800,,-54.7719183,100.0
-60.752428208333335,0.001,7200,11.324975566864014,109,66,0.036197477262467144,100.0,7000,72,,
,0.001,7500,11.756198539733887,,,0.03811458816751838,,7300,,-53.20273545,100.0
-60.214811105263166,0.001,7600,11.845381088256836,107,70,0.04111301271244883,100.0,7400,76,,
,0.001,8000,12.372667980194091,,,0.04741803215816617,,7800,,-57.6966029,100.0
-59.35759403749999,,8000,,106,74,,100.0,,80,,
-59.24744829761905,0.001,8400,12.98533899307251,108,77,0.04319321759045124,100.0,8200,84,,
,0.001,8500,13.098693256378175,,,0.040969846062362196,,8300,,-50.17972795000001,100.0
-58.6957656590909,0.001,8800,13.50531744003296,108,81,0.042068731784820554,100.0,8600,88,,
,0.001,9000,13.791441078186034,,,0.04370603188872337,,8800,,-56.4981332,100.0
-58.699123967391294,0.001,9200,14.1022465133667,107,85,0.049128764420747754,100.0,9000,92,,
,0.001,9500,14.562439365386963,,,0.0472846844419837,,9300,,-54.93379769999999,100.0
-58.35329683333333,0.001,9600,14.70473487854004,106,89,0.042656525392085316,100.0,9400,96,,
,0.001,10000,15.275134773254395,,,0.056833764687180516,,9800,,-55.69978309999999,100.0
-58.21745814999999,,10000,,106,94,,100.0,,100,,
-55.28020468,0.001,10400,15.76823408126831,107,96,0.05953060429543257,100.0,10200,104,,
,0.001,10500,15.905967922210694,,,0.05471436144784093,,10300,,-53.38627749999999,100.0
-54.18989519999998,0.001,10800,16.282241706848144,107,100,0.06792460758239031,100.0,10600,108,,
,0.001,11000,16.535851135253907,,,0.05628276150673628,,10800,,-56.558925849999994,100.0
-53.94325855999998,0.001,11200,16.733644523620605,107,104,0.0533679704926908,100.0,11000,112,,
,0.001,11500,17.08412399291992,,,0.06870048392564058,,11300,,-54.26544170000001,100.0
-53.389279469999984,0.001,11600,17.25266929626465,107,108,0.06045504789799452,100.0,11400,116,,
,0.001,12000,17.803620758056642,,,0.06423458069562912,,11800,,-50.670935400000005,100.0
-52.92071085999999,,12000,,106,112,,100.0,,120,,
-52.57663,0.001,12400,18.22475673675537,108,114,0.058933194801211355,100.0,12200,124,,
,0.001,12500,18.362558479309083,,,0.06152619984000921,,12300,,-49.9735905,100.0
-52.560410139999995,0.001,12800,18.63597179412842,107,118,0.059545853622257706,100.0,12600,128,,
,0.001,13000,18.896023712158204,,,0.07103867296129465,,12800,,-48.683473,100.0
-52.26168283,0.001,13200,19.107584991455077,107,122,0.05881443414837122,100.0,13000,132,,
,0.001,13500,19.424857635498046,,,0.06474231906235219,,13300,,-48.9834553,100.0
-51.992425549999986,0.001,13600,19.52172348022461,107,126,0.06435493536293507,100.0,13400,136,,
,0.001,14000,20.01745059967041,,,0.06586686976253986,,13800,,-49.737113099999995,100.0
-51.76137767,,14000,,106,131,,100.0,,140,,
-51.408052549999994,0.001,14400,20.432975234985353,107,134,0.06521588329225779,100.0,14200,144,,
,0.001,14500,20.51556655883789,,,0.07124455779790878,,14300,,-48.353511049999994,100.0
-51.22246158,0.001,14800,20.857146797180175,106,138,0.06640031084418296,100.0,14600,148,,
