rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/ent_coef,train/n_updates,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-5.6283405,4,23,714,0,5.75,,,,,,,,
-5.5962785,8,41,759,0,5.125,,,,,,,,
-5.683501833333334,12,65,768,0,5.416666666666667,,,,,,,,
-5.8529700625,16,88,768,0,5.5,,,,,,,,
-6.198459550000001,20,118,353,0,5.9,-0.09607359766960144,-11.66234016418457,0.0003,0.9951984286308289,17,17.628734588623047,,
-6.030352916666668,24,138,249,0,5.75,-0.21770326793193817,-12.449644088745117,0.0003,0.989207923412323,37,16.18803596496582,,
-6.029500642857143,28,158,201,0,5.642857142857143,-0.33893296122550964,-12.73161506652832,0.0003,0.9832507371902466,57,17.052040100097656,,
-6.00377934375,32,179,178,1,5.59375,-0.4670408070087433,-12.97327995300293,0.0003,0.9770407676696777,78,16.8120059967041,,
-5.985595888888889,36,202,163,1,5.611111111111111,-0.6059279441833496,-13.362913131713867,0.0003,0.9702907204627991,101,18.52334213256836,,
-6.051094575,40,223,152,1,5.575,-0.7312307357788086,-13.24057674407959,0.0003,0.9641702771186829,122,15.144363403320312,,
-5.988432068181817,44,240,146,1,5.454545454545454,-0.8394288420677185,-13.708234786987305,0.0003,0.9592498540878296,139,13.954641342163086,,
-5.906050104166667,48,260,140,1,5.416666666666667,-0.9533636569976807,-13.46385383605957,0.0003,0.9534984230995178,159,10.515195846557617,,
-5.911305192307692,52,280,136,2,5.384615384615385,-1.0691426992416382,-13.926807403564453,0.0003,0.9477892518043518,179,7.140796661376953,,
-6.054321053571428,56,304,131,2,5.428571428571429,-1.2099367380142212,-14.104357719421387,0.0003,0.9410049915313721,203,5.556482315063477,,
-6.100621133333333,60,331,127,2,5.516666666666667,-1.365196943283081,-15.628087997436523,0.0003,0.9334580302238464,230,4.088479995727539,,
-6.354841984375,64,363,123,2,5.671875,-1.5437806844711304,-15.55324649810791,0.0003,0.9246186017990112,262,3.057086944580078,,
-6.310382117647059,68,381,120,3,5.602941176470588,-1.654599666595459,-16.161684036254883,0.0003,0.9196898341178894,280,2.455186128616333,,
-6.236002638888889,72,397,119,3,5.513888888888889,-1.750266194343567,-16.487207412719727,0.0003,0.9153305292129517,296,3.3505985736846924,,
-6.37102602631579,76,428,116,3,5.631578947368421,-1.931467890739441,-16.70403480529785,0.0003,0.9069274067878723,327,2.149138927459717,,
-6.293873012500001,80,445,115,3,5.5625,-2.0420117378234863,-16.598295211791992,0.0003,0.902340829372406,344,2.1426987648010254,,
-6.347539404761906,84,466,114,4,5.5476190476190474,-2.1676673889160156,-16.157793045043945,0.0003,0.8966922163963318,365,1.9184454679489136,,
-6.383560715909092,88,490,113,4,5.568181818181818,-2.315293788909912,-17.243764877319336,0.0003,0.8902698755264282,389,2.0923104286193848,,
-6.339069434782608,92,510,111,4,5.543478260869565,-2.4406094551086426,-16.85836410522461,0.0003,0.884951114654541,409,1.7356679439544678,,
-6.329496614583334,96,534,110,4,5.5625,-2.5735297203063965,-17.227046966552734,0.0003,0.8786120414733887,433,1.945860505104065,,
-6.435963520000002,100,565,109,5,5.65,-2.7495217323303223,-16.52684211730957,0.0003,0.8704908490180969,464,1.9015321731567383,,
-6.47126914,104,595,108,5,5.72,-2.9279260635375977,-17.200342178344727,0.0003,0.862706184387207,494,2.090175151824951,,
-6.481539000000001,108,618,108,5,5.77,-3.0671749114990234,-17.794891357421875,0.0003,0.8567895889282227,517,1.9990473985671997,,
-6.472450810000001,112,640,107,5,5.75,-3.186182975769043,-18.09754753112793,0.0003,0.8511717319488525,539,2.1274187564849854,,
-6.388544479999999,116,660,107,6,5.72,-3.3320083618164062,-17.106159210205078,0.0003,0.8461011052131653,559,2.0611178874969482,,
-6.30827727,120,683,107,6,5.65,-3.4457573890686035,-17.40682029724121,0.0003,0.8402997255325317,582,2.58552622795105,,
-6.33802322,124,710,106,6,5.72,-3.6195363998413086,-18.29508399963379,0.0003,0.8335466384887695,609,2.005260944366455,,
-6.320672940000001,128,730,106,6,5.72,-3.719285011291504,-17.31569480895996,0.0003,0.8285815715789795,629,1.9717135429382324,,
-6.27821234,132,750,105,7,5.71,-3.792598247528076,-18.075218200683594,0.0003,0.823657751083374,649,2.5883686542510986,,
-6.238926060000001,136,775,105,7,5.73,-3.9740357398986816,-18.658639907836914,0.0003,0.8175497651100159,674,2.5571036338806152,,
-6.1571111400000005,140,797,105,7,5.74,-4.090371131896973,-18.539278030395508,0.0003,0.8122121691703796,696,2.036212205886841,,
-6.211096129999999,144,821,104,7,5.81,-4.220583438873291,-18.156230926513672,0.0003,0.8064352869987488,720,2.365375280380249,,
-6.18272394,148,841,104,8,5.81,-4.357178211212158,-16.88722801208496,0.0003,0.8016589879989624,740,2.1834914684295654,,
-6.11286499,152,860,104,8,5.8,-4.483747482299805,-17.370330810546875,0.0003,0.7971401810646057,759,1.6913394927978516,,
-6.119713680000001,156,884,103,8,5.8,-4.594387531280518,-17.669023513793945,0.0003,0.7914614677429199,783,2.254714250564575,,
-6.11201163,160,910,102,8,5.79,-4.75175666809082,-16.824684143066406,0.0003,0.7853612899780273,809,3.2541141510009766,,
-5.8668539200000005,164,931,102,9,5.68,-4.8529582023620605,-17.52347183227539,0.0003,0.7804645299911499,830,2.5893313884735107,,
-5.858733450000001,168,957,102,9,5.76,-5.020342826843262,-16.59196662902832,0.0003,0.7744483351707458,856,2.7178921699523926,,
-5.899184680000002,172,982,102,9,5.85,-5.176455497741699,-17.175973892211914,0.0003,0.7687240242958069,881,2.502044200897217,,
-5.799374020000001,176,1007,101,9,5.79,-5.284131050109863,-16.841758728027344,0.0003,0.7630336284637451,906,2.431731939315796,,
-5.854362759999999,180,1037,101,10,5.92,-5.468350410461426,-16.605472564697266,0.0003,0.7562618851661682,936,3.4804773330688477,,
-5.76359522,184,1062,101,10,5.96,-5.583393096923828,-17.10206413269043,0.0003,0.750674307346344,961,2.8751025199890137,,
-5.660113479999999,188,1088,101,10,5.98,-5.783594608306885,-16.63233757019043,0.0003,0.744909405708313,987,2.676417827606201,,
-5.74437137,192,1119,100,11,6.09,-5.966611385345459,-16.63238525390625,0.0003,0.7380779385566711,1018,3.7670679092407227,,
-5.720658749999999,196,1145,100,11,6.11,-6.08397102355957,-16.525415420532227,0.0003,0.7324149012565613,1044,2.8583321571350098,,
-5.574355000000001,200,1168,99,11,6.03,-6.2084059715271,-16.201444625854492,0.0003,0.7274330258369446,1067,3.6575207710266113,,
-5.54194033,204,1198,99,12,6.03,-6.374909400939941,-16.484777450561523,0.0003,0.720987856388092,1097,4.161670684814453,,
-5.56876609,208,1222,99,12,6.04,-6.533483982086182,-16.512718200683594,0.0003,0.7158771753311157,1121,4.220505714416504,,
-5.58162578,212,1249,98,12,6.09,-6.649330139160156,-17.461305618286133,0.0003,0.7101799249649048,1148,4.108092308044434,,
-5.5682722799999995,216,1267,98,12,6.07,-6.768679618835449,-17.364364624023438,0.0003,0.7064127326011658,1166,4.2444562911987305,,
-5.546760860000001,220,1295,98,13,6.12,-6.937551021575928,-17.078704833984375,0.0003,0.7005894184112549,1194,4.866261959075928,,
-5.58117937,224,1324,98,13,6.14,-7.06229305267334,-16.565505981445312,0.0003,0.6946002244949341,1223,5.345215797424316,,
-5.5323397,228,1346,98,13,6.16,-7.247409820556641,-15.90389347076416,0.0003,0.6900936365127563,1245,3.7159066200256348,,
-5.527667010000001,232,1363,98,13,6.13,-7.313040733337402,-16.681617736816406,0.0003,0.6866214871406555,1262,4.591541290283203,,
-5.568189870000001,236,1387,97,14,6.12,-7.486398220062256,-16.074420928955078,0.0003,0.6817507743835449,1286,4.382808208465576,,
-5.624909150000001,240,1415,97,14,6.18,-7.618198394775391,-15.632608413696289,0.0003,0.6761135458946228,1314,4.200651168823242,,
-5.492354049999999,244,1439,97,14,6.18,-7.777192115783691,-15.5811185836792,0.0003,0.6713218092918396,1338,4.627699851989746,,
-5.48022169,248,1459,97,15,6.18,-7.837535381317139,-15.67216968536377,0.0003,0.6673486232757568,1358,7.370397567749023,,
-5.56054494,252,1486,96,15,6.26,-8.0274019241333,-15.705103874206543,0.0003,0.6620253324508667,1385,5.20986270904541,,
-5.502885389999999,256,1509,96,15,6.25,-8.137487411499023,-15.723906517028809,0.0003,0.6575101017951965,1408,8.493734359741211,,
-5.42453042,260,1526,96,15,6.16,-8.25216293334961,-15.277508735656738,0.0003,0.6541939973831177,1425,4.143352031707764,,
-5.43422851,264,1547,96,16,6.16,-8.457435607910156,-15.21588134765625,0.0003,0.6501235365867615,1446,6.196196556091309,,
-5.49395173,268,1576,96,16,6.19,-8.547786712646484,-14.995246887207031,0.0003,0.6445285081863403,1475,6.300812244415283,,
-5.438309909999998,272,1599,95,16,6.17,-8.6072359085083,-14.900527000427246,0.0003,0.6401318907737732,1498,4.275336742401123,,
-5.3932018699999995,276,1621,95,16,6.14,-8.766439437866211,-14.048944473266602,0.0003,0.6359567046165466,1520,7.11639404296875,,
-5.3301573200000005,280,1641,95,17,6.04,-8.90996265411377,-14.577332496643066,0.0003,0.632183849811554,1540,6.521406173706055,,
-5.3231487699999995,284,1667,95,17,6.05,-8.975787162780762,-14.198493957519531,0.0003,0.6273051500320435,1566,7.014524459838867,,
-5.34364638,288,1691,95,17,6.03,-9.19989013671875,-15.218795776367188,0.0003,0.6228529810905457,1590,7.006520748138428,,
-5.23853458,292,1720,95,18,6.01,-9.326391220092773,-14.217302322387695,0.0003,0.61753910779953,1619,7.154807090759277,,
-5.162727579999999,296,1746,95,18,6.01,-9.390737533569336,-14.126531600952148,0.0003,0.6128089427947998,1645,7.181007385253906,,
-5.196948969999999,300,1774,95,18,6.06,-9.544336318969727,-14.583895683288574,0.0003,0.6077655553817749,1673,5.52694034576416,,
-5.18428316,304,1798,95,18,6.0,-9.597591400146484,-13.23223876953125,0.0003,0.6034795641899109,1697,7.0668230056762695,,
-5.024761989999999,308,1815,95,19,5.93,-9.760383605957031,-13.92234992980957,0.0003,0.6004655361175537,1714,5.360905647277832,,
-5.087060869999999,312,1844,95,19,5.95,-9.934566497802734,-13.354961395263672,0.0003,0.5953510403633118,1743,5.846031188964844,,
-5.16058848,316,1876,94,19,6.09,-10.101393699645996,-13.834175109863281,0.0003,0.5897416472434998,1775,6.504700660705566,,
-5.158265309999999,320,1899,94,19,6.04,-10.198335647583008,-13.121845245361328,0.0003,0.585740864276886,1798,6.10725212097168,,
-5.08810408,324,1919,94,20,5.95,-10.339672088623047,-13.636801719665527,0.0003,0.5822850465774536,1818,6.32655143737793,,
