time/total_timesteps,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
2078,227,-2.17752276802063,9,0.0248779701073654,519.5,4,0.001,-287.87713675000003,1000,,
5000,,-5.453898698329925,,0.11645647659897804,,,0.001,,4000,-1161.1792542720214,901.9
6078,117,-6.4380781478881834,51,0.16684350966662168,759.75,8,0.001,-877.8287165,5000,,
10000,,-12.553984560012818,,0.3930438382327557,,,0.001,,9000,688.9925377215006,1000.0
10078,103,,97,,839.8333333333334,12,,-513.1216588333333,,,
14078,109,-16.87895921134949,129,0.26769024012982845,879.875,16,0.001,-217.5640243125,13000,,
15000,,-17.94267827987671,,0.2677459643483162,,,0.001,,14000,808.7396486273035,1000.0
18078,103,-20.76826842880249,174,0.23537397095561027,903.9,20,0.001,-20.60398330000001,17000,,
20000,,-22.46609675216675,,0.22376843257248402,,,0.001,,19000,805.5999033800792,1000.0
22078,100,-24.93442734146118,220,0.2202132300287485,919.9166666666666,24,0.001,110.98335008333335,21000,,
25000,,-28.08603001022339,,0.20470336331427097,,,0.001,,24000,901.1180534854532,1000.0
26078,98,-28.952535739898682,265,0.20149126045405866,931.3571428571429,28,0.001,219.45539921428576,25000,,
30000,,-32.73974086380005,,0.21368545623123647,,,0.001,,29000,806.7587383903563,902.0
30078,97,,308,,939.9375,32,,300.02948596875,,,
34078,100,-35.962374397277834,338,0.20006910301744937,946.6111111111111,36,0.001,357.13661522222225,33000,,
35000,,-36.829480186462405,,0.20219160351902246,,,0.001,,34000,939.5378982000053,1000.0
38078,99,-39.19098879241943,383,0.1925772003158927,951.95,40,0.001,409.1552271,37000,,
40000,,-40.69109492492676,,0.17981830681860447,,,0.001,,39000,924.5591443568468,1000.0
42078,98,-42.151904663085936,427,0.1813981952369213,956.3181818181819,44,0.001,451.8453061363636,41000,,
45000,,-44.23840971374512,,0.1849509512707591,,,0.001,,44000,921.8912804956548,1000.0
46078,97,-44.870396102905275,471,0.174580430701375,959.9583333333334,48,0.001,487.60342183333336,45000,,
50000,,-47.311228553771976,,0.17334334598481654,,,0.001,,49000,962.6819710984826,1000.0
50078,97,,515,,963.0384615384615,52,,519.5151924230769,,,
54078,99,-49.50841511535644,545,0.17844987390190362,965.6785714285714,56,0.001,546.680645,53000,,
55000,,-50.06893557739258,,0.17035744325816632,,,0.001,,54000,953.5313261076808,1000.0
58078,98,-51.566656303405765,589,0.15527462825924157,967.9666666666667,60,0.001,570.8295392666666,57000,,
60000,,-52.558454574584964,,0.16448566184937954,,,0.001,,59000,945.9549151748419,1000.0
62078,97,-53.46335611724854,634,0.16295904825627805,969.96875,64,0.001,591.839348453125,61000,,
65000,,-54.8108698425293,,0.16027457949519158,,,0.001,,64000,965.8340245515108,1000.0
66078,97,-55.23070874786377,678,0.17283638798445464,971.7352941176471,68,0.001,610.2657378088235,65000,,
70000,,-56.48034595489502,,0.15447065763175488,,,0.001,,69000,967.3217160403728,1000.0
70078,97,,722,,973.3055555555555,72,,624.88980775,,,
74078,98,-57.97861741638184,751,0.15408157382905482,974.7105263157895,76,0.001,639.7329440131579,73000,,
75000,,-58.37755442047119,,0.16588264368474484,,,0.001,,74000,940.5652421563864,1000.0
78078,98,-59.40008617401123,795,0.14692848766595126,975.975,80,0.001,652.7502969875001,77000,,
80000,,-60.1518592376709,,0.16370939104259014,,,0.001,,79000,953.1922048866749,1000.0
82078,97,-60.757995346069336,838,0.14480447245389222,977.1190476190476,84,0.001,664.9784719047619,81000,,
85000,,-61.70835073852539,,0.16114344373345374,,,0.001,,84000,945.8635164372623,1000.0
86078,97,-62.023339897155765,883,0.14698206772655248,978.1590909090909,88,0.001,675.6690472727273,85000,,
90000,,-63.04440560913086,,0.15434944069385528,,,0.001,,89000,939.8883708822541,1000.0
90078,96,,930,,979.1086956521739,92,,685.4343534891304,,,
94078,97,-64.00566805267334,961,0.17028343303874136,979.9791666666666,96,0.001,693.8547694166667,93000,,
95000,,-64.22695491790772,,0.14548134143650532,,,0.001,,94000,933.7972887337207,1000.0
98078,97,-64.8717498550415,1008,0.1596901210360229,980.78,100,0.001,702.2151389,97000,,
100000,,-65.30129502868652,,0.15352982572466134,,,0.001,,99000,953.8019837796688,1000.0
102078,96,-65.75922946166992,1055,0.14302974244952202,1000.0,104,0.001,750.17239277,101000,,
105000,,-66.43865376281738,,0.3094644313082099,,,0.001,,104017,968.1111497431993,1000.0
105095,96,,1094,,990.17,108,,836.1312125,,,
109095,96,-67.24287870788574,1125,0.27128674621507526,990.17,112,0.001,863.6667272999999,108017,,
110000,,-67.40857664489747,,0.1892440743148327,,,0.001,,109017,956.171728527546,1000.0
113095,96,-67.92316383361816,1170,0.17601585588231683,990.17,116,0.001,873.0854199199999,112017,,
115000,,-68.28495402526856,,0.2117716357037425,,,0.001,,114017,951.0153917901218,1000.0
117095,96,-68.564730758667,1215,0.18872756748646496,990.17,120,0.001,872.8628672199999,116017,,
120000,,-68.96062469482422,,0.16842551410198212,,,0.001,,119017,946.6464943498373,1000.0
121095,95,-69.05577922058106,1262,0.1740215377807617,990.17,124,0.001,876.4922910400002,120017,,
125000,,-69.3710426940918,,0.14517993465065956,,,0.001,,124017,952.0496222436428,1000.0
125095,95,,1307,,990.17,128,,877.37837323,,,
129095,96,-69.60631495666505,1338,0.16520968959107996,990.17,132,0.001,878.8249157200001,128017,,
130000,,-69.65563449096679,,0.15474754356592893,,,0.001,,129017,942.4352873593568,1000.0
133095,96,-69.85225894165039,1383,0.1367540913298726,990.17,136,0.001,882.37194034,132017,,
135000,,-69.97908137512206,,0.14217423162609338,,,0.001,,134017,936.6220222577452,1000.0
137095,95,-70.10306098937988,1429,0.14843176512047648,990.17,140,0.001,882.8511354000001,136017,,
140000,,-70.29061540222168,,0.14142606787756085,,,0.001,,139017,961.4001165464521,1000.0
141095,95,-70.32818492126465,1478,0.1528519108481705,990.17,144,0.001,884.1403178999999,140017,,
145000,,-70.53087324523926,,0.14397975628450513,,,0.001,,144017,922.6520667545498,1000.0
145095,95,,1525,,990.17,148,,885.2577183299999,,,
149095,95,-70.74630021667481,1557,0.13222762893140316,990.17,152,0.001,885.3174637099999,148017,,
150000,,-70.78247686767578,,0.1331093374416232,,,0.001,,149017,945.0141036659479,1000.0
153095,95,-70.95599314880371,1605,0.12088968133926392,990.17,156,0.001,885.33204012,152017,,
155000,,-71.0403021850586,,0.12331418883055449,,,0.001,,154017,947.2773666121066,1000.0
157095,95,-71.12821224975586,1653,0.12905238847434522,990.17,160,0.001,885.27544061,156017,,
160000,,-71.28662452697753,,0.11278977816551924,,,0.001,,159017,950.8368726253509,1000.0
161095,94,-71.29947909545898,1700,0.11601383796706796,990.17,164,0.001,885.24230807,160017,,
165000,,-71.50749880981445,,0.10753337421268225,,,0.001,,164017,951.2492265596986,1000.0
165095,94,,1747,,990.17,168,,885.2700612199999,,,
169095,95,-71.71683282470703,1778,0.11337848981097341,990.17,172,0.001,886.92467238,168017,,
170000,,-71.74261886596679,,0.10376609248667955,,,0.001,,169017,953.4844927072525,1000.0
173095,94,-71.88139460754394,1827,0.11778892744332552,990.17,176,0.001,886.5263588100001,172017,,
175000,,-71.97999011230469,,0.11192315480485558,,,0.001,,174017,961.8789297640324,1000.0
177095,94,-72.06046583557129,1873,0.1086006621569395,990.17,180,0.001,886.91382904,176017,,
180000,,-72.21941079711914,,0.10086218785867095,,,0.001,,179017,950.6503675788641,1000.0
181095,94,-72.27559529113769,1920,0.10474281055107713,990.17,184,0.001,887.0355141699999,180017,,
185000,,-72.51026612854004,,0.09545430095493794,,,0.001,,184017,964.9561955094338,1000.0
185095,94,,1964,,990.17,188,,887.7129230300001,,,
189095,94,-72.74670925903321,1995,0.10146082733571529,990.17,192,0.001,888.3459211400001,188017,,
190000,,-72.78850674438476,,0.09961290155723691,,,0.001,,189017,950.6286630958318,1000.0
193095,94,-72.92568565368653,2041,0.10097849580645561,990.17,196,0.001,889.23483819,192017,,
195000,,-73.04013766479493,,0.10404814743623138,,,0.001,,194017,951.5206618189811,1000.0
197095,94,-73.12501818847656,2087,0.11804695875942707,990.17,200,0.001,889.9893029899998,196017,,
200000,,-73.24104508972168,,0.09562810650281608,,,0.001,,199017,960.9806253552437,1000.0
201095,94,-73.28924920654296,2132,0.11105581137165427,990.17,204,0.001,890.2183766300001,200017,,
205000,,-73.43072735595703,,0.11367924149334431,,,0.001,,204017,958.0576468348503,1000.0
205095,94,,2176,,1000.0,208,,899.9314982400001,,,
209095,94,-73.60885083007813,2207,0.10671459512040019,1000.0,212,0.001,900.4370604599999,208017,,
210000,,-73.67428486633301,,0.10236572670936585,,,0.001,,209017,959.1021321177483,1000.0
213095,94,-73.81265057373047,2253,0.09796276013925671,1000.0,216,0.001,901.21718797,212017,,
215000,,-73.86335095214844,,0.10782326448149979,,,0.001,,214017,969.0451125979423,1000.0
217095,94,-73.91163734436036,2298,0.11411173861846327,1000.0,220,0.001,907.6324348399999,216017,,
220000,,-74.09248309326172,,0.11991654590517282,,,0.001,,219017,959.7545022882521,1000.0
221095,94,-74.14429039001465,2343,0.10375910494104028,1000.0,224,0.001,909.85497487,220017,,
225000,,-74.1844810180664,,0.1143530818168074,,,0.001,,224017,964.0606492698192,1000.0
225095,94,,2388,,1000.0,228,,910.7262794999999,,,
229095,94,-74.24279469299316,2418,0.10687973448075354,1000.0,232,0.001,911.1240649399999,228017,,
230000,,-74.25369874572753,,0.11251605434715747,,,0.001,,229017,957.0278745651245,1000.0
233095,94,-74.31087991333008,2463,0.09497458451427519,1000.0,236,0.001,911.4867368500002,232017,,
235000,,-74.3858405456543,,0.08275384224951267,,,0.001,,234017,958.8446816802025,1000.0
237095,94,-74.43295474243165,2508,0.07923738049715758,1000.0,240,0.001,912.55912438,236017,,
240000,,-74.52953193664551,,0.08711198703944684,,,0.001,,239017,957.8191671431065,1000.0
241095,94,-74.56261457824706,2553,0.09905200814269483,1000.0,244,0.001,913.1983339600001,240017,,
245000,,-74.77125842285156,,0.09708588987961411,,,0.001,,244017,959.2716474354268,1000.0
245095,94,,2599,,1000.0,248,,913.6758655499999,,,
249095,94,-74.92691360473633,2629,0.09120007313787937,1000.0,252,0.001,914.3585429900003,248017,,
250000,,-74.97112239074707,,0.08120786156132817,,,0.001,,249017,965.9258956730366,1000.0
253095,94,-75.12685137939454,2674,0.07863114744983614,1000.0,256,0.001,915.3839287000003,252017,,
255000,,-75.21825936889648,,0.08180789623968303,,,0.001,,254017,970.6064419627189,1000.0
257095,94,-75.28812901306152,2719,0.09092717713490128,1000.0,260,0.001,916.08474223,256017,,
260000,,-75.37901411437988,,0.08485816220939159,,,0.001,,259017,975.8205431044101,1000.0
261095,94,-75.41778329467773,2765,0.10516854313760995,1000.0,264,0.001,916.8590124399999,260017,,
265000,,-75.4910023803711,,0.10931392703019083,,,0.001,,264017,973.3115962326526,1000.0
265095,94,,2810,,1000.0,268,,917.6404347500002,,,
269095,94,-75.53117045593261,2840,0.09801186412759125,1000.0,272,0.001,917.78269627,268017,,
270000,,-75.54733192443848,,0.10383579441159964,,,0.001,,269017,966.7098928391933,1000.0
273095,94,-75.51722874450684,2886,0.1326415491271764,1000.0,276,0.001,918.4766000599999,272017,,
275000,,-75.51771614074707,,0.11883685154654086,,,0.001,,274017,971.0391060113907,1000.0
277095,94,-75.52249363708496,2932,0.09393305181153119,1000.0,280,0.001,918.86667644,276017,,
280000,,-75.5927225036621,,0.10192231185734273,,,0.001,,279017,959.3822103619575,1000.0
281095,94,-75.62144282531739,2977,0.09152490481175482,1000.0,284,0.001,919.11683546,280017,,
285000,,-75.82635679626465,,0.09845637411251665,,,0.001,,284017,976.4429521381855,1000.0
285095,94,,3023,,1000.0,288,,919.19965285,,,
289095,94,-75.97482048034668,3054,0.1228725819773972,1000.0,292,0.001,919.4152848100001,288017,,
290000,,-75.99645329284668,,0.14063509801961482,,,0.001,,289017,958.2459275893867,1000.0
293095,94,-76.1493518371582,3101,0.1298023247718811,1000.0,296,0.001,919.6725342000001,292017,,
295000,,-76.28629708862304,,0.1318634888753295,,,0.001,,294017,961.4046562671662,1000.0
297095,94,-76.25395373535156,3148,0.1604533206615597,1000.0,300,0.001,919.3595481299999,296017,,
300000,,-76.29269303894043,,0.2236220223531127,,,0.001,,299017,955.4929234698415,1000.0
301095,94,-76.31099679565429,3194,0.16181883364543317,1000.0,304,0.001,919.1381559000001,300017,,
305000,,-76.35219079589844,,0.15706652832962573,,,0.001,,304017,961.3398438185453,1000.0
305095,94,,3240,,1000.0,308,,918.63459408,,,
309095,94,-76.4905375213623,3271,0.1802671075537801,1000.0,312,0.001,918.6804608799998,308017,,
310000,,-76.5020906829834,,0.2910710048414767,,,0.001,,309017,963.9883413892239,1000.0
313095,94,-76.52014897155762,3319,0.24024335896410048,1000.0,316,0.001,917.98559072,312017,,
315000,,-76.49213284301757,,0.19465890026651322,,,0.001,,314017,959.2680100411177,1000.0
317095,94,-76.56522608947753,3366,0.2931445102207363,1000.0,320,0.001,917.5460218200001,316017,,
320000,,-76.48960842895508,,0.41915669276937845,,,0.001,,319017,952.2466497674584,1000.0
321095,94,-76.46617033386231,3410,0.33643308678269385,1000.0,324,0.001,895.34639701,320017,,
325000,,-76.26966957092286,,0.36842553912848236,,,0.001,,324017,948.5535980254411,1000.0
325095,94,,3457,,1000.0,328,,894.0307864199998,,,
329095,94,-76.3515657196045,3487,0.515136682242155,1000.0,332,0.001,891.07113262,328017,,
330000,,-76.314779296875,,0.5370487954877317,,,0.001,,329017,941.2151048205793,1000.0
333095,94,-76.20859803771972,3535,0.486096326045692,1000.0,336,0.001,889.30639339,332017,,
335000,,-76.10262432861329,,0.638883635584265,,,0.001,,334017,925.2916774089448,1000.0
337095,94,-76.00537089538574,3583,0.5470456164889037,1000.0,340,0.001,887.1668317199999,336017,,
340000,,-75.85140895080566,,0.42211454558372496,,,0.001,,339017,938.862505993247,1000.0
341095,93,-75.76719772338868,3631,0.46090279082208874,1000.0,344,0.001,884.59592833,340017,,
345000,,-75.76953829956055,,0.3794639439508319,,,0.001,,344017,950.6681539207697,1000.0
345095,93,,3678,,1000.0,348,,882.7316320699999,,,
349095,94,-75.59550061035156,3708,0.3109610569961369,1000.0,352,0.001,881.2259180399998,348017,,
350000,,-75.56309811401367,,0.23338071804121135,,,0.001,,349017,972.9215942949056,1000.0
353095,94,-75.50835440063477,3755,0.37757179609313607,1000.0,356,0.001,879.2267479000001,352017,,
355000,,-75.33165292358399,,0.3243707216195762,,,0.001,,354017,940.6548080325126,1000.0
357095,93,-75.2621471862793,3801,0.2921742509007454,1000.0,360,0.001,877.43049209,356017,,
360000,,-75.27642292785644,,0.2969420626498759,,,0.001,,359017,953.5489734351635,1000.0
361095,93,-75.26986712646485,3846,0.26669144551083446,1000.0,364,0.001,876.35618428,360017,,
365000,,-75.33409996032715,,0.25746809640154245,,,0.001,,364017,969.3397713243961,1000.0
365095,93,,3892,,1000.0,368,,875.12536617,,,
369095,94,-75.35588652038574,3922,0.1725026261508465,1000.0,372,0.001,874.60512704,368017,,
370000,,-75.38958468627929,,0.19948833972401916,,,0.001,,369017,957.4664732739329,1000.0
373095,94,-75.50946081542969,3968,0.17754934684745968,1000.0,376,0.001,873.7732378299999,372017,,
375000,,-75.53024288940429,,0.16296913184039294,,,0.001,,374017,978.6363060951232,1000.0
377095,93,-75.6248231048584,4014,0.14697490574978292,1000.0,380,0.001,873.8914662700003,376017,,
380000,,-75.67987109375,,0.12327321738749743,,,0.001,,379017,958.9269487082959,1000.0
381095,93,-75.71232083129883,4060,0.14059184131957592,1000.0,384,0.001,873.6361361800002,380017,,
385000,,-75.84135124206543,,0.11788311462663115,,,0.001,,384017,972.271114435792,1000.0
385095,93,,4106,,1000.0,388,,873.36582437,,,
389095,94,-75.92010987854005,4136,0.11755570368468761,1000.0,392,0.001,873.2214488500001,388017,,
390000,,-75.8905897064209,,0.13574218705669044,,,0.001,,389017,979.6861798584462,1000.0
393095,93,-76.05261676025391,4182,0.12354901002906263,1000.0,396,0.001,873.56787663,392017,,
395000,,-76.16249530029297,,0.12335685000382364,,,0.001,,394017,980.914607822895,1000.0
397095,93,-76.22625183105468,4226,0.14288021758943797,1000.0,400,0.001,873.9286349300002,396017,,
400000,,-76.37558415222168,,0.13305047442018986,,,0.001,,399017,977.2819480061531,1000.0
401095,93,-76.31870864868164,4271,0.10920523578301072,1000.0,404,0.001,874.37642175,400017,,
405000,,-76.44284579467774,,0.10902992259711027,,,0.001,,404017,974.1802507758141,1000.0
405095,93,,4311,,1000.0,408,,874.8492531400001,,,
409095,94,-76.55111763000488,4337,0.19694140218943357,1000.0,412,0.001,874.7331669199999,408017,,
410000,,-76.62137979125977,,0.1036734060794115,,,0.001,,409017,979.6317109763622,1000.0
413095,94,-76.64569290161133,4377,0.1079261551834643,1000.0,416,0.001,875.2659960199999,412017,,
415000,,-76.77538725280762,,0.1281537027526647,,,0.001,,414017,978.1371111214161,1000.0
417095,94,-76.73065953063964,4417,0.14605939456261693,1000.0,420,0.001,875.59053495,416017,,
420000,,-76.67135200500488,,0.12338661990314723,,,0.001,,419017,976.7844992935658,1000.0
421095,94,-76.69545877075196,4456,0.2122022693026811,1000.0,424,0.001,897.9823955400002,420017,,
425000,,-76.74978356933593,,0.11130145460553467,,,0.001,,424017,983.6357087910176,1000.0
425095,94,,4495,,1000.0,428,,899.5970623500001,,,
