time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0,24.0,96,12.02575275,3685,4,,,,,,
0,18.0,144,9.924924375,620,8,0.001,38,-0.8093739748001099,0.08225741386413574,,
0,14.416666666666666,173,7.600035833333333,432,12,0.001,70,-0.6797135025262833,0.11035744845867157,,
0,12.6875,203,6.492422124999999,371,16,0.001,99,-0.7427180856466293,0.06658064248040318,,
0,11.75,235,5.85636785,330,20,0.001,131,-0.7017540335655212,0.04494496854022145,,
0,11.458333333333334,275,5.613818291666667,299,24,0.001,169,-0.6995262145996094,0.049178399704396726,,
1,11.25,315,5.443838214285714,275,28,0.001,209,-0.6762783050537109,0.02514098845422268,,
1,11.09375,355,5.31359471875,259,32,0.001,249,-0.6838620662689209,0.015101866517215966,,
1,10.972222222222221,395,5.214329388888888,252,36,0.001,289,-0.6795535206794738,0.008191366121172905,,
1,10.875,435,5.13691775,242,40,0.001,329,-0.6792197465896607,0.009913771646097302,,
2,11.136363636363637,490,6.016519636363637,236,44,0.001,382,-0.940861853686246,0.03835351790555499,,
2,11.041666666666666,530,6.2046825625,227,48,0.001,425,-0.9850953221321106,0.05880853850394487,,
2,10.961538461538462,570,6.452984096153846,222,52,0.001,464,-1.135715087254842,0.04143811347471042,,
2,11.375,637,7.7958219642857145,221,56,0.001,518,-1.3152415752410889,0.05477205604653467,,
3,12.083333333333334,725,9.795266466666666,215,60,0.001,607,-1.790958133610812,0.17855273686688056,,
3,12.703125,813,11.5415190625,210,64,0.001,696,-2.1521906744350088,0.23089714551513846,,
4,13.25,901,13.089966382352943,206,68,0.001,783,-2.4715656367215244,0.2269685393707319,,
4,13.75,990,14.489047888888889,204,72,0.001,872,-3.0490201512972512,0.3020679537692796,,
5,14.197368421052632,1079,15.733757552631578,203,76,0.001,960,-3.280356363816695,0.39140877771106636,,
5,15.6,1248,18.746566362499998,210,80,0.001,1067,-3.8119357426961265,0.4279390686750412,,
6,16.392857142857142,1377,20.515099238095235,201,84,0.001,1255,-4.455958604812622,0.4256428765753905,,
7,16.647727272727273,1465,21.30015385227273,201,88,0.001,1347,-4.869815089485862,0.5693193965337493,,
7,18.032608695652176,1659,24.157770282608695,208,92,0.001,1477,-5.312340996482155,0.6569403798683829,,
9,20.552083333333332,1973,29.21242142708333,207,96,0.001,1794,-6.273644223809242,0.7193165492499247,,
11,22.83,2283,33.771954349999994,206,100,0.001,2103,-7.546831727027893,0.7716481810734596,,
,,2500,,,,0.001,2349,-8.446002413586873,1.075045614177922,84.15,159.77636965215206
14,25.18,2614,39.513796979999995,186,104,0.001,2433,-8.66039666675386,1.0685638636350632,,
15,28.02,2946,45.434423069999994,187,108,0.001,2767,-9.96900192896525,1.228498524498372,,
17,31.08,3281,51.63068007,189,112,0.001,3104,-11.09733892622448,1.4584722795400276,,
19,34.17,3620,57.90282507,190,116,0.001,3439,-12.298205148606073,1.3221859009826884,,
20,37.05,3940,63.68866894,190,120,0.001,3758,-13.391539475856684,1.8235010055752543,,
22,39.87,4262,69.50381716000001,189,124,0.001,4092,-14.602436900138855,1.5849727768450976,,
24,42.53,4568,74.96696628999999,187,128,0.001,4416,-15.655587816238404,1.5384904883801938,,
25,45.29,4884,80.60513447000001,188,132,0.001,4706,-16.512834649336966,2.6224121220906578,,
,,5000,,,,0.001,4863,-17.027217065965807,2.73794175306956,69.8,126.83993498086929
28,47.21,5116,84.53325480000001,178,136,0.001,4968,-17.430347747802735,2.673052991628647,,
29,49.46,5381,89.18289625999999,179,140,0.001,5233,-17.950151096690785,3.0588440510961745,,
31,51.28,5618,92.84629352,180,144,0.001,5474,-18.870525581892146,3.2256888543858246,,
32,53.28,5858,96.83609885999998,180,148,0.001,5713,-19.53983343564547,3.6464397626103096,,
33,55.15,6085,100.53003762999998,182,152,0.001,5906,-19.943398237228394,4.059912862877051,,
34,56.8,6317,103.64361944000001,181,156,0.001,6175,-20.93303702427791,4.769818174389173,,
35,58.15,6540,106.12163992999999,182,160,0.001,6359,-21.387813091278076,4.186701716234286,,
37,60.09,6822,109.76932646999998,182,164,0.001,6644,-21.691857251253996,5.140634444626895,,
39,62.54,7155,114.49750793999999,183,168,0.001,6976,-22.742714300388243,3.9228172640741605,,
40,65.0,7490,119.28743716999999,183,172,0.001,7311,-23.35717010498047,4.176402831652078,,
