time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
1353,239.64,193344,142,-265.85813334,1012,193210,0.001,-51.68483649359809,3.4381281277712654,,
1359,246.62,194558,143,-273.41038444,1016,194396,0.001,-51.45946931838989,2.9481851011514664,,
,,195000,,,,194555,0.001,-51.7496696472168,3.2911305938448225,365.6490514713238,1000.0
1375,246.33,195672,142,-272.85585980999997,1020,195555,0.001,-51.58734820556641,3.9874655059576036,,
1386,246.87,197813,142,-273.81136038000005,1024,197667,0.001,-51.94808139223041,3.8555008208573756,,
1387,235.86,198030,142,-261.7887432,1028,197876,0.001,-51.71508585611979,3.544512415754384,,
1388,221.63,198219,142,-245.59268668999997,1032,198111,0.001,-51.6825803120931,4.12859035838734,,
1393,230.22,199391,143,-254.69876917999997,1036,199232,0.001,-51.741363548278805,4.227989780783653,,
1395,230.52,199653,143,-255.23930145999998,1040,199559,0.001,-51.760825466102276,4.558254743126077,,
1396,219.79,199859,143,-243.38332663,1044,199726,0.001,-51.79078737894694,4.396343394688198,,
,,200000,,,,199854,0.001,-52.02275478138643,4.1172139146434725,85.50484570874156,1000.0
1408,212.02,200369,142,-235.00295434000003,1048,200148,0.001,-51.88498093810263,4.4076813829096055,,
1410,209.24,200646,142,-231.81829057999997,1052,200545,0.001,-51.85408736847259,5.041908655847822,,
1413,220.85,202030,142,-244.40575657000002,1056,200958,0.001,-52.11116811964247,4.114063602098277,,
1419,218.0,203160,143,-242.04819281,1060,202088,0.001,-51.93636747848156,3.401595277841701,,
1425,229.02,204451,143,-253.85626047000002,1064,203379,0.001,-52.117243085588726,5.672348626454672,,
,,205000,,,,204379,0.001,-52.17993933105469,4.264935930013657,117.0735775966441,1000.0
1445,229.21,205670,142,-254.00535144000003,1068,205503,0.001,-52.2698739093283,3.688619557847368,,
1447,220.56,206031,142,-245.29611809999997,1072,205872,0.001,-52.00633243761565,4.2872679459421255,,
1448,211.53,206227,142,-235.3140598,1076,206134,0.001,-52.02460410378196,5.37591809576208,,
1450,216.89,207064,142,-241.20553133,1080,206300,0.001,-52.126422316939745,4.186900392726615,,
1458,217.97,208262,142,-242.67176192,1084,208104,0.001,-52.13189088439941,4.386950621366501,,
1464,225.56,209414,142,-250.46217481000002,1088,209253,0.001,-51.94202985261616,5.14538787267147,,
,,210000,,,,209559,0.001,-51.79465380581942,4.348476328633049,73.17195754561253,1000.0
1477,233.94,210631,142,-260.07078685,1092,,,,,,
1482,215.24,210844,142,-239.67481407000002,1096,210736,0.001,-52.37253514042607,3.9681667381862424,,
1487,205.94,211986,142,-230.08462299,1100,211862,0.001,-52.23341616462259,4.755387506064246,,
1489,206.12,212427,142,-230.72700292999997,1104,212242,0.001,-52.156345752754596,4.066332844772724,,
1496,204.68,213596,142,-228.68773899999997,1108,213504,0.001,-52.24487826698705,3.8850962416330974,,
1502,213.78,214722,142,-238.77255087999998,1112,214606,0.001,-52.44332522437686,4.188713024302227,,
1503,204.35,214993,143,-228.32364708999995,1116,214797,0.001,-52.44892120361328,4.688694793837411,,
,,215000,,,,214921,0.001,-52.4989503429782,5.154134538865859,91.09576965091219,1000.0
1524,216.07,217279,142,-240.90397532999995,1120,217026,0.001,-52.500694346877765,5.388321619942075,,
1531,206.79,218492,142,-230.80483385999997,1124,218388,0.001,-52.6626960067749,4.671594235062599,,
1532,206.86,218716,142,-230.86821549999996,1128,218571,0.001,-52.78117790222168,5.4358108160925696,,
,,220000,,,,219907,0.001,-52.89363727054081,4.93120075480358,16.123352322820573,1000.0
1548,218.09,220028,142,-243.26521619,1132,,,,,,
1554,217.31,221122,142,-242.60232842000002,1136,221010,0.001,-52.40060806274414,3.6997714042663574,,
1564,235.46,223199,142,-262.21408790000004,1140,223088,0.001,-53.169745323181154,4.848129834413529,,
1567,246.29,224488,143,-274.18300701,1144,223416,0.001,-52.9932279586792,3.4949204325675964,,
1572,243.45,224714,142,-270.7771798,1148,224491,0.001,-53.02129395802816,4.159795676668485,,
,,225000,,,,224838,0.001,-53.58129285176595,4.4095379477840355,-297.89656631787363,1000.0
1583,243.7,225016,142,-271.27705290999995,1152,,,,,,
1589,241.94,226224,142,-269.42008449,1156,226062,0.001,-53.28256500244141,5.178991895914078,,
1596,245.51,227711,142,-273.17453136,1160,227396,0.001,-53.389448053696576,5.41085555974175,,
,,230000,,,,229639,0.001,-53.448964851379394,4.9362830485105516,91.12569964278956,1000.0
1622,263.98,230849,142,-293.60839656999997,1164,230639,0.001,-53.69196583557129,4.941517123103142,,
1624,254.07,231077,142,-282.37447087,1168,230972,0.001,-53.765027364095054,4.362285382407052,,
1630,262.52,232283,142,-291.52185491,1172,232109,0.001,-53.40813755989075,5.148815277850989,,
1638,282.28,234455,143,-313.16061708,1176,233383,0.001,-53.94103670120239,4.580183898701387,,
,,235000,,,,234647,0.001,-53.76128896077474,5.865985666002546,-263.72242224222754,1000.0
1654,286.55,235719,142,-318.10184281999994,1180,,,,,,
1660,286.16,236878,142,-317.36318288,1184,235806,0.001,-53.912694252143474,5.530877139833239,,
1665,277.7,237184,142,-308.37209313999995,1188,237029,0.001,-53.83695422901827,5.746486877693849,,
1666,268.79,237510,142,-298.06714795,1192,237201,0.001,-54.105311802455354,6.054373809269497,,
1673,278.6,238704,142,-308.80408789,1196,238521,0.001,-54.33781100857642,5.002701045974852,,
1675,271.85,239171,142,-301.7006277,1200,238958,0.001,-53.8627815246582,5.059124782533929,,
,,240000,,,,239279,0.001,-53.930295350816515,5.12574211359024,162.50561328507175,1000.0
1693,289.9,241417,142,-320.96478806,1204,240345,0.001,-54.07226354425604,5.566223751414906,,
1698,281.2,241716,142,-311.50563228,1208,241567,0.001,-53.990190679376774,4.8442459810863845,,
1700,281.57,242879,142,-311.85831451999996,1212,241807,0.001,-54.214756358753554,5.2127342965867784,,
1705,281.78,243171,142,-312.0389542499999,1216,243005,0.001,-54.140770685105096,5.892356257105982,,
1711,269.89,244268,142,-299.24996523000004,1220,244161,0.001,-53.865833236694336,5.219584270477295,,
,,245000,,,,244292,0.001,-53.72243542141385,5.236786385944911,-467.5424804217291,1000.0
1722,268.72,245364,142,-297.86287680000004,1224,,,,,,
1738,287.99,247515,142,-319.0851341299999,1228,247414,0.001,-53.86814636480613,4.987008784638077,,
1743,285.77,248605,142,-316.7741124,1232,248486,0.001,-53.82697937774658,5.347675683259964,,
1750,288.4,249962,142,-320.44060156,1236,249852,0.001,-53.942833411984324,6.052288744507766,,
,,250000,,,,249890,0.001,-53.97883465415553,6.4131739139556885,291.38148953228665,1000.0
1761,279.37,251136,142,-310.49698850000004,1240,250064,0.001,-54.07185790118049,5.998354745633675,,
1768,278.59,252347,142,-309.47189962000004,1244,251275,0.001,-53.65385110037668,5.445437959262303,,
1774,280.05,252719,142,-311.34376498,1248,252617,0.001,-54.00806999206543,6.4823736855478,,
1775,278.63,252879,142,-309.62497288000003,1252,252755,0.001,-54.07774496078491,4.674722685533411,,
1782,279.89,254213,142,-311.06019734,1256,254127,0.001,-54.10702374955298,5.716646626801558,,
1783,267.37,254448,142,-297.23825766000004,1260,254345,0.001,-54.0130190965606,5.672160765019859,,
1785,240.73,254922,142,-268.09345728,1264,254734,0.001,-53.76284107085197,5.063475209523022,,
,,255000,,,,254850,0.001,-53.817513235684096,5.556046300920947,23.389330636852673,1000.0
1797,250.16,256093,142,-278.42486468000004,1268,255021,0.001,-54.15782216389974,6.179902875423432,,
1803,250.51,257334,142,-278.88996103,1272,256262,0.001,-54.228578408559166,4.794642830888431,,
1809,239.69,258424,142,-267.36912867,1276,257352,0.001,-53.92330127292209,5.5046376784642534,,
1814,230.08,258727,142,-256.66263805,1280,258603,0.001,-53.949894428253174,4.749563252553344,,
1815,220.38,258916,142,-246.31628725000002,1284,258770,0.001,-54.155354817708336,5.730799581946396,,
1817,220.54,259238,142,-246.35469097,1288,259113,0.001,-53.95162935954769,5.534270352627858,,
,,260000,,,,259166,0.001,-54.12091587207936,5.428478830265549,-43.044521885811264,1000.0
1833,228.76,260386,142,-255.26225766999997,1292,260279,0.001,-54.080753008524574,6.447483529647191,,
1835,220.13,260717,142,-245.79911720999996,1296,260570,0.001,-54.258452860514325,6.961315817303127,,
1846,246.11,263782,142,-273.93980591,1300,262710,0.001,-53.982207862854004,5.7135601078271865,,
,,265000,,,,264879,0.001,-53.9587195892334,6.014670144796371,-691.3011723097995,1000.0
1867,236.21,265038,141,-263.41409461999996,1304,264948,0.001,-54.10416597638812,6.415520820064821,,
1870,241.81,265897,142,-270.15064181,1308,265625,0.001,-54.033145123579374,5.922199586714346,,
1877,243.15,267194,142,-271.71783691,1312,266991,0.001,-53.46130589076451,6.741866223017374,,
1884,252.09,268380,142,-281.68981375,1316,268280,0.001,-53.91128076171875,5.845146100997924,,
1890,252.99,269567,142,-282.9039546199999,1320,269447,0.001,-53.73730317936387,5.292807620147179,,
,,270000,,,,269918,0.001,-54.028955284430054,5.635691926187398,-210.8215836326708,1000.0
1907,256.68,271032,142,-286.85238260999995,1324,270918,0.001,-54.050270805358885,5.997259824752808,,
1914,247.84,272299,142,-277.10470417,1328,272182,0.001,-54.12146304203914,5.7235533676895445,,
1916,241.54,272759,142,-270.36343803999995,1332,272536,0.001,-54.09469643192015,5.0908054735349575,,
1922,238.71,273833,142,-266.46914823,1336,273722,0.001,-54.15864001464844,5.623405348539352,,
1923,228.49,273985,142,-255.44507787000003,1340,273881,0.001,-54.16978912353515,5.914963706334432,,
1924,218.87,274234,142,-245.17033676,1344,274074,0.001,-54.09371968319542,7.265776038169861,,
,,275000,,,,274386,0.001,-54.11535629272461,5.137264111042023,-229.41672079162672,1000.0
1936,227.39,275458,142,-254.52686241,1348,,,,,,
1946,237.43,276622,142,-265.29381366,1352,276506,0.001,-53.93795394897461,4.871818115836696,,
1949,238.63,278076,142,-266.62117277000004,1356,277004,0.001,-54.20964022035952,6.510087897844404,,
1956,249.76,279424,142,-279.16881958,1360,278352,0.001,-54.13227297808673,6.8744329616830155,,
,,280000,,,,279352,0.001,-54.41003271484375,6.342935936331749,-621.7012133908145,1000.0
1981,266.15,281537,142,-297.26364970000003,1364,281426,0.001,-54.54802992537215,7.152855299614571,,
1992,276.31,283724,142,-309.05383236999995,1368,283573,0.001,-54.39395230865478,6.124273990869522,,
1994,275.86,284920,142,-308.56704837000007,1372,283848,0.001,-54.48839302782743,7.294964937936692,,
,,285000,,,,284848,0.001,-54.50139164733887,6.4872670338153835,-402.4639711823314,1000.0
2009,267.92,285216,141,-299.58608631,1376,285084,0.001,-54.585519891036185,6.444512278238932,,
2010,267.72,285499,141,-299.17293378,1380,285350,0.001,-54.41548480158267,6.243019065131312,,
2012,277.05,286621,142,-309.41706179,1384,285549,0.001,-54.14395068940662,5.336724114972491,,
2017,275.66,286804,142,-307.94769309,1388,286668,0.001,-54.019151051839195,8.371910482645035,,
2023,275.3,287916,142,-307.42458217,1392,287821,0.001,-54.671408123440216,7.534747848772023,,
2023,273.13,288030,142,-305.1114514,1396,287943,0.001,-54.82559633255005,5.603936097201179,,
2030,255.9,289372,142,-286.54732233,1400,289159,0.001,-54.5655541711924,7.557431546124545,,
2032,246.94,289732,142,-277.02184445,1404,289621,0.001,-54.15805350409614,6.062631407299557,,
,,290000,,,,289660,0.001,-54.67342834472656,6.410974545356555,-397.7197146044811,1000.0
2053,260.03,291900,142,-290.98013288,1408,291785,0.001,-54.46274142456055,6.688740387797355,,
2054,250.06,292200,142,-279.98593235,1412,292089,0.001,-54.43066113494163,6.783147116040075,,
2056,250.18,293398,142,-280.1005894,1416,292326,0.001,-55.312981923421226,6.450545831160112,,
2066,251.13,294680,142,-281.14254076000003,1420,294460,0.001,-54.44144140625,6.519568059921265,,
,,295000,,,,294730,0.001,-54.16747025882496,7.186360303093405,-483.84642866458745,1000.0
2078,247.7,295802,142,-277.80878461,1424,,,,,,
2093,258.11,298110,142,-289.01422090999995,1428,297773,0.001,-54.36751062774658,6.69275988483429,,
2101,267.83,299542,142,-299.34494021,1432,299388,0.001,-54.41134554545085,6.193542676813462,,
,,300000,,,,299596,0.001,-54.58897508893694,5.57027812988039,-199.039261120891,1000.0
2122,278.88,301721,142,-312.02845308,1436,301596,0.001,-54.52171835327148,6.106434863567352,,
2134,308.39,304824,142,-343.97446745,1440,303752,0.001,-54.52154731750488,6.550889443425299,,
,,305000,,,,304752,0.001,-54.38557421875,6.719304036855697,-19.521113688682817,1000.0
2154,319.53,306187,142,-355.68770942000003,1444,305999,0.001,-54.51994808421416,6.540512307952432,,
2155,309.24,306382,142,-344.36566753,1448,306228,0.001,-54.39585374041302,5.599638412028183,,
2161,309.6,307582,142,-345.08343478,1452,307460,0.001,-54.41722402954102,6.602084235191345,,
2163,297.62,307838,142,-331.83278473999997,1456,307732,0.001,-54.435988033519074,7.645490544683793,,
,,310000,,,,309069,0.001,-54.560982894897464,5.352132137616476,-480.6113700184413,1000.0
2180,307.17,310141,142,-342.29360209,1460,,,,,,
2186,289.92,310529,142,-323.496992,1464,310400,0.001,-54.48391994900174,6.8396230750613745,,
2198,291.02,312826,142,-324.45486179999995,1468,312738,0.001,-54.34641831310083,6.426130864119615,,
2200,282.54,313174,142,-315.33025948000005,1472,313070,0.001,-54.342888259887694,6.016696751117706,,
2203,286.17,313833,142,-319.22646232000005,1476,313668,0.001,-54.52585196495056,6.950060359893307,,
2205,287.86,314285,142,-321.18430917999996,1480,314052,0.001,-54.43384844191531,7.332866489246327,,
,,315000,,,,314431,0.001,-54.537583669026695,6.043777353835829,-381.3886720369977,1000.0
2217,288.82,315503,142,-322.56718972,1484,,,,,,
2228,300.03,316807,142,-334.91370129999996,1488,316679,0.001,-54.39521444702149,6.940876557350158,,
2229,291.69,317085,142,-326.1058169599999,1492,316997,0.001,-54.2487729879526,7.088785472905861,,
2235,301.59,318189,142,-336.79543606000004,1496,318093,0.001,-54.41255103217231,7.267702895241815,,
,,320000,,,,319228,0.001,-54.40555438232422,6.578418759107589,-483.0320204089745,1000.0
2256,309.81,320353,141,-345.7897588899999,1500,320228,0.001,-54.39322128295898,6.418401814699173,,
2263,327.04,322436,142,-364.64073433,1504,321364,0.001,-54.36397021749745,5.886243719524807,,
2273,319.11,323811,142,-355.92367679,1508,323478,0.001,-54.27624674046293,6.211867499858775,,
,,325000,,,,324918,0.001,-54.187304847717286,6.192042663812638,93.26803816841638,1000.0
2290,328.91,325091,141,-366.8883152400001,1512,,,,,,
2292,320.21,325419,141,-357.47332521,1516,325315,0.001,-54.17235675387912,6.678959289308411,,
2294,318.63,326543,142,-355.45879866999996,1520,325471,0.001,-53.85281235831125,5.830124467611313,,
2299,311.02,326904,142,-347.06682961,1524,326679,0.001,-54.08774285946252,5.280669074192225,,
2305,298.76,327986,142,-333.81018237999996,1528,327885,0.001,-54.422122152228106,5.937591332655686,,
,,330000,,,,328933,0.001,-53.785195960998536,5.789102471351623,184.2578206283933,1000.0
2325,305.09,330051,141,-340.64087394999996,1532,329933,0.001,-53.63560230255127,5.939283464193344,,
2327,288.62,330583,142,-322.35148138999995,1536,330174,0.001,-53.90029772122701,5.998027821591026,,
2334,269.33,331757,142,-301.50863998999995,1540,331638,0.001,-53.48780841827393,5.603004682183266,,
2335,257.83,331970,142,-289.31333337,1544,331880,0.001,-53.483514149983726,5.674660126814682,,
2338,269.36,333318,142,-301.94059565,1548,332246,0.001,-53.08321925571987,4.587595038943821,,
2343,259.72,333554,142,-291.11354515,1552,333456,0.001,-53.45884895324707,5.253618214811597,,
2344,259.81,333819,142,-291.3554161,1556,333717,0.001,-52.81252721150716,5.977356310813658,,
2346,248.45,334986,142,-278.99651199000004,1560,333914,0.001,-53.13020706176758,6.097573851639369,,
,,335000,,,,334914,0.001,-53.101871780395506,6.213304978132248,89.58892209344194,1000.0
2362,247.62,335291,141,-278.01338088,1564,335182,0.001,-52.74082565307617,7.46385498046875,,
2363,228.33,335659,141,-256.77135907,1568,335556,0.001,-53.17429854075114,5.103684010625887,,
2366,230.08,336182,142,-258.77815505,1572,335955,0.001,-52.815469486197244,6.419354789684981,,
2373,237.6,337593,142,-267.33322535,1576,337297,0.001,-52.7774338760376,5.952822827219963,,
,,340000,,,,339534,0.001,-52.66284918212891,5.965048094272613,63.30398925903719,1000.0
2394,263.21,340606,142,-295.61478364,1580,,,,,,
2410,274.98,343001,142,-307.88719460000004,1584,342859,0.001,-52.46958089447021,5.3121004632711415,,
2417,273.59,344166,142,-306.26475303,1588,344082,0.001,-52.218377410388385,5.850693097784499,,
2418,273.9,344475,142,-306.72075320000005,1592,344374,0.001,-52.10330253734923,5.758607093211824,,
,,345000,,,,344437,0.001,-51.73633014454561,6.631314978880041,194.0794156875345,1000.0
2433,274.4,345629,142,-307.73031024999995,1596,345529,0.001,-52.40672318831734,5.708672777466152,,
2434,254.95,345848,142,-286.3719381,1600,345631,0.001,-51.71819273630778,5.278764104843139,,
2438,247.22,347158,142,-277.69137274,1604,346086,0.001,-52.19217109680176,5.947465445377208,,
2444,238.61,347672,142,-268.3391381,1608,347547,0.001,-52.09532378936981,5.0903475797259725,,
2450,237.32,348823,142,-266.68602024000006,1612,348697,0.001,-52.920686201615766,4.917107944903166,,
2451,235.71,348990,142,-264.89979909,1616,348908,0.001,-52.084580174198855,5.152313853209874,,
,,350000,,,,349918,0.001,-51.885307708740235,5.229759302616119,243.02563944477043,1000.0
2467,237.5,350293,141,-266.8656914900001,1620,350146,0.001,-52.29937099275135,4.990404837102775,,
2469,237.73,350677,142,-266.93979297,1624,350384,0.001,-51.86272875467936,5.461983323097229,,
2480,247.69,352755,142,-277.94461808,1628,352641,0.001,-51.75363376617432,5.186605057239532,,
2482,231.28,353179,142,-260.00978066000005,1632,353009,0.001,-51.927177282480095,4.863275752617763,,
,,355000,,,,354225,0.001,-51.73536141204834,5.099864684462547,354.9604639786761,1000.0
2499,247.14,355297,142,-277.99712969999996,1636,,,,,,
2513,255.65,357322,142,-287.13611864,1640,357237,0.001,-51.518491973876955,5.269401644468307,,
,,360000,,,,359338,0.001,-51.57962002563477,5.06343873667717,143.96913836157327,1000.0
2534,284.4,360410,142,-318.70072107,1644,,,,,,
2541,275.68,360886,142,-309.15859891,1648,360770,0.001,-51.5868288675944,5.780100615128227,,
2542,276.3,361184,142,-310.03830623,1652,361046,0.001,-51.3688648135163,4.732159248618192,,
2553,294.8,363299,142,-330.07106266999995,1656,363189,0.001,-51.587649495978106,5.043883692134511,,
2556,296.66,364652,142,-331.87038700000005,1660,363580,0.001,-51.34768943786621,5.601611752259104,,
,,365000,,,,364891,0.001,-51.5403491749483,4.652965973405277,344.52173139332734,1000.0
2571,297.76,365067,141,-333.08408175999995,1664,,,,,,
2572,295.47,365206,141,-330.3474746,1668,365108,0.001,-51.26116041703658,5.056205240162936,,
2574,292.87,365469,141,-327.20803441,1672,365368,0.001,-50.58479537963867,5.337500065565109,,
2574,280.44,365637,141,-313.24375961999993,1676,365450,0.001,-50.4358400617327,7.291740809168134,,
2582,265.46,367152,142,-296.55383212,1680,366954,0.001,-51.3993430480957,5.010837481617927,,
2585,246.1,367611,142,-275.80542303000004,1684,367482,0.001,-51.1866107296634,4.665868791879392,,
2587,245.79,368745,142,-275.26367417,1688,367673,0.001,-51.356912340436665,4.524651034673055,,
2593,246.53,369128,142,-276.08196832999994,1692,369003,0.001,-50.95368217019474,4.066500404301812,,
2594,239.53,369582,142,-268.1854379,1696,369250,0.001,-51.03183255876814,4.029012041432517,,
,,370000,,,,369657,0.001,-50.94739892747667,4.045629103978475,395.1818617961672,1000.0
2611,251.33,370981,142,-281.07160184,1700,370657,0.001,-51.3767537612915,4.9220098443031315,,
2623,260.81,373239,142,-291.01749952,1704,373118,0.001,-51.32105534871419,5.008759519129849,,
2630,269.11,374583,142,-300.22634794000004,1708,374415,0.001,-50.97674348619249,5.736203573845528,,
,,375000,,,,374587,0.001,-50.902821591025905,5.07973797227207,331.299413597133,1000.0
2651,288.36,377659,142,-321.09305194,1712,376587,0.001,-51.186685714721676,4.450227910995483,,
2658,293.24,378314,142,-326.1982865,1716,378107,0.001,-51.300181161328624,4.868942476468643,,
2665,293.16,379609,142,-326.43309367000006,1720,379328,0.001,-50.58154593573676,4.740648488203685,,
,,380000,,,,379794,0.001,-51.395155289593866,4.988802080107208,316.7641266315244,1000.0
2677,301.89,380866,142,-336.08453872999996,1724,,,,,,
2683,286.61,381416,142,-319.3890494,1728,381189,0.001,-50.90007187663645,4.855898512399584,,
2690,295.1,382689,142,-329.3364406,1732,382596,0.001,-51.347383953276136,4.296302542799995,,
2692,277.62,383059,142,-309.59409856,1736,382840,0.001,-50.83941827818405,4.340063452720642,,
2698,268.4,384162,142,-299.68327267000006,1740,384056,0.001,-50.808134506225585,4.993277618050575,,
,,385000,,,,384090,0.001,-51.319761612836054,5.03017587521497,382.8327367748134,1000.0
2713,248.57,385267,141,-277.60803122000004,1744,385168,0.001,-50.516117095947266,4.251429503614252,,
2716,256.62,386548,142,-286.16958575,1748,385476,0.001,-50.006736755371094,4.4217006407285995,,
2726,266.11,387795,142,-296.74209759999997,1752,387657,0.001,-50.68749726336935,5.000208426547307,,
2732,256.65,388964,142,-286.74026523000003,1756,388873,0.001,-51.191407799720764,4.396997367418729,,
2733,245.2,389172,142,-274.18711303,1760,389030,0.001,-51.02296935187446,4.490789816413127,,
2734,241.91,389258,142,-270.5288105,1764,389172,0.001,-50.73253472646078,3.752692073583603,,
,,390000,,,,389325,0.001,-50.86654558043549,4.293301484567656,438.72723647753594,1000.0
2751,262.79,391485,142,-293.76965027,1768,390413,0.001,-50.982857357371934,4.33617756718939,,
2761,273.21,392790,142,-305.09316403,1772,392620,0.001,-50.71304308134934,4.617997702853433,,
2762,273.12,392949,142,-305.03788657,1776,392834,0.001,-50.688563755580354,5.9623501918934005,,
2768,269.02,394054,142,-300.66210956,1780,393962,0.001,-51.11222403390067,5.3582891055515836,,
,,395000,,,,393982,0.001,-49.902951049804685,4.250720512866974,354.05392732603286,1000.0
2783,275.42,395153,141,-307.42830072,1784,395054,0.001,-50.49808829171317,4.4674294966238515,,
2785,275.42,396287,142,-307.5052113,1788,395215,0.001,-50.70600346156529,4.37136697769165,,
2795,284.96,397624,142,-318.07177651,1792,397437,0.001,-50.55582256974845,4.542649487144927,,
2807,302.08,399790,142,-336.59949194999996,1796,399677,0.001,-50.76007810211182,4.457724985837936,,
,,400000,,,,399765,0.001,-50.73209928429645,4.406041363452343,389.09940609197656,1000.0
2827,309.23,401904,142,-344.23296267,1800,401765,0.001,-50.69644347381592,4.492731358766556,,
2839,317.09,404948,142,-353.57301479,1804,403876,0.001,-50.73374522816051,4.118004151365974,,
,,405000,,,,404876,0.001,-50.49706179046631,4.323645505070687,472.2816643437494,1000.0
2858,315.27,406110,142,-351.0809902699999,1808,406029,0.001,-50.7819469158466,4.308387714096263,,
2864,296.15,407274,142,-330.64219207,1812,407181,0.001,-50.308696869880926,4.2986116909211685,,
2871,303.1,408624,142,-338.08218848999996,1816,408291,0.001,-50.54332543182373,4.356785454750061,,
2872,291.92,408801,142,-325.55159634000006,1820,408664,0.001,-50.46429634094238,5.677781549096108,,
2874,284.04,409270,142,-316.79428133,1824,408955,0.001,-49.77413845062256,4.801668256521225,,
2876,280.87,409503,142,-313.12927971,1828,409367,0.001,-50.52958658006456,4.141475616274653,,
,,410000,,,,409832,0.001,-50.35539197921753,4.563404250144958,483.17846000008285,1000.0
2888,273.3,410019,141,-304.19043748,1832,,,,,,
2900,300.95,413154,142,-334.6861827999999,1836,412082,0.001,-50.30311708068847,4.573882925629616,,
2906,301.61,414323,142,-335.28859127,1840,413251,0.001,-50.59932327270508,5.040050462440208,,
,,415000,,,,414576,0.001,-50.18991158713757,4.014561487755305,479.03697592183016,1000.0
2927,303.96,415663,142,-338.03810817000004,1844,415576,0.001,-50.22793841552734,4.452791406154633,,
2933,311.41,417689,142,-346.4563687100001,1848,416617,0.001,-50.86003557840983,3.666912372295673,,
2944,314.34,419229,142,-349.64841881,1852,418943,0.001,-50.29284575046637,4.903103749721478,,
,,420000,,,,419157,0.001,-50.036022400187555,4.613144373782327,550.8119444995652,1000.0
2960,313.82,420346,141,-349.2599045300001,1856,420243,0.001,-49.807918548583984,4.7036369152558155,,
2967,333.9,422562,142,-371.68562737,1860,421490,0.001,-50.080546089172365,4.441656480312347,,
2982,353.82,424640,142,-393.5031762999999,1864,424513,0.001,-50.66687913374467,4.348585102869117,,
2983,334.06,424891,142,-371.5540612699999,1868,424777,0.001,-50.10419139456242,4.592999056765907,,
,,425000,,,,424869,0.001,-49.50690719604492,5.115418348312378,521.1361023566685,1000.0
3004,342.25,427015,142,-380.43758189000005,1872,426869,0.001,-50.000523612976075,4.588649508595466,,
3011,362.56,429205,142,-402.58576968,1876,428133,0.001,-49.83747678375244,4.596918658137321,,
,,430000,,,,429133,0.001,-49.897978233337405,4.49509178006649,507.4365169325494,1000.0
3040,389.77,433031,142,-432.52812839,1880,431959,0.001,-49.716232022708034,4.4841746845199175,,
3050,391.44,434297,142,-434.7689332100001,1884,434053,0.001,-49.731013456980385,4.7928173542022705,,
,,435000,,,,434225,0.001,-49.675180967464,4.491196344758189,597.16318506971,1000.0
3071,401.08,436395,142,-445.1749601600001,1888,436283,0.001,-49.80775688934326,4.58620274233818,,
3078,409.75,438599,142,-454.48487972000004,1892,437527,0.001,-49.80211595047352,5.017849722573923,,
,,440000,,,,439571,0.001,-49.771914962768555,4.50055569589138,620.1873650848866,1000.0
3102,408.86,440676,142,-453.63445109,1896,440571,0.001,-49.956335723876954,4.430122868180275,,
3108,399.86,441890,142,-443.85546789,1900,441797,0.001,-49.95296520996094,4.369049400448799,,
3114,380.68,443016,142,-422.25520317,1904,442910,0.001,-49.730771896362306,4.594549788832665,,
3117,380.89,444199,142,-422.66454733,1908,443127,0.001,-50.40542914650657,4.340033292770386,,
3122,371.92,444466,142,-412.60678287,1912,444309,0.001,-49.42442668568004,5.794995551759547,,
3123,359.97,444621,142,-399.62499192,1916,444501,0.001,-49.96691665649414,6.364261507987976,,
,,445000,,,,444585,0.001,-49.05646091037326,4.463241583771175,558.7015630952083,1000.0
3144,388.56,447657,142,-431.2924019899999,1920,446585,0.001,-49.73884075164795,4.663924226641655,,
3148,385.59,447829,142,-428.04007522,1924,447725,0.001,-49.4638329439385,4.329403026350613,,
3155,395.02,449005,142,-438.64991661,1928,448912,0.001,-49.87632276191086,4.798338362428009,,
,,450000,,,,449134,0.001,-50.319019518400495,4.721336672180577,606.8415534360684,1000.0
3170,402.78,450297,142,-447.2266569399999,1932,450134,0.001,-49.812678382873536,4.823892490267753,,
3172,382.96,451450,142,-424.63542495999997,1936,450378,0.001,-49.443733562122695,4.34571028658838,,
3184,392.74,453597,142,-435.3943804799999,1940,452525,0.001,-49.4715465329728,4.65321422848746,,
,,455000,,,,454651,0.001,-49.85501927185059,4.6468799937963485,546.9186975154095,1000.0
3204,400.6,455723,142,-443.95432198000003,1944,,,,,,
3215,393.07,456996,142,-435.72728278999995,1948,456819,0.001,-49.97299723815918,4.637969372987747,,
3221,389.13,458142,142,-431.20793732,1952,458029,0.001,-49.82896560668945,4.496215043544769,,
3222,381.94,458540,142,-422.96419072,1956,458294,0.001,-49.827657412176265,4.511120079314872,,
,,460000,,,,459498,0.001,-50.1116086324056,6.012103462219239,323.3751926412544,1000.0
3244,390.08,461570,142,-431.7861711400001,1960,460498,0.001,-49.883546600341795,4.765913722872734,,
3250,381.43,462783,142,-421.98728679,1964,461711,0.001,-49.95718812406733,4.910350683015152,,
3256,383.28,463219,142,-424.1218183700001,1968,463065,0.001,-49.422435688522626,4.824595043592364,,
