eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/loss,train/clip_range,train/learning_rate,train/approx_kl,train/value_loss
,34816,,17,291,119,50.0,-66.26842009,,,,,,,,,,,
50.0,35000,-59.56217876076698,,,,,,-0.012156592641258613,0.9873377466574311,0.1091796875,-2.0171670712530614,0.6546798348426819,170,1.7172025442123413,0.2,0.0003,0.00894688,3.1496687322854995
50.0,36000,-59.56217876076698,,,,,,,,,,,,,,,,
,36864,,18,290,126,50.0,-67.27607746,,,,,,,,,,,
50.0,37000,-59.91274797916412,,,,,,-0.01079338593117427,0.9894540663808584,0.096630859375,-1.9539406910538673,0.632428765296936,180,1.153814673423767,0.2,0.0003,0.009502292,2.7744220558553936
50.0,38000,-59.91274797916412,,,,,,,,,,,,,,,,
,38912,,19,290,134,50.0,-67.58027009999999,,,,,,,,,,,
50.0,39000,-59.401545530557634,,,,,,-0.01423837964539416,0.9915032237768173,0.124755859375,-1.8806925661861897,0.6105151772499084,190,1.373246431350708,0.2,0.0003,0.009837864,2.3582396522164344
50.0,40000,-59.401545530557634,,,,,,,,,,,,,,,,
,40960,,20,290,141,50.0,-66.99293196999999,,,,,,,,,,,
50.0,41000,-59.07714787721634,,,,,,-0.00706884256505873,0.991140142083168,0.117626953125,-1.816325544565916,0.5908596515655518,200,1.2154545783996582,0.2,0.0003,0.008326227,2.4058874536305668
50.0,42000,-59.07714787721634,,,,,,,,,,,,,,,,
50.0,43000,-59.07714787721634,,,,,,,,,,,,,,,,
,43008,,21,288,148,50.0,-66.61029851,,,,,,,,,,,
50.0,44000,-59.35444037914276,,,,,,-0.009419288628851063,0.9901290908455849,0.066357421875,-1.7448323130607606,0.5689454078674316,210,1.3474153280258179,0.2,0.0003,0.006950274,3.0128904659301043
50.0,45000,-59.35444037914276,,,,,,,,,,,,,,,,
,45056,,22,289,155,50.0,-66.07812777000001,,,,,,,,,,,
50.0,46000,-59.44927353858948,,,,,,-0.005835252959514037,0.9898582985624671,0.083349609375,-1.679492424428463,0.5531063675880432,220,2.111537218093872,0.2,0.0003,0.012994969,2.5150057420134546
50.0,47000,-59.44927353858948,,,,,,,,,,,,,,,,
,47104,,23,288,162,50.0,-65.7767848,,,,,,,,,,,
50.0,48000,-59.02144916057587,,,,,,-0.007789869295083918,0.9940179917030036,0.09755859375,-1.6220279932022095,0.5387157797813416,230,0.5591628551483154,0.2,0.0003,0.0064203083,1.6261284654960035
50.0,49000,-59.02144916057587,,,,,,,,,,,,,,,,
,49152,,24,288,170,50.0,-65.95443655,,,,,,,,,,,
50.0,50000,-59.672758573293684,,,,,,-0.006050851137842983,0.9935651519335806,0.101220703125,-1.5659760270267724,0.5243500471115112,240,0.827237069606781,0.2,0.0003,0.0106743,1.6213807493448258
50.0,51000,-59.672758573293684,,,,,,,,,,,,,,,,
,51200,,25,288,177,50.0,-65.66506688999999,,,,,,,,,,,
50.0,52000,-59.374960380792615,,,,,,-0.00010701347055146471,0.9949064441025257,0.17529296875,-1.5210427224636078,0.5163694620132446,250,0.8436628580093384,0.2,0.0003,0.006759365,1.3669273871928453
50.0,53000,-59.374960380792615,,,,,,,,,,,,,,,,
,53248,,26,288,184,50.0,-64.73657750000001,,,,,,,,,,,
50.0,54000,-58.69879564642906,,,,,,-0.01046229784260504,0.9938898230902851,0.101904296875,-1.464886125177145,0.500363290309906,260,0.45300179719924927,0.2,0.0003,0.007068994,1.2158080136403442
50.0,55000,-58.69879564642906,,,,,,,,,,,,,,,,
,55296,,27,288,191,50.0,-62.996058430000005,,,,,,,,,,,
50.0,56000,-58.27003486156464,,,,,,-0.007675239903619513,0.9939902117475867,0.137255859375,-1.4066264253109693,0.48828256130218506,270,0.6060643792152405,0.2,0.0003,0.019845381,1.2064134126529098
50.0,57000,-58.27003486156464,,,,,,,,,,,,,,,,
,57344,,28,288,198,50.0,-61.925471910000006,,,,,,,,,,,
50.0,58000,-58.22753242254257,,,,,,-0.012670358343166299,0.9942841986194253,0.12119140625,-1.3520785048604012,0.4776483178138733,280,0.6073586344718933,0.2,0.0003,0.010471724,1.2023738279938698
50.0,59000,-58.22753242254257,,,,,,,,,,,,,,,,
,59392,,29,288,205,50.0,-60.831007199999995,,,,,,,,,,,
50.0,60000,-57.84535735845566,,,,,,-0.010035116724611725,0.9928634082898498,0.0796875,-1.2972329691052438,0.4650331735610962,290,0.8158206343650818,0.2,0.0003,0.008856824,1.247147560492158
50.0,61000,-57.84535735845566,,,,,,,,,,,,,,,,
,61440,,30,288,213,50.0,-60.27343725,,,,,,,,,,,
50.0,62000,-56.85412133932114,,,,,,-0.009405981213785709,0.9958038036711514,0.130810546875,-1.2282182283699512,0.4470996856689453,300,0.38395610451698303,0.2,0.0003,0.011398367,0.7993354903534055
50.0,63000,-56.85412133932114,,,,,,,,,,,,,,,,
,63488,,31,288,219,50.0,-59.639515689999996,,,,,,,,,,,
50.0,64000,-55.51638001203537,,,,,,-0.004534170609258581,0.9955257647670805,0.1564453125,-1.1529138907790184,0.4343903064727783,310,0.46233275532722473,0.2,0.0003,0.011667968,0.8894465859979391
50.0,65000,-55.51638001203537,,,,,,,,,,,,,,,,
,65536,,32,288,227,50.0,-58.67151629999999,,,,,,,,,,,
50.0,66000,-55.902536529302594,,,,,,-0.005784087473875843,0.9962143287993968,0.12490234375,-1.0930820278823377,0.42365777492523193,320,0.3327175974845886,0.2,0.0003,0.008140264,0.7358316006138921
50.0,67000,-55.902536529302594,,,,,,,,,,,,,,,,
,67584,,33,288,234,50.0,-57.80605385999999,,,,,,,,,,,
50.0,68000,-55.03207013607025,,,,,,-0.00532685924845282,0.9964134057518095,0.11103515625,-1.0346255082637072,0.4111906588077545,330,0.25103047490119934,0.2,0.0003,0.005670267,0.6739704079926014
50.0,69000,-55.03207013607025,,,,,,,,,,,,,,,,
,69632,,34,288,241,50.0,-57.32609202999999,,,,,,,,,,,
50.0,70000,-53.94347461163998,,,,,,0.009650456334929914,0.9965426654089242,0.22890625,-0.9675240028649569,0.3994835615158081,340,0.334081768989563,0.2,0.0003,0.008204579,0.6482835050672293
50.0,71000,-53.94347461163998,,,,,,,,,,,,,,,,
,71680,,35,288,248,50.0,-56.292132529999996,,,,,,,,,,,
50.0,72000,-52.35763475894928,,,,,,-0.006965889275306836,0.9968195797409862,0.097705078125,-0.9039212558418512,0.38794004917144775,350,0.20443877577781677,0.2,0.0003,0.015566777,0.491109181381762
50.0,73000,-52.35763475894928,,,,,,,,,,,,,,,,
,73728,,36,288,255,50.0,-55.16552686,,,,,,,,,,,
50.0,74000,-50.21230752766132,,,,,,-0.004504729503969429,0.99302749754861,0.1484375,-0.8306196372956037,0.3765830397605896,360,0.18606221675872803,0.2,0.0003,0.017331012,0.8574318951927126
50.0,75000,-50.21230752766132,,,,,,,,,,,,,,,,
,75776,,37,288,262,50.0,-53.98256034,,,,,,,,,,,
50.0,76000,-48.84826899170876,,,,,,-0.00576009382493794,0.9969914348330349,0.20810546875,-0.7613430811092258,0.3648543357849121,370,0.1867310106754303,0.2,0.0003,0.01811792,0.48992700641974807
50.0,77000,-48.84826899170876,,,,,,,,,,,,,,,,
,77824,,38,288,269,50.0,-52.48539290000001,,,,,,,,,,,
50.0,78000,-47.609099346399304,,,,,,-0.006568826240254566,0.9950788477435708,0.151025390625,-0.6983556136488914,0.35400936007499695,380,0.2770118713378906,0.2,0.0003,0.014116071,0.6408093351870775
50.0,79000,-47.609099346399304,,,,,,,,,,,,,,,,
,79872,,39,287,277,50.0,-51.49713984,,,,,,,,,,,
50.0,80000,-45.19602771699429,,,,,,-0.00431218920275569,0.9965519113466144,0.18125,-0.6275355091318489,0.34140047430992126,390,0.20494291186332703,0.2,0.0003,0.015592462,0.4379782595206052
50.0,81000,-45.19602771699429,,,,,,,,,,,,,,,,
,81920,,40,287,284,50.0,-50.07763096000001,,,,,,,,,,,
50.0,82000,-46.61999342143535,,,,,,-0.008210003071872052,0.9946879181079566,0.18564453125,-0.5639597799628973,0.33208346366882324,400,0.2197144329547882,0.2,0.0003,0.017579623,0.552689965069294
50.0,83000,-46.61999342143535,,,,,,,,,,,,,,,,
,83968,,41,287,292,50.0,-49.425500480000004,,,,,,,,,,,
50.0,84000,-48.43998394012451,,,,,,-0.005552436568541453,0.9959721164777875,0.198095703125,-0.5043477930128575,0.32356008887290955,410,0.14985622465610504,0.2,0.0003,0.012878697,0.4163463659118861
50.0,85000,-48.43998394012451,,,,,,,,,,,,,,,,
50.0,86000,-48.43998394012451,,,,,,,,,,,,,,,,
,86016,,42,286,300,50.0,-49.87958954999999,,,,,,,,,,,
50.0,87000,-45.179933899641036,,,,,,-0.011264601757284253,0.9969330802559853,0.1654296875,-0.45166573096066714,0.31584540009498596,420,0.12668924033641815,0.2,0.0003,0.012826223,0.4155710377264768
50.0,88000,-45.179933899641036,,,,,,,,,,,,,,,,
,88064,,43,286,306,50.0,-49.62772859,,,,,,,,,,,
50.0,89000,-41.92069409489632,,,,,,-0.0038881463959114628,0.9961918562185019,0.167529296875,-0.3913247251883149,0.3053584098815918,430,0.17298918962478638,0.2,0.0003,0.013254955,0.4444976907223463
50.0,90000,-41.92069409489632,,,,,,,,,,,,,,,,
,90112,,44,286,314,50.0,-47.45828272,,,,,,,,,,,
50.0,91000,-43.45126351267099,,,,,,-0.0021663362596882505,0.9932730961591005,0.190673828125,-0.3263688342645764,0.29553675651550293,440,0.2716999351978302,0.2,0.0003,0.013948939,0.5753241983242333
50.0,92000,-43.45126351267099,,,,,,,,,,,,,,,,
,92160,,45,286,321,50.0,-45.98289088000001,,,,,,,,,,,
50.0,93000,-42.62649001628161,,,,,,-0.004519164854718838,0.9945096587762237,0.181884765625,-0.2618119493126869,0.2856062650680542,450,0.23498810827732086,0.2,0.0003,0.013404147,0.5357451809570193
50.0,94000,-42.62649001628161,,,,,,,,,,,,,,,,
,94208,,46,285,329,50.0,-45.84053176,,,,,,,,,,,
50.0,95000,-41.02494905740023,,,,,,-0.00545681023504585,0.9955597086809576,0.152880859375,-0.19620345924049615,0.27630868554115295,460,0.20873630046844482,0.2,0.0003,0.008141942,0.4461731120012701
50.0,96000,-41.02494905740023,,,,,,,,,,,,,,,,
,96256,,47,285,336,50.0,-45.10356303,,,,,,,,,,,
50.0,97000,-38.614925374090674,,,,,,-0.0034800029709003864,0.9943021545186639,0.19287109375,-0.133772512152791,0.26808446645736694,470,0.19881881773471832,0.2,0.0003,0.012328716,0.45059693171642723
50.0,98000,-38.614925374090674,,,,,,,,,,,,,,,,
,98304,,48,285,344,50.0,-42.909006360000014,,,,,,,,,,,
50.0,99000,-34.043719379603864,,,,,,-0.006897936305904295,0.9914016956463456,0.1908203125,-0.06886234767735004,0.2585805654525757,480,0.31919440627098083,0.2,0.0003,0.01564757,0.5238265261054039
50.0,100000,-34.043719379603864,,,,,,,,,,,,,,,,
,100352,,49,285,351,50.0,-38.975534110000005,,,,,,,,,,,
50.0,101000,-26.52403669208288,,,,,,-0.01207595219166251,0.9829496778547764,0.2236328125,0.005229248106479645,0.24804142117500305,490,0.23662829399108887,0.2,0.0003,0.018375754,0.6156803661957383
50.0,102000,-26.52403669208288,,,,,,,,,,,,,,,,
,102400,,50,285,359,50.0,-34.71991626,,,,,,,,,,,
50.0,103000,-17.304651579260828,,,,,,-0.002250596218800638,0.9564886689186096,0.2560546875,0.07992064319550991,0.23848313093185425,500,0.1972638964653015,0.2,0.0003,0.02582096,0.6609984160400927
50.0,104000,-17.304651579260828,,,,,,,,,,,,,,,,
,104448,,51,285,366,50.0,-29.14267715,,,,,,,,,,,
50.0,105000,-12.48354720287025,,,,,,-0.013043470375123434,0.9296888187527657,0.255322265625,0.16184318028390407,0.2286466360092163,510,0.3429439663887024,0.2,0.0003,0.03453457,0.7613971904851496
50.0,106000,-12.48354720287025,,,,,,,,,,,,,,,,
,106496,,52,284,373,50.0,-22.746408499999998,,,,,,,,,,,
50.0,107000,-10.695927251223475,,,,,,-0.010654096919461153,0.649783194065094,0.245263671875,0.25996802374720573,0.2147582769393921,520,0.19583189487457275,0.2,0.0003,0.029118545,0.530203643348068
50.0,108000,-10.695927251223475,,,,,,,,,,,,,,,,
,108544,,53,285,380,50.0,-18.69805041,,,,,,,,,,,
50.0,109000,-9.760219141095877,,,,,,-0.012927071953890845,0.5774679780006409,0.231103515625,0.35439267456531526,0.20430083572864532,530,0.25230464339256287,0.2,0.0003,0.020895883,0.5688473682850599
50.0,110000,-9.760219141095877,,,,,,,,,,,,,,,,
,110592,,54,284,388,50.0,-16.07474363,,,,,,,,,,,
50.0,111000,-9.543419828498736,,,,,,-0.012321744408109226,0.8221096992492676,0.1865234375,0.442673209682107,0.19490036368370056,540,0.13442420959472656,0.2,0.0003,0.01962703,0.414620458194986
50.0,112000,-9.543419828498736,,,,,,,,,,,,,,,,
,112640,,55,285,395,50.0,-14.759277990000003,,,,,,,,,,,
50.0,113000,-9.396656173095106,,,,,,-0.011514914863801096,0.8397221863269806,0.192529296875,0.5195815164595843,0.1875532865524292,550,0.16069604456424713,0.2,0.0003,0.01647576,0.35383812384679914
50.0,114000,-9.396656173095106,,,,,,,,,,,,,,,,
,114688,,56,285,402,50.0,-13.657474890000001,,,,,,,,,,,
50.0,115000,-9.078510423377157,,,,,,-0.012029054871527478,0.8648586571216583,0.18681640625,0.5782952480018139,0.18219846487045288,560,0.13016562163829803,0.2,0.0003,0.039963502,0.45100895198993385
50.0,116000,-9.078510423377157,,,,,,,,,,,,,,,,
,116736,,57,285,409,50.0,-12.969449480000002,,,,,,,,,,,
50.0,117000,-8.762714872229845,,,,,,-0.011872254108311608,0.9110762998461723,0.174658203125,0.6451963551342488,0.17465953528881073,570,0.14499303698539734,0.2,0.0003,0.014290588,0.3183011459186673
50.0,118000,-8.762714872229845,,,,,,,,,,,,,,,,
,118784,,58,284,416,50.0,-12.52124585,,,,,,,,,,,
50.0,119000,-8.699662169534713,,,,,,-0.0022075247135944663,0.8817887678742409,0.14267578125,0.7045189701020718,0.17030930519104004,580,0.23374423384666443,0.2,0.0003,0.010606127,0.4891474623698741
50.0,120000,-8.699662169534713,,,,,,,,,,,,,,,,
,120832,,59,284,424,50.0,-11.756720629999997,,,,,,,,,,,
50.0,121000,-8.826436113659293,,,,,,-0.0189534707023995,0.9274122640490532,0.1796875,0.7856927383691072,0.16210563480854034,590,0.05603015050292015,0.2,0.0003,0.01840945,0.2570563891902566
50.0,122000,-8.826436113659293,,,,,,,,,,,,,,,,
,122880,,60,284,432,50.0,-11.082567529999999,,,,,,,,,,,
50.0,123000,-8.642864442057908,,,,,,-0.00527572903665714,0.9559539780020714,0.141015625,0.859824800118804,0.15716087818145752,600,0.06526387482881546,0.2,0.0003,0.012487641,0.17892694268375636
50.0,124000,-8.642864442057908,,,,,,,,,,,,,,,,
,124928,,61,284,439,50.0,-10.65867324,,,,,,,,,,,
50.0,125000,-8.24326974125579,,,,,,-0.007116200897144154,0.9518717713654041,0.1693359375,0.9244465049356222,0.1516537368297577,610,0.08200638741254807,0.2,0.0003,0.013514312,0.20974962492473423
50.0,126000,-8.24326974125579,,,,,,,,,,,,,,,,
,126976,,62,284,446,50.0,-10.51264054,,,,,,,,,,,
50.0,127000,-8.687306676618755,,,,,,-0.007739648740971461,0.9480951875448227,0.15654296875,0.9786698028445244,0.14818625152111053,620,0.16791844367980957,0.2,0.0003,0.013565686,0.2526314232032746
50.0,128000,-8.687306676618755,,,,,,,,,,,,,,,,
50.0,129000,-8.687306676618755,,,,,,,,,,,,,,,,
,129024,,63,283,454,50.0,-10.439231289999999,,,,,,,,,,,
50.0,130000,-8.501881541498005,,,,,,-0.007024361871299334,0.9447612650692463,0.182421875,1.0247222311794757,0.14447364211082458,630,0.06915491074323654,0.2,0.0003,0.018528713,0.184314026706852
50.0,131000,-8.501881541498005,,,,,,,,,,,,,,,,
,131072,,64,283,462,50.0,-10.389692649999999,,,,,,,,,,,
50.0,132000,-8.432519084215164,,,,,,-0.011715659251785837,0.930225282907486,0.169091796875,1.084614496678114,0.13970594108104706,640,0.04332329332828522,0.2,0.0003,0.016509518,0.2333070687018335
50.0,133000,-8.432519084215164,,,,,,,,,,,,,,,,
,133120,,65,283,469,50.0,-10.136000759999998,,,,,,,,,,,
50.0,134000,-8.079729561880232,,,,,,-0.004278295129188337,0.9631791561841965,0.159716796875,1.1350487586110831,0.13679294288158417,650,0.07856668531894684,0.2,0.0003,0.011866504,0.17279202858917414
50.0,135000,-8.079729561880232,,,,,,,,,,,,,,,,
,135168,,66,283,476,50.0,-10.19654115,,,,,,,,,,,
50.0,136000,-8.824102024082094,,,,,,-0.00618888032331597,0.9605319313704967,0.17783203125,1.1746750198304654,0.1341446042060852,660,0.11365847289562225,0.2,0.0003,0.014843335,0.17209030259400607
50.0,137000,-8.824102024082094,,,,,,,,,,,,,,,,
,137216,,67,283,484,50.0,-9.890295349999999,,,,,,,,,,,
50.0,138000,-8.239012112468481,,,,,,-0.009545681843883358,0.9205196127295494,0.18623046875,1.2047286678105593,0.13238130509853363,670,0.08982006460428238,0.2,0.0003,0.014336409,0.26320455241948365
50.0,139000,-8.239012112468481,,,,,,,,,,,,,,,,
,139264,,68,283,491,50.0,-9.72930147,,,,,,,,,,,
50.0,140000,-8.184068435430527,,,,,,-0.011437409845530055,0.9671417139470577,0.214794921875,1.2409987363964319,0.12965917587280273,680,0.09200810641050339,0.2,0.0003,0.021613976,0.21402701342012734
50.0,141000,-8.184068435430527,,,,,,,,,,,,,,,,
,141312,,69,283,498,50.0,-9.67359913,,,,,,,,,,,
50.0,142000,-8.157980521209538,,,,,,-0.009566107406863011,0.9631195291876793,0.188916015625,1.2855153147131204,0.12684114277362823,690,0.09993908554315567,0.2,0.0003,0.014459135,0.18463668378535658
50.0,143000,-8.157980521209538,,,,,,,,,,,,,,,,
,143360,,70,283,506,50.0,-9.62964217,,,,,,,,,,,
50.0,144000,-8.196736370865256,,,,,,-0.008022429313859903,0.9784659501165152,0.1837890625,1.3406280148774385,0.12291833013296127,700,0.05373084545135498,0.2,0.0003,0.014961081,0.13773396864999085
50.0,145000,-8.196736370865256,,,,,,,,,,,,,,,,
,145408,,71,283,513,50.0,-9.59005964,,,,,,,,,,,
50.0,146000,-8.238359493901953,,,,,,-0.0060588322929106654,0.9771102722734213,0.161083984375,1.4022802419960498,0.11891989409923553,710,0.04830051213502884,0.2,0.0003,0.016044647,0.1338287689257413
50.0,147000,-8.238359493901953,,,,,,,,,,,,,,,,
,147456,,72,283,520,50.0,-9.65713282,,,,,,,,,,,
50.0,148000,-8.411422398686408,,,,,,-0.01001425504218787,0.9606626257300377,0.201806640625,1.4284726195037365,0.11928468197584152,720,0.14113152027130127,0.2,0.0003,0.01791624,0.2350872853770852
50.0,149000,-8.411422398686408,,,,,,,,,,,,,,,,
,149504,,73,283,527,50.0,-9.26698396,,,,,,,,,,,
50.0,150000,-8.253333698213101,,,,,,-0.005847249814542011,0.9756185673177242,0.187841796875,1.435604501515627,0.11827683448791504,730,0.1620025932788849,0.2,0.0003,0.022038523,0.22694357761647552
50.0,151000,-8.253333698213101,,,,,,,,,,,,,,,,
,151552,,74,283,535,50.0,-9.04448107,,,,,,,,,,,
50.0,152000,-8.085235229693353,,,,,,-0.005114894258440472,0.9779938701540232,0.154638671875,1.461384404450655,0.11598364263772964,740,0.10531343519687653,0.2,0.0003,0.017488953,0.22668133613187819
50.0,153000,-8.085235229693353,,,,,,,,,,,,,,,,
,153600,,75,282,542,50.0,-8.809390190000002,,,,,,,,,,,
50.0,154000,-8.055949540622532,,,,,,-0.008066933395457453,0.9764022193849087,0.1900390625,1.4974080592393875,0.11420181393623352,750,0.05772177502512932,0.2,0.0003,0.018563116,0.1837823796784505
50.0,155000,-8.055949540622532,,,,,,,,,,,,,,,,
,155648,,76,282,550,50.0,-8.56769393,,,,,,,,,,,
50.0,156000,-8.138010183162987,,,,,,-0.0064582830644212665,0.9840537365525961,0.185693359375,1.5324484147131443,0.1118088960647583,760,0.056073278188705444,0.2,0.0003,0.014599928,0.16755906734615564
50.0,157000,-8.138010183162987,,,,,,,,,,,,,,,,
,157696,,77,282,557,50.0,-8.8342058,,,,,,,,,,,
50.0,158000,-7.913494706340134,,,,,,-0.008292914577759802,0.9770116601139307,0.16728515625,1.5766237571835517,0.10937710106372833,770,0.11636237055063248,0.2,0.0003,0.012342749,0.20071391162928193
50.0,159000,-7.913494706340134,,,,,,,,,,,,,,,,
,159744,,78,282,565,50.0,-8.803526060000001,,,,,,,,,,,
50.0,160000,-7.9647964367643,,,,,,-0.005896698516153265,0.9868901995941997,0.232177734375,1.6169758319854737,0.10731840133666992,780,0.08442960679531097,0.2,0.0003,0.017777558,0.17019242325332015
50.0,161000,-7.9647964367643,,,,,,,,,,,,,,,,
,161792,,79,282,572,50.0,-8.77500914,,,,,,,,,,,
50.0,162000,-8.228396131237968,,,,,,-0.011249985176254996,0.977560393512249,0.229931640625,1.655784998834133,0.10551214218139648,790,0.08634151518344879,0.2,0.0003,0.0175611,0.1570003387867473
50.0,163000,-8.228396131237968,,,,,,,,,,,,,,,,
,163840,,80,282,580,50.0,-8.79357899,,,,,,,,,,,
50.0,164000,-8.315628970600665,,,,,,-0.006780882953898981,0.9766915570944548,0.22734375,1.6910051189363002,0.10363272577524185,800,0.08348029106855392,0.2,0.0003,0.0195217,0.27618778685573486
50.0,165000,-8.315628970600665,,,,,,,,,,,,,,,,
,165888,,81,281,588,50.0,-8.77811651,,,,,,,,,,,
50.0,166000,-8.461694991216063,,,,,,-0.004361591825727373,0.981851976364851,0.190234375,1.7310089565813542,0.1014617308974266,810,0.13339807093143463,0.2,0.0003,0.012811125,0.23461779141798617
50.0,167000,-8.461694991216063,,,,,,,,,,,,,,,,
,167936,,82,281,596,50.0,-8.63041397,,,,,,,,,,,
