time/total_timesteps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
310000,,0.21255273032933475,309050,0.001,,,,27.36674032211304,,791.9544306965312,1000.0
310050,312,,,,151,2044,-97.30476117,,1000.0,,
314050,316,0.17129138371348382,313050,0.001,152,2064,-100.83082134,27.525948104858397,1000.0,,
315000,,0.16636918429285288,314050,0.001,,,,27.543786544799804,,910.1109568059444,1000.0
318050,320,0.13989354833960532,317050,0.001,152,2091,-103.36722217,27.38739948272705,1000.0,,
320000,,0.14661021225899457,319050,0.001,,,,27.498387351989745,,915.1081068187952,1000.0
322050,324,0.1629486693665385,321050,0.001,151,2118,-105.35181858000001,27.583186626434326,1000.0,,
325000,,0.1561292782500386,324050,0.001,,,,27.54518970108032,,722.0509713493287,1000.0
326050,328,0.15690161115676166,325050,0.001,151,2146,-110.3480941,27.48021590423584,1000.0,,
330000,,0.18451891926676034,329050,0.001,,,,27.65809475326538,,806.4975573778153,1000.0
330050,332,,,,151,2174,-127.32662288,,1000.0,,
334050,336,0.1895300991758704,333050,0.001,152,2193,-135.08088731,27.75480710220337,1000.0,,
335000,,0.17420619435608387,334050,0.001,,,,27.88135440826416,,704.1311490684748,1000.0
338050,340,0.13052734514325856,337050,0.001,152,2222,-139.9833547,28.028841651916505,1000.0,,
340000,,0.17534925834089518,339050,0.001,,,,28.29252400588989,,892.5171602666378,1000.0
342050,344,0.17728287371248005,341050,0.001,151,2250,-144.38445270000003,28.432277034759522,1000.0,,
345000,,0.11652728354930877,344050,0.001,,,,28.07200630187988,,490.18829199038447,1000.0
346050,348,0.11276348669826984,345050,0.001,151,2279,-153.45256647999997,28.039238815307616,1000.0,,
350000,,0.2777979040592909,349050,0.001,,,,28.38353231048584,,873.5179508388043,1000.0
350050,352,,,,151,2306,-156.26031249000002,,1000.0,,
354050,356,0.2034165442660451,353050,0.001,152,2326,-163.71604984000004,28.688467555999758,1000.0,,
355000,,0.19602840458601714,354050,0.001,,,,28.795164028167726,,526.3683344073594,1000.0
358050,360,0.17304223001748323,357050,0.001,152,2353,-180.40229467,29.136653232574464,1000.0,,
360000,,0.1642345199882984,359050,0.001,,,,29.23171545791626,,624.1659551386198,1000.0
362050,364,0.15995621635764837,361050,0.001,152,2381,-193.68706652,29.186943664550782,1000.0,,
365000,,0.15564765156805516,364050,0.001,,,,28.83141358947754,,936.9966298341751,1000.0
366050,368,0.1474938474148512,365050,0.001,151,2409,-194.99473125,28.710667778015136,1000.0,,
370000,,0.12717259712517262,369050,0.001,,,,28.232424591064454,,941.439254423976,1000.0
370050,372,,,,151,2437,-197.37404923999998,,1000.0,,
374050,376,0.16909145365655423,373050,0.001,152,2457,-198.63042660000002,28.070656730651855,1000.0,,
375000,,0.1612960344552994,374050,0.001,,,,28.07897409057617,,915.8574966967105,1000.0
378050,380,0.1363628447987139,377050,0.001,152,2484,-202.19641981,28.149544017791747,1000.0,,
380000,,0.1237699333243072,379050,0.001,,,,28.007359565734863,,863.6860906720161,1000.0
382050,384,0.1202865938693285,381050,0.001,152,2513,-207.88699379,27.862010620117186,1000.0,,
385000,,0.10806517658382654,384050,0.001,,,,27.656808292388916,,901.5869251251221,1000.0
386050,388,0.1094546659514308,385050,0.001,151,2539,-206.05118232,27.61606552886963,1000.0,,
390000,,0.11901002208143473,389050,0.001,,,,27.50138116836548,,892.6776110216975,1000.0
390050,392,,,,151,2568,-202.32757864999996,,1000.0,,
394050,396,0.10362358555570245,393050,0.001,152,2589,-193.74825882000005,27.337684844970703,1000.0,,
395000,,0.10426021912693978,394050,0.001,,,,27.306794860839844,,934.9656913638115,1000.0
398050,400,0.09357358947768807,397050,0.001,152,2617,-188.53443793000002,27.16182257080078,1000.0,,
400000,,0.08738840241730213,399050,0.001,,,,26.98835806274414,,946.1577000498771,1000.0
402050,404,0.09202231002226471,401050,0.001,152,2644,-166.12967110999998,26.787416412353515,1000.0,,
405000,,0.09209714630618691,404050,0.001,,,,26.550523475646973,,948.5887642621994,1000.0
406050,408,0.09197355085238815,405050,0.001,151,2673,-162.55676652999998,26.48426877975464,1000.0,,
410000,,0.11732518894225359,409050,0.001,,,,26.30266876602173,,700.5135447919369,1000.0
410050,412,,,,151,2703,-168.42597299000002,,1000.0,,
414050,416,0.1252270238623023,413050,0.001,151,2725,-167.50751659999997,26.55885062789917,1000.0,,
415000,,0.11986875059455633,414050,0.001,,,,26.54881145477295,,853.4596286594867,1000.0
418050,420,0.13367786175757645,417050,0.001,151,2755,-168.01079976999995,26.645291149139403,1000.0,,
420000,,0.13623108414560556,419050,0.001,,,,26.727390628814696,,901.7681262983009,1000.0
422050,424,0.13700581259280442,421050,0.001,151,2785,-167.73750694000003,26.89257746887207,1000.0,,
425000,,0.13340300649404527,424050,0.001,,,,26.802025772094726,,846.309106206894,1000.0
426050,428,0.12908718365058303,425050,0.001,151,2815,-166.35825685,26.69707730484009,1000.0,,
430000,,0.12346268872171641,429050,0.001,,,,26.454668937683106,,886.2137022554874,1000.0
430050,432,,,,151,2847,-152.47836347,,1000.0,,
434050,436,0.08523922437429428,433050,0.001,151,2869,-147.12106264,26.349091789245605,1000.0,,
435000,,0.0965987847559154,434050,0.001,,,,26.390313793182372,,912.0583084702491,1000.0
438050,440,0.09171908534318209,437050,0.001,150,2915,-144.03101397,26.30137547302246,1000.0,,
440000,,0.1051985707655549,439050,0.001,,,,26.25106492614746,,948.814686897397,1000.0
442050,444,0.09597543396428228,441050,0.001,149,2962,-140.19619595999998,26.18511920928955,1000.0,,
445000,,0.09218457585945726,444050,0.001,,,,26.043717765808104,,913.4047694802284,1000.0
446050,448,0.08692975641414523,445050,0.001,148,3009,-134.04988909999997,25.99780696105957,1000.0,,
450000,,0.08478148707933723,449050,0.001,,,,25.741450866699218,,910.4816497582942,1000.0
450050,452,,,,147,3051,-132.61896538,,1000.0,,
454050,456,0.08656972391530872,453050,0.001,147,3075,-127.31152488,25.54283172225952,1000.0,,
455000,,0.08326467520743608,454050,0.001,,,,25.480647426605223,,953.8112662702799,1000.0
458050,460,0.08029104917496442,457050,0.001,147,3109,-111.39684774,25.271104907989503,1000.0,,
460000,,0.07387530283257365,459050,0.001,,,,25.164407024383546,,953.5690219134092,1000.0
462050,464,0.06930359388142825,461050,0.001,146,3146,-99.62511386999999,25.08281202697754,1000.0,,
465000,,0.06268616994470358,464050,0.001,,,,24.901013633728027,,944.9208823502064,1000.0
466050,468,0.061535378776490686,465050,0.001,146,3180,-98.71889251,24.8340905418396,1000.0,,
470000,,0.05862090800330043,469050,0.001,,,,24.55367852783203,,930.834414178133,1000.0
470050,472,,,,146,3213,-96.80718933999997,,1000.0,,
474050,476,0.05845677226409316,473050,0.001,146,3237,-95.24947481000001,24.350710388183593,1000.0,,
475000,,0.06322270298935473,474050,0.001,,,,24.300644130706786,,954.7292383730412,1000.0
478050,480,0.05866824661567807,477050,0.001,146,3271,-91.98277075,24.204299514770508,1000.0,,
480000,,0.0581103722974658,479050,0.001,,,,24.1338462638855,,961.2409749090672,1000.0
482050,484,0.057819335635751486,481050,0.001,145,3303,-85.95107092,24.090918910980225,1000.0,,
485000,,0.0524711599778384,484050,0.001,,,,23.94167176437378,,954.3465923249721,1000.0
486050,488,0.05362640292011201,485050,0.001,145,3338,-81.81707987,23.883950080871582,1000.0,,
490000,,0.053193857558071614,489050,0.001,,,,23.77096515274048,,959.6847011685371,1000.0
490050,492,,,,145,3373,-80.05894831999998,,1000.0,,
494050,496,0.04903306030854583,493050,0.001,145,3396,-78.67549780999998,23.595073261260985,1000.0,,
495000,,0.05018244307674467,494050,0.001,,,,23.567039756774903,,953.3692727267742,1000.0
498050,500,0.057474273148924115,497050,0.001,145,3430,-77.96996205999999,23.41661040496826,1000.0,,
500000,,0.0513763245921582,499050,0.001,,,,23.349536430358885,,959.1756225764751,1000.0
502050,504,0.05204560598358512,501050,0.001,144,3465,-77.02803203999999,23.282695091247557,1000.0,,
505000,,0.05605894697457552,504050,0.001,,,,23.196598754882814,,925.3690381348133,1000.0
506050,508,0.05794922892190516,505050,0.001,144,3499,-75.83566838,23.19228778076172,1000.0,,
510000,,0.056925704887136816,509050,0.001,,,,23.086752109527588,,948.1433005928993,1000.0
510050,512,,,,144,3534,-67.82595150999998,,1000.0,,
514050,516,0.04887010620161891,513050,0.001,144,3556,-64.89441499,22.897875999450683,1000.0,,
515000,,0.05272102981247008,514050,0.001,,,,22.865663791656495,,962.7984283566475,1000.0
518050,520,0.05293459003977478,517050,0.001,144,3591,-61.89015452999999,22.81084843826294,1000.0,,
520000,,0.05943785904720426,519050,0.001,,,,22.84932405090332,,949.6039814174176,1000.0
522050,524,0.06509926092997194,521050,0.001,143,3625,-60.96237702999999,22.903669914245604,1000.0,,
525000,,0.06061892858706415,524050,0.001,,,,22.989041496276855,,960.4924857616425,1000.0
526050,528,0.05558177053555846,525050,0.001,143,3659,-58.261705729999996,22.975944919586183,1000.0,,
530000,,0.05148756030574441,529050,0.001,,,,23.02699480819702,,907.3291712760926,1000.0
530050,532,,,,143,3693,-56.095556500000015,,1000.0,,
534050,536,0.07245525792986154,533050,0.001,143,3717,-56.22046176999999,23.156524532318116,1000.0,,
535000,,0.07650042109563947,534050,0.001,,,,23.18306630706787,,964.3953128099441,1000.0
538050,540,0.07628023215383291,537050,0.001,143,3751,-55.20648796,23.195349800109863,1000.0,,
540000,,0.0961532418448478,539050,0.001,,,,23.136587768554687,,958.2015633404255,1000.0
542050,544,0.12595902444049717,541050,0.001,143,3786,-55.53728332000001,22.96988726425171,1000.0,,
545000,,0.07498045733384788,544050,0.001,,,,22.831898376464842,,963.6578481435776,1000.0
546050,548,0.09095995963551104,545050,0.001,142,3821,-61.30267212999999,22.797181564331055,1000.0,,
550000,,0.0902502470985055,549050,0.001,,,,22.82068732833862,,885.9732122417539,1000.0
550050,552,,,,142,3858,-63.24416531999999,,1000.0,,
554050,556,0.08340878035128117,553050,0.001,142,3882,-62.394962770000014,22.77042056274414,1000.0,,
555000,,0.08439578995481134,554050,0.001,,,,22.736707244873045,,947.3880674898625,1000.0
558050,560,0.09341666232794524,557050,0.001,142,3918,-62.42398003,22.679078182220458,1000.0,,
560000,,0.07675222262740135,559050,0.001,,,,22.591108558654785,,920.8628222167492,1000.0
562050,564,0.08429198824986815,561050,0.001,142,3955,-66.19083957,22.60694609451294,1000.0,,
565000,,0.07919436417892575,564050,0.001,,,,22.752896057128908,,922.0479069530963,1000.0
566050,568,0.07823624839633703,565050,0.001,141,3994,-66.32862423,22.833378421783447,1000.0,,
570000,,0.0779256845600903,569050,0.001,,,,22.84057586288452,,958.0072457253933,1000.0
570050,572,,,,141,4030,-66.33265211999999,,1000.0,,
574050,576,0.10633829728141427,573050,0.001,141,4054,-66.22407705999998,22.89463692855835,1000.0,,
575000,,0.12118306189402937,574050,0.001,,,,22.991232536315916,,924.3862779676914,1000.0
578050,580,0.1552996517792344,577050,0.001,141,4090,-66.76024211,23.281043365478517,1000.0,,
580000,,0.16297173427045344,579050,0.001,,,,23.53781371688843,,866.1399827450514,1000.0
582050,584,0.17658597449958324,581050,0.001,141,4125,-69.78402188,23.964882259368895,1000.0,,
585000,,0.14960366784036158,584050,0.001,,,,24.552192893981932,,841.7458489537239,1000.0
586050,588,0.139635696336627,585050,0.001,140,4161,-74.04875568000001,24.646315490722657,1000.0,,
590000,,0.20233014253526926,589050,0.001,,,,24.91894185256958,,872.8036266595125,1000.0
590050,592,,,,140,4197,-76.97517863,,1000.0,,
594050,596,0.14459160032495857,593050,0.001,140,4221,-79.86888973,24.64283338546753,1000.0,,
595000,,0.13772615183889866,594050,0.001,,,,24.565231998443604,,905.1835603535176,1000.0
598050,600,0.13552498262375592,597050,0.001,140,4257,-80.35479196,24.542400505065917,1000.0,,
600000,,0.13344355740770697,599050,0.001,,,,24.5909129486084,,940.3254378199578,1000.0
602050,604,0.14991024699062108,601050,0.001,140,4292,-81.59023032999998,24.718200668334962,1000.0,,
605000,,0.1688385684788227,604050,0.001,,,,24.83464186859131,,869.909825026989,1000.0
606050,608,0.1643825808763504,605050,0.001,140,4328,-88.39159070000001,24.887469669342043,1000.0,,
610000,,0.23237703680247068,609050,0.001,,,,25.2228348197937,,865.8604418426752,1000.0
610050,612,,,,139,4363,-90.28166192,,1000.0,,
614050,616,0.4672924940288067,613050,0.001,139,4387,-98.13670793,26.17775688934326,1000.0,,
615000,,0.5791893993616104,614050,0.001,,,,26.3809888381958,,-1115.9400007186225,1000.0
618050,620,0.6430896551012993,617050,0.001,139,4423,-130.77887703000002,29.234837425231934,1000.0,,
620000,,0.5408860462009907,619050,0.001,,,,29.20565087890625,,634.9739611130208,1000.0
622050,624,0.3434334111362696,621050,0.001,139,4461,-153.46205315,29.27114250946045,1000.0,,
625000,,0.22918176493048667,624050,0.001,,,,29.316811126708984,,670.3060761060566,1000.0
626050,628,0.23409028502553703,625050,0.001,139,4497,-166.96082148999997,29.435010261535645,1000.0,,
630000,,0.30141844031214715,629050,0.001,,,,30.158987598419188,,309.4767839011489,1000.0
630050,632,,,,138,4532,-174.95165211,,1000.0,,
634050,636,0.2180524474233389,633050,0.001,139,4559,-176.55772145000003,29.683303401947022,1000.0,,
635000,,0.2099577481597662,634050,0.001,,,,29.59280265045166,,883.4411400482059,1000.0
638050,640,0.18697681178897618,637050,0.001,138,4594,-180.31240817000003,29.404216941833496,1000.0,,
640000,,0.17492821448296308,639050,0.001,,,,29.147762660980224,,710.2995170289214,1000.0
642050,644,0.1583435268253088,641050,0.001,138,4630,-187.68997799000005,28.942012912750243,1000.0,,
645000,,0.1457633204087615,644050,0.001,,,,28.55320220565796,,558.0286897025054,912.1
646050,648,0.15315624368935823,645050,0.001,138,4664,-187.36191882000003,28.45653984069824,1000.0,,
650000,,0.19921449080109596,649050,0.001,,,,28.847620677947997,,703.3190172478556,1000.0
650050,652,,,,138,4699,-192.84670470999998,,1000.0,,
654050,656,0.21466881299763918,653050,0.001,138,4722,-199.88465861,29.023284984588624,1000.0,,
655000,,0.23522399216145276,654050,0.001,,,,29.04553705215454,,739.393997402805,1000.0
658050,660,0.1715885453224182,657050,0.001,138,4758,-203.32275607000003,28.96866101074219,1000.0,,
660000,,0.1744256059527397,659050,0.001,,,,28.866712265014648,,938.7522206842899,1000.0
662050,664,0.1633781428709626,661050,0.001,138,4793,-200.55413805999996,28.805721946716307,1000.0,,
665000,,0.15086359684169293,664050,0.001,,,,28.892855052947997,,905.8258568197489,1000.0
666050,668,0.14063356864452362,665050,0.001,137,4829,-203.52754022000005,28.966155418395996,1000.0,,
670000,,0.16950348906964063,669050,0.001,,,,29.2247230758667,,841.4794516205787,1000.0
670050,672,,,,137,4864,-209.40898021,,1000.0,,
673168,676,0.26932561115920545,672168,0.001,137,4883,-213.71913555999998,29.881440258026124,991.18,,
675000,,0.39013146749138833,674168,0.001,,,,30.317511722564696,,528.2003039019357,1000.0
677168,680,0.30207111331820485,676168,0.001,137,4919,-221.72042167,30.327857341766357,991.18,,
680000,,0.36036900435388086,679701,0.001,,,,31.04015944671631,,117.0037820833968,584.1
