time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
583,0,0.8185139274597169,4,200,50.0,50,0.7203901299834251,0.001,-48.125608,,
279,1,1.3442823815345764,8,400,50.0,250,0.23020995825529098,0.001,-51.66394875,,
,,1.109294991493225,,500,,350,0.11939999841153622,0.001,,50.0,-11.093662750000002
183,3,1.1894150614738463,12,600,50.0,450,0.2922480820119381,0.001,-38.52379658333333,,
185,4,1.1756508541107178,16,800,50.0,650,0.0481743635609746,0.001,-31.71736075,,
,,1.2898491048812866,,1000,,850,0.033583363350480795,0.001,,50.0,-11.7121701
166,6,,20,1000,50.0,,,,-28.0995705,,
169,7,1.37841655254364,24,1200,50.0,1050,0.03351157020777464,0.001,-25.285726416666666,,
171,8,1.4943812417984008,28,1400,50.0,1250,0.0518415380269289,0.001,-22.75344492857143,,
,,1.5595330905914306,,1500,,1350,0.045226790606975556,0.001,,50.0,-11.334993700000002
159,10,1.6524264335632324,32,1600,50.0,1450,0.0814575556665659,0.001,-21.53624025,,
161,11,1.792423882484436,36,1800,50.0,1650,0.048445419631898405,0.001,-19.807628055555554,,
,,1.9435425329208373,,2000,,1850,0.038294173628091815,0.001,,50.0,-11.846491499999999
155,12,,40,2000,50.0,,,,-19.097895375,,
156,14,2.1137599754333496,44,2200,50.0,2050,0.057835868149995806,0.001,-18.74870084090909,,
159,15,2.2893492126464845,48,2400,50.0,2250,0.04686470605432987,0.001,-18.0844121875,,
,,2.352650537490845,,2500,,2350,0.07410548727959394,0.001,,50.0,-11.149419599999998
155,16,2.464530181884766,52,2600,50.0,2450,0.03693313989788294,0.001,-17.604866634615384,,
157,17,2.5786893558502197,56,2800,50.0,2650,0.03660620369017124,0.001,-17.185283642857144,,
,,2.748709840774536,,3000,,2850,0.03451189395040274,0.001,,50.0,-10.789048149999998
153,19,,60,3000,50.0,,,,-16.624237483333335,,
155,20,2.8859838485717773,64,3200,50.0,3050,0.03811927389353514,0.001,-16.162796796875,,
156,21,3.0439791774749754,68,3400,50.0,3250,0.0539148361235857,0.001,-16.028666558823527,,
,,3.1259987640380857,,3500,,3350,0.04421418458223343,0.001,,50.0,-10.459931199999998
152,23,3.2232348346710205,72,3600,50.0,3450,0.06136339265853166,0.001,-15.903951388888888,,
154,24,3.3083775520324705,76,3800,50.0,3650,0.03338176090270281,0.001,-15.636822157894738,,
,,3.4715317344665526,,4000,,3850,0.028209211081266405,0.001,,50.0,-10.4699519
151,26,,80,4000,50.0,,,,-15.449564937500003,,
153,27,3.5919055557250976,84,4200,50.0,4050,0.028899080976843836,0.001,-15.195423000000002,,
154,28,3.753686475753784,88,4400,50.0,4250,0.03266557682305574,0.001,-14.916380704545457,,
,,3.8317930412292482,,4500,,4350,0.03443068396300077,0.001,,50.0,-10.63893505
152,30,3.8561985206604006,92,4600,50.0,4450,0.036867402270436285,0.001,-14.575708445652173,,
153,31,3.9724309158325197,96,4800,50.0,4650,0.02904023326933384,0.001,-14.4396210625,,
,,4.096873254776001,,5000,,4850,0.03260516058653593,0.001,,50.0,-10.03288295
151,32,,100,5000,50.0,,,,-14.188461769999998,,
151,34,4.280941352844239,104,5200,50.0,5050,0.07278455417603254,0.001,-12.744289140000003,,
151,35,4.394987754821777,108,5400,50.0,5250,0.042093568220734595,0.001,-10.794932700000002,,
,,4.420809631347656,,5500,,5350,0.03770047456026077,0.001,,50.0,-9.801134700000002
147,38,4.457984657287597,112,5600,50.0,5450,0.03891665417701006,0.001,-10.725123060000001,,
147,39,4.591809692382813,116,5800,50.0,5650,0.03145825168117881,0.001,-10.65179394,,
,,4.678091850280762,,6000,,5850,0.032310020066797736,0.001,,50.0,-10.103882800000001
143,41,,120,6000,50.0,,,,-10.450198469999998,,
144,42,4.7613200759887695,124,6200,50.0,6050,0.032850443311035635,0.001,-10.33594752,,
145,44,4.880540409088135,128,6400,50.0,6250,0.03981002409011126,0.001,-10.335134539999999,,
,,4.982231140136719,,6500,,6350,0.0673419501259923,0.001,,50.0,-10.621558699999998
143,46,4.989656562805176,132,6600,50.0,6450,0.03132480375468731,0.001,-10.11758751,,
143,47,5.0484004402160645,136,6800,50.0,6650,0.03820761099457741,0.001,-10.23480865,,
,,5.160880489349365,,7000,,6850,0.046562261506915094,0.001,,50.0,-11.005336199999999
140,49,,140,7000,50.0,,,,-10.039405930000001,,
140,51,5.25750171661377,144,7200,50.0,7050,0.03136667523533106,0.001,-9.805197200000002,,
140,52,5.329740142822265,148,7400,50.0,7250,0.03831504102796316,0.001,-9.741691750000001,,
,,5.3436440658569335,,7500,,7350,0.03640858955681324,0.001,,50.0,-11.120234900000002
138,54,5.360427436828613,152,7600,50.0,7450,0.0349945904687047,0.001,-9.69800022,,
138,56,5.508122291564941,156,7800,50.0,7650,0.034718730263412,0.001,-9.66243282,,
,,5.589823246002197,,8000,,7850,0.03278000641614199,0.001,,50.0,-11.826284900000001
