eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/loss,train/clip_range,train/learning_rate,train/approx_kl,train/value_loss
50.0,43000,-59.837833780050275,,,,,,,,,,,,,,,,
,43008,,21,294,145,50.0,-65.43353099,,,,,,,,,,,
50.0,44000,-59.148210036754605,,,,,,-0.013620568356418516,0.9923004237934947,0.108447265625,-1.7649107113480569,0.5745320916175842,210,0.6189055442810059,0.2,0.0003,0.010693535,1.738773150369525
50.0,45000,-59.148210036754605,,,,,,,,,,,,,,,,
,45056,,22,294,152,50.0,-64.96574354,,,,,,,,,,,
50.0,46000,-59.020857399702074,,,,,,-0.008525932411430404,0.9937619725242257,0.06435546875,-1.6893323753029108,0.5523968935012817,220,0.8015591502189636,0.2,0.0003,0.0067153717,1.6805563032627107
50.0,47000,-59.020857399702074,,,,,,,,,,,,,,,,
,47104,,23,294,159,50.0,-64.64662808,,,,,,,,,,,
50.0,48000,-58.52648963332176,,,,,,-0.007257720339111984,0.9924485269002616,0.08310546875,-1.6162705264985562,0.5338097214698792,230,1.2416503429412842,0.2,0.0003,0.011410006,1.6957524836063385
50.0,49000,-58.52648963332176,,,,,,,,,,,,,,,,
,49152,,24,294,166,50.0,-64.31987606,,,,,,,,,,,
50.0,50000,-58.55449649691582,,,,,,-0.007424823835026473,0.9928144784644246,0.084765625,-1.545963040739298,0.5164668560028076,240,0.6342161297798157,0.2,0.0003,0.0061998502,1.452154372818768
50.0,51000,-58.55449649691582,,,,,,,,,,,,,,,,
,51200,,25,294,173,50.0,-63.2892464,,,,,,,,,,,
50.0,52000,-58.70264299511909,,,,,,-0.0056263367790961635,0.9920498095452785,0.143310546875,-1.4725708212703466,0.49928024411201477,250,0.7068560719490051,0.2,0.0003,0.0069250404,1.4909616237506271
50.0,53000,-58.70264299511909,,,,,,,,,,,,,,,,
,53248,,26,295,180,50.0,-62.80095753999999,,,,,,,,,,,
50.0,54000,-59.215996253490445,,,,,,-0.009969760870444589,0.9953777710907161,0.079931640625,-1.3981805473566056,0.4788833260536194,260,0.626400351524353,0.2,0.0003,0.007846946,1.012514010630548
50.0,55000,-59.215996253490445,,,,,,,,,,,,,,,,
,55296,,27,295,187,50.0,-62.30601924999999,,,,,,,,,,,
50.0,56000,-58.30540538430214,,,,,,-0.009137554082553834,0.9953090124763548,0.0779296875,-1.3125165607780218,0.4615437686443329,270,0.32557010650634766,0.2,0.0003,0.009354964,1.0271859111264348
50.0,57000,-58.30540538430214,,,,,,,,,,,,,,,,
,57344,,28,295,193,50.0,-61.59600488,,,,,,,,,,,
50.0,58000,-58.09662938117981,,,,,,-0.010002449553576298,0.9954656716436148,0.14111328125,-1.231238092109561,0.44331711530685425,280,0.45960113406181335,0.2,0.0003,0.016990904,0.969450288079679
50.0,59000,-58.09662938117981,,,,,,,,,,,,,,,,
,59392,,29,296,200,50.0,-60.436182880000004,,,,,,,,,,,
50.0,60000,-57.81496029496193,,,,,,-0.0071307907011942005,0.9958914765156806,0.17529296875,-1.1650055054575206,0.4314117431640625,290,0.2377016842365265,0.2,0.0003,0.013639454,0.7278655391186476
50.0,61000,-57.81496029496193,,,,,,,,,,,,,,,,
,61440,,30,295,207,50.0,-60.11647537000001,,,,,,,,,,,
50.0,62000,-57.43255621790886,,,,,,-0.008756324854039122,0.9967389912344515,0.121142578125,-1.0996548470109702,0.4183703064918518,300,0.3049132525920868,0.2,0.0003,0.011895467,0.6482654714956879
50.0,63000,-57.43255621790886,,,,,,,,,,,,,,,,
,63488,,31,295,214,50.0,-59.7050392,,,,,,,,,,,
50.0,64000,-58.00270407795906,,,,,,-0.008952724892878905,0.9959429921582341,0.0912109375,-1.0302891712635756,0.40639299154281616,310,0.36005544662475586,0.2,0.0003,0.01092804,0.7156254286877811
50.0,65000,-58.00270407795906,,,,,,,,,,,,,,,,
,65536,,32,295,221,50.0,-58.30773911,,,,,,,,,,,
50.0,66000,-56.193917375803,,,,,,-0.011271261380170473,0.9956310614943504,0.11748046875,-0.9703656639903784,0.3941227197647095,320,0.31768614053726196,0.2,0.0003,0.018536113,0.766969820484519
50.0,67000,-56.193917375803,,,,,,,,,,,,,,,,
,67584,,33,295,228,50.0,-55.72827952000001,,,,,,,,,,,
50.0,68000,-55.86717950105667,,,,,,-0.004027004013187252,0.9940286339260638,0.182177734375,-0.8977187260985374,0.3787720203399658,330,0.3321179449558258,0.2,0.0003,0.024277672,0.6500595794059336
50.0,69000,-55.86717950105667,,,,,,,,,,,,,,,,
,69632,,34,294,236,50.0,-55.00764955999999,,,,,,,,,,,
50.0,70000,-43.409884525835515,,,,,,-0.009849369150470012,0.9956871317699552,0.162841796875,-0.8173552295193076,0.3662065267562866,340,0.38333991169929504,0.2,0.0003,0.022779796,0.6223960071802139
50.0,71000,-43.409884525835515,,,,,,,,,,,,,,,,
,71680,,35,294,243,50.0,-52.78365167000001,,,,,,,,,,,
50.0,72000,-45.17168992757797,,,,,,0.001296032645041123,0.994507513474673,0.221728515625,-0.741577778197825,0.35435789823532104,350,0.22539979219436646,0.2,0.0003,0.017291386,0.5591870795935392
50.0,73000,-45.17168992757797,,,,,,,,,,,,,,,,
,73728,,36,295,249,50.0,-51.05754442000001,,,,,,,,,,,
50.0,74000,-41.82562626153231,,,,,,-0.010024269999121316,0.9933455837890506,0.18388671875,-0.6812109176069499,0.34463900327682495,360,0.31055542826652527,0.2,0.0003,0.011605995,0.6583337348885834
50.0,75000,-41.82562626153231,,,,,,,,,,,,,,,,
,75776,,37,294,256,50.0,-49.25362383000001,,,,,,,,,,,
50.0,76000,-39.05933667272329,,,,,,-0.00434872328187339,0.9931664974428713,0.192822265625,-0.6111455943435431,0.332183301448822,370,0.18456512689590454,0.2,0.0003,0.01465217,0.5434194543398917
50.0,77000,-39.05933667272329,,,,,,,,,,,,,,,,
,77824,,38,294,264,50.0,-47.18752337,,,,,,,,,,,
50.0,78000,-38.218200685083865,,,,,,-0.008281230027205311,0.9932087925262749,0.147509765625,-0.5326079012826085,0.3188612759113312,380,0.16140887141227722,0.2,0.0003,0.011172835,0.4500021792948246
50.0,79000,-38.218200685083865,,,,,,,,,,,,,,,,
,79872,,39,294,271,50.0,-45.19434797000001,,,,,,,,,,,
50.0,80000,-36.24884903281927,,,,,,-0.0020566036109812558,0.9915893664583564,0.214404296875,-0.4597206247970462,0.30788618326187134,390,0.23678067326545715,0.2,0.0003,0.011620733,0.5243534428067506
50.0,81000,-36.24884903281927,,,,,,,,,,,,,,,,
,81920,,40,294,277,50.0,-42.98383500999999,,,,,,,,,,,
50.0,82000,-35.47344712167978,,,,,,-0.011406949418596924,0.9867391241714358,0.17744140625,-0.3839673103764653,0.2946968078613281,400,0.2055215835571289,0.2,0.0003,0.015855076,0.6748800187371671
50.0,83000,-35.47344712167978,,,,,,,,,,,,,,,,
,83968,,41,294,284,50.0,-41.25708442999999,,,,,,,,,,,
50.0,84000,-34.311079791933295,,,,,,-0.006408077641390264,0.9887943621724844,0.2236328125,-0.30489051677286627,0.28476041555404663,410,0.21815671026706696,0.2,0.0003,0.025924185,0.49794949451461434
50.0,85000,-34.311079791933295,,,,,,,,,,,,,,,,
50.0,86000,-34.311079791933295,,,,,,,,,,,,,,,,
,86016,,42,293,292,50.0,-39.67413681,,,,,,,,,,,
50.0,87000,-34.90425129234791,,,,,,-0.004830683884210885,0.9883637120947242,0.193310546875,-0.22435785308480263,0.27193760871887207,420,0.21060559153556824,0.2,0.0003,0.01776382,0.4301960829179734
50.0,88000,-34.90425129234791,,,,,,,,,,,,,,,,
,88064,,43,293,299,50.0,-38.80857162,,,,,,,,,,,
50.0,89000,-30.117346167564392,,,,,,-0.01401693876250647,0.9891775893047452,0.19638671875,-0.15685056932270527,0.2652323544025421,430,0.24991029500961304,0.2,0.0003,0.020034336,0.4579529999755323
50.0,90000,-30.117346167564392,,,,,,,,,,,,,,,,
,90112,,44,293,306,50.0,-36.44156182,,,,,,,,,,,
50.0,91000,-29.643907038122414,,,,,,-0.006008745371946134,0.9785072393715382,0.269677734375,-0.09429764114320278,0.25392305850982666,440,0.14515894651412964,0.2,0.0003,0.026733162,0.45502916909754276
50.0,92000,-29.643907038122414,,,,,,,,,,,,,,,,
,92160,,45,293,313,50.0,-33.49837,,,,,,,,,,,
50.0,93000,-25.773718997463583,,,,,,-0.0069283554941648616,0.9763317592442036,0.22392578125,-0.012511540204286575,0.24416953325271606,450,0.29269129037857056,0.2,0.0003,0.021016207,0.477164001762867
50.0,94000,-25.773718997463583,,,,,,,,,,,,,,,,
,94208,,46,293,321,50.0,-31.37782464,,,,,,,,,,,
50.0,95000,-22.6380959354341,,,,,,-0.012221438925189431,0.965028390288353,0.220703125,0.07653131447732449,0.23411086201667786,460,0.18375572562217712,0.2,0.0003,0.018956257,0.450828954949975
50.0,96000,-22.6380959354341,,,,,,,,,,,,,,,,
,96256,,47,292,328,50.0,-28.887603870000003,,,,,,,,,,,
50.0,97000,-14.669967296347021,,,,,,-0.010026967944577336,0.9406738616526127,0.208056640625,0.1578010056167841,0.2232361137866974,470,0.11417168378829956,0.2,0.0003,0.020124445,0.3750122430734336
50.0,98000,-14.669967296347021,,,,,,,,,,,,,,,,
,98304,,48,292,336,50.0,-25.00886368,,,,,,,,,,,
50.0,99000,-12.69467611256987,,,,,,-0.012115854438161478,0.8133282661437988,0.18408203125,0.22526677660644054,0.21785753965377808,480,0.6030021905899048,0.2,0.0003,0.015735144,0.7820428528822958
50.0,100000,-12.69467611256987,,,,,,,,,,,,,,,,
,100352,,49,291,344,50.0,-21.492913159999993,,,,,,,,,,,
50.0,101000,-12.19943700172007,,,,,,-0.011798067289055325,0.8766216337680817,0.2208984375,0.2924315668642521,0.20823809504508972,490,0.17236128449440002,0.2,0.0003,0.01571003,0.3740740122273564
50.0,102000,-12.19943700172007,,,,,,,,,,,,,,,,
,102400,,50,290,352,50.0,-19.375700039999998,,,,,,,,,,,
50.0,103000,-10.48236830867827,,,,,,-0.014339210782782174,0.7884920388460159,0.23037109375,0.36125324852764606,0.20169293880462646,500,0.25137442350387573,0.2,0.0003,0.029361391,0.5891160046681762
50.0,104000,-10.48236830867827,,,,,,,,,,,,,,,,
,104448,,51,290,360,50.0,-17.800395120000005,,,,,,,,,,,
50.0,105000,-9.886421185918152,,,,,,-0.013225785980466753,0.7477105855941772,0.23251953125,0.42953277863562106,0.1941511631011963,510,0.3749438226222992,0.2,0.0003,0.024567356,0.8138763088732958
50.0,106000,-9.886421185918152,,,,,,,,,,,,,,,,
,106496,,52,289,368,50.0,-15.589392979999998,,,,,,,,,,,
50.0,107000,-9.705543310008943,,,,,,-0.012562194321071729,0.8870232477784157,0.23115234375,0.49692819863557813,0.18836721777915955,520,0.1946890503168106,0.2,0.0003,0.018667132,0.40196265452541413
50.0,108000,-9.705543310008943,,,,,,,,,,,,,,,,
,108544,,53,288,376,50.0,-14.4420227,,,,,,,,,,,
50.0,109000,-9.595309376716614,,,,,,-0.010464469672297128,0.8359246253967285,0.19306640625,0.5569832563400269,0.18236596882343292,530,0.24225503206253052,0.2,0.0003,0.018576685,0.552059065271169
50.0,110000,-9.595309376716614,,,,,,,,,,,,,,,,
,110592,,54,287,384,50.0,-14.014529570000002,,,,,,,,,,,
50.0,111000,-9.382936475612222,,,,,,-0.013743253088614437,0.9046958610415459,0.224462890625,0.6208326917141676,0.17642854154109955,540,0.13831833004951477,0.2,0.0003,0.018476987,0.4214035542681813
50.0,112000,-9.382936475612222,,,,,,,,,,,,,,,,
,112640,,55,286,392,50.0,-13.24040059,,,,,,,,,,,
50.0,113000,-9.301157349534332,,,,,,-0.01210376168601215,0.9273562431335449,0.1791015625,0.6860162548720836,0.17047569155693054,550,0.10862245410680771,0.2,0.0003,0.017054811,0.2644791791215539
50.0,114000,-9.301157349534332,,,,,,,,,,,,,,,,
,114688,,56,285,401,50.0,-12.47510977,,,,,,,,,,,
50.0,115000,-9.351565726194531,,,,,,-0.008249326748773456,0.8845098987221718,0.153076171875,0.7656057618558407,0.16298222541809082,560,0.16460400819778442,0.2,0.0003,0.017262746,0.33519931682385506
50.0,116000,-9.351565726194531,,,,,,,,,,,,,,,,
,116736,,57,285,409,50.0,-12.320176080000001,,,,,,,,,,,
50.0,117000,-9.301142974663525,,,,,,-0.004953255277359858,0.9282605797052383,0.1470703125,0.8323403302580118,0.15845635533332825,570,0.09087128937244415,0.2,0.0003,0.010303024,0.25372466146945954
50.0,118000,-9.301142974663525,,,,,,,,,,,,,,,,
,118784,,58,284,417,50.0,-12.35674974,,,,,,,,,,,
50.0,119000,-9.243943905457854,,,,,,-0.003993282403098419,0.9239348620176315,0.158740234375,0.8926660601049662,0.15332567691802979,580,0.08959069103002548,0.2,0.0003,0.012505986,0.23958053197711707
50.0,120000,-9.243943905457854,,,,,,,,,,,,,,,,
,120832,,59,283,425,50.0,-12.532642549999998,,,,,,,,,,,
50.0,121000,-9.189994571357966,,,,,,-0.007737102877581492,0.9394028969109058,0.158837890625,0.9656377296894789,0.14694693684577942,590,0.09957888722419739,0.2,0.0003,0.015004294,0.2014974002260715
50.0,122000,-9.189994571357966,,,,,,,,,,,,,,,,
,122880,,60,283,434,50.0,-12.436172560000003,,,,,,,,,,,
50.0,123000,-9.136457105446606,,,,,,-0.0015423695745994336,0.9358793273568153,0.13642578125,1.0377552442252636,0.14283989369869232,600,0.10816870629787445,0.2,0.0003,0.012984377,0.24751184992492198
50.0,124000,-9.136457105446606,,,,,,,,,,,,,,,,
,124928,,61,282,441,50.0,-11.969038159999998,,,,,,,,,,,
50.0,125000,-9.173787461314351,,,,,,0.002554932903149165,0.9225787296891212,0.1533203125,1.0840934097766877,0.13963179290294647,610,0.06557430326938629,0.2,0.0003,0.008113473,0.2033348486991599
50.0,126000,-9.173787461314351,,,,,,,,,,,,,,,,
,126976,,62,282,449,50.0,-11.36223183,,,,,,,,,,,
50.0,127000,-9.145778900571168,,,,,,-0.002541456535982434,0.9380534552037716,0.15126953125,1.1417686447501183,0.13539418578147888,620,0.07369892299175262,0.2,0.0003,0.012715515,0.17500784024596214
50.0,128000,-9.145778900571168,,,,,,,,,,,,,,,,
50.0,129000,-9.145778900571168,,,,,,,,,,,,,,,,
,129024,,63,281,458,50.0,-11.210565159999998,,,,,,,,,,,
50.0,130000,-9.21201519118622,,,,,,-0.0004201600153464824,0.9315451085567474,0.138916015625,1.2071144994348288,0.13075274229049683,630,0.09415537118911743,0.2,0.0003,0.013338994,0.20275203390046953
50.0,131000,-9.21201519118622,,,,,,,,,,,,,,,,
,131072,,64,281,465,50.0,-11.321816619999998,,,,,,,,,,,
50.0,132000,-9.242508020438255,,,,,,-0.0036597964441170915,0.9401012137532234,0.145751953125,1.259387055784464,0.128307044506073,640,0.08542928099632263,0.2,0.0003,0.010240171,0.20519025453832002
50.0,133000,-9.242508020438255,,,,,,,,,,,,,,,,
,133120,,65,281,473,50.0,-11.031806850000002,,,,,,,,,,,
50.0,134000,-9.235570707730949,,,,,,-0.0010872603161260486,0.8891833946108818,0.138134765625,1.2980581112205982,0.1257239580154419,650,0.12860596179962158,0.2,0.0003,0.010796655,0.23595611639320851
50.0,135000,-9.235570707730949,,,,,,,,,,,,,,,,
,135168,,66,280,481,50.0,-11.02562447,,,,,,,,,,,
50.0,136000,-9.265972743183374,,,,,,-0.001186664798296988,0.9437690153717995,0.1625,1.3425125610083342,0.12267479300498962,660,0.07382509857416153,0.2,0.0003,0.020004705,0.15288397280965
50.0,137000,-9.265972743183374,,,,,,,,,,,,,,,,
,137216,,67,280,489,50.0,-11.248437870000002,,,,,,,,,,,
50.0,138000,-9.350936361029744,,,,,,-0.0017057330929674207,0.9463420920073986,0.149169921875,1.3961031801998616,0.1193704903125763,670,0.07446521520614624,0.2,0.0003,0.0110453665,0.18108896361663937
50.0,139000,-9.350936361029744,,,,,,,,,,,,,,,,
,139264,,68,280,497,50.0,-11.055109790000001,,,,,,,,,,,
50.0,140000,-9.357610955648124,,,,,,-0.004172552622912917,0.9516500197350979,0.167529296875,1.4577109061181546,0.1157028079032898,680,0.06976404786109924,0.2,0.0003,0.014645331,0.17208442315459252
50.0,141000,-9.357610955648124,,,,,,,,,,,,,,,,
,141312,,69,279,504,50.0,-10.730271450000002,,,,,,,,,,,
50.0,142000,-9.265909775160253,,,,,,-0.0004876371385762468,0.967003371566534,0.15341796875,1.502383929491043,0.1136387288570404,690,0.07157791405916214,0.2,0.0003,0.013654558,0.13147116762120276
50.0,143000,-9.265909775160253,,,,,,,,,,,,,,,,
,143360,,70,279,512,50.0,-10.786106219999999,,,,,,,,,,,
50.0,144000,-9.275793597102165,,,,,,-0.003595824574586004,0.9689184669405222,0.167822265625,1.547576980292797,0.11068959534168243,700,0.049080509692430496,0.2,0.0003,0.013735976,0.11598322445061057
50.0,145000,-9.275793597102165,,,,,,,,,,,,,,,,
,145408,,71,279,519,50.0,-10.09061006,,,,,,,,,,,
50.0,146000,-9.305566635541618,,,,,,0.0009035512513946742,0.9410131312906742,0.1421875,1.5853248186409474,0.10921499133110046,710,0.0636565163731575,0.2,0.0003,0.009359605,0.12425861470401287
50.0,147000,-9.305566635541618,,,,,,,,,,,,,,,,
,147456,,72,279,527,50.0,-9.92277492,,,,,,,,,,,
50.0,148000,-9.34175434987992,,,,,,-0.0018619742506416515,0.9573127962648869,0.172412109375,1.6260843873023987,0.1063469797372818,720,0.026792705059051514,0.2,0.0003,0.017364044,0.08778997095068916
50.0,149000,-9.34175434987992,,,,,,,,,,,,,,,,
,149504,,73,279,535,50.0,-10.16557957,,,,,,,,,,,
50.0,150000,-9.29697000719607,,,,,,-0.006235116443713195,0.9702091570943594,0.17021484375,1.6745127387344838,0.10384590923786163,730,0.07502689212560654,0.2,0.0003,0.013808286,0.12616580091416835
50.0,151000,-9.29697000719607,,,,,,,,,,,,,,,,
,151552,,74,279,542,50.0,-10.49927029,,,,,,,,,,,
50.0,152000,-9.204526422359049,,,,,,-0.0010848161778994835,0.9650897569954395,0.185009765625,1.721883798390627,0.10147160291671753,740,0.03528682515025139,0.2,0.0003,0.0180074,0.12753206435590983
50.0,153000,-9.204526422359049,,,,,,,,,,,,,,,,
,153600,,75,279,549,50.0,-9.88622392,,,,,,,,,,,
50.0,154000,-9.259867455810308,,,,,,-0.005225536780199036,0.9501673392951488,0.193603515625,1.7740263536572456,0.09865517914295197,750,0.03763528913259506,0.2,0.0003,0.013224191,0.12024877369403839
50.0,155000,-9.259867455810308,,,,,,,,,,,,,,,,
,155648,,76,279,557,50.0,-9.595915549999999,,,,,,,,,,,
50.0,156000,-9.363467184826732,,,,,,-0.0035127723880577833,0.9763340409845114,0.20400390625,1.825771328806877,0.0963658019900322,760,0.035467520356178284,0.2,0.0003,0.02433081,0.08140451734652743
50.0,157000,-9.363467184826732,,,,,,,,,,,,,,,,
,157696,,77,279,564,50.0,-9.61139801,,,,,,,,,,,
50.0,158000,-9.276384092494846,,,,,,0.00015753153420519083,0.9703657794743776,0.19326171875,1.8647840023040771,0.09444929659366608,770,0.0350491963326931,0.2,0.0003,0.01282945,0.10179709867807105
50.0,159000,-9.276384092494846,,,,,,,,,,,,,,,,
,159744,,78,279,571,50.0,-9.76169163,,,,,,,,,,,
50.0,160000,-9.18065716959536,,,,,,-0.0012452710419893266,0.9711695332080126,0.1693359375,1.9082563020288945,0.09235173463821411,780,0.07974566519260406,0.2,0.0003,0.014947867,0.09232091271551326
50.0,161000,-9.18065716959536,,,,,,,,,,,,,,,,
,161792,,79,279,579,50.0,-9.748849640000001,,,,,,,,,,,
50.0,162000,-9.180563754402101,,,,,,-0.001031320309266448,0.978594122454524,0.22158203125,1.9546985402703285,0.08999068289995193,790,0.08318409323692322,0.2,0.0003,0.018004064,0.08239403365878388
50.0,163000,-9.180563754402101,,,,,,,,,,,,,,,,
,163840,,80,278,587,50.0,-9.50686365,,,,,,,,,,,
50.0,164000,-9.149083661846817,,,,,,0.0013329786859685555,0.9719303082674742,0.209521484375,1.9994374811649323,0.08834976702928543,800,0.02727736532688141,0.2,0.0003,0.015176941,0.07289493082789704
50.0,165000,-9.149083661846817,,,,,,,,,,,,,,,,
,165888,,81,278,595,50.0,-9.377637029999999,,,,,,,,,,,
50.0,166000,-9.095863606221974,,,,,,-0.0005951490253210068,0.9800916276872158,0.1966796875,2.0379880160093307,0.08664871752262115,810,0.02569330483675003,0.2,0.0003,0.021029133,0.06902019483386539
50.0,167000,-9.095863606221974,,,,,,,,,,,,,,,,
,167936,,82,277,604,50.0,-9.97849739,,,,,,,,,,,
