rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/episodes,time/fps,train/learning_rate,train/critic_loss,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
123.310543,0,24.5,98,4,1810,,,,,,
97.01868675,1,20.0,160,8,133,0.001,7.188501008351644,-3.790035145623343,47,,
86.37941741666667,1,18.333333333333332,220,12,144,0.001,0.38255610267321266,-5.46294641494751,107,,
81.066721125,1,17.5,280,16,150,0.001,1.3520409742991129,-5.847837311880929,167,,
77.9136398,2,17.0,340,20,152,0.001,0.3858598997195562,-6.691518783569336,227,,
75.79241391666666,2,16.666666666666668,400,24,154,0.001,0.2067346880833308,-7.429550920213972,287,,
74.26455696428572,2,16.428571428571427,460,28,155,0.001,0.2013498415549596,-7.754798821040562,347,,
73.112287125,3,16.25,520,32,157,0.001,0.09808117846647899,-8.463944435119629,407,,
72.23203352777777,3,16.11111111111111,580,36,159,0.001,0.1046727125843366,-8.92577075958252,467,,
71.540555125,3,16.0,640,40,162,0.001,0.16715046539902687,-9.652084078107562,527,,
70.95213311363636,4,15.909090909090908,700,44,163,0.001,2.4993313829104107,-10.279490198407855,587,,
70.48052133333333,4,15.833333333333334,760,48,164,0.001,0.760327152411143,-10.811494827270508,647,,
70.07422826923077,4,15.76923076923077,820,52,164,0.001,0.10040438075860342,-11.239680290222168,707,,
69.72970141071428,5,15.714285714285714,880,56,165,0.001,0.11178198208411534,-11.607194355555944,767,,
69.42623288333333,5,15.666666666666666,940,60,166,0.001,0.09809293299913406,-12.17039952959333,827,,
69.163257375,5,15.625,1000,64,166,0.001,0.11351669654250145,-12.528671400887626,887,,
68.91660424999998,6,15.588235294117647,1060,68,167,0.001,0.1422793778280417,-13.454616955348424,947,,
68.70977975,6,15.555555555555555,1120,72,168,0.001,0.1835151602824529,-13.789282253810338,1007,,
68.53446827631579,6,15.526315789473685,1180,76,169,0.001,0.9502435266971588,-14.309094292776924,1067,,
68.36383235,7,15.5,1240,80,169,0.001,0.39300872683525084,-14.674157960074288,1127,,
68.20682186904762,7,15.476190476190476,1300,84,169,0.001,0.23289091438055037,-15.307702200753349,1187,,
68.07240155681819,8,15.454545454545455,1360,88,169,0.001,0.21624326457579932,-15.691231727600098,1247,,
67.94755440217392,8,15.434782608695652,1420,92,169,0.001,0.1897310604651769,-16.03425666264125,1307,,
67.82645913541667,8,15.416666666666666,1480,96,170,0.001,0.11930761461456617,-16.4127071925572,1367,,
67.71557106000002,9,15.4,1540,100,170,0.001,0.07460353126128515,-16.72280556815011,1427,,
65.38713996,9,15.02,1600,104,170,0.001,0.13511538182695707,-16.652624130249023,1487,,
65.16891142,9,15.0,1660,108,170,0.001,0.2718667092422644,-17.469018936157227,1547,,
65.16858706,10,15.0,1720,112,170,0.001,0.9091006716092428,-17.683515548706055,1607,,
65.16886398000001,10,15.0,1780,116,170,0.001,0.26821476221084595,-18.048058646065847,1667,,
65.1701663,10,15.0,1840,120,170,0.001,0.24680383304754894,-18.6517391204834,1727,,
65.17458117,11,15.0,1900,124,171,0.001,0.6032908896605174,-18.898500170026505,1787,,
65.18309411999999,11,15.0,1960,128,171,0.001,0.6614817202091217,-19.580129623413086,1847,,
65.18785573,11,15.0,2020,132,171,0.001,0.3136291950941086,-19.808122362409318,1907,,
65.19057665999999,12,15.0,2080,136,171,0.001,0.27551155537366867,-20.208651406424387,1967,,
