train/ent_coef_loss,time/episodes,time/total_timesteps,train/actor_loss,train/critic_loss,train/n_updates,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/ent_coef,eval/mean_reward,eval/mean_ep_length
-4.566246509552002,4,1257,-25.195392608642578,0.66465824842453,1156,0.0003,-120.725514,314.25,13,94,0.708022952079773,,
-9.025742530822754,8,2522,-35.39496994018555,1.3747658729553223,2421,0.0003,-138.72968275,315.25,27,91,0.487692266702652,,
-9.605897903442383,12,2647,-36.60011291503906,1.7673834562301636,2546,0.0003,-95.58781875,220.58333333333334,28,91,0.4701906144618988,,
-10.489238739013672,16,3073,-38.582088470458984,4.526646614074707,2972,0.0003,-86.197965875,192.0625,33,91,0.4157293140888214,,
-15.245235443115234,,5000,-39.15248489379883,2.7244791984558105,4899,0.0003,,,,,0.24055011570453644,-52.74419843684482,630.4
-15.726680755615234,20,5211,-39.313804626464844,3.224364757537842,5110,0.0003,-145.45106105,260.55,67,77,0.22672347724437714,,
-17.66539764404297,24,6337,-36.91751480102539,2.7974495887756348,6236,0.0003,-156.46957933333331,264.0416666666667,79,79,0.1652326136827469,,
-20.132410049438477,28,7874,-31.58116912841797,3.196258306503296,7773,0.0003,-169.4692802142857,281.2142857142857,95,82,0.10774057358503342,,
-19.619075775146484,32,9212,-27.168006896972656,3.720714807510376,9111,0.0003,-176.01050946875,287.875,110,83,0.0747646912932396,,
-19.24586296081543,,10000,-25.398319244384766,2.1422431468963623,9899,0.0003,,,,,0.06050083786249161,-216.79438110817537,653.1
-18.162078857421875,36,10600,-22.842044830322266,3.1469593048095703,10499,0.0003,-178.3663163611111,294.44444444444446,134,78,0.05161008611321449,,
-16.640947341918945,40,11939,-19.387130737304688,2.2080867290496826,11838,0.0003,-177.36718190000002,298.475,150,79,0.03660460561513901,,
-14.628450393676758,44,12241,-18.14943504333496,2.121476411819458,12140,0.0003,-164.20047640909092,278.20454545454544,153,79,0.03397118300199509,,
-13.492182731628418,48,13344,-15.878406524658203,2.0380759239196777,13243,0.0003,-157.74725158333334,278.0,166,80,0.025982847437262535,,
-9.49737548828125,,15000,-13.041107177734375,1.732540249824524,14899,0.0003,,,,,0.018138717859983444,-67.95639590397187,374.6
-9.469442367553711,52,15013,-12.932605743408203,1.9082272052764893,14912,0.0003,-155.06330721153847,288.71153846153845,191,78,0.01809575781226158,,
-3.5617594718933105,56,16533,-11.155659675598145,2.3872129917144775,16432,0.0003,-148.53064589285714,295.23214285714283,208,79,0.014058665372431278,,
0.020017802715301514,60,17836,-8.365656852722168,1.7234772443771362,17735,0.0003,-142.4218759,297.26666666666665,223,79,0.012462315149605274,,
-2.224635124206543,64,18173,-8.747180938720703,1.4345948696136475,18072,0.0003,-134.38178640625,283.953125,226,80,0.012311035767197609,,
-1.7086222171783447,68,18738,-8.501652717590332,2.4345264434814453,18637,0.0003,-127.4810736029412,275.55882352941177,233,80,0.01212424598634243,,
-2.669241189956665,,20000,-7.552491188049316,2.308702230453491,19899,0.0003,,,,,0.012208265252411366,17.625795959219793,607.2
-2.265693187713623,72,20898,-7.03408145904541,2.6796514987945557,20797,0.0003,-122.27062598611113,290.25,267,78,0.012187808752059937,,
0.7936657071113586,76,21474,-6.479248046875,2.0314736366271973,21373,0.0003,-116.43699417105263,282.55263157894734,273,78,0.012305877171456814,,
0.9088811874389648,80,23583,-6.915215492248535,1.795525312423706,23482,0.0003,-109.058235975,294.7875,298,79,0.012291010469198227,,
0.02837654948234558,84,23981,-6.633966445922852,2.3305912017822266,23880,0.0003,-103.19447917857144,285.48809523809524,302,79,0.012343882583081722,,
-1.0091421604156494,,25000,-7.27121639251709,1.8093363046646118,24899,0.0003,,,,,0.012239309027791023,80.95617056144788,398.6
-2.3296287059783936,88,25844,-7.055883407592773,1.5425931215286255,25743,0.0003,-96.17647864772727,293.6818181818182,329,78,0.012086449190974236,,
2.6356472969055176,92,27650,-5.906614303588867,1.7654231786727905,27549,0.0003,-89.26266115217389,300.54347826086956,351,78,0.01206264179199934,,
-0.11686152219772339,96,29380,-6.186001777648926,1.9935201406478882,29279,0.0003,-83.24416990625001,306.0416666666667,370,79,0.012031408958137035,,
-1.02016019821167,,30000,-6.65975284576416,2.109536647796631,29899,0.0003,,,,,0.012173702009022236,20.567693290876925,502.5
1.1795247793197632,100,32479,-6.704799652099609,1.4339990615844727,32378,0.0003,-73.17696306,324.79,412,78,0.012277520261704922,,
-0.6822710037231445,104,34627,-7.61880350112915,1.5655415058135986,34526,0.0003,-63.36857523,333.7,437,79,0.012449189089238644,,
-1.1779588460922241,,35000,-7.315431118011475,1.4739911556243896,34899,0.0003,,,,,0.012306463904678822,158.11613829219132,586.3
-0.6595202684402466,108,37221,-7.471770763397217,1.573033094406128,37120,0.0003,-49.253548120000005,346.99,475,78,0.012204202823340893,,
0.021321535110473633,,40000,-9.59383773803711,1.9866774082183838,39899,0.0003,,,,,0.012349570170044899,179.9380028653075,442.2
2.6038713455200195,112,40039,-9.308517456054688,1.6520298719406128,39938,0.0003,-37.56210457999999,373.92,514,77,0.01241073478013277,,
0.3313937187194824,116,40755,-9.955537796020508,1.6403917074203491,40654,0.0003,-31.04749749999999,376.82,521,78,0.01229376532137394,,
