time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4,3897,7.25,29,0,56.25283625,,,,,,
8,3960,6.625,53,0,50.39982325,,,,,,
12,3986,6.5,78,0,49.146412749999996,,,,,,
16,3875,6.5,104,0,49.139576,,,,,,
20,659,6.85,137,0,52.41243015,31,37.641528606414795,0.001,-6.25054931640625,,
24,428,6.708333333333333,161,0,51.146164416666664,61,14.581268310546875,0.001,-8.739717483520508,,
28,386,6.25,175,0,46.84992160714285,74,13.266126871109009,0.001,-8.151487827301025,,
32,352,5.9375,190,0,43.883564875000005,89,12.29478406906128,0.001,-8.343579292297363,,
36,327,5.694444444444445,205,0,41.57460752777778,104,12.122188091278076,0.001,-8.430171012878418,,
40,308,5.45,218,0,39.3104045,118,11.146081924438477,0.001,-9.147576808929443,,
44,296,5.2272727272727275,230,0,37.26902465909091,130,11.24406623840332,0.001,-8.721132278442383,,
48,285,5.125,246,0,36.2671361875,145,14.523360252380371,0.001,-7.968381881713867,,
52,274,5.0,260,0,35.09708111538461,160,13.532474994659424,0.001,-8.867347240447998,,
56,264,4.875,273,1,33.943606624999994,173,12.310327291488647,0.001,-8.981464385986328,,
60,257,4.766666666666667,286,1,32.945767483333334,186,11.684372425079346,0.001,-7.730843782424927,,
64,252,4.6875,300,1,32.20086971875,199,10.054731369018555,0.001,-8.057853698730469,,
68,246,4.617647058823529,314,1,31.545232588235294,214,14.039992332458496,0.001,-7.902783632278442,,
72,242,4.555555555555555,328,1,30.96033947222222,228,13.007833003997803,0.001,-8.571555376052856,,
76,238,4.5,342,1,30.439183092105264,242,12.333762884140015,0.001,-7.91431188583374,,
80,234,4.4625,357,1,30.074774987499996,257,12.341504096984863,0.001,-8.795188426971436,,
84,231,4.404761904761905,370,1,29.54581353571428,270,12.062566757202148,0.001,-8.814197540283203,,
88,228,4.363636363636363,384,1,29.162255909090906,284,10.554953336715698,0.001,-9.20988655090332,,
92,226,4.326086956521739,398,1,28.81016898913044,298,11.363053321838379,0.001,-7.6700944900512695,,
96,224,4.291666666666667,412,1,28.487276989583336,311,9.929774522781372,0.001,-8.846526622772217,,
100,221,4.26,426,1,28.188792900000003,326,10.601346651713053,0.001,-8.707949161529541,,
104,219,4.11,440,2,26.78257188,340,9.54530930519104,0.001,-7.963924169540405,,
108,217,4.0,453,2,25.76148439,353,8.312812328338623,0.001,-8.446359157562256,,
112,215,3.88,466,2,24.65465312,366,7.511023203531901,0.001,-7.885007619857788,,
116,214,3.74,478,2,23.36694518,378,7.5611545244852705,0.001,-9.403552055358887,,
120,213,3.54,491,2,21.504285959999997,391,8.279371738433838,0.001,-8.843163013458252,,
124,212,3.45,506,2,20.63711462,405,7.743288040161133,0.001,-8.022006034851074,,
128,210,3.45,520,2,20.63627551,420,7.770802656809489,0.001,-8.406318187713623,,
132,209,3.44,534,2,20.55671022,433,7.517204642295837,0.001,-9.825264930725098,,
136,208,3.43,548,2,20.47534031,447,8.773414929707846,0.001,-9.883752822875977,,
140,207,3.43,561,2,20.47772108,461,8.51472250620524,0.001,-9.185267448425293,,
144,206,3.43,573,2,20.47916221,473,6.326675732930501,0.001,-9.766521453857422,,
148,205,3.41,587,2,20.31263427,487,9.588384866714478,0.001,-9.494881629943848,,
152,205,3.4,600,2,20.228324899999997,499,10.097904205322266,0.001,-8.545745849609375,,
156,203,3.41,614,3,20.31273457,514,7.923735936482747,0.001,-8.928728103637695,,
160,202,3.42,628,3,20.39672643,527,6.393585840861003,0.001,-8.620179176330566,,
164,201,3.43,643,3,20.480402470000005,543,6.02562940120697,0.001,-9.09661340713501,,
168,200,3.42,656,3,20.39754365,556,5.722696145375569,0.001,-8.738892078399658,,
172,200,3.4,668,3,20.234483940000004,568,7.1794023513793945,0.001,-9.319870471954346,,
176,199,3.39,681,3,20.1509643,581,6.012131690979004,0.001,-9.616886138916016,,
180,199,3.38,695,3,20.06790215,595,5.445114970207214,0.001,-8.942171573638916,,
184,198,3.39,709,3,20.154044040000002,609,6.248488744099935,0.001,-8.97803783416748,,
188,198,3.41,725,3,20.319123979999997,624,5.928386926651001,0.001,-9.984600067138672,,
192,197,3.42,740,3,20.402569609999997,639,5.679285764694214,0.001,-9.69116497039795,,
196,197,3.42,754,3,20.402219999999996,653,4.784493287404378,0.001,-9.4075288772583,,
200,196,3.43,769,3,20.48753014,668,6.617183566093445,0.001,-9.305379390716553,,
204,195,3.44,784,4,20.570374220000005,683,6.498690724372864,0.001,-9.820949077606201,,
208,195,3.47,800,4,20.81684601,699,5.493896126747131,0.001,-9.936893463134766,,
212,194,3.48,814,4,20.901408590000003,713,4.78769052028656,0.001,-10.784039497375488,,
216,194,3.51,829,4,21.14888416,729,4.088467001914978,0.001,-9.733497619628906,,
220,193,3.53,844,4,21.31552067,743,4.489336013793945,0.001,-9.815975189208984,,
224,193,3.53,859,4,21.316472949999998,758,6.380846261978149,0.001,-9.21239709854126,,
228,192,3.53,873,4,21.315358070000002,773,5.68744421005249,0.001,-10.02527141571045,,
232,192,3.52,886,4,21.230802120000003,786,5.321784496307373,0.001,-9.705583095550537,,
236,192,3.53,901,4,21.313690850000004,801,5.385568261146545,0.001,-9.191028594970703,,
240,192,3.53,914,4,21.315032999999993,813,3.8358941078186035,0.001,-9.748116493225098,,
244,191,3.54,927,4,21.399542729999997,827,4.659070014953613,0.001,-9.797133445739746,,
