time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,rollout/ep_len_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
18,3.4969287900000006,3400,188,187,18.45,0.001,-7.523784464055842,2.6393611458214847,3288,,
18,5.06606043,3487,192,187,18.61,0.001,-8.136014548215,1.9363910095258192,3376,,
19,6.65752386,3575,196,187,18.77,0.001,-8.504825973510743,2.2584199962161837,3463,,
19,8.21033841,3660,200,187,18.9,0.001,-8.574103260040284,2.223583791937147,3549,,
19,9.784078189999999,3747,204,187,19.06,0.001,-8.838292121887207,1.8183629472147336,3635,,
20,11.355836779999999,3834,208,187,19.21,0.001,-9.021281415765936,1.4604680036956614,3722,,
20,12.893058099999998,3920,212,187,19.37,0.001,-9.500274484807795,1.9917220558438982,3808,,
21,14.475822739999998,4007,216,187,19.53,0.001,-9.341163591905074,1.4778755578127774,3895,,
21,16.02967604,4092,220,186,19.67,0.001,-9.396522188186646,1.7507417187804268,3981,,
22,17.5836257,4178,224,186,19.81,0.001,-10.200979406183416,1.6614554849537937,4067,,
22,19.160362640000002,4265,228,186,19.97,0.001,-9.219822072982788,1.5426373446271533,4153,,
23,20.747739759999998,4353,232,186,20.14,0.001,-10.288356694308193,1.450823299586773,4241,,
