time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0,18.75,75,15.243348,3850,4,,,,,,
0,25.75,206,34.181486,428,8,0.001,88,-1.5405340194702148,0.1077572712795688,,
1,28.5,342,42.062815083333334,341,12,0.001,180,-2.12957148368542,0.1409585604071617,,
1,25.8125,413,30.943445250000003,274,16,0.001,299,-2.6391804218292236,0.22791618919547865,,
1,24.25,485,24.26173255,263,20,0.001,371,-2.5947120454576282,0.17234208289947775,,
2,23.208333333333332,557,19.829351916666667,259,24,0.001,443,-2.5159864690568714,0.1710780051847299,,
2,22.464285714285715,629,16.63938425,255,28,0.001,515,-2.5127559767829046,0.19570491421553823,,
2,21.84375,699,14.292967625000001,255,32,0.001,585,-2.4591058790683746,0.23908279003465877,,
3,21.416666666666668,771,12.45438938888889,254,36,0.001,657,-2.2817684014638266,0.3057534760899014,,
3,21.05,842,10.978306525,253,40,0.001,728,-2.4193239741855197,0.21165049777311437,,
3,20.75,913,9.765807545454546,252,44,0.001,799,-2.2177114619149103,0.2657652087509632,,
3,20.5,984,8.752617875,249,48,0.001,870,-2.1043114397260876,0.25523666768438286,,
4,20.307692307692307,1056,7.889023826923078,247,52,0.001,942,-2.062308775054084,0.338550116866827,,
4,20.125,1127,7.158205357142857,245,56,0.001,1013,-1.9328362196683884,0.27473729848861694,,
4,19.983333333333334,1199,6.5123249,243,60,0.001,1085,-1.6411773761113484,0.18811097451382214,,
5,19.84375,1270,5.954010765625001,241,64,0.001,1156,-1.9185649686389499,0.3380621631136712,,
5,19.705882352941178,1340,5.475047544117649,240,68,0.001,1227,-1.7457830011844635,0.342611399205292,,
5,19.61111111111111,1412,5.031959333333333,240,72,0.001,1298,-1.727790845765008,0.15231234497494167,,
6,19.513157894736842,1483,4.638053302631579,239,76,0.001,1370,-1.585060675938924,0.3569742975135644,,
6,19.425,1554,4.2890338875000005,239,80,0.001,1440,-1.4730081028408475,0.2590582550813754,,
6,19.357142857142858,1626,3.9679078928571436,239,84,0.001,1512,-1.6543072859446208,0.22423732322123316,,
7,19.28409090909091,1697,3.6872130909090917,239,88,0.001,1583,-1.243127488427692,0.19109435296720928,,
7,19.217391304347824,1768,3.427155858695653,238,92,0.001,1654,-1.187361114554935,0.3844764561337583,,
7,19.15625,1839,3.182700104166667,238,96,0.001,1725,-0.9481979385018349,0.2611198679489248,,
8,19.11,1911,2.9585632000000004,238,100,0.001,1797,-0.8506089084678226,0.2414149890343348,,
8,19.07,1982,2.2575986700000006,238,104,0.001,1868,-0.9495434297455682,0.3481285348534584,,
8,18.47,2053,0.044462730000000075,238,108,0.001,1939,-1.2836701704396143,0.394461315125227,,
8,17.82,2124,-2.3608814799999998,238,112,0.001,2010,-0.7462453515165381,0.35031505963868564,,
9,17.82,2195,-2.3586097299999995,237,116,0.001,2081,-0.9462700097097291,0.5587917206188043,,
9,17.82,2267,-2.35498846,237,120,0.001,2153,-0.6324871646033393,0.458612104670869,,
9,17.82,2339,-2.36233624,235,124,0.001,2225,-0.8434642843074269,0.4164696741435263,,
10,17.82,2411,-2.36351458,235,128,0.001,2297,-0.25806208829291993,0.26094927038583493,,
10,17.83,2482,-2.3705409600000005,236,132,0.001,2368,-0.01592350999514262,0.3500881139189005,,
,,2500,,,,0.001,2386,-0.713083927002218,0.366760242316458,17.85,-2.3811555705964564
11,17.83,2554,-2.3791532500000003,231,136,0.001,2440,-0.35341541551881367,0.5226670338047875,,
11,17.82,2624,-2.37397449,231,140,0.001,2511,0.07572461581892437,0.611756205972698,,
11,17.83,2696,-2.38697269,231,144,0.001,2582,0.24456147683991325,0.5511096115741465,,
11,17.84,2768,-2.38629721,231,148,0.001,2654,0.05809918004605505,0.27551567264729077,,
12,17.82,2838,-2.3711292299999998,230,152,0.001,2725,0.06531774252653122,0.5650760772473672,,
12,17.81,2908,-2.36158092,230,156,0.001,2794,0.05759137667094668,0.23372653827947729,,
12,17.37,2936,-2.15370217,229,160,0.001,2833,-0.8842186232407888,0.6219945230654308,,
12,16.97,2967,-1.9432614,229,164,0.001,2862,-0.9392803013324738,0.8403207994997501,,
13,16.63,3003,-1.7362262900000003,229,168,0.001,2898,-0.7743945211172104,0.42970064447985756,,
13,17.52,3164,0.75876796,229,172,0.001,3037,-2.73563266077707,0.7553767914515596,,
14,18.46,3329,3.8325936600000006,229,176,0.001,3208,-3.709752825328282,1.1044205158948899,,
15,19.3,3484,6.349408760000001,229,180,0.001,3349,-5.0054095685482025,1.3369460520334542,,
15,19.7,3596,8.37638918,228,184,0.001,3476,-5.719995055879865,1.375125854675259,,
16,19.89,3686,10.005948360000001,228,188,0.001,3568,-5.849335432052612,1.7614416920620461,,
16,20.06,3774,11.604112639999999,228,192,0.001,3656,-6.433240066875111,2.388289267108554,,
16,20.22,3861,13.19549025,228,196,0.001,3743,-6.925338528373024,1.6417947966944089,,
17,20.43,3954,14.887385700000003,228,200,0.001,3832,-7.3302226500077685,1.613157956373124,,
