time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
4,0,26,6.5,49.12347425,3829,,,,,,
8,0,52,6.5,49.135949749999995,4008,,,,,,
12,0,79,6.583333333333333,49.976193249999994,4065,,,,,,
16,0,114,7.125,55.041894812500004,3424,,,,,,
20,0,128,6.4,48.25257845,530,-5.707805633544922,0.001,49.76570510864258,25,,
24,0,142,5.916666666666667,43.73158754166667,399,-8.463408470153809,0.001,25.96471118927002,40,,
28,0,157,5.607142857142857,40.797139357142854,340,-9.133461952209473,0.001,18.02202796936035,55,,
32,0,172,5.375,38.58989921875,304,-8.958595275878906,0.001,15.422375679016113,69,,
36,0,186,5.166666666666667,36.650310722222216,279,-8.131718635559082,0.001,16.822446823120117,83,,
40,0,198,4.95,34.67658275,261,-7.862527370452881,0.001,12.998532931009928,96,,
44,0,214,4.863636363636363,33.816340318181815,237,-8.211027145385742,0.001,15.992574691772461,111,,
48,1,228,4.75,32.756648479166664,223,-8.062196254730225,0.001,14.031900644302368,125,,
52,1,242,4.653846153846154,31.858132807692307,212,-8.074208736419678,0.001,14.990545749664307,140,,
56,1,255,4.553571428571429,30.942185089285715,203,-8.78535270690918,0.001,11.217159032821655,153,,
60,1,269,4.483333333333333,30.28176566666667,198,-8.674216270446777,0.001,12.730583429336548,167,,
64,1,281,4.390625,29.445321531250002,194,-8.500542640686035,0.001,13.465338071187338,179,,
68,1,296,4.352941176470588,29.073190647058826,189,-9.727413654327393,0.001,12.384877443313599,194,,
72,1,309,4.291666666666667,28.51297755555556,185,-9.064253807067871,0.001,12.533832311630249,207,,
76,1,323,4.25,28.120414644736844,182,-8.976317405700684,0.001,10.965970993041992,221,,
80,1,337,4.2125,27.768555887499996,178,-7.583407402038574,0.001,18.248442967732746,235,,
84,1,351,4.178571428571429,27.450233345238093,176,-9.706369400024414,0.001,10.266316731770834,249,,
88,2,365,4.1477272727272725,27.160424113636363,172,-9.071807384490967,0.001,10.31526788075765,262,,
92,2,378,4.108695652173913,26.805159282608695,168,-8.48356008529663,0.001,11.136713345845541,276,,
96,2,391,4.072916666666667,26.479085052083335,166,-8.203866243362427,0.001,9.573590278625488,288,,
100,2,405,4.05,26.260755250000003,163,-8.702542304992676,0.001,11.329042752583822,303,,
104,2,420,3.94,25.22276554,162,-8.681442260742188,0.001,10.131196022033691,317,,
108,2,436,3.84,24.26535954,161,-8.604121208190918,0.001,9.728332757949829,333,,
112,2,450,3.71,23.043001089999994,159,-8.257332801818848,0.001,8.689140319824219,348,,
116,2,463,3.49,20.99279008,158,-8.962634086608887,0.001,10.672783851623535,361,,
120,3,477,3.49,20.99078511,157,-9.545976638793945,0.001,8.027259945869446,374,,
124,3,493,3.51,21.156433739999997,156,-9.995485305786133,0.001,9.452433586120605,390,,
128,3,509,3.52,21.24102507,155,-8.824505805969238,0.001,7.387200355529785,406,,
132,3,523,3.51,21.156448570000002,155,-8.067533493041992,0.001,7.583456357320149,420,,
136,3,536,3.5,21.07338815,154,-9.593374729156494,0.001,7.212820688883464,434,,
140,3,550,3.52,21.239241120000003,154,-9.717079639434814,0.001,7.609283924102783,448,,
144,3,564,3.5,21.07534098,154,-8.647880792617798,0.001,6.845876455307007,462,,
148,3,578,3.5,21.07508923,154,-10.193474769592285,0.001,7.627870241800944,475,,
152,3,591,3.49,20.98978619,153,-10.060195446014404,0.001,7.6385862827301025,489,,
156,3,606,3.51,21.155093649999998,153,-9.453105449676514,0.001,6.104621529579163,503,,
160,4,621,3.52,21.241620250000004,153,-9.372172832489014,0.001,8.156495332717896,519,,
