time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
2048,1,3,-108.1183432,669,101.0,,,,,,,,,,,,,
4096,2,7,-70.01160875409836,583,65.36065573770492,10,-0.04262077808380127,0.13828125,-0.030161180059076288,0.2,171.06403478384019,-11.270048171281815,0.0003,0.012541086,0.9833329319953918,29.52079200744629,,
5000,,,,,,20,-0.027007102966308594,0.1416015625,-0.02890279515995644,0.2,70.87654126882553,-11.182983136177063,0.0003,0.015488107,0.9747607707977295,18.611568450927734,1000.0,984.5331954061985
6144,3,22,-80.24883443661972,279,75.83098591549296,,,,,,,,,,,,,
8192,4,26,-105.68621440540542,314,101.36486486486487,30,-0.028806567192077637,0.0642578125,-0.021079205462592655,0.2,99.30167958736419,-11.10860604941845,0.0003,0.009726889,0.9631561040878296,24.355613708496094,,
10000,,,,,,40,0.0009616613388061523,0.089111328125,-0.02584460561629385,0.2,84.17705714702606,-10.988410484790801,0.0003,0.010953651,0.9475396871566772,20.526611328125,1000.0,968.717543798685
10240,5,40,-104.57587785869565,251,100.8586956521739,,,,,,,,,,,,,
12288,6,44,-105.13430106999998,273,103.93,50,0.0038219690322875977,0.170556640625,-0.03661309262679424,0.2,107.3789977312088,-10.8772007137537,0.0003,0.01437082,0.9368512630462646,56.34786605834961,,
14336,7,49,-115.85536317000002,291,115.89,60,0.08434587717056274,0.11435546875,-0.031573723716428505,0.2,114.1797833442688,-10.78095030784607,0.0003,0.011362984,0.9266560077667236,44.36355209350586,,
15000,,,,,,70,0.11725658178329468,0.0951171875,-0.027869364095386116,0.2,130.16376982927324,-10.707018581032752,0.0003,0.00990032,0.9197551012039185,59.151702880859375,1000.0,927.7147005558014
16384,8,63,-124.80390613,257,126.22,,,,,,,,,,,,,
18432,9,67,-113.71708689,272,116.35,80,0.1551433801651001,0.09580078125,-0.029574920536833815,0.2,125.79903657436371,-10.639538636803627,0.0003,0.00972392,0.9105689525604248,67.79756164550781,,
20000,,,,,,90,0.20370948314666748,0.108740234375,-0.03218515143089462,0.2,101.40865679979325,-10.566741529107095,0.0003,0.009799374,0.9027204513549805,54.53724670410156,1000.0,894.3259976565838
20480,10,81,-111.62623590000001,250,116.62,,,,,,,,,,,,,
22528,11,86,-100.49403996,261,106.23,100,0.23753130435943604,0.12939453125,-0.033712134027155116,0.2,77.83766832351685,-10.47187868952751,0.0003,0.01171266,0.890121340751648,21.63673210144043,,
24576,12,90,-107.00119821,271,114.32,110,0.25533628463745117,0.110595703125,-0.029870174409006724,0.2,146.34937200546264,-10.411039662361144,0.0003,0.010302426,0.8876100182533264,74.9030990600586,,
25000,,,,,,120,0.34955739974975586,0.1076171875,-0.033677524467930195,0.2,103.6929789185524,-10.371274554729462,0.0003,0.009763127,0.8820054531097412,48.84959030151367,630.3,540.5010091669858
26624,13,100,-115.43118804000001,264,124.53,,,,,,,,,,,,,
28672,14,105,-112.20273211000001,271,122.52,130,0.474213182926178,0.130517578125,-0.03371973403554875,0.2,79.63976623415947,-10.307222840189933,0.0003,0.012160445,0.8741381168365479,25.512237548828125,,
30000,,,,,,140,0.49014800786972046,0.0896484375,-0.029162265177001247,0.2,128.510174369812,-10.240387672185898,0.0003,0.009658145,0.8665550947189331,74.26255798339844,570.3,477.5689619064331
30720,15,115,-119.63443709000003,266,131.55,,,,,,,,,,,,,
32768,16,119,-92.18134565999999,273,102.64,150,0.5921580195426941,0.17470703125,-0.037218672045855786,0.2,34.987027156352994,-10.153128486871719,0.0003,0.01641332,0.8568117618560791,6.407700538635254,,
34816,17,124,-99.14334362000001,279,111.22,160,0.21533983945846558,0.1232421875,-0.03332834682369139,0.2,178.8083782196045,-10.108985587954521,0.0003,0.012314087,0.8552524447441101,105.51152801513672,,
35000,,,,,,170,0.6602100729942322,0.16708984375,-0.038477401962154545,0.2,42.12104935050011,-10.049396687746048,0.0003,0.0136011345,0.8461393117904663,17.680240631103516,258.8,204.5800024665892
36864,18,131,-90.92409782000003,280,103.51,,,,,,,,,,,,,
38912,19,136,-67.43009881,286,77.82,180,0.7096616923809052,0.13173828125,-0.03613607128500007,0.2,83.35157665014268,-9.969730243086815,0.0003,0.012795744,0.8373792171478271,74.6480484008789,,
40000,,,,,,190,0.0831558108329773,0.110791015625,-0.031666954749380236,0.2,161.7460940361023,-9.905718123912811,0.0003,0.009687011,0.8323534727096558,97.51568603515625,309.4,243.00732293725014
40960,20,143,-75.98407279000001,284,88.61,,,,,,,,,,,,,
43008,21,148,-88.34937370999998,290,104.84,200,0.750803217291832,0.1916015625,-0.04070591874769889,0.2,59.24892471432686,-9.806354820728302,0.0003,0.017034046,0.8191941976547241,10.238574981689453,,
45000,,,,,,210,0.7594621032476425,0.17548828125,-0.038266981375636534,0.2,50.90575623065233,-9.690864366292953,0.0003,0.015753943,0.8069992065429688,17.929405212402344,349.8,274.94096844643354
45056,22,155,-103.30510252000002,288,123.64,,,,,,,,,,,,,
47104,23,160,-79.25955495,293,96.71,220,0.8232775330543518,0.26826171875,-0.03755833338218508,0.2,31.761985486745836,-9.58569355905056,0.0003,0.021086512,0.7994097471237183,12.882279396057129,,
49152,24,164,-83.16778679999997,297,102.8,230,0.578458309173584,0.12177734375,-0.031714076347998346,0.2,138.7021075963974,-9.544870293140411,0.0003,0.011898199,0.7970180511474609,71.57640838623047,,
50000,,,,,,240,0.8018612116575241,0.115625,-0.03500595393416006,0.2,79.22340525388718,-9.498397260904312,0.0003,0.010450732,0.7901275157928467,38.24922561645508,332.2,266.67269808351995
51200,25,172,-96.68371206,296,121.84,,,,,,,,,,,,,
53248,26,176,-110.95153509,300,141.83,250,0.8259647786617279,0.223486328125,-0.0413228213932598,0.2,34.21425861120224,-9.415838873386383,0.0003,0.01891259,0.7816649675369263,16.63755226135254,,
55000,,,,,,260,0.7996480613946915,0.1810546875,-0.03838427606970072,0.2,57.12828052043915,-9.351648187637329,0.0003,0.015236175,0.7766236066818237,27.776565551757812,478.4,387.6255148932338
55296,27,186,-97.92680931,297,128.28,,,,,,,,,,,,,
57344,28,190,-89.01463061999999,301,118.86,270,0.7626516371965408,0.146875,-0.03733610621129628,0.2,61.40831651091575,-9.282780742645263,0.0003,0.01329273,0.7679367065429688,23.68560218811035,,
59392,29,194,-101.81647760999996,305,138.16,280,0.8222558051347733,0.164404296875,-0.03669735032308381,0.2,53.94828134179115,-9.186843836307526,0.0003,0.015117427,0.7598258852958679,23.116849899291992,,
60000,,,,,,290,0.854493573307991,0.239697265625,-0.043319118118961344,0.2,34.637692189216615,-9.083790767192841,0.0003,0.02100611,0.7491604685783386,22.70033836364746,387.0,308.2857810176909
61440,30,202,-107.09684673999999,303,147.91,,,,,,,,,,,,,
63488,31,207,-107.58414843999999,306,151.93,300,0.827911764383316,0.19541015625,-0.04339156694186386,0.2,60.810767316818236,-8.997100844979286,0.0003,0.016037408,0.7428610324859619,25.101228713989258,,
65000,,,,,,310,0.7839833796024323,0.25947265625,-0.04158657206280623,0.2,35.09461611807346,-8.910151720046997,0.0003,0.020017568,0.7333700060844421,7.2050862312316895,381.8,297.784017701447
65536,32,215,-92.40267849,303,135.09,,,,,,,,,,,,,
67584,33,220,-78.55606115999998,306,118.59,320,0.5669922232627869,0.153125,-0.03792991736554541,0.2,97.44282581806183,-8.862277629971505,0.0003,0.013622334,0.7319091558456421,27.300800323486328,,
69632,34,224,-65.24325308000002,309,101.07,330,0.8044979721307755,0.1947265625,-0.04636593800096307,0.2,57.315090543031694,-8.797516000270843,0.0003,0.017315011,0.723679780960083,18.744503021240234,,
70000,,,,,,340,0.7793503105640411,0.185986328125,-0.04511295932461508,0.2,65.46235553622246,-8.72853417992592,0.0003,0.015155764,0.7183663845062256,24.51217269897461,61.5,42.113636101037265
71680,35,229,-56.43421055000001,312,88.62,,,,,,,,,,,,,
73728,36,234,-53.848502319999994,315,85.94,350,0.8757643923163414,0.254541015625,-0.05467540264362469,0.2,39.680343836545944,-8.64133316576481,0.0003,0.022149125,0.7102258205413818,18.374155044555664,,
75000,,,,,,360,0.8764989152550697,0.22158203125,-0.049148480387520975,0.2,36.32249752879143,-8.554927423596382,0.0003,0.019743254,0.7028043270111084,14.103903770446777,129.1,86.90253371931612
75776,37,239,-57.39982474000001,316,92.97,,,,,,,,,,,,,
77824,38,244,-62.39963068,318,102.26,370,0.858666256070137,0.203759765625,-0.04426509774057195,0.2,39.169183519482615,-8.489508312940597,0.0003,0.017007627,0.697648823261261,13.30161190032959,,
79872,39,248,-60.246760380000005,321,100.92,380,0.8655315637588501,0.28564453125,-0.0497080233937595,0.2,20.501606969535352,-8.37436738908291,0.0003,0.026269458,0.6847695112228394,6.156448841094971,,
80000,,,,,,390,0.885704979300499,0.254931640625,-0.04795815919933375,0.2,29.776895996928214,-8.24789400100708,0.0003,0.02084015,0.6751089096069336,17.9775390625,49.3,33.37270810008049
81920,40,253,-59.101429020000005,323,101.88,,,,,,,,,,,,,
83968,41,257,-64.63946367000001,325,113.29,400,0.6186788976192474,0.18095703125,-0.04803779598732945,0.2,61.31419357061386,-8.15919250845909,0.0003,0.0175221,0.668533980846405,20.903270721435547,,
85000,,,,,,410,0.854743629693985,0.253564453125,-0.05241337306215428,0.2,31.752345776557924,-8.096251606941223,0.0003,0.023281947,0.6642119884490967,11.131125450134277,231.9,155.1301230975194
86016,42,264,-64.79857883,324,115.42,,,,,,,,,,,,,
88064,43,268,-70.13650067,327,128.33,420,0.9098493382334709,0.327685546875,-0.05176397176692262,0.2,19.629013158380985,-8.008714197576046,0.0003,0.03142885,0.6557902097702026,7.883725166320801,,
90000,,,,,,430,0.8265447616577148,0.198828125,-0.04663511485268827,0.2,35.97847022414207,-7.927931013703346,0.0003,0.01795849,0.6499910354614258,22.1801700592041,374.9,265.56447764970363
90112,44,276,-49.47366159,325,95.24,,,,,,,,,,,,,
92160,45,281,-52.75959335000002,327,104.46,440,0.7975845485925674,0.2255859375,-0.054009959672112015,0.2,42.59178088307381,-7.868241588771343,0.0003,0.021155104,0.6451603174209595,14.731805801391602,,
94208,46,285,-30.56796741,329,64.01,450,0.8968966230750084,0.262548828125,-0.05577360195457004,0.2,23.436834067106247,-7.772048372030258,0.0003,0.025556922,0.6362427473068237,12.012589454650879,,
95000,,,,,,460,0.1962323784828186,0.195361328125,-0.05383262446266599,0.2,40.71255857348442,-7.7028640255331995,0.0003,0.018495068,0.6326209306716919,17.06541633605957,163.8,109.80705025803763
96256,47,292,-26.68847554,329,57.39,,,,,,,,,,,,,
98304,48,296,-34.70812816999999,332,76.89,470,0.8778088763356209,0.280517578125,-0.05656986197282095,0.2,25.924004584550858,-7.605257929861546,0.0003,0.027538799,0.6231446862220764,9.860405921936035,,
100000,,,,,,480,0.9042522832751274,0.285498046875,-0.055615911539644,0.2,15.260180252790452,-7.517367376387119,0.0003,0.026965901,0.6175702214241028,5.217705726623535,50.5,33.21638361364603
100352,49,300,-32.95121606,333,74.92,,,,,,,,,,,,,
102400,50,305,-39.81844715,335,92.37,490,0.8928858190774918,0.330029296875,-0.052822901832405476,0.2,14.578191031515598,-7.439592684805393,0.0003,0.02917047,0.6114838123321533,7.943079471588135,,
104448,51,309,-46.365126499999995,337,111.78,500,0.6530288755893707,0.32998046875,-0.04794362389366143,0.2,9.637683175504208,-7.316005469858647,0.0003,0.031071983,0.599565863609314,1.2039674520492554,,
105000,,,,,,510,0.8087044209241867,0.215185546875,-0.04932133290276397,0.2,23.97299606204033,-7.210870069265366,0.0003,0.019080443,0.5934783220291138,11.188233375549316,176.8,120.57427701391279
106496,52,315,-47.65658371000001,337,120.13,,,,,,,,,,,,,
108544,53,319,-50.51077703000001,339,132.11,520,0.8747824281454086,0.2560546875,-0.05494905080995523,0.2,19.089977353811264,-7.113673037290573,0.0003,0.024182223,0.5861389636993408,7.74703311920166,,
110000,,,,,,530,0.8638541996479034,0.247265625,-0.05580168698215857,0.2,19.203228521347047,-7.005905631184578,0.0003,0.023331765,0.5777734518051147,8.122454643249512,74.0,48.37771135568619
110592,54,325,-44.38036905999999,340,121.43,,,,,,,,,,,,,
112640,55,329,-25.505671109999994,341,75.1,540,0.8369530290365219,0.273046875,-0.055947234001359904,0.2,19.18592059612274,-6.910195446014404,0.0003,0.024620444,0.5727805495262146,8.380518913269043,,
114688,56,333,-29.608748280000004,343,93.72,550,0.8637318760156631,0.29755859375,-0.058022786641959104,0.2,18.897539561986925,-6.818075212836265,0.0003,0.027516954,0.5656229257583618,7.804216384887695,,
115000,,,,,,560,0.8845910057425499,0.33994140625,-0.059256325066962746,0.2,10.568207947164774,-6.698068137466907,0.0003,0.0345587,0.5552272796630859,4.714279651641846,48.1,33.93649888187647
116736,57,338,-27.97427948,344,92.66,,,,,,,,,,,,,
118784,58,342,-26.461439340000005,346,93.8,570,0.8821479976177216,0.3384765625,-0.06086618956469465,0.2,12.960748051106929,-6.535185518860817,0.0003,0.030594371,0.5455397367477417,4.095616340637207,,
120000,,,,,,580,0.8887215778231621,0.37734375,-0.06538089485547971,0.2,7.2337907262146475,-6.398385973274708,0.0003,0.040743716,0.5346832275390625,4.080475330352783,67.7,45.846156145632264
120832,59,347,-28.775809269999996,347,111.07,,,,,,,,,,,,,
122880,60,351,-25.489288860000002,349,111.66,590,0.8497553169727325,0.431298828125,-0.06502958663913887,0.2,5.129200930148363,-6.2064511448144914,0.0003,0.04569306,0.5228028297424316,2.1177589893341064,,
124928,61,355,-28.103733339999994,351,132.86,600,0.8717414140701294,0.309130859375,-0.06177800116711296,0.2,7.783953487873077,-6.091739256680012,0.0003,0.033990733,0.5164129734039307,2.487525224685669,,
