time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
734,-23.44447941,209,153600,75,65.16,0.592147707939148,0.023061153,-7.152877062559128,0.0003,62.68760975003242,0.2,0.24453125,0.7517891824245453,-0.05878249794768635,740,22.131282806396484,,
,,,155000,,,0.5863519310951233,0.024745308,-7.0878591105341915,0.0003,82.02221863269806,0.2,0.26630859375,0.6135699450969696,-0.061897243082057685,750,35.25483703613281,202.3,136.7352787759475
744,-25.015763509999996,209,155648,76,72.89,,,,,,,,,,,,,
749,-23.86893123999999,210,157696,77,68.09,0.5829871892929077,0.029981038,-7.029584324359893,0.0003,42.32932252287865,0.2,0.33056640625,0.8264122307300568,-0.0665286337462021,760,11.62446117401123,,
754,-23.859421319999996,211,159744,78,65.7,0.5820945501327515,0.02637129,-7.005255377292633,0.0003,38.79399282932282,0.2,0.30546875,0.8342739790678024,-0.0595190505933715,770,20.12057876586914,,
,,,160000,,,0.5781052112579346,0.028000593,-6.966563987731933,0.0003,51.02602103948593,0.2,0.30478515625,0.8080520182847977,-0.06516896229295525,780,15.412124633789062,147.8,102.24992396384478
762,-30.23765706,212,161792,79,83.8,,,,,,,,,,,,,
770,-33.69849322,212,163840,80,93.35,0.5707896947860718,0.035699204,-6.883740438520908,0.0003,33.50786568522453,0.2,0.346142578125,0.8043119609355927,-0.06393183288164436,790,15.832334518432617,,
,,,165000,,,0.5660392045974731,0.037621915,-6.795376877486706,0.0003,26.516927021741868,0.2,0.385546875,0.8306384533643723,-0.05903339665965177,800,12.588951110839844,118.7,103.69535007034429
779,-35.29092444999999,212,165888,81,93.67,,,,,,,,,,,,,
785,-37.310347480000004,213,167936,82,100.99,0.5637574791908264,0.021668535,-6.750827196240425,0.0003,49.90036587119103,0.2,0.235595703125,0.7641180157661438,-0.05821628154371865,810,20.84815216064453,,
791,-32.996844929999995,214,169984,83,101.19,0.5617994070053101,0.026293598,-6.723931667208672,0.0003,55.18873292207718,0.2,0.293017578125,0.7497993409633636,-0.061779367466806435,820,25.302019119262695,,
,,,170000,,,0.5587687492370605,0.027095413,-6.682861265540123,0.0003,45.09236241579056,0.2,0.28525390625,0.8194036185741425,-0.06177049415855436,830,13.170559883117676,291.8,189.89063574334432
802,-14.67548404,214,172032,84,62.87,,,,,,,,,,,,,
809,-17.78048642,215,174080,85,72.38,0.5538504123687744,0.026662808,-6.623725512623787,0.0003,65.45915925502777,0.2,0.275341796875,0.28061479330062866,-0.06354341174301226,840,25.31450843811035,,
,,,175000,,,0.5496534109115601,0.032894313,-6.561690948903561,0.0003,28.791833478212357,0.2,0.348974609375,0.7449177205562592,-0.06502106784610077,850,12.560461044311523,168.6,124.6598404754186
819,-18.008064449999996,215,176128,86,84.64,,,,,,,,,,,,,
825,-16.210008020000004,215,178176,87,77.36,0.5431486964225769,0.0342004,-6.472751013934612,0.0003,26.516797307133675,0.2,0.3517578125,0.818022608757019,-0.06369848946924321,860,7.647579669952393,,
,,,180000,,,0.5381777286529541,0.029303469,-6.394270254671573,0.0003,42.498450475931165,0.2,0.30234375,0.7400681376457214,-0.06734831232170109,870,19.678255081176758,171.6,115.07741243329947
833,-22.75905683,216,180224,88,96.71,,,,,,,,,,,,,
839,-21.30749742,217,182272,89,102.2,0.533181369304657,0.037537593,-6.305313473939895,0.0003,25.74756596982479,0.2,0.36083984375,0.7923374772071838,-0.0664556008123327,880,9.616267204284668,,
845,-12.77431061,217,184320,90,76.05,0.5300843715667725,0.03179638,-6.259543921053409,0.0003,41.17998640239239,0.2,0.31591796875,0.8018683195114136,-0.06647371531580575,890,13.048458099365234,,
,,,185000,,,0.5259904861450195,0.031019967,-6.196894943714142,0.0003,38.663841634988785,0.2,0.326318359375,0.7831773906946182,-0.06956036890333053,900,18.57496452331543,79.5,65.94483189163729
853,-14.6138669,218,186368,91,89.28,,,,,,,,,,,,,
860,-10.34347293,218,188416,92,80.6,0.5222861766815186,0.025856026,-6.148931078612804,0.0003,69.21401162147522,0.2,0.294384765625,0.4412654638290405,-0.06197363215615041,910,24.62449073791504,,
,,,190000,,,0.5167257785797119,0.036151737,-6.061826877295971,0.0003,36.40270802974701,0.2,0.360791015625,0.7348192632198334,-0.06974488139676396,920,22.998790740966797,118.6,76.57189287774017
869,-12.059751729999999,219,190464,93,83.51,,,,,,,,,,,,,
875,-12.024561210000002,219,192512,94,92.8,0.5140120983123779,0.032977156,-6.012286669015884,0.0003,47.477486124634744,0.2,0.331494140625,0.6654029488563538,-0.06496919218625408,930,28.976499557495117,,
881,-9.730326830000001,220,194560,95,96.76,0.5099711418151855,0.037226696,-5.966660648584366,0.0003,31.268587735295295,0.2,0.373388671875,0.7975211143493652,-0.06679099103494082,940,10.63818073272705,,
,,,195000,,,0.5071427822113037,0.028615206,-5.9058579295873646,0.0003,48.12435347437859,0.2,0.3025390625,0.7593519538640976,-0.06626236053416505,950,36.29421615600586,164.2,128.82590010262794
891,-9.45587123,220,196608,96,103.93,,,,,,,,,,,,,
898,-8.154541499999999,221,198656,97,102.67,0.5039632320404053,0.031011336,-5.861282286047936,0.0003,42.38983511924744,0.2,0.325732421875,0.7194955348968506,-0.06382505344517994,960,16.632511138916016,,
,,,200000,,,0.4963572323322296,0.04662296,-5.762909772992134,0.0003,27.296558105945586,0.2,0.415966796875,0.8142528831958771,-0.06714898815553169,970,6.897024154663086,157.8,133.1597552017891
906,-7.305932240000001,221,200704,98,106.23,,,,,,,,,,,,,
912,-8.11981661,222,202752,99,122.4,0.4926719069480896,0.035008762,-5.6861055716872215,0.0003,32.44117904305458,0.2,0.3515625,0.7521148175001144,-0.06485134375398047,980,17.04759407043457,,
918,-5.436998900000001,223,204800,100,111.47,0.4887083172798157,0.046391718,-5.619802939891815,0.0003,19.016265967488287,0.2,0.415185546875,0.8385650217533112,-0.06927077733125771,990,6.076690196990967,,
,,,205000,,,0.4849760830402374,0.02886256,-5.552999587357045,0.0003,45.39399009346962,0.2,0.323779296875,0.7579519301652908,-0.0658253816931392,1000,17.991195678710938,224.6,156.9848309734778
928,1.2245627699999997,222,206848,101,94.09,,,,,,,,,,,,,
935,5.685077249999999,223,208896,102,87.5,0.4812992811203003,0.025779117,-5.492853166162968,0.0003,79.84235674142838,0.2,0.27470703125,0.38514673709869385,-0.06311961580067874,1010,35.60895538330078,,
,,,210000,,,0.4777315855026245,0.024344675,-5.430240698158741,0.0003,81.70211616754531,0.2,0.26474609375,0.5171591341495514,-0.06445589487557299,1020,38.88191604614258,223.4,187.20432826756442
945,7.356171109999999,223,210944,103,64.22,,,,,,,,,,,,,
952,7.9558413099999985,223,212992,104,68.73,0.47462645173072815,0.028134122,-5.374634976685047,0.0003,62.454593050479886,0.2,0.29130859375,0.4708155393600464,-0.06610143618308939,1030,23.960115432739258,,
,,,215000,,,0.47118982672691345,0.034951415,-5.317002119123936,0.0003,40.633560770750044,0.2,0.3578125,0.7058928906917572,-0.07090213161718566,1040,22.609058380126953,306.4,218.06996966776788
962,3.3088672100000003,223,215040,105,75.58,,,,,,,,,,,,,
969,0.8235957900000003,223,217088,106,79.92,0.46787193417549133,0.030668091,-5.260835261642933,0.0003,46.957385659217834,0.2,0.335205078125,0.6369836330413818,-0.06784308587375562,1050,17.246076583862305,,
975,-0.85215134,224,219136,107,96.15,0.4638371467590332,0.04281252,-5.193753163516521,0.0003,35.53048896789551,0.2,0.40673828125,0.6472305655479431,-0.06876720645523164,1060,8.230997085571289,,
,,,220000,,,0.4616798162460327,0.03896107,-5.140142413973808,0.0003,40.21399936079979,0.2,0.36611328125,0.6874856948852539,-0.06540701998746953,1070,20.458824157714844,294.7,283.5367994432221
986,-0.3265841700000001,224,221184,108,105.65,,,,,,,,,,,,,
993,1.3318069499999994,224,223232,109,124.4,0.4567776322364807,0.07389907,-5.075096943974495,0.0003,13.149716718494892,0.2,0.52109375,0.8137609958648682,-0.06523479263414629,1080,4.7274932861328125,,
,,,225000,,,0.45350348949432373,0.032006092,-5.0101658463478085,0.0003,34.17445426285267,0.2,0.33203125,0.7666821032762527,-0.06277136326534674,1090,14.789456367492676,193.6,133.6685874542105
1001,2.3289328699999996,224,225280,110,133.1,,,,,,,,,,,,,
1008,3.317101459999999,225,227328,111,146.88,0.4506438374519348,0.027240295,-4.954732826352119,0.0003,45.82191047668457,0.2,0.3046875,0.6538357138633728,-0.06415949024085421,1100,17.51726722717285,,
1015,4.06027002,225,229376,112,154.13,0.4465877115726471,0.032618165,-4.892640475928784,0.0003,43.8330091714859,0.2,0.34794921875,0.6898505389690399,-0.0700563986931229,1110,19.13967514038086,,
,,,230000,,,0.440826416015625,0.06119971,-4.791967780888081,0.0003,13.559278926253318,0.2,0.47255859375,0.7126783430576324,-0.0638010154798394,1120,7.33011531829834,363.0,275.39718352564887
1028,6.32730808,225,231424,113,166.38,,,,,,,,,,,,,
1034,9.67519997,225,233472,114,176.85,0.4345346987247467,0.032819696,-4.684978555142879,0.0003,40.55468477010727,0.2,0.323681640625,0.6523959338665009,-0.06575880596064962,1130,23.289234161376953,,
,,,235000,,,0.4328692555427551,0.03394673,-4.622415274381638,0.0003,41.92889399528504,0.2,0.342529296875,0.6401231586933136,-0.06786934454285073,1140,13.125395774841309,255.5,169.27663614030462
1044,12.831323449999998,225,235520,115,165.57,,,,,,,,,,,,,
1050,13.852870910000002,226,237568,116,182.96,0.4275757372379303,0.032773502,-4.5515556409955025,0.0003,43.02027189135551,0.2,0.342529296875,0.6402647495269775,-0.06720950168382842,1150,11.310078620910645,,
1056,15.863664040000002,226,239616,117,163.62,0.4238852858543396,0.06534463,-4.461574006080627,0.0003,14.688227312266827,0.2,0.491064453125,0.6443795561790466,-0.0685715168598108,1160,5.773341178894043,,
,,,240000,,,0.4206070899963379,0.034057774,-4.40972829759121,0.0003,31.143756103515624,0.2,0.3330078125,0.6173661053180695,-0.06635341460059863,1170,15.26732063293457,375.2,257.8361307711064
1069,18.20245934,226,241664,118,156.11,,,,,,,,,,,,,
1076,20.326092019999997,226,243712,119,155.74,0.41811877489089966,0.03234748,-4.353109274804592,0.0003,39.88960821628571,0.2,0.33837890625,0.569931834936142,-0.06704700263799168,1180,17.289472579956055,,
,,,245000,,,0.41359320282936096,0.03615011,-4.283424611389637,0.0003,31.334090009331703,0.2,0.34990234375,0.6570640206336975,-0.06777855049003847,1190,15.50162410736084,292.8,192.146987574792
1086,21.11154107,226,245760,120,152.86,,,,,,,,,,,,,
1092,22.46368258,226,247808,121,162.04,0.4096103012561798,0.03593484,-4.205967798829079,0.0003,35.39563671350479,0.2,0.3431640625,0.6232902109622955,-0.06727610739762895,1200,13.706435203552246,,
1099,24.00839756,227,249856,122,149.69,0.4056486189365387,0.0456117,-4.1240111023187636,0.0003,30.16350989937782,0.2,0.40439453125,0.503646582365036,-0.0684572839847533,1210,12.774394989013672,,
