time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/fps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
96,9164,37.53,339.15418002,624,95,0.001,9025,-98.1861706783897,28.208280575739874,,
98,9367,38.36,346.91471217,628,95,0.001,9210,-100.52172798945986,27.330239513464143,,
99,9488,38.05,344.00984021999994,632,95,0.001,9367,-102.70300132349918,25.083396984980656,,
100,9658,38.28,346.16485476,636,95,0.001,9529,-102.66992645263672,31.746102174123127,,
102,9841,38.83,351.31153132,640,95,0.001,9701,-104.34159653275101,29.308731962133336,,
,10000,,,,,0.001,9900,-106.27002643403553,36.29727624102337,54.4,497.08066656589506
104,10038,39.81,360.48003471,644,96,,,,,,
106,10244,40.52,367.14365878999996,648,96,0.001,10096,-109.57550339471726,37.25521169057706,,
107,10465,41.39,375.29276860000004,652,96,0.001,10321,-110.36863136291504,39.48082820006779,,
110,10784,43.23,392.51983376,656,97,0.001,10614,-110.9181447982788,38.547245669364926,,
,11000,,,,,0.001,10794,-114.41519254796646,43.1947860139789,243.1,2265.646424472332
