rollout/ep_len_mean,time/episodes,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/fps,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
754.5,4,12,0.17445854957401752,0.001,2000,-1152.689201,-4.122143637368455,239,3018,,
,,,0.1365032437443733,0.001,4000,,6.225116448879242,,5000,1000.0,-3002.8489282131195
877.25,8,45,0.29732342647016047,0.001,6000,-2078.081627,18.10675754737854,154,7018,,
,,,0.6651920874714852,0.001,9000,,33.64513150405884,,10000,1000.0,-3002.8489282131195
918.1666666666666,12,79,0.7949516535401344,0.001,10000,-2387.22274,38.21510890960693,138,11018,,
,,,1.231756619632244,0.001,14000,,54.77030633544922,,15000,1000.0,-3002.848928308487
938.625,16,110,,,,-2541.4014880625,,135,15018,,
950.9,20,132,1.5439319670796394,0.001,18000,-2633.7725827,69.3624750213623,143,19018,,
,,,1.6154365961551667,0.001,19000,,72.74914532470703,,20000,1000.0,-3002.848927950859
959.0833333333334,24,164,1.8193166575431823,0.001,22000,-2695.0801077916663,81.41263961791992,139,23018,,
,,,2.0416476615667345,0.001,24000,,86.46053564453125,,25000,1000.0,-3002.848926448822
964.9285714285714,28,196,2.1139837185144423,0.001,26000,-2739.285113428571,91.0072239227295,137,27018,,
,,,2.3495688180923464,0.001,29000,,96.46302821350098,,30000,1000.0,-3002.8489307403565
969.3125,32,229,2.4183826435804368,0.001,30000,-2772.175234375,98.03552873229981,134,31018,,
,,,0.7814825522825122,0.001,34000,,56.93715155029297,,35000,1000.0,-2145.539396715164
972.7222222222222,36,263,,,,-2767.3541807499996,,133,35018,,
912.525,40,274,2.008399034231901,0.001,36179,-2598.74555655,53.27187662506103,132,36501,,
831.0454545454545,44,276,6.070083115249872,0.001,36534,-2366.756482340909,52.826072216033936,132,36566,,
764.2083333333334,48,276,4.119863748550415,0.001,36599,-2178.2971472708336,53.33332443237305,132,36682,,
706.9038461538462,52,277,7.746248817443847,0.001,36726,-2015.6301599230771,52.170833587646484,132,36759,,
657.125,56,277,5.849869877099991,0.001,36772,-1874.159599375,53.60558646065848,132,36799,,
614.8833333333333,60,277,9.078076090131487,0.001,36828,-1753.8389632166668,51.38397078080611,132,36893,,
596.515625,64,283,5.433982694802219,0.001,37965,-1688.8029053593748,48.70840538872613,134,38177,,
563.4705882352941,68,285,5.2337036828200025,0.001,38286,-1595.6883521176471,49.41311009724935,134,38316,,
533.6944444444445,72,285,3.430169775088628,0.001,38375,-1511.6494092777777,48.81520131429036,134,38426,,
519.2236842105264,76,291,6.399954281687736,0.001,39433,-1471.6467360657894,49.30903467559814,135,39461,,
494.05,80,292,5.5537756760915125,0.001,39486,-1400.5332947,48.34935998916626,135,39524,,
471.5595238095238,84,292,9.561110333392495,0.001,39575,-1336.4834139761904,49.32394112481011,135,39611,,
450.6818181818182,88,293,4.440141916275024,0.001,39632,-1277.5977215,48.4084228515625,135,39660,,
431.60869565217394,92,293,4.8083028708185465,0.001,39680,-1223.8243056630436,49.044798714774,135,39708,,
414.3020833333333,96,293,7.488445286567394,0.001,39742,-1175.5984540729166,48.43735122680664,135,39773,,
398.35,100,294,11.781193115494467,0.001,39801,-1130.39710713,48.30497665405274,135,39835,,
368.64,104,294,10.526533237525395,0.001,39853,-1085.6771404899998,48.70857456752232,135,39882,,
329.17,108,294,7.3271781504154205,0.001,39897,-967.3296937300001,48.276716232299805,135,39935,,
,,,7.641445875167847,0.001,39976,,48.06381759643555,,40000,15.4,-48.32941470742226
289.99,112,295,,,,-849.42166833,,135,40017,,
250.96,116,295,3.882228696346283,0.001,40080,-732.68813414,48.77141189575195,135,40114,,
211.55,120,296,15.5510565500993,0.001,40141,-614.50670372,48.40963803804838,135,40173,,
172.64,124,296,11.791511992613474,0.001,40213,-498.0954271800001,48.405911127726235,135,40282,,
134.92,128,298,9.761284165695065,0.001,40457,-383.56951599,48.16303342183431,135,40510,,
101.51,132,299,14.988004299310537,0.001,40545,-282.18987677999996,47.389644622802734,137,41169,,
62.25,136,302,10.959703906377156,0.001,41205,-175.00186998,47.064732687813894,136,41243,,
48.03,140,303,16.18407154083252,0.001,41267,-133.54709745,47.17097473144531,136,41304,,
48.5,144,303,16.473501168764553,0.001,41371,-134.30838179,46.89152272542318,136,41416,,
48.23,148,304,8.672462888062,0.001,41458,-132.36074799,47.319432973861694,136,41505,,
53.59,152,307,10.104751189549765,0.001,42067,-146.01317738,47.35091463724772,136,42118,,
54.16,156,308,9.361446186056677,0.001,42179,-146.82242327,46.26689470731295,136,42215,,
63.67,160,314,7.569227234522502,0.001,43226,-157.60863358999998,44.29731512069702,137,43260,,
51.59,164,314,10.93726473866087,0.001,43305,-131.06928001999998,43.87814450263977,137,43336,,
51.46,168,315,9.788303595322828,0.001,43372,-129.86355876,44.0642580304827,137,43462,,
60.97,172,316,9.58505605248844,0.001,43505,-140.01150765999998,43.538708209991455,140,44523,,
52.38,176,322,11.338973728386131,0.001,44600,-113.40653852999999,40.82853638498407,138,44699,,
53.68,180,323,9.589121555027209,0.001,44818,-115.89683624999999,40.588794909025495,138,44892,,
,,,9.74532401561737,0.001,44955,,40.68142204284668,,45000,20.3,-53.665825239568946
53.9,184,324,,,,-116.35593397000001,,138,45001,,
54.89,188,324,13.436924292491032,0.001,45071,-118.15582504999999,41.0217651954064,138,45149,,
66.17,192,331,10.51605357682705,0.001,46227,-125.05906175,39.28549745178223,139,46325,,
66.94,196,332,9.351363424098853,0.001,46420,-125.00748106,39.1850799111759,139,46467,,
67.05,200,333,8.52244476477305,0.001,46487,-125.00972055,38.711576249864365,139,46540,,
77.9,204,339,9.16115861928463,0.001,47576,-129.53781255999996,38.937413566589356,140,47672,,
78.37,208,340,10.397561152776083,0.001,47709,-130.03312136,38.726501888699005,140,47772,,
89.12,212,342,7.744759959833963,0.001,47911,-131.51047589,38.53799792698452,143,48929,,
89.69,216,347,8.830638720817173,0.001,49042,-129.83732749,38.131525623555085,141,49083,,
,,,10.083164891418146,0.001,49192,,38.30305535452707,,50000,262.2,-17.470608398132025
100.83,220,356,9.047215008497238,0.001,50192,-126.88910374999998,38.3265961151123,140,50256,,
100.95,224,357,10.428226232528687,0.001,50345,-124.79833450999999,38.141055180476265,140,50377,,
100.26,228,358,11.50489813486735,0.001,50492,-120.70388703999998,38.207741038004556,141,50536,,
105.35,232,364,7.398544395671172,0.001,51666,-111.98421755999999,37.93418290879991,141,51704,,
106.79,236,365,9.641424545505703,0.001,51890,-111.84728768999999,38.346297149658206,141,51922,,
109.14,240,367,9.622250657332572,0.001,52185,-112.29489500999998,38.565425069708574,142,52218,,
109.07,244,367,8.195431666714805,0.001,52269,-111.17956424000002,38.444300515311106,142,52323,,
109.92,248,368,11.626618003845214,0.001,52456,-110.24435495,38.533318519592285,142,52497,,
104.44,252,369,16.854662721807305,0.001,52524,-94.90509149000002,39.35457293192545,142,52562,,
114.68,256,375,9.3282721576406,0.001,53644,-90.65357443,38.81960588343003,142,53683,,
105.5,260,376,9.579698459522143,0.001,53730,-79.76724077,39.060689424213614,142,53810,,
105.78,264,377,9.039665301640829,0.001,53861,-79.07707613000001,38.871066093444824,142,53914,,
105.18,268,377,11.873065910841289,0.001,53942,-76.90786320000001,39.02099761962891,142,53980,,
95.39,272,377,11.980709757123675,0.001,54027,-64.24386734999999,38.88850293840681,143,54062,,
94.5,276,378,8.196637377142906,0.001,54108,-61.50308630000001,38.7337327003479,143,54149,,
94.3,280,379,9.517822694296788,0.001,54287,-59.87465219000001,38.408630215391824,143,54322,,
,,,9.581533395327055,0.001,54350,,39.132615896371696,,55000,39.2,-42.852511381742076
113.67,284,386,9.577672047615051,0.001,55350,-60.78845411999999,38.50577880859375,145,56368,,
122.66,288,392,10.033102095127106,0.001,56397,-55.90214217,37.991997718811035,146,57415,,
111.92,292,397,6.729081286324395,0.001,57452,-48.56439273,37.42967300415039,144,57517,,
111.14,296,397,9.159682941436767,0.001,57550,-46.99455438,37.52607116699219,144,57581,,
112.01,300,398,11.873519200545092,0.001,57679,-46.45774863999999,36.84410540262858,145,57741,,
111.83,304,404,9.254558091813868,0.001,58785,-44.20993597,36.336641485040836,145,58855,,
112.4,308,405,8.754134420488702,0.001,58972,-43.256116490000004,36.61791746077999,145,59012,,
101.55,312,405,9.254779352861291,0.001,59052,-40.59999032,36.6639535692003,145,59084,,
101.46,316,406,10.144886827468872,0.001,59199,-40.05794452,36.85796203613281,145,59229,,
90.47,320,406,12.035898599624634,0.001,59276,-41.80108132999999,36.328703953669624,145,59303,,
,,,9.170858715261732,0.001,59313,,36.675677980695454,,60000,127.4,-45.743262194795534
99.79,324,413,7.827986770206028,0.001,60322,-38.75215139,36.79996871948242,146,60356,,
108.99,328,414,9.729392455174374,0.001,60417,-33.42172443,36.923057262714096,148,61435,,
97.81,332,419,7.999498128890991,0.001,61458,-24.238592389999994,36.582679748535156,146,61485,,
106.15,336,425,8.489928985595704,0.001,62487,-19.765695110000003,36.332020561218265,146,62537,,
