train/learning_rate,time/episodes,time/total_timesteps,time/time_elapsed,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/n_updates,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0.001,168,162286,1382,-92.52474841308593,993.84,1418.00518268,117,161286,1.3389714164733886,,
0.001,,165000,,-93.79072109985351,,,,164286,1.4256399081349374,1895.405342830904,1000.0
0.001,172,166286,1431,-94.15181240844727,993.84,1441.1809567399998,116,165286,1.4098973455429078,,
0.001,,170000,,-95.81541630554199,,,,169286,1.534071647465229,1559.889459982264,1000.0
,176,170286,1480,,1000.0,1482.2564723199998,114,,,,
0.001,180,172333,1504,-96.64097018432618,980.47,1468.9188917999998,114,172308,1.8196589685082436,,
0.001,,175000,,-97.00964340209961,,,,174333,2.03636119556427,1629.0394965606974,1000.0
0.001,184,176333,1586,-97.46812518310547,980.47,1471.9025066999998,111,175333,2.259370146214962,,
0.001,188,179524,1636,-98.5527663230896,972.38,1486.8910112199997,109,178524,3.0180919173500302,,
0.001,,180000,,-98.24652143859863,,,,179524,2.3627631777524947,1173.8265390520623,642.3
0.001,192,183005,1708,-98.61893255615234,967.19,1489.2295412100002,107,182005,2.629904677271843,,
0.001,,185000,,-98.99021252441406,,,,184005,3.1347581597566605,1723.001568520814,910.7
0.001,196,186605,1797,-99.59937963867188,963.19,1480.8810933399998,103,186005,2.6731355530619623,,
0.001,,190000,,-100.4440026550293,,,,189605,2.4839057447314263,1842.124193239899,996.9
,200,190605,1885,,963.19,1499.1571594100005,101,,,,
0.001,204,194605,1947,-101.35543194580079,963.19,1517.39133496,99,193605,2.581096126794815,,
0.001,,195000,,-102.14719108581544,,,,194605,2.5420416049957275,1702.5138164211705,1000.0
0.001,208,198605,2041,-102.44577618408204,963.19,1525.3384628,97,197605,2.6577127178907394,,
0.001,,200000,,-103.56663162231445,,,,199605,2.588388798713684,1929.2048924237024,1000.0
0.001,212,202605,2135,-103.79791033935547,963.19,1544.8381178899997,94,201605,2.6176758788228036,,
0.001,,205000,,-105.35747011652532,,,,204452,2.7615913407439465,1870.9875458907104,953.6
0.001,216,206452,2221,-105.56596624755859,961.66,1561.64410675,92,205452,2.5642275475263596,,
0.001,220,209460,2273,-107.4584102935791,951.74,1560.6442955900002,92,209452,2.809217127799988,,
0.001,,210000,,-107.87173461914062,,,,209488,2.4370272010564804,1177.2078193089924,604.0
,224,210488,2281,,922.02,1536.2688431900003,92,,,,
0.001,228,214488,2306,-108.48918530273437,922.02,1552.2927106199998,93,213488,3.00543830627203,,
0.001,,215000,,-109.33780061973715,,,,214913,3.746505025695352,1804.1557825128548,903.2
0.001,232,216941,2332,-109.63741867497282,906.55,1534.19932294,93,216761,4.210127195659673,,
0.001,236,219809,2344,-110.34357719421386,895.23,1530.5053154399998,93,218809,3.2964821951389314,,
0.001,,220000,,-110.69961479187012,,,,219809,2.8992466921806335,1847.6857736179604,888.4
0.001,240,223015,2370,-111.45170347595214,887.29,1530.8664328499997,94,222015,3.511812883853912,,
0.001,,225000,,-111.57701083374023,,,,224015,3.301061146259308,2108.955457498366,1000.0
0.001,244,227015,2400,-112.33048233032227,887.29,1550.9479300100002,94,226015,3.6829588207006454,,
0.001,,230000,,-113.307277633667,,,,229015,3.2326161671876905,2086.798059701803,1000.0
0.001,248,231015,2431,-113.57245460510254,887.29,1570.5404141699996,95,230015,3.2551431971788407,,
0.001,,235000,,-114.58180201721191,,,,234015,3.837252940773964,2093.4067315188004,1000.0
,252,235015,2460,,887.29,1589.4454268499999,95,,,,
0.001,256,238496,2482,-116.1900344696045,882.1,1598.4097240100007,96,238015,2.900934608221054,,
0.001,,240000,,-116.74432076759709,,,,239702,6.844278237773377,1666.5967141833767,885.2
0.001,260,241702,2503,-117.18522795104981,874.16,1597.92043521,96,240702,3.5842902262210847,,
0.001,,245000,,-118.79316513399243,,,,244697,3.5136305588573666,2022.477212177706,918.8
,264,245697,2532,,874.11,1612.75913841,97,,,,
0.001,268,249257,2552,-119.2719943182809,869.71,1611.3674667799999,97,248257,3.7422118699976377,,
0.001,,250000,,-119.98474880981445,,,,249257,4.787418486952782,1761.465939934412,901.3
0.001,272,253257,2580,-120.974294921875,869.71,1625.30045426,98,252257,3.687288277864456,,
0.001,,255000,,-121.40295770263671,,,,254257,4.756231975793838,2148.264027242921,1000.0
0.001,276,256882,2608,-121.89068925266449,865.96,1631.20352939,98,255882,3.8336748268127443,,
0.001,,260000,,-123.4003667755127,,,,259882,4.571324084639549,1218.6242999216659,905.4
,280,260882,2638,,885.49,1690.1202572399998,98,,,,
0.001,284,264882,2659,-123.99707922363281,885.49,1702.84503198,99,263882,3.757962105154991,,
0.001,,265000,,-124.35345895385743,,,,264882,4.695691670894623,2005.1257008362095,1000.0
0.001,288,268882,2689,-125.37754719543457,893.58,1748.8503522600001,99,267882,3.910989583969116,,
0.001,,270000,,-125.8363698272705,,,,269882,4.618464475870132,2199.0383453022687,977.5
0.001,292,272882,2720,-126.18953576660157,898.77,1785.5554918799999,100,271882,3.6373631224632264,,
0.001,,275000,,-127.12455888366699,,,,274882,4.2021510130167,2175.061663116794,961.8
0.001,296,276882,2750,-127.43311065673828,902.77,1825.41281875,100,275882,3.933041544556618,,
0.001,,280000,,-128.5336156768799,,,,279882,4.996437420964241,1822.319399639964,846.5
,300,280882,2779,,902.77,1824.2406952600002,101,,,,
0.001,304,284065,2796,-128.8317127838135,894.6,1819.63460968,101,283065,4.799707331895828,,
0.001,,285000,,-129.44303144836425,,,,284065,5.409666746258735,2216.0162012893243,992.5
0.001,308,288065,2826,-130.07121418762208,894.6,1845.09108368,101,287065,5.125914761781693,,
0.001,,290000,,-130.63347596740724,,,,289065,4.678367763996124,1527.1237471449247,923.4
0.001,312,292065,2857,-130.7859895172119,894.6,1857.6421297900004,102,291065,5.610777747392654,,
0.001,,295000,,-131.96102116394042,,,,294427,4.558755656838417,2172.914724336518,977.2
,316,295427,2886,,889.75,1857.5229795400003,102,,,,
0.001,320,299427,2909,-132.0216313018799,899.67,1864.6352664799997,102,298427,5.182433262467384,,
0.001,,300000,,-132.42329455566406,,,,299427,4.28839876639843,2066.0161759383977,927.3
0.001,324,302851,2937,-133.27880291748048,923.63,1922.01861473,103,301851,5.468610747098923,,
0.001,,305000,,-133.8788953704834,,,,304851,6.009757650256157,1781.5491046872498,800.1
0.001,328,306851,2968,-134.1566683959961,923.63,1932.0467847500001,103,305851,5.076471805810928,,
0.001,,310000,,-134.80824253845213,,,,309851,5.01373313832283,2239.425844403956,984.2
,332,310851,3000,,939.1,1978.1262205600003,103,,,,
0.001,336,314851,3023,-136.01277198791504,950.42,2009.5196902100004,104,313851,5.622563783884049,,
0.001,,315000,,-135.87540573120117,,,,314851,5.090607573986054,2057.677135589905,921.4
0.001,340,318851,3053,-136.44079205322265,958.36,2038.0090143200002,104,317851,5.22318736243248,,
0.001,,320000,,-136.64318153381348,,,,319851,5.089504528880119,2279.576897110231,1000.0
0.001,344,322851,3086,-137.24393391418457,958.36,2046.4054764600003,104,321851,5.229310712218284,,
0.001,,325000,,-138.1348528289795,,,,324547,6.632344266057014,2011.5979472244157,854.4
0.001,348,326547,3115,-138.52748794555663,955.32,2045.9089222900002,104,325547,5.614706756591797,,
0.001,,330000,,-139.255369720459,,,,329547,6.3010321469306945,1872.0382079058559,807.3
,352,330547,3145,,955.32,2049.66047053,105,,,,
0.001,356,333274,3162,-140.0520664431014,947.78,2036.81710112,105,332274,6.200170998678267,,
0.001,,335000,,-140.4695437011719,,,,334274,6.328800283908844,1896.9076046108735,907.7
0.001,360,335783,3188,-140.79055068969726,940.81,2024.6956769700005,105,335474,6.408134217262268,,
0.001,364,339783,3207,-140.93510397338866,940.86,2015.3774724400002,105,338783,8.125949176073075,,
0.001,,340000,,-141.2575705871582,,,,339783,5.958784530878067,2226.0212681733074,1000.0
0.001,368,343783,3237,-141.7417770385742,945.26,2036.4158055300004,106,342783,6.869899175882339,,
0.001,,345000,,-142.38725830078124,,,,344783,6.575744749307632,1950.039584633964,950.9
0.001,372,347783,3268,-142.67998989868164,945.26,2044.07246864,106,346783,5.624232892155647,,
0.001,,350000,,-143.46719454956056,,,,349783,5.930957968473434,2294.143645857461,1000.0
0.001,376,351783,3297,-143.296155670166,949.01,2058.7924081600004,106,350783,5.357064815282822,,
0.001,,355000,,-144.49060104370116,,,,354783,6.267125070810318,2204.2310746242993,1000.0
,380,355783,3326,,949.01,2067.0328787,106,,,,
0.001,384,359226,3347,-145.72505407714843,943.44,2074.4932929200004,107,358783,5.1998281419277195,,
0.001,,360000,,-146.08840598716392,,,,359226,5.847874140093611,1992.069369996339,896.6
0.001,388,363226,3373,-145.1046130065918,943.44,2050.5897322700002,107,362226,6.996695900678635,,
0.001,,365000,,-145.3218945007324,,,,364226,6.997961455345154,2229.936281132791,1000.0
0.001,392,367226,3402,-145.56973361206056,943.44,2027.4948136900002,107,366226,6.365439149618148,,
0.001,,370000,,-145.8571143798828,,,,369226,6.618011500597,2289.925428188965,1000.0
0.001,396,371226,3432,-145.7563342590332,943.44,2031.7202439200003,108,370226,6.096742754936218,,
0.001,400,374324,3452,-146.34842123413085,934.42,2029.19667477,108,374226,6.843113931417466,,
0.001,,375000,,-145.42131603007414,,,,374324,6.542032022865451,2047.0618926246068,914.0
0.001,404,378202,3480,-146.68193923950196,941.37,2048.5395602099998,108,377324,7.124646943569183,,
0.001,,380000,,-147.16006671142577,,,,379202,6.133130487680435,2166.5955784858206,1000.0
0.001,408,382202,3510,-147.09873461914063,941.37,2048.93451521,108,381202,6.352836180686951,,
0.001,,385000,,-147.9059515686035,,,,384202,6.889996218681335,2425.870036033541,1000.0
0.001,412,386202,3542,-147.4731687011719,941.37,2051.51842794,109,385202,6.2048680143356325,,
0.001,,390000,,-148.12504235839845,,,,389202,7.106069400310516,2288.439164304314,1000.0
,416,390202,3571,,947.75,2070.2465042599997,109,,,,
0.001,420,392430,3586,-147.16834716796876,930.03,2057.60014369,109,392212,4.8065876245498655,,
0.001,,395000,,-149.1511473388672,,,,394430,7.243812015771866,2288.657175161317,1000.0
0.001,424,396430,3614,-149.34903073120117,935.79,2075.14327532,109,395430,5.47391659116745,,
0.001,,400000,,-150.0228729248047,,,,399430,5.154345708608627,2372.3601661170833,988.8
,428,400430,3646,,935.79,2079.4109688099998,109,,,,
0.001,432,404430,3666,-149.8997498474121,935.79,2071.13983019,110,403430,6.574317600011826,,
0.001,,405000,,-149.82425805664062,,,,404430,7.060085280418396,2391.7832180566156,1000.0
0.001,436,408430,3696,-149.92118240356444,935.79,2080.0961124699998,110,407430,7.2558929226398465,,
0.001,,410000,,-150.6588555908203,,,,409430,7.116326609134674,2375.0467133359984,1000.0
0.001,440,412430,3725,-150.71617895507814,935.79,2083.6647067199997,110,411430,5.785238960146904,,
0.001,,415000,,-150.93260720825197,,,,414430,6.522089952945709,2379.2995924521238,1000.0
0.001,444,416430,3754,-150.9781078491211,935.79,2086.81213611,110,415430,6.686847266674042,,
0.001,,420000,,-151.37486068725585,,,,419430,6.204135601878166,2201.0647166789277,906.4
,448,420430,3785,,938.83,2098.71948111,111,,,,
0.001,452,423967,3803,-152.02632534790038,934.2,2094.0849711,111,422967,6.666469585180282,,
0.001,,425000,,-152.5634801635742,,,,424967,5.883063949346543,2293.588934785771,1000.0
0.001,456,427967,3832,-152.19691900634766,946.93,2127.67649664,111,426967,6.591258980870247,,
0.001,,430000,,-152.0936716003418,,,,429967,6.569644681215286,2227.1860473646316,905.5
0.001,460,431967,3861,-152.2931787109375,961.84,2170.6184552600002,111,430967,6.398194842576981,,
0.001,,435000,,-152.3978681640625,,,,434967,6.402082036495209,2518.448173705675,1000.0
,464,435967,3889,,961.84,2195.76477501,112,,,,
0.001,468,439967,3909,-152.9434963989258,961.84,2202.8533948299996,112,438967,6.4232749397754665,,
0.001,,440000,,-153.11521978759765,,,,439967,5.980626464128494,2462.7397522211077,1000.0
0.001,472,443967,3939,-153.1604780883789,961.84,2207.1908270900003,112,442967,6.6986432641744615,,
0.001,,445000,,-153.07021493530274,,,,444967,5.739476936340332,2400.4311666294,984.1
0.001,476,447967,3968,-153.3230260620117,961.84,2211.64967266,112,446967,5.842645697593689,,
0.001,,450000,,-154.16448385620117,,,,449967,5.795301256656646,2485.2317308031024,1000.0
0.001,480,451967,3998,-153.99034823608397,961.84,2220.07275683,113,450967,5.495078360795975,,
0.001,,455000,,-154.74295095825195,,,,454967,5.882227039813995,2409.605327311624,983.3
,484,455967,4028,,967.41,2244.18104211,113,,,,
0.001,488,459967,4048,-154.9954769592285,967.41,2282.56307018,113,458967,6.232741843461991,,
0.001,,460000,,-155.11612756347657,,,,459967,5.92516146492958,2383.456923013809,1000.0
0.001,492,463967,4076,-155.48725155639647,967.41,2270.2074825600002,113,462967,5.959533429384232,,
0.001,,465000,,-155.56675982666016,,,,464967,5.836308995485306,2517.593045148626,1000.0
0.001,496,467967,4106,-156.01876205444336,967.41,2279.69690135,113,466967,7.210554779291153,,
0.001,,470000,,-156.37761853027342,,,,469967,5.903365249633789,2272.7565221002324,908.9
0.001,500,471967,4133,-156.5608186645508,976.43,2307.84016125,114,470967,5.482776969671249,,
0.001,,475000,,-157.37855639648438,,,,474967,6.276113245487213,2347.7027519740395,951.0
,504,475967,4161,,977.65,2318.6124373599996,114,,,,
0.001,508,479967,4181,-158.15083868408203,977.65,2326.38592435,114,478967,5.401183903574943,,
0.001,,480000,,-158.621477142334,,,,479967,6.407931529045105,1816.316749879159,746.7
0.001,512,483323,4205,-159.1453922729492,971.21,2314.8726051400004,114,482323,7.097287799835205,,
0.001,,485000,,-158.79129718017577,,,,484323,5.703145636796951,2620.2175405931425,1000.0
0.001,516,487323,4236,-158.99004373168944,971.21,2326.5250574300003,115,486323,5.82562398815155,,
0.001,,490000,,-159.59393072509766,,,,489323,7.069199096679688,2578.5524182306604,1000.0
0.001,520,491323,4266,-159.89157064819335,988.93,2367.50224611,115,490323,6.6233631629943845,,
0.001,,495000,,-160.19772271728516,,,,494323,6.33296570611,2646.725085200742,1000.0
,524,495323,4294,,988.93,2378.04106171,115,,,,
0.001,528,499323,4315,-160.81524035644532,988.93,2391.3361856499996,115,498323,6.940128792762756,,
0.001,,500000,,-161.25118176269532,,,,499323,5.725392020225525,2614.636228086846,1000.0
0.001,532,503323,4344,-161.6470248413086,988.93,2413.44289166,115,502323,6.836021808624268,,
0.001,,505000,,-161.83900704956054,,,,504323,6.1352116374969485,2199.126579188183,829.6
0.001,536,507323,4373,-161.97529766845702,988.93,2421.06812621,115,506323,6.221917527198792,,
0.001,,510000,,-162.45221493530272,,,,509323,6.267159014940262,2364.5974087234586,924.1
0.001,540,511323,4403,-162.63420794677734,988.93,2429.70578101,116,510323,6.034936832427978,,
0.001,,515000,,-163.78556158447265,,,,514323,6.0851160674095155,2599.701642814465,944.3
,544,515323,4434,,988.93,2439.7614804,116,,,,
0.001,548,518483,4452,-164.149361038208,980.53,2423.62676893,116,517483,7.728271834552288,,
0.001,,520000,,-164.4824789428711,,,,519483,7.6845867562294,2651.9785580333323,1000.0
0.001,552,522483,4483,-165.05982061767577,985.16,2443.74640956,116,521483,6.707810160160065,,
0.001,,525000,,-165.40691156098336,,,,524011,7.265962775006439,1823.6058919017844,913.5
0.001,556,525364,4513,-165.03820782470703,973.97,2401.3101615,116,525011,7.3058549063205716,,
0.001,560,528759,4528,-165.33622430419922,967.92,2392.87899383,116,527759,7.2039973015785215,,
0.001,,530000,,-165.56832824707033,,,,529759,6.596635484218598,2517.691381386295,1000.0
0.001,564,532759,4558,-165.9281368713379,967.92,2398.97286136,116,531759,7.126026839017868,,
0.001,,535000,,-166.5778331298828,,,,534759,6.358271630525589,2510.428372963611,1000.0
0.001,568,535858,4587,-166.58001879882812,958.91,2384.93385771,116,535759,6.392973041296005,,
0.001,572,539858,4604,-167.372712890625,958.91,2384.7672165000004,117,538858,6.33777798128128,,
0.001,,540000,,-167.39797702026368,,,,539858,6.55313449883461,2720.501120126527,1000.0
0.001,576,543858,4633,-167.63962213134766,958.91,2395.26779595,117,542858,6.823221326589584,,
0.001,,545000,,-167.81926867675782,,,,544858,6.818593050479889,2619.5652538232507,1000.0
0.001,580,547858,4662,-168.05317681884765,958.91,2387.93607568,117,546858,7.240109433174133,,
0.001,,550000,,-168.12331963854194,,,,549760,9.327995810434718,2380.580886097625,937.2
0.001,584,551760,4689,-167.78681652832032,957.93,2392.9875931700003,117,550760,6.641305057525635,,
0.001,,555000,,-168.27319061279297,,,,554760,8.27096091222763,2714.038056080509,1000.0
,588,555760,4717,,957.93,2400.72765179,117,,,,
0.001,592,559760,4738,-168.6007315673828,957.93,2455.38003251,118,558760,7.678243836641312,,
0.001,,560000,,-168.6376083984375,,,,559760,7.771373049497605,2459.7615567642265,960.4
0.001,596,563395,4764,-169.33813317717062,954.28,2449.9917778700005,118,562395,7.961900070896299,,
0.001,,565000,,-169.16499389648436,,,,564395,7.09575931930542,2643.44142327439,1000.0
0.001,600,567395,4794,-169.57931680297852,954.28,2459.64149511,118,566395,7.453374800205231,,
0.001,,570000,,-169.40445571899414,,,,569395,7.070967871665955,2808.2040676962583,1000.0
0.001,604,571395,4824,-169.67343139648438,954.28,2429.83254419,118,570395,7.568267193555832,,
0.001,,575000,,-169.36863839721678,,,,574395,8.891251779556274,2768.0564603396692,1000.0
,608,575395,4855,,954.28,2441.85324068,118,,,,
0.001,612,579395,4876,-169.75305020141602,960.72,2467.3224658800004,118,578395,7.334263180494308,,
0.001,,580000,,-169.8470657043457,,,,579395,8.200642156124115,2592.1109082251787,1000.0
0.001,616,583395,4905,-170.1374548034668,960.72,2471.59730575,118,582395,7.860688705921173,,
0.001,,585000,,-170.10903143310546,,,,584395,7.982298645973206,2684.237011546269,974.6
0.001,620,587395,4934,-170.22813690185546,960.72,2470.2590988399998,119,586395,8.254459715366364,,
0.001,,590000,,-170.29009729003906,,,,589395,7.984647371292114,2734.613078539446,1000.0
0.001,624,591395,4964,-170.21727600097657,960.72,2478.00165675,119,590395,7.318626692295075,,
0.001,,595000,,-170.70080227661134,,,,594395,7.998544083118439,2777.859785960987,1000.0
,628,595395,4993,,960.72,2481.40560603,119,,,,
0.001,632,599395,5014,-171.15083923339844,960.72,2482.5627418,119,598395,7.6693311302661895,,
0.001,,600000,,-171.22359973144532,,,,599395,7.273099802970886,2639.4530584817753,1000.0
0.001,636,603025,5041,-171.032758585612,957.02,2475.29676291,119,602025,7.944180687647017,,
0.001,,605000,,-171.36957583618164,,,,604149,9.224881672143937,2625.618832436111,954.3
0.001,640,606149,5066,-171.61610778808594,948.26,2457.16882488,119,605149,7.399011703014374,,
0.001,,610000,,-172.2170396118164,,,,609149,8.001727609157562,2681.0567851906644,1000.0
,644,610149,5097,,948.26,2459.84515346,119,,,,
0.001,648,614149,5118,-172.2163070678711,956.66,2489.06611237,119,613149,9.133660396814346,,
0.001,,615000,,-172.29778173828126,,,,614149,7.755012572288513,2486.5419126276392,921.0
0.001,652,617753,5147,-172.35248333740233,952.7,2483.61355166,120,617149,9.03389794230461,,
0.001,,620000,,-172.6976168823242,,,,619753,9.424020175933839,2853.9572495520524,992.4
0.001,656,621753,5175,-172.69252294921876,963.89,2540.7246681399997,120,620753,8.243309984683991,,
0.001,,625000,,-173.23340783691407,,,,624753,7.796357636928558,2564.8377849167678,946.5
,660,625753,5203,,969.94,2560.32943583,120,,,,
0.001,664,628891,5220,-173.3264906616211,961.32,2538.9733249,120,627891,9.454103561878204,,
0.001,,630000,,-173.40098461914062,,,,629891,10.257285435676575,2804.1349865085444,1000.0
0.001,668,632891,5248,-173.71595629882813,970.33,2566.8131844399995,120,631891,8.191657917737961,,
0.001,,635000,,-173.99139334106445,,,,634891,8.986254142522812,2582.5058822080027,1000.0
0.001,672,636891,5276,-173.83755621337892,970.33,2578.18413443,120,635891,8.254271871566772,,
0.001,,640000,,-174.5780703125,,,,639891,7.294952870607376,2840.8503793781624,1000.0
,676,640891,5305,,970.33,2584.2266452799995,120,,,,
0.001,680,644891,5326,-174.29671252441406,970.33,2606.5958830600007,121,643891,7.667370613098145,,
0.001,,645000,,-174.69057220458984,,,,644891,8.707617539405822,2570.8379642182963,907.5
0.001,684,648891,5354,-175.24690405273438,971.31,2615.95724952,121,647891,7.474682579755783,,
0.001,,650000,,-175.1055358581543,,,,649891,9.07472588610649,2866.8350156448782,1000.0
0.001,688,652891,5382,-175.48178408813476,971.31,2609.18178315,121,651891,8.000535622596741,,
0.001,,655000,,-175.69259185791014,,,,654891,8.263713161468505,2178.412224130705,818.4
0.001,692,656891,5409,-175.80775354003907,971.31,2613.88737785,121,655891,8.83348501610756,,
0.001,,660000,,-176.31950817871095,,,,659161,8.475755559682845,2792.9980569578706,1000.0
,696,660161,5433,,967.66,2611.05591449,121,,,,
