time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4,4136,6.0,24,0,44.4845075,,,,,,
8,4223,6.25,50,0,46.738862,,,,,,
12,4258,6.25,75,0,46.70713800000001,,,,,,
16,4026,6.5,104,0,49.028157875,,,,,,
20,852,5.9,118,0,43.451872249999994,20,60.859484354654946,0.001,-5.902552604675293,,
24,597,5.5,132,0,39.72280754166666,33,31.53067906697591,0.001,-7.531104564666748,,
28,477,5.285714285714286,148,0,37.65443967857143,49,17.439794301986694,0.001,-8.11679983139038,,
32,417,5.0,160,0,35.060797843749995,62,15.0371675491333,0.001,-7.268513202667236,,
36,376,4.861111111111111,175,0,33.74116147222222,77,14.088038682937622,0.001,-7.756140947341919,,
40,347,4.725,189,0,32.480294225,91,12.556777715682983,0.001,-7.965219497680664,,
44,326,4.613636363636363,203,0,31.44040079545454,105,12.961756944656372,0.001,-8.074681758880615,,
48,309,4.541666666666667,218,0,30.749697875,120,14.180344820022583,0.001,-7.201669216156006,,
52,299,4.461538461538462,232,0,30.004766634615383,133,15.561790227890015,0.001,-6.9538798332214355,,
56,287,4.410714285714286,247,0,29.514772946428568,148,11.906901121139526,0.001,-7.925589323043823,,
60,279,4.35,261,0,28.950211916666664,162,14.757201512654623,0.001,-8.329543828964233,,
64,270,4.296875,275,1,28.458742359375,177,9.978567123413086,0.001,-8.323722839355469,,
68,264,4.25,289,1,28.02369638235294,191,9.71146535873413,0.001,-8.21441650390625,,
72,257,4.208333333333333,303,1,27.63861038888889,205,12.19103193283081,0.001,-7.680744409561157,,
76,252,4.171052631578948,317,1,27.29217861842105,218,12.142868677775065,0.001,-7.627920389175415,,
80,247,4.125,330,1,26.8771609875,232,11.026280721028646,0.001,-8.579153060913086,,
84,244,4.083333333333333,343,1,26.499529523809525,245,9.186521212259928,0.001,-7.411309719085693,,
88,240,4.068181818181818,358,1,26.34979869318182,259,10.3026784658432,0.001,-8.493680477142334,,
92,236,4.021739130434782,370,1,25.938814869565224,272,9.76705519358317,0.001,-7.541591167449951,,
96,234,4.0,384,1,25.736748260416665,286,10.73059093952179,0.001,-8.752360820770264,,
100,231,3.98,398,1,25.549002,300,12.602026303609213,0.001,-7.622130393981934,,
104,229,3.9,414,1,24.779447199999996,315,7.735990047454834,0.001,-8.598662853240967,,
108,227,3.8,430,1,23.83125802,331,7.406089901924133,0.001,-8.474816799163818,,
112,224,3.69,444,1,22.80747475,346,9.283799767494202,0.001,-9.023431301116943,,
116,223,3.55,459,2,21.490245599999998,360,7.91560435295105,0.001,-7.498258352279663,,
120,221,3.53,471,2,21.320969599999998,373,8.95141855875651,0.001,-9.068839073181152,,
124,218,3.53,485,2,21.320788450000006,387,9.489261388778687,0.001,-7.6615917682647705,,
128,217,3.5,498,2,21.072448500000004,400,7.795483827590942,0.001,-8.036135196685791,,
132,216,3.54,514,2,21.405959069999998,415,10.643990516662598,0.001,-8.47510814666748,,
136,215,3.66,541,2,22.538974719999995,439,6.900284017835345,0.001,-11.606781005859375,,
140,213,3.82,571,2,24.034269119999998,469,7.918724809374128,0.001,-11.33934466044108,,
144,212,3.98,601,2,25.530163590000008,499,7.373471260070801,0.001,-12.057837963104248,,
148,210,4.11,629,2,26.747601640000003,527,5.447992188589914,0.001,-12.806585629781088,,
152,209,4.25,657,3,28.04516382,555,6.152279785701206,0.001,-12.275656700134277,,
156,207,4.35,682,3,28.98971785,581,10.269937435785929,0.001,-12.78933334350586,,
160,206,4.47,708,3,30.10847823,606,6.202373095921108,0.001,-13.452261924743652,,
164,204,4.58,733,3,31.142434490000007,632,5.918565613882882,0.001,-13.42116093635559,,
168,203,4.7,759,3,32.265693770000006,658,4.7210429055350165,0.001,-14.095657348632812,,
172,203,4.91,794,3,34.21835576,690,5.995285142551769,0.001,-14.213501771291098,,
176,202,5.18,835,4,36.73466212,730,5.0526632308959964,0.001,-14.472953605651856,,
180,200,5.48,878,4,39.530006900000004,773,7.684808373451233,0.001,-15.531925042470297,,
184,200,5.82,925,4,42.70986988000001,817,5.404628780153063,0.001,-15.437981843948364,,
188,199,6.08,966,4,45.15868391000001,859,5.1135227415296765,0.001,-15.945935010910034,,
,,,1000,,,902,5.291962051391602,0.001,-17.58393783569336,10.9,90.0551768064499
192,195,6.39,1009,5,48.04104287,,,,,,
196,194,6.67,1051,5,50.65662219000001,944,6.480031828085582,0.001,-17.52822271982829,,
200,193,7.01,1099,5,53.84292612,994,5.215505695343017,0.001,-18.582836627960205,,
204,192,7.31,1145,5,56.68359379000001,1040,3.93937087059021,0.001,-18.777459144592285,,
208,192,7.59,1189,6,59.327481770000006,1081,5.603301069953225,0.001,-19.350274658203126,,
212,191,8.12,1256,6,64.29237465,1147,7.810155018516209,0.001,-21.000225587324664,,
216,190,8.38,1297,6,66.76307688,1192,5.8140369521247015,0.001,-21.629214096069337,,
220,190,9.01,1372,7,72.65705629000001,1258,6.1875394821167,0.001,-21.785045862197876,,
224,189,9.25,1410,7,74.91891022,1303,4.013252943754196,0.001,-22.939956665039062,,
228,188,9.68,1466,7,78.94322912,1360,4.97885799407959,0.001,-23.546145545111763,,
232,188,10.07,1521,8,82.62646262,1413,4.493002561422495,0.001,-25.392271359761555,,
236,187,10.37,1578,8,85.4413891,1469,4.427450471454197,0.001,-26.19370126724243,,
240,187,10.63,1634,8,87.88482075,1522,6.1244091391563416,0.001,-25.930923461914062,,
244,186,10.98,1699,9,91.17849533,1589,3.843271858551923,0.001,-25.749668836593628,,
248,186,11.18,1747,9,93.07323905,1639,3.110029752437885,0.001,-27.95013364156087,,
252,185,11.43,1800,9,95.44402568,1694,2.9960418939590454,0.001,-28.465458869934082,,
256,185,11.72,1854,10,98.17466107000001,1748,4.282728574492714,0.001,-29.257267316182453,,
260,185,12.08,1916,10,101.56506026999999,1807,3.1024418009652033,0.001,-30.479441748725044,,
264,185,12.51,1984,10,105.60443039999998,1864,3.740427866578102,0.001,-30.09913945198059,,
,,,2000,,,1900,2.923099626194347,0.001,-31.57670021057129,14.8,127.23039684295654
268,184,12.94,2053,11,109.64315194999999,1932,2.689400775091989,0.001,-31.93317916176536,,
272,182,13.31,2125,11,113.13333139000001,2016,2.9225085486065256,0.001,-32.613233219493516,,
276,183,13.56,2191,11,115.49393946,2073,3.3240883191426596,0.001,-33.32434926714216,,
280,182,13.78,2256,12,117.56274273999999,2142,3.001122944495257,0.001,-34.275764041476776,,
284,182,13.9,2315,12,118.697218,2208,2.903929216521127,0.001,-35.18866729736328,,
288,182,14.24,2390,13,121.88669774999998,2277,3.178126412630081,0.001,-35.91564025878906,,
292,182,14.51,2460,13,124.41893217,2348,3.1838953495025635,0.001,-37.32982406616211,,
296,181,14.75,2526,13,126.68982871,2422,2.402228716441563,0.001,-37.85866928100586,,
300,182,14.84,2583,14,127.54147977000002,2475,2.4165989756584167,0.001,-38.13192967006138,,
304,182,15.11,2656,14,130.06809498999996,2541,2.983007449370164,0.001,-40.13217862447103,,
308,183,15.64,2753,15,135.03086835,2629,2.3871701856454215,0.001,-40.47996870676676,,
312,182,15.6,2816,15,134.65951374,2702,2.778726577758789,0.001,-41.58416875203451,,
316,182,15.95,2892,15,137.91397934,2783,3.4227517001769123,0.001,-42.289345011991614,,
320,182,15.95,2967,16,137.89425586999997,2860,2.6540215969085694,0.001,-43.758638858795166,,
,,,3000,,,2895,2.948363932696256,0.001,-43.19982376098633,16.2,140.1455796122551
324,181,16.28,3038,16,140.97734041,2925,2.766791546344757,0.001,-43.24517720540364,,
328,182,16.53,3119,17,143.31173245,2990,2.5000360369682313,0.001,-45.02268028259277,,
332,182,17.03,3224,17,147.98597250999998,3104,2.924642562866211,0.001,-47.81529159545899,,
336,182,17.34,3312,18,150.88665032,3182,3.178930498304821,0.001,-47.84854230013761,,
340,181,17.33,3367,18,150.78580677999997,3261,3.141668770048353,0.001,-48.53305519951714,,
344,182,17.54,3453,18,152.73402506000002,3327,3.1012119826148536,0.001,-48.76165199279785,,
348,182,17.93,3540,19,156.37707016,3430,3.0359267368912697,0.001,-49.55652046203613,,
352,182,18.12,3612,19,158.13120197999996,3502,3.734122463635036,0.001,-50.90315137590681,,
356,184,18.95,3749,20,165.87117573,3584,3.680004054849798,0.001,-52.51414038918235,,
360,182,19.01,3817,20,166.40466042000003,3704,4.118620353586533,0.001,-50.94862577650282,,
364,182,19.29,3913,21,168.99899881000002,3789,4.365447727839152,0.001,-54.75527082170759,,
,,,4000,,,3871,3.8007057309150696,0.001,-53.97055959701538,24.4,215.847993516922
368,181,19.67,4020,22,172.51419273,3905,4.1594310788547295,0.001,-55.68004361320944,,
372,181,19.84,4109,22,174.07731717,3988,4.6619447310765585,0.001,-55.98957239786784,,
376,182,20.52,4243,23,180.41296508,4104,4.242286992073059,0.001,-58.03426399230957,,
380,181,21.02,4358,24,185.06577454,4243,4.388288687257206,0.001,-59.36797467400046,,
384,181,21.29,4444,24,187.55135341000002,4331,4.492963564395905,0.001,-60.38831481933594,,
388,181,21.4,4530,24,188.54815018000002,4412,5.478221628401014,0.001,-62.07251273261176,,
392,181,21.83,4643,25,192.53305068999995,4522,5.573604714870453,0.001,-62.13895606994629,,
396,181,22.12,4738,26,195.19933248000004,4622,6.238039788745699,0.001,-63.540343197909266,,
400,181,22.95,4878,26,202.92857191000002,4743,6.102085113525391,0.001,-64.02394771575928,,
,,,5000,,,4877,7.097407729537399,0.001,-64.38800136859601,31.1,278.5138014793396
404,179,23.45,5001,27,207.55677204000003,,,,,,
408,179,23.62,5115,28,209.10794898000003,5000,7.805774728457133,0.001,-67.6266549428304,,
412,179,24.15,5231,29,214.02735169999997,5111,13.998535650747794,0.001,-67.13405403724083,,
416,178,24.43,5335,29,216.5983044,5219,9.835319226787936,0.001,-68.03951416015624,,
420,178,24.92,5459,30,221.15446233,5327,11.947184474379927,0.001,-69.9308829674354,,
424,178,25.39,5577,31,225.50384750999999,5459,8.95672447928067,0.001,-71.59889711652484,,
428,177,25.87,5706,32,229.93683801,5583,11.261235627261074,0.001,-70.97220420837402,,
432,177,26.44,5868,33,235.24395661,5741,10.634996219114823,0.001,-72.35790079290217,,
,,,6000,,,5876,10.969410196940105,0.001,-75.92987111409505,38.3,345.5864626288414
