train/learning_rate,train/n_updates,train/critic_loss,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/actor_loss,rollout/ep_rew_mean,time/fps,eval/mean_reward,eval/mean_ep_length
0.001,2000,0.06076427317783237,4,760.5,11,3042,-2.3669141023904086,-644.2330117500001,258,,
0.001,3796,0.24402238003885318,8,604.75,23,4838,-5.515475192627349,-331.80257525,202,,
0.001,4796,0.17104607098549604,,,,5000,-5.836747398376465,,,728.7754356540739,1000.0
0.001,7796,0.14723425543680788,12,736.5,58,8838,-9.896947971343995,-56.14484816666666,150,,
0.001,9796,0.13315782211720945,,,,10000,-12.436273384094239,,,870.9871395453811,1000.0
0.001,11796,0.14875773296505213,16,802.375,92,12838,-15.068065544128418,104.8620948125,138,,
0.001,14796,0.14121389447152616,,,,15000,-18.712570827484132,,,862.9207028210163,1000.0
0.001,15796,0.15076448925584554,20,841.9,130,16838,-19.86513845062256,205.78381280000002,129,,
0.001,19796,0.14426106925308704,,,,20000,-24.365489025115966,,,867.9906489819289,1000.0
,,,24,868.25,169,20838,,275.67374916666665,123,,
0.001,23796,0.15796796465665103,28,887.0714285714286,198,24838,-28.62855302810669,328.2008918214286,124,,
0.001,24796,0.14697795141488312,,,,25000,-29.62067105102539,,,885.0287207007408,1000.0
0.001,27796,0.13719746638834476,32,901.1875,237,28838,-32.52086304092407,368.75302640625,121,,
0.001,29796,0.16515652307868003,,,,30000,-34.3536802444458,,,905.4416544497013,1000.0
0.001,31796,0.15456219227984547,36,912.1666666666666,276,32838,-36.14938883972168,400.8179025277778,118,,
0.001,34796,0.1424559541530907,,,,35000,-38.721762619018556,,,939.9337095856666,1000.0
0.001,35796,0.14374475976079704,40,920.95,314,36838,-39.54677786254883,428.770753625,117,,
0.001,39796,0.1102915772870183,,,,40000,-42.76785997009277,,,941.8386066675187,1000.0
,,,44,928.1363636363636,354,40838,,451.9343199090909,115,,
0.001,43796,0.15255062057077884,48,934.125,380,44838,-45.72209066772461,472.1528852083333,117,,
0.001,44796,0.12203455350920558,,,,45000,-46.443642547607425,,,936.3843605995178,1000.0
0.001,47796,0.11124021009355783,52,939.1923076923077,415,48838,-48.59128907012939,487.05666669230754,117,,
0.001,49796,0.13710210371389986,,,,50000,-49.91587716674805,,,941.8950736820698,1000.0
0.001,51796,0.09398111949115992,56,943.5357142857143,451,52838,-51.16267664337158,501.66964587499996,117,,
0.001,54796,0.13427762988582254,,,,55000,-52.90198543548584,,,949.9070656895638,1000.0
0.001,55796,0.1404136981666088,60,947.3,487,56838,-53.477981727600095,514.5807913,116,,
0.001,59077,0.16738105310872198,,,,60000,-55.25304567718506,,,950.2574495792389,1000.0
,,,64,939.359375,517,60119,,517.650218578125,116,,
0.001,63077,0.09224862621724605,68,942.9264705882352,541,64119,-57.18204150390625,527.3460395882352,118,,
0.001,64077,0.24978669241815804,,,,65000,-57.63023972320557,,,943.5415555477142,1000.0
0.001,67077,0.2098745585270226,72,946.0972222222222,577,68119,-58.91481294250488,535.6220441388889,117,,
0.001,69077,0.1683002829030156,,,,70000,-59.74566663360596,,,957.7934973180294,1000.0
0.001,71077,0.2804049922339618,76,948.9342105263158,614,72119,-60.53157177734375,543.2121929868422,117,,
0.001,74077,0.330623996745795,,,,75000,-61.62027568817139,,,945.0934133291245,1000.0
0.001,75077,0.14968274296447634,80,951.4875,652,76119,-61.99671533203125,550.268860675,116,,
0.001,79077,0.12706743381917476,,,,80000,-63.36902069854737,,,941.0507545351982,1000.0
,,,84,953.797619047619,688,80119,,556.6281221190477,116,,
0.001,83077,0.16226250728964806,88,955.8977272727273,716,84119,-64.62593508911132,562.6592451136363,117,,
0.001,84077,0.1329937807917595,,,,85000,-64.91666116333008,,,957.0364238381386,1000.0
0.001,87077,0.15399956371635198,92,957.2065217391304,754,88063,-65.75311375427246,567.7653227065217,116,,
0.001,89609,0.33476944265142083,,,,90000,-66.41942753601074,,,944.1546195447445,1000.0
0.001,90609,0.13286095374077558,96,954.6979166666666,789,91651,-66.66962785339355,569.6176382708334,116,,
0.001,94609,0.40066518932580947,,,,95000,-67.5934359588623,,,941.9580158740282,1000.0
,,,100,956.51,828,95651,,574.1538045000001,115,,
0.001,98609,0.3643522505164146,104,966.09,857,99651,-68.5137992553711,627.3954573100001,116,,
0.001,99609,0.20660966112092138,,,,100000,-68.73221539306641,,,949.9044537961483,1000.0
0.001,102609,0.26583741343393924,108,988.13,895,103651,-69.32820500183105,655.96528853,115,,
0.001,104609,0.07351835355907678,,,,105000,-69.72908909606933,,,962.0286528289319,1000.0
0.001,106609,0.4652357605434954,112,988.13,934,107651,-70.04378498840332,663.4840587899998,115,,
0.001,109609,0.16878884708508848,,,,110000,-70.58487731933593,,,951.7791076421738,1000.0
0.001,110609,0.16202781447023154,116,988.13,972,111651,-70.75940473937989,667.6926622000001,114,,
0.001,114609,0.2552438951171935,,,,115000,-71.35240153503418,,,950.5633435606957,1000.0
,,,120,988.13,1011,115651,,671.11531091,114,,
0.001,117196,0.1470368929281831,124,974.0,1029,118238,-71.74878100585937,664.08745037,114,,
0.001,119196,0.6122352702282369,,,,120000,-72.02035063171387,,,963.864217466116,1000.0
0.001,121196,0.3026813593134284,128,974.0,1065,122238,-72.25808221435547,666.4683565700001,114,,
0.001,124196,0.11665021469816565,,,,125000,-72.63954322814942,,,957.4065341114998,1000.0
0.001,125196,0.12305662713944912,132,974.0,1104,126238,-72.75581309509278,668.3155659900002,114,,
0.001,129196,0.32073118752241137,,,,130000,-73.03870858764648,,,959.9022639632225,1000.0
,,,136,974.0,1143,130238,,669.2479656,113,,
0.001,132259,0.5079774104802673,140,964.63,1164,133301,-73.32594745520389,663.30488499,114,,
0.001,134259,0.31874882922321557,,,,135000,-73.46648043823242,,,950.1471395671367,1000.0
0.001,136259,0.6980428812690079,144,964.63,1202,137301,-73.58573944091796,663.7538868999999,114,,
