rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/ent_coef,train/n_updates,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-7.01947575,4,26,653,0,6.5,,,,,,,,
-5.967810249999999,8,46,662,0,5.75,,,,,,,,
-5.760367833333333,12,65,684,0,5.416666666666667,,,,,,,,
-5.9503275,16,91,682,0,5.6875,,,,,,,,
-6.219962950000001,20,117,323,0,5.85,-0.09003990888595581,-11.423186302185059,0.0003,0.9954922795295715,16,16.915359497070312,,
-6.481305041666666,24,144,202,0,6.0,-0.2545740604400635,-12.33364486694336,0.0003,0.9873925447463989,43,16.293331146240234,,
-6.264039571428571,28,162,170,0,5.785714285714286,-0.3645835220813751,-12.66357421875,0.0003,0.9820318222045898,61,16.931533813476562,,
-6.11686303125,32,179,151,1,5.59375,-0.46638792753219604,-12.96975326538086,0.0003,0.9770004153251648,78,16.637704849243164,,
-6.172209611111111,36,202,134,1,5.611111111111111,-0.607580840587616,-13.059928894042969,0.0003,0.9702438116073608,101,16.58929443359375,,
-6.34158135,40,227,123,1,5.675,-0.7561821937561035,-13.408918380737305,0.0003,0.9629602432250977,126,14.997304916381836,,
-6.289320295454545,44,246,117,2,5.590909090909091,-0.8736851215362549,-13.589580535888672,0.0003,0.9574671387672424,145,12.378875732421875,,
-6.338034020833334,48,266,113,2,5.541666666666667,-0.9935095310211182,-14.266672134399414,0.0003,0.951731264591217,165,7.992160797119141,,
-6.31877796153846,52,290,109,2,5.576923076923077,-1.132685661315918,-14.260614395141602,0.0003,0.944915771484375,189,4.649290084838867,,
-6.316701767857142,56,316,106,2,5.642857142857143,-1.2805131673812866,-15.033449172973633,0.0003,0.9376150965690613,215,3.493758201599121,,
-6.1828433333333335,60,337,103,3,5.616666666666666,-1.4052939414978027,-15.992496490478516,0.0003,0.931755781173706,236,2.964357852935791,,
-6.099933343750001,64,364,101,3,5.6875,-1.5690388679504395,-16.02764892578125,0.0003,0.924264669418335,263,2.553745746612549,,
-5.980313852941177,68,386,99,3,5.676470588235294,-1.6942520141601562,-16.948904037475586,0.0003,0.9182026386260986,285,2.2042155265808105,,
-5.954882916666667,72,404,98,4,5.611111111111111,-1.8069603443145752,-16.89832305908203,0.0003,0.9132773280143738,303,2.113840103149414,,
-5.925018605263158,76,430,96,4,5.657894736842105,-1.9577221870422363,-16.43305015563965,0.0003,0.9062088131904602,329,2.1653175354003906,,
-5.9109922,80,452,95,4,5.65,-2.0956525802612305,-17.27268409729004,0.0003,0.9002651572227478,351,2.402160167694092,,
-5.8670150238095236,84,473,94,5,5.630952380952381,-2.2020421028137207,-17.197662353515625,0.0003,0.8946335315704346,372,1.793036699295044,,
-5.8094022386363635,88,494,93,5,5.613636363636363,-2.3446731567382812,-16.709386825561523,0.0003,0.8890417814254761,393,2.417233467102051,,
-5.772082923913043,92,517,92,5,5.619565217391305,-2.475440740585327,-17.009193420410156,0.0003,0.882954478263855,416,3.819979667663574,,
-5.7814773541666655,96,542,91,5,5.645833333333333,-2.614506721496582,-16.871591567993164,0.0003,0.8763853311538696,441,3.751140594482422,,
-5.791490359999998,100,568,91,6,5.68,-2.7631282806396484,-17.488962173461914,0.0003,0.8696123361587524,467,2.2597734928131104,,
-5.687732920000001,104,594,90,6,5.68,-2.913217544555664,-18.043292999267578,0.0003,0.8628888726234436,493,2.8425772190093994,,
-5.72610617,108,614,90,6,5.68,-3.047471284866333,-18.209064483642578,0.0003,0.8577575087547302,513,1.7513518333435059,,
-5.777152480000001,112,641,90,7,5.76,-3.193023204803467,-17.525341033935547,0.0003,0.8508744239807129,540,3.5188817977905273,,
-5.650931350000002,116,663,89,7,5.72,-3.32426118850708,-17.97347640991211,0.0003,0.8453115820884705,562,3.2341153621673584,,
-5.580863390000001,120,689,89,7,5.72,-3.48079514503479,-18.357120513916016,0.0003,0.8387730717658997,588,1.9086421728134155,,
-5.523548170000001,124,715,88,8,5.71,-3.648242950439453,-17.35309410095215,0.0003,0.8322896957397461,614,2.6965737342834473,,
-5.58028543,128,736,88,8,5.74,-3.755643844604492,-17.81658363342285,0.0003,0.8270847797393799,635,2.1348471641540527,,
-5.631679089999999,132,766,88,8,5.87,-3.891730785369873,-18.4493408203125,0.0003,0.8197096586227417,665,1.8405789136886597,,
-5.535043859999998,136,785,87,8,5.83,-4.028984546661377,-17.705528259277344,0.0003,0.815082311630249,684,2.0784692764282227,,
-5.41091912,140,807,87,9,5.8,-4.141688823699951,-17.67782211303711,0.0003,0.8097571730613708,706,3.036592960357666,,
-5.401208820000001,144,832,87,9,5.86,-4.291379928588867,-18.13849639892578,0.0003,0.8037579655647278,731,3.2526726722717285,,
-5.31028785,148,858,86,9,5.92,-4.395665168762207,-18.719768524169922,0.0003,0.7975815534591675,757,2.276148796081543,,
-5.2869923299999995,152,891,86,10,6.01,-4.5973381996154785,-17.045616149902344,0.0003,0.7898245453834534,790,2.5318565368652344,,
-5.239985859999999,156,918,86,10,6.02,-4.783573627471924,-17.783832550048828,0.0003,0.7835363745689392,817,2.319155216217041,,
-5.2355985800000004,160,942,85,10,6.05,-4.8843841552734375,-18.963655471801758,0.0003,0.7779924273490906,841,2.1767354011535645,,
-5.174419820000001,164,960,85,11,5.96,-5.000754356384277,-17.82231903076172,0.0003,0.7738649249076843,859,2.385793685913086,,
-5.21492614,168,989,85,11,6.03,-5.145084381103516,-17.61328125,0.0003,0.7672648429870605,888,2.3885974884033203,,
-5.11988747,172,1008,85,11,6.04,-5.23178243637085,-17.760726928710938,0.0003,0.7629765272140503,907,2.909602642059326,,
-5.09348948,176,1035,84,12,6.05,-5.399749279022217,-18.10561180114746,0.0003,0.756925642490387,934,3.2195286750793457,,
-5.08192241,180,1057,84,12,6.05,-5.547374725341797,-17.84650421142578,0.0003,0.7520283460617065,956,3.3022193908691406,,
-5.02781684,184,1078,84,12,6.05,-5.639502048492432,-18.012287139892578,0.0003,0.7473853230476379,977,2.716031789779663,,
-4.99641535,188,1106,84,13,6.12,-5.7844438552856445,-17.54770851135254,0.0003,0.7412406206130981,1005,2.7856998443603516,,
-4.97972092,192,1126,84,13,6.09,-5.902273178100586,-17.1519775390625,0.0003,0.7368840575218201,1025,2.3286030292510986,,
-4.96729584,196,1153,84,13,6.11,-6.082808017730713,-17.68307113647461,0.0003,0.7310375571250916,1052,3.2381086349487305,,
-4.9000031900000005,200,1180,84,13,6.12,-6.147686958312988,-17.37653160095215,0.0003,0.7252334952354431,1079,3.3177342414855957,,
-4.9016731,204,1205,84,14,6.11,-6.3718671798706055,-18.161361694335938,0.0003,0.7199148535728455,1104,3.44923996925354,,
-4.87167444,208,1232,84,14,6.18,-6.522743225097656,-17.188095092773438,0.0003,0.7142014503479004,1131,4.338756561279297,,
-4.71981133,212,1256,84,14,6.15,-6.619165420532227,-17.114471435546875,0.0003,0.7091687321662903,1155,3.8309431076049805,,
-4.73158397,216,1284,84,15,6.21,-6.6975860595703125,-16.55424690246582,0.0003,0.7033584117889404,1183,3.9715166091918945,,
-4.711181389999999,220,1320,83,15,6.31,-6.908930778503418,-16.4637451171875,0.0003,0.6959816813468933,1219,5.322015762329102,,
-4.6030511899999995,224,1338,83,15,6.23,-6.991676330566406,-16.833423614501953,0.0003,0.6923089623451233,1237,3.788846969604492,,
-4.532613710000001,228,1359,83,16,6.23,-7.223443031311035,-16.074966430664062,0.0003,0.6880502104759216,1258,5.221508026123047,,
-4.498111440000001,232,1381,83,16,6.15,-7.321201324462891,-16.538558959960938,0.0003,0.6835988163948059,1280,4.366737365722656,,
-4.45705491,236,1398,83,16,6.13,-7.392450332641602,-16.833213806152344,0.0003,0.680179238319397,1297,4.739048480987549,,
-4.454017540000001,240,1422,83,17,6.15,-7.534790515899658,-15.985124588012695,0.0003,0.6753830313682556,1321,4.115086555480957,,
-4.32574797,244,1440,83,17,6.08,-7.617685317993164,-16.042160034179688,0.0003,0.6718015074729919,1339,4.0239105224609375,,
-4.365289199999999,248,1468,83,17,6.1,-7.798521995544434,-16.033092498779297,0.0003,0.66627436876297,1367,5.190908432006836,,
-4.270453840000001,252,1485,83,17,5.94,-7.89567756652832,-15.655166625976562,0.0003,0.6629432439804077,1384,5.165234565734863,,
-4.285384329999999,256,1511,82,18,5.93,-8.012345314025879,-17.892677307128906,0.0003,0.6578778028488159,1410,5.587040901184082,,
-4.4020373,260,1543,82,18,6.01,-8.20013427734375,-15.167678833007812,0.0003,0.6516823172569275,1442,4.685112953186035,,
-4.4349653899999995,264,1562,82,18,6.02,-8.294130325317383,-15.609450340270996,0.0003,0.6480262279510498,1461,4.58078670501709,,
-4.43833445,268,1586,82,19,5.97,-8.559539794921875,-15.298320770263672,0.0003,0.6434478759765625,1485,7.122012138366699,,
-4.46173461,272,1611,82,19,6.03,-8.612725257873535,-14.650741577148438,0.0003,0.6387073397636414,1510,6.9944610595703125,,
-4.38447915,276,1632,82,19,5.97,-8.708589553833008,-15.802611351013184,0.0003,0.6347542405128479,1531,5.389344692230225,,
-4.319601479999999,280,1657,82,20,6.0,-8.8729887008667,-13.811790466308594,0.0003,0.6300705671310425,1556,3.9630980491638184,,
-4.275762390000001,284,1675,82,20,5.97,-8.977065086364746,-14.68086051940918,0.0003,0.6267227530479431,1574,5.114249229431152,,
-4.343270110000001,288,1704,81,20,5.98,-9.112133026123047,-14.990724563598633,0.0003,0.6213697195053101,1603,5.657936096191406,,
-4.37008045,292,1731,81,21,6.05,-9.29080867767334,-14.635210037231445,0.0003,0.6164149641990662,1630,5.150747299194336,,
-4.34519819,296,1760,81,21,6.07,-9.429140090942383,-14.47137451171875,0.0003,0.6111433506011963,1659,4.8420305252075195,,
-4.33402225,300,1788,81,21,6.08,-9.665983200073242,-14.694375038146973,0.0003,0.6061118245124817,1687,4.81336784362793,,
-4.34977004,304,1820,81,22,6.15,-9.69682788848877,-14.213615417480469,0.0003,0.6004095077514648,1719,5.2822771072387695,,
-4.29826031,308,1844,81,22,6.12,-9.819535255432129,-14.295743942260742,0.0003,0.5961806178092957,1743,5.913141250610352,,
-4.36509749,312,1870,81,23,6.14,-10.011577606201172,-14.454456329345703,0.0003,0.591640293598175,1769,9.510208129882812,,
-4.4193071,316,1892,81,23,6.08,-10.042359352111816,-13.922622680664062,0.0003,0.5878234505653381,1791,6.957065582275391,,
-4.392107650000001,320,1923,80,23,6.03,-10.18967056274414,-14.31956672668457,0.0003,0.582484781742096,1822,6.652125358581543,,
-4.492056160000001,324,1948,80,24,6.1,-10.36503791809082,-14.455365180969238,0.0003,0.5782372355461121,1847,4.3586273193359375,,
-4.50909684,328,1972,80,24,6.13,-10.519786834716797,-13.43223762512207,0.0003,0.5741740465164185,1871,8.443257331848145,,
-4.57979331,332,2012,80,24,6.31,-10.778291702270508,-14.09539794921875,0.0003,0.567476212978363,1911,8.140005111694336,,
-4.557700690000001,336,2031,80,25,6.33,-10.78182315826416,-12.987398147583008,0.0003,0.5643229484558105,1930,5.783544063568115,,
-4.54584893,340,2059,80,25,6.37,-10.976865768432617,-13.750457763671875,0.0003,0.559707522392273,1958,7.271872043609619,,
-4.592202789999999,344,2081,80,25,6.41,-10.988846778869629,-13.307807922363281,0.0003,0.5561061501502991,1980,6.766637802124023,,
-4.54396475,348,2106,80,26,6.38,-11.17125129699707,-12.482330322265625,0.0003,0.5520492792129517,2005,6.66821813583374,,
-4.55458228,352,2125,80,26,6.4,-11.251166343688965,-13.808435440063477,0.0003,0.548986554145813,2024,7.528690338134766,,
-4.49552268,356,2149,80,26,6.38,-11.344261169433594,-13.258415222167969,0.0003,0.5451511740684509,2048,6.9651288986206055,,
-4.375128849999999,360,2168,80,26,6.25,-11.347830772399902,-13.314547538757324,0.0003,0.5421492457389832,2067,8.06403923034668,,
