rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
8.0,4,0,8.0,32,5662,,,,,,
7.625,8,0,7.625,61,5798,,,,,,
6.75,12,0,6.75,81,5853,,,,,,
6.3125,16,0,6.3125,101,5776,,,,,,
6.6,20,0,6.6,132,454,-1.0380728840827942,0.001,0.009885786846280099,31,,
6.333333333333333,24,0,6.333333333333333,152,319,-1.0483977794647217,0.001,0.0038543525151908398,51,,
6.071428571428571,28,0,6.071428571428571,170,275,-1.1141643524169922,0.001,0.006882573757320642,71,,
5.6875,32,0,5.6875,182,259,-1.213950514793396,0.001,0.00910569711898764,83,,
5.388888888888889,36,0,5.388888888888889,194,243,-1.2052459716796875,0.001,0.011506333947181702,95,,
5.15,40,0,5.15,206,229,-1.2296795845031738,0.001,0.014443167795737585,107,,
4.954545454545454,44,1,4.954545454545454,218,216,-1.2686576843261719,0.001,0.01623112242668867,119,,
4.791666666666667,48,1,4.791666666666667,230,210,-1.2963017225265503,0.001,0.013587978978951773,131,,
4.653846153846154,52,1,4.653846153846154,242,205,-1.3230295181274414,0.001,0.014463096857070923,143,,
4.535714285714286,56,1,4.535714285714286,254,200,-1.3449218273162842,0.001,0.013663599267601967,155,,
4.433333333333334,60,1,4.433333333333334,266,196,-1.386380672454834,0.001,0.014130819278458754,167,,
4.34375,64,1,4.34375,278,192,-1.4222394227981567,0.001,0.01012725414087375,179,,
4.264705882352941,68,1,4.264705882352941,290,189,-1.3829597234725952,0.001,0.014404401183128357,191,,
4.194444444444445,72,1,4.194444444444445,302,181,-1.3860161304473877,0.001,0.016056255126992863,203,,
4.131578947368421,76,1,4.131578947368421,314,180,-1.4052623510360718,0.001,0.021430252740780514,215,,
4.075,80,1,4.075,326,177,-1.444085717201233,0.001,0.015258584171533585,227,,
4.023809523809524,84,1,4.023809523809524,338,174,-1.4535632133483887,0.001,0.013895555088917414,239,,
