time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/std,train/learning_rate,train/loss
24576,,,12,50.0,578,-49.471681800000006,42,,,,,,,,,,,
25000,-29.7035749360919,50.0,,,,,,19.781066086888313,0.010507679,0.8763269558548927,120,-0.019278635963564737,-2.0920775763690473,0.1322265625,0.2,0.6870705485343933,0.0003,7.457450866699219
26000,-29.7035749360919,50.0,,,,,,,,,,,,,,,,
26624,,,13,50.0,577,-50.69134801,46,,,,,,,,,,,
27000,-35.95313104391098,50.0,,,,,,9.911175782978535,0.008063285,0.9205349311232567,130,-0.015478034064290113,-2.0790365897119045,0.110400390625,0.2,0.6810910701751709,0.0003,3.8921918869018555
28000,-35.95313104391098,50.0,,,,,,,,,,,,,,,,
28672,,,14,50.0,576,-52.116881469999996,49,,,,,,,,,,,
29000,-43.484370523691176,50.0,,,,,,9.685815784335137,0.009693133,0.936444453895092,140,-0.019326821935828777,-2.056837518513203,0.1060546875,0.2,0.6730650663375854,0.0003,4.666024684906006
30000,-43.484370523691176,50.0,,,,,,,,,,,,,,,,
30720,,,15,50.0,576,-54.6726924,53,,,,,,,,,,,
31000,-51.61812546253204,50.0,,,,,,6.77044280320406,0.009574392,0.9515769965946674,150,-0.019077994755934923,-2.0357397332787515,0.13779296875,0.2,0.6661165952682495,0.0003,2.7104568481445312
32000,-51.61812546253204,50.0,,,,,,,,,,,,,,,,
32768,,,16,50.0,576,-57.03188717999999,56,,,,,,,,,,,
33000,-55.30670973062515,50.0,,,,,,4.267983566224575,0.003802631,0.9665444903075695,160,-0.011389161957777106,-2.0087469689548016,0.097216796875,0.2,0.6544325947761536,0.0003,2.0252816677093506
34000,-55.30670973062515,50.0,,,,,,,,,,,,,,,,
34816,,,17,50.0,576,-59.22135966,60,,,,,,,,,,,
35000,-57.0729639172554,50.0,,,,,,3.9367143619805574,0.0071981978,0.9679624885320663,170,-0.011215515490039251,-1.9763108372688294,0.081689453125,0.2,0.6458555459976196,0.0003,1.874107003211975
36000,-57.0729639172554,50.0,,,,,,,,,,,,,,,,
36864,,,18,50.0,575,-60.50283134999999,64,,,,,,,,,,,
37000,-58.12769045829773,50.0,,,,,,2.767396242544055,0.0066887476,0.9818349350243807,180,-0.009128157011582516,-1.9405498579144478,0.06875,0.2,0.6314746141433716,0.0003,1.3908979892730713
38000,-58.12769045829773,50.0,,,,,,,,,,,,,,,,
38912,,,19,50.0,576,-60.85852897999999,67,,,,,,,,,,,
39000,-58.15518205165863,50.0,,,,,,3.3906532883644105,0.0061926185,0.9775431025773287,190,-0.013028028645203448,-1.8952954273670912,0.06689453125,0.2,0.6161065697669983,0.0003,1.5679123401641846
40000,-58.15518205165863,50.0,,,,,,,,,,,,,,,,
40960,,,20,50.0,576,-61.54959286999999,71,,,,,,,,,,,
41000,-58.344949424266815,50.0,,,,,,2.4093850761651994,0.008900741,0.9827543906867504,200,-0.010580849468533415,-1.837195609137416,0.10712890625,0.2,0.5972963571548462,0.0003,0.9951844811439514
42000,-58.344949424266815,50.0,,,,,,,,,,,,,,,,
43000,-58.344949424266815,50.0,,,,,,,,,,,,,,,,
43008,,,21,50.0,575,-61.995816080000004,74,,,,,,,,,,,
44000,-58.45188167691231,50.0,,,,,,1.951090345159173,0.01192333,0.9899055864661932,210,-0.009416342413169332,-1.7746052846312523,0.104345703125,0.2,0.5778417587280273,0.0003,1.0112069845199585
45000,-58.45188167691231,50.0,,,,,,,,,,,,,,,,
45056,,,22,50.0,573,-63.389917809999986,78,,,,,,,,,,,
46000,-59.11331145763397,50.0,,,,,,2.230375610291958,0.0062943376,0.9855761229991913,220,-0.006315013131825253,-1.7216187436133623,0.064501953125,0.2,0.5690852403640747,0.0003,0.8711955547332764
47000,-59.11331145763397,50.0,,,,,,,,,,,,,,,,
47104,,,23,50.0,575,-64.12184214,81,,,,,,,,,,,
48000,-60.19422144889832,50.0,,,,,,2.4369897363707422,0.009901417,0.9869813770055771,230,-0.012479161465307698,-1.6872222408652306,0.102685546875,0.2,0.5578644275665283,0.0003,0.8983938694000244
49000,-60.19422144889832,50.0,,,,,,,,,,,,,,,,
49152,,,24,50.0,575,-63.53648217999999,85,,,,,,,,,,,
50000,-59.271370285749434,50.0,,,,,,2.304717306420207,0.008099049,0.9862360339611769,240,-0.00779993720643688,-1.6365246687084436,0.0787109375,0.2,0.5419292449951172,0.0003,0.9183518886566162
51000,-59.271370285749434,50.0,,,,,,,,,,,,,,,,
51200,,,25,50.0,573,-62.25026891999999,89,,,,,,,,,,,
52000,-58.18705393075943,50.0,,,,,,1.8649192541837691,0.012344524,0.9898727117106318,250,-0.016018690029159188,-1.5555362690240144,0.140625,0.2,0.5172386765480042,0.0003,0.7614993453025818
53000,-58.18705393075943,50.0,,,,,,,,,,,,,,,,
53248,,,26,50.0,573,-61.80967355,92,,,,,,,,,,,
54000,-57.38157759308815,50.0,,,,,,1.4243592759594321,0.011671505,0.9921734277158976,260,-0.01053625101048965,-1.4627624064683915,0.105712890625,0.2,0.4939192831516266,0.0003,0.5427899956703186
55000,-57.38157759308815,50.0,,,,,,,,,,,,,,,,
55296,,,27,50.0,572,-60.4574918,96,,,,,,,,,,,
56000,-56.17052046358585,50.0,,,,,,1.2245596626773476,0.009785932,0.9916627462953329,270,-0.00937877078249585,-1.3846597038209438,0.128076171875,0.2,0.477556973695755,0.0003,0.46383726596832275
57000,-56.17052046358585,50.0,,,,,,,,,,,,,,,,
57344,,,28,50.0,572,-59.72571033,100,,,,,,,,,,,
58000,-53.964285391569135,50.0,,,,,,1.173634343408048,0.014531608,0.9925026488490403,280,-0.012324399466160684,-1.3064559269696474,0.13359375,0.2,0.4594871401786804,0.0003,0.4613792896270752
59000,-53.964285391569135,50.0,,,,,,,,,,,,,,,,
59392,,,29,50.0,572,-58.72985841999999,103,,,,,,,,,,,
60000,-52.26502783596516,50.0,,,,,,0.9278096886351704,0.013599807,0.9940842548385262,290,-0.013717743157758377,-1.2182495046406985,0.148974609375,0.2,0.4412952959537506,0.0003,0.38670796155929565
61000,-52.26502783596516,50.0,,,,,,,,,,,,,,,,
61440,,,30,50.0,572,-56.64985214,107,,,,,,,,,,,
62000,-51.89095234274864,50.0,,,,,,0.8043896025978029,0.017261725,0.993966463021934,300,-0.005598777934210375,-1.1400550715625286,0.147998046875,0.2,0.426452100276947,0.0003,0.2562149465084076
63000,-51.89095234274864,50.0,,,,,,,,,,,,,,,,
63488,,,31,50.0,572,-54.98551544000001,110,,,,,,,,,,,
64000,-50.44644525945186,50.0,,,,,,0.6872864434495568,0.013523721,0.994620374403894,310,-0.009608026858768427,-1.0607685752213,0.130029296875,0.2,0.40780970454216003,0.0003,0.48070693016052246
65000,-50.44644525945186,50.0,,,,,,,,,,,,,,,,
65536,,,32,50.0,573,-53.37856806,114,,,,,,,,,,,
66000,-49.740432140231135,50.0,,,,,,0.7444608504883945,0.012507474,0.9928599284030497,320,-0.009537552794790826,-0.963246826082468,0.1509765625,0.2,0.38893890380859375,0.0003,0.38215577602386475
67000,-49.740432140231135,50.0,,,,,,,,,,,,,,,,
67584,,,33,50.0,572,-51.97654019999999,117,,,,,,,,,,,
68000,-51.86830231547356,50.0,,,,,,0.6509006216190756,0.01936302,0.9940354782156646,330,-0.008317613168037497,-0.874754923209548,0.13603515625,0.2,0.3730062246322632,0.0003,0.2979865074157715
69000,-51.86830231547356,50.0,,,,,,,,,,,,,,,,
69632,,,34,50.0,570,-52.12680661,122,,,,,,,,,,,
70000,-50.90169571936131,50.0,,,,,,0.5945846027694642,0.010116002,0.9947938872501254,340,-0.008058804969186895,-0.801814709417522,0.176318359375,0.2,0.3626742362976074,0.0003,0.32918408513069153
71000,-50.90169571936131,50.0,,,,,,,,,,,,,,,,
71680,,,35,50.0,569,-51.9581729,125,,,,,,,,,,,
72000,-48.74555944502354,50.0,,,,,,0.5535122495144605,0.019027568,0.9943742887116969,350,-0.01039764803426806,-0.7498530818149447,0.228173828125,0.2,0.3547988533973694,0.0003,0.2020479291677475
73000,-48.74555944502354,50.0,,,,,,,,,,,,,,,,
73728,,,36,50.0,569,-51.245399340000006,129,,,,,,,,,,,
74000,-45.81509889513254,50.0,,,,,,0.49018462738022206,0.014302201,0.9958725986070931,360,-0.0050791549554560335,-0.7004830943420529,0.169287109375,0.2,0.34375709295272827,0.0003,0.19129088521003723
75000,-45.81509889513254,50.0,,,,,,,,,,,,,,,,
75776,,,37,50.0,569,-49.11618241,133,,,,,,,,,,,
76000,-44.67754823714495,50.0,,,,,,0.4017902436666191,0.014817264,0.9942609290592372,370,-0.01048127692192793,-0.6133534424006939,0.18974609375,0.2,0.3292757272720337,0.0003,0.17729684710502625
77000,-44.67754823714495,50.0,,,,,,,,,,,,,,,,
77824,,,38,50.0,569,-47.27514950999999,136,,,,,,,,,,,
78000,-42.87903070449829,50.0,,,,,,0.41515950290486214,0.015552974,0.9941360210068524,380,-0.008276747399941086,-0.5409977667033672,0.215234375,0.2,0.31954455375671387,0.0003,0.15861457586288452
79000,-42.87903070449829,50.0,,,,,,,,,,,,,,,,
79872,,,39,50.0,570,-45.911731579999994,140,,,,,,,,,,,
80000,-39.69026777148247,50.0,,,,,,0.5065049206838012,0.01150439,0.9923542514443398,390,-0.00439074000751134,-0.48342862725257874,0.188330078125,0.2,0.3111034631729126,0.0003,0.2573719322681427
81000,-39.69026777148247,50.0,,,,,,,,,,,,,,,,
81920,,,40,50.0,570,-43.71108675000001,143,,,,,,,,,,,
82000,-35.61838526800275,50.0,,,,,,0.43196573266759514,0.011008957,0.9881004644557834,400,-0.008635389991104603,-0.41472155023366214,0.173046875,0.2,0.30107229948043823,0.0003,0.2494410127401352
83000,-35.61838526800275,50.0,,,,,,,,,,,,,,,,
83968,,,41,50.0,570,-40.14453621999999,147,,,,,,,,,,,
84000,-28.83172173537314,50.0,,,,,,0.46102435551583765,0.01943924,0.9816474374383688,410,-0.012417416379321367,-0.33072185814380645,0.21826171875,0.2,0.2856593430042267,0.0003,0.2492222785949707
85000,-28.83172173537314,50.0,,,,,,,,,,,,,,,,
86000,-28.83172173537314,50.0,,,,,,,,,,,,,,,,
86016,,,42,50.0,569,-35.98923471,151,,,,,,,,,,,
87000,-18.87440983839333,50.0,,,,,,0.5669499756768346,0.022700991,0.9650163613259792,420,-0.01357920044392813,-0.2196405827999115,0.221337890625,0.2,0.2703259289264679,0.0003,0.282523512840271
88000,-18.87440983839333,50.0,,,,,,,,,,,,,,,,
88064,,,43,50.0,568,-29.982720290000007,154,,,,,,,,,,,
89000,-17.580094546824693,50.0,,,,,,0.5376456473954022,0.02005149,0.8814411610364914,430,-0.00899288455839269,-0.12605474330484867,0.19873046875,0.2,0.2574329674243927,0.0003,0.13656847178936005
90000,-17.580094546824693,50.0,,,,,,,,,,,,,,,,
90112,,,44,50.0,568,-25.875274429999994,158,,,,,,,,,,,
91000,-15.796335201710463,50.0,,,,,,0.37920930082909765,0.016046435,0.9216977953910828,440,-0.010869435651693493,-0.03327678367495537,0.163232421875,0.2,0.24637159705162048,0.0003,0.2522279918193817
92000,-15.796335201710463,50.0,,,,,,,,,,,,,,,,
92160,,,45,50.0,568,-23.41364143,162,,,,,,,,,,,
93000,-14.909067813679576,50.0,,,,,,0.42084787217900155,0.02711298,0.8304271548986435,450,-0.012952540573314764,0.06588089130818844,0.199462890625,0.2,0.23305028676986694,0.0003,0.18463310599327087
94000,-14.909067813679576,50.0,,,,,,,,,,,,,,,,
94208,,,46,50.0,568,-21.74871203,165,,,,,,,,,,,
95000,-11.940653854236007,50.0,,,,,,0.3448393304366618,0.022338713,0.8829174488782883,460,-0.015696655999636277,0.16685422398149968,0.21083984375,0.2,0.22111070156097412,0.0003,0.14669382572174072
96000,-11.940653854236007,50.0,,,,,,,,,,,,,,,,
96256,,,47,50.0,567,-19.10595474,169,,,,,,,,,,,
97000,-10.618750448152422,50.0,,,,,,0.4394538298249245,0.020198258,0.780058354139328,470,-0.011636641933000647,0.28069325536489487,0.183544921875,0.2,0.2083103060722351,0.0003,0.166530579328537
98000,-10.618750448152422,50.0,,,,,,,,,,,,,,,,
98304,,,48,50.0,566,-16.9812606,173,,,,,,,,,,,
99000,-11.00836288658902,50.0,,,,,,1.1719209010712803,0.020610718,0.5075146555900574,480,-0.00693719407718163,0.36188192255795004,0.154736328125,0.2,0.20145900547504425,0.0003,0.7129767537117004
100000,-11.00836288658902,50.0,,,,,,,,,,,,,,,,
100352,,,49,50.0,565,-15.580493660000002,177,,,,,,,,,,,
101000,-9.761223823204636,50.0,,,,,,1.1846554324030876,0.011099724,0.7888253629207611,490,-0.00916905156482244,0.4143324285745621,0.1375,0.2,0.19771459698677063,0.0003,0.3614790439605713
102000,-9.761223823204636,50.0,,,,,,,,,,,,,,,,
102400,,,50,50.0,565,-15.1099289,181,,,,,,,,,,,
103000,-9.725325810723007,50.0,,,,,,1.1981793623417616,0.018080067,0.8941141217947006,500,-0.011982493112736848,0.46207954324781897,0.14248046875,0.2,0.19169186055660248,0.0003,0.30720603466033936
104000,-9.725325810723007,50.0,,,,,,,,,,,,,,,,
104448,,,51,50.0,565,-14.07077822,184,,,,,,,,,,,
105000,-9.634956330503337,50.0,,,,,,0.6737324688117952,0.01790444,0.8575295507907867,510,-0.013175885446253232,0.5170283194631338,0.174560546875,0.2,0.18652381002902985,0.0003,0.1581900417804718
106000,-9.634956330503337,50.0,,,,,,,,,,,,,,,,
106496,,,52,50.0,565,-13.580086340000001,188,,,,,,,,,,,
107000,-10.136043731495738,50.0,,,,,,0.526777767483145,0.015452646,0.8033022433519363,520,-0.011915174266323447,0.5898305173963309,0.13876953125,0.2,0.17884576320648193,0.0003,0.20067667961120605
108000,-10.136043731495738,50.0,,,,,,,,,,,,,,,,
108544,,,53,50.0,565,-13.367374340000001,191,,,,,,,,,,,
109000,-10.722455354034901,50.0,,,,,,0.5030975369736552,0.013602973,0.8904566839337349,530,-0.010132639583025594,0.663306824862957,0.150732421875,0.2,0.17265771329402924,0.0003,0.1917293816804886
110000,-10.722455354034901,50.0,,,,,,,,,,,,,,,,
110592,,,54,50.0,566,-13.24128156,195,,,,,,,,,,,
111000,-10.163018234074116,50.0,,,,,,0.3629185741301626,0.017561197,0.9258938208222389,540,-0.014026671621832066,0.7460506029427052,0.16083984375,0.2,0.16530203819274902,0.0003,0.19434571266174316
112000,-10.163018234074116,50.0,,,,,,,,,,,,,,,,
112640,,,55,50.0,566,-12.88250412,198,,,,,,,,,,,
113000,-9.527204653806985,50.0,,,,,,0.2775189851410687,0.009157511,0.9487223923206329,550,-0.003084591875085607,0.8011214636266232,0.118359375,0.2,0.16216205060482025,0.0003,0.10799378156661987
114000,-9.527204653806985,50.0,,,,,,,,,,,,,,,,
114688,,,56,50.0,566,-12.20750807,202,,,,,,,,,,,
115000,-9.962399308942258,50.0,,,,,,0.30804294855333864,0.012901956,0.9375211372971535,560,-0.007299513524048962,0.8558767784386874,0.133740234375,0.2,0.1561952829360962,0.0003,0.13428080081939697
116000,-9.962399308942258,50.0,,,,,,,,,,,,,,,,
116736,,,57,50.0,566,-12.10799808,206,,,,,,,,,,,
117000,-9.983688632771372,50.0,,,,,,0.248323153401725,0.008684479,0.9744852278381586,570,-0.00604527588293422,0.9234929535537958,0.1130859375,0.2,0.15162873268127441,0.0003,0.06338675320148468
118000,-9.983688632771372,50.0,,,,,,,,,,,,,,,,
118784,,,58,50.0,566,-11.410814570000003,209,,,,,,,,,,,
119000,-9.866875393688678,50.0,,,,,,0.3200002997647971,0.010929607,0.962480153888464,580,-0.005419006233569235,0.9718347202986479,0.130712890625,0.2,0.14837099611759186,0.0003,0.08029266446828842
120000,-9.866875393688678,50.0,,,,,,,,,,,,,,,,
120832,,,59,50.0,566,-11.246925489999997,213,,,,,,,,,,,
121000,-9.643639765912667,50.0,,,,,,0.26824006959795954,0.015913006,0.9795363768935204,590,-0.009978552028769627,1.035698528960347,0.13359375,0.2,0.14237284660339355,0.0003,0.0978965014219284
122000,-9.643639765912667,50.0,,,,,,,,,,,,,,,,
122880,,,60,50.0,566,-10.983840039999997,216,,,,,,,,,,,
123000,-9.619435182772577,50.0,,,,,,0.20460993880406023,0.012983089,0.9833251554518938,600,-0.007196264411322773,1.0931885309517384,0.13427734375,0.2,0.14000247418880463,0.0003,0.03822115808725357
124000,-9.619435182772577,50.0,,,,,,,,,,,,,,,,
124928,,,61,50.0,567,-10.60296447,220,,,,,,,,,,,
125000,-9.706720849871635,50.0,,,,,,0.20397268154192716,0.011966873,0.9836504887789488,610,-0.003412684635259211,1.1294240012764931,0.123046875,0.2,0.1372055858373642,0.0003,0.12162303924560547
126000,-9.706720849871635,50.0,,,,,,,,,,,,,,,,
126976,,,62,50.0,567,-10.06801368,223,,,,,,,,,,,
127000,-9.702968418598175,50.0,,,,,,0.1996666667284444,0.0110774655,0.9841640070080757,620,-0.0030810168362222614,1.1799405857920646,0.11826171875,0.2,0.13308662176132202,0.0003,0.06291159987449646
128000,-9.702968418598175,50.0,,,,,,,,,,,,,,,,
129000,-9.702968418598175,50.0,,,,,,,,,,,,,,,,
129024,,,63,50.0,566,-10.266661039999999,227,,,,,,,,,,,
130000,-9.696393438987434,50.0,,,,,,0.23751199506223203,0.01287657,0.9879909390583634,630,-0.0057037778926314784,1.242114270478487,0.13154296875,0.2,0.128824844956398,0.0003,0.14092926681041718
131000,-9.696393438987434,50.0,,,,,,,,,,,,,,,,
131072,,,64,50.0,566,-10.67848316,231,,,,,,,,,,,
132000,-9.20948871821165,50.0,,,,,,0.21067080968059598,0.0141266575,0.9879347821697593,640,-0.009534850023919716,1.2973856754601,0.15078125,0.2,0.1258341670036316,0.0003,0.10272063314914703
133000,-9.20948871821165,50.0,,,,,,,,,,,,,,,,
133120,,,65,50.0,565,-10.47456926,235,,,,,,,,,,,
134000,-9.491300142928958,50.0,,,,,,0.1876594678731635,0.009057051,0.9904075916856527,650,-0.0037152145290747286,1.3423781219869853,0.13115234375,0.2,0.12335795909166336,0.0003,0.0681869238615036
135000,-9.491300142928958,50.0,,,,,,,,,,,,,,,,
135168,,,66,50.0,565,-11.025076499999997,238,,,,,,,,,,,
136000,-9.524150337278844,50.0,,,,,,0.19572111568413675,0.013247451,0.9912609281018376,660,-0.0047243070366675965,1.3912871964275837,0.12646484375,0.2,0.11977612972259521,0.0003,0.09896942228078842
137000,-9.524150337278844,50.0,,,,,,,,,,,,,,,,
137216,,,67,50.0,566,-10.76164856,242,,,,,,,,,,,
138000,-9.361397334560753,50.0,,,,,,0.17929231212474406,0.014088288,0.99111551605165,670,-0.005873776244698092,1.4411228619515897,0.13701171875,0.2,0.11720673739910126,0.0003,0.07843253016471863
139000,-9.361397334560753,50.0,,,,,,,,,,,,,,,,
139264,,,68,50.0,566,-10.31866725,245,,,,,,,,,,,
140000,-8.940004520863294,50.0,,,,,,0.15589524651877582,0.014701736,0.9920029556378722,680,-0.007765117642702535,1.4913009032607079,0.147705078125,0.2,0.11372692137956619,0.0003,0.04540928825736046
141000,-8.940004520863294,50.0,,,,,,,,,,,,,,,,
141312,,,69,50.0,566,-9.80257724,249,,,,,,,,,,,
142000,-9.256226473860442,50.0,,,,,,0.13460051249712707,0.013468463,0.993661810643971,690,-0.004921282146824524,1.5455183006823063,0.1828125,0.2,0.11080090701580048,0.0003,0.026411354541778564
143000,-9.256226473860442,50.0,,,,,,,,,,,,,,,,
143360,,,70,50.0,566,-9.18506576,253,,,,,,,,,,,
144000,-9.497288777306675,50.0,,,,,,0.132026308728382,0.014463861,0.9946310268715024,700,-0.0034503113813116213,1.5979851193726062,0.154638671875,0.2,0.10794639587402344,0.0003,0.05950963869690895
145000,-9.497288777306675,50.0,,,,,,,,,,,,,,,,
145408,,,71,50.0,566,-9.34118669,256,,,,,,,,,,,
146000,-9.265178984776139,50.0,,,,,,0.13091536238789558,0.01744987,0.9942168910056353,710,-0.0035256574861705302,1.6563002415001393,0.160009765625,0.2,0.10432399809360504,0.0003,0.03630433604121208
147000,-9.265178984776139,50.0,,,,,,,,,,,,,,,,
147456,,,72,50.0,566,-8.94850895,260,,,,,,,,,,,
148000,-9.318486550077797,50.0,,,,,,0.11220383851323276,0.044143192,0.9928143857978284,720,-0.004598143658949993,1.7041556298732758,0.162890625,0.2,0.10264847427606583,0.0003,0.08148010820150375
149000,-9.318486550077797,50.0,,,,,,,,,,,,,,,,
149504,,,73,50.0,566,-9.01163123,263,,,,,,,,,,,
150000,-9.291581548191607,50.0,,,,,,0.09334487584419549,0.01740662,0.9966469262726605,730,-0.005091017056838609,1.7308021560311317,0.204443359375,0.2,0.10155849158763885,0.0003,0.020086251199245453
151000,-9.291581548191607,50.0,,,,,,,,,,,,,,,,
151552,,,74,50.0,566,-9.568949280000002,267,,,,,,,,,,,
152000,-9.245932123996317,50.0,,,,,,0.07216075236210599,0.015420297,0.9967268584296107,740,-0.00817347525153309,1.766160748898983,0.201708984375,0.2,0.09928016364574432,0.0003,-0.012613000348210335
153000,-9.245932123996317,50.0,,,,,,,,,,,,,,,,
153600,,,75,50.0,566,-9.77083102,270,,,,,,,,,,,
154000,-9.213364352285861,50.0,,,,,,0.10087351117981598,0.01952173,0.9947195034474134,750,-0.0022324106539599597,1.7963914275169373,0.193798828125,0.2,0.09829789400100708,0.0003,0.04243883863091469
155000,-9.213364352285861,50.0,,,,,,,,,,,,,,,,
155648,,,76,50.0,566,-9.89419445,274,,,,,,,,,,,
156000,-8.78556954972446,50.0,,,,,,0.05744409572798759,0.015171557,0.997511132620275,760,-0.006263905472587794,1.8270926669239997,0.1921875,0.2,0.09629940986633301,0.0003,0.03781557455658913
157000,-8.78556954972446,50.0,,,,,,,,,,,,,,,,
157696,,,77,50.0,566,-9.43600227,278,,,,,,,,,,,
158000,-8.890618934296072,50.0,,,,,,0.09470757971284911,0.017691974,0.9959884267300367,770,-0.004188999097095802,1.8674895472824573,0.160888671875,0.2,0.09452904015779495,0.0003,0.0033513903617858887
159000,-8.890618934296072,50.0,,,,,,,,,,,,,,,,
159744,,,78,50.0,566,-9.33716323,282,,,,,,,,,,,
160000,-8.946271198987962,50.0,,,,,,0.08355077120941132,0.017681193,0.9972308976575732,780,-0.006526874145492911,1.9190773591399193,0.16943359375,0.2,0.09134338796138763,0.0003,0.013572964817285538
161000,-8.946271198987962,50.0,,,,,,,,,,,,,,,,
161792,,,79,50.0,566,-8.7098432,285,,,,,,,,,,,
162000,-9.193153843656182,50.0,,,,,,0.05068695704685524,0.013434528,0.9978069884236902,790,-0.004884339179261588,1.9876673758029937,0.180419921875,0.2,0.08846476674079895,0.0003,0.03368484973907471
163000,-9.193153843656182,50.0,,,,,,,,,,,,,,,,
163840,,,80,50.0,566,-8.82439745,289,,,,,,,,,,,
164000,-9.102172744460404,50.0,,,,,,0.06080405318061821,0.017614748,0.9984252719441429,800,-0.006929678158485331,2.0273896008729935,0.217431640625,0.2,0.08750853687524796,0.0003,0.0053465161472558975
165000,-9.102172744460404,50.0,,,,,,,,,,,,,,,,
165888,,,81,50.0,565,-8.517750959999999,293,,,,,,,,,,,
166000,-8.930415365938098,50.0,,,,,,0.0656680830346886,0.020463936,0.9966751413885504,810,-0.009354946893290616,2.061210907995701,0.197265625,0.2,0.08550281822681427,0.0003,0.02674618363380432
167000,-8.930415365938098,50.0,,,,,,,,,,,,,,,,
167936,,,82,50.0,564,-9.143156870000002,297,,,,,,,,,,,
