rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
1000.0,0.12243043576553464,4,0.001,-1990.7681209999998,23,4000,169,1.9512805488185259,3000,,
,0.09145051690097898,,0.001,,,5000,,0.5961461048971396,4000,-2949.5265823721884,1000.0
1000.0,0.36923535328358414,8,0.001,-2489.0539468750003,67,8000,117,5.125946279525757,7000,,
,1.170754635810852,,0.001,,,10000,,6.13765754365921,9166,-2401.1955908223986,1000.0
848.5,0.7752822911888361,12,0.001,-2118.34387275,105,10182,96,6.024932703971863,10166,,
713.3125,1.1225265539609468,16,0.001,-1708.0185999999999,108,11413,104,5.665900627772014,10413,,
589.2,1.319196566939354,20,0.001,-1407.6775094999998,117,11784,100,6.342283169428508,11771,,
548.1666666666666,1.4356637707948685,24,0.001,-1269.4730687083334,125,13156,104,7.180518617630005,12989,,
,2.1621102747917176,,0.001,,,15000,,8.648793181419373,14156,-269.0283401553446,404.6
591.8214285714286,2.498199404656887,28,0.001,-1189.4635470714286,155,16571,106,10.922664407730103,16156,,
,2.2375358188152314,,0.001,,,20000,,12.664143644332885,19571,252.7174527565972,989.3
631.1875,,32,,-1045.915543375,195,20198,103,,,,
644.9444444444445,1.6046613007187844,36,0.001,-882.8542452777779,220,23218,105,11.229242776870727,23198,,
,1.5022551425695418,,0.001,,,25000,,10.892270317077637,24218,378.39875159933945,926.7
680.45,1.5089175472259522,40,0.001,-755.536145925,258,27218,105,9.812657513618468,26218,,
,1.3438890097141265,,0.001,,,30000,,8.454918575286865,29218,589.9041881048179,1000.0
687.5454545454545,1.2534481506347657,44,0.001,-647.6897584545454,301,30252,100,7.822866635322571,30218,,
713.5833333333334,1.1952772449851037,48,0.001,-547.7797084375,326,34252,104,6.239487345695496,33252,,
,1.1597534202337265,,0.001,,,35000,,5.638868773937225,34252,521.5995501029677,1000.0
735.6153846153846,1.0937024044394492,52,0.001,-456.94204405769227,399,38252,95,3.544189859986305,37252,,
,1.0493662360906602,,0.001,,,40000,,1.9267312275990844,39252,454.12408568426036,901.2
754.5,1.0599324330687523,56,0.001,-378.1840086607143,440,42252,95,0.7853191303675995,41252,,
,1.0139635969400407,,0.001,,,45000,,-1.4234050674783065,44252,698.1005153880454,1000.0
770.8666666666667,1.0048604887723922,60,0.001,-311.49428315,485,46252,95,-2.2424830207191406,45252,,
,0.9695904566645622,,0.001,,,50000,,-5.5143556094169615,49252,841.792388512753,1000.0
785.1875,,64,,-243.9775880625,529,50252,94,,,,
783.4411764705883,0.9735598320364952,68,0.001,-192.53611989705882,551,53274,96,-8.010439270019532,52274,,
,0.9726295725703239,,0.001,,,55000,,-9.625878290176392,54274,743.1803365287545,1000.0
795.4722222222222,0.9569911472201348,72,0.001,-135.00264419444443,595,57274,96,-11.415883557319642,56274,,
,0.9787980585098267,,0.001,,,60000,,-14.066347787857056,59274,820.4619390224107,1000.0
806.2368421052631,0.9644865345656872,76,0.001,-83.99488198684209,637,61274,96,-15.008654193878174,60274,,
804.4875,1.0544648523926734,80,0.001,-51.16501037499998,660,64359,97,-17.623083141326905,63359,,
,1.016321145504713,,0.001,,,65000,,-18.55457909011841,64359,886.313792702707,1000.0
813.797619047619,1.0326049911379813,84,0.001,-7.31501832142855,703,68359,97,-20.78305079650879,67359,,
,1.08337279266119,,0.001,,,70000,,-22.1584577293396,69359,891.7508082048968,1000.0
822.2613636363636,1.101429755270481,88,0.001,27.367266659090934,748,72359,96,-23.591665214538573,71359,,
,1.0925559530854225,,0.001,,,75000,,-25.818137813568114,74359,953.778611299768,1000.0
829.9891304347826,1.109763346672058,92,0.001,64.16937508695655,790,76359,96,-26.447188625335695,75359,,
,1.168434982419014,,0.001,,,80000,,-29.285110900878905,79359,856.9570948500884,1000.0
837.0729166666666,,96,,94.52901080208335,835,80359,96,,,,
843.59,1.1637767041325568,100,0.001,130.18239202,864,84359,97,-31.641198287963867,83359,,
,1.1721803931593895,,0.001,,,85000,,-32.29971320343017,84359,997.7127057669219,1000.0
843.59,1.2161502534151076,104,0.001,247.66123256,907,88359,97,-34.06348606109619,87359,,
,1.1535506975650787,,0.001,,,90000,,-35.253823871612546,89359,1107.0215040235082,1000.0
843.59,1.173781507909298,108,0.001,410.5452071599999,952,92359,97,-36.452346298217776,91359,,
,1.1722218766212464,,0.001,,,95000,,-38.18337599945068,94359,845.7205300752015,901.2
861.77,1.1549120079278945,112,0.001,507.78494394999996,994,96359,96,-38.72060531616211,95359,,
,1.2023783946037292,,0.001,,,100000,,-41.09826626586914,99359,994.2354744846932,1000.0
889.46,,116,,572.9396629199999,1036,100359,96,,,,
925.75,1.3146926575899125,120,0.001,627.51085564,1065,104359,97,-43.56807576751709,103359,,
,1.2906927697062491,,0.001,,,105000,,-43.98906266784668,104359,1278.2825045084114,1000.0
952.03,1.380061384856701,124,0.001,701.2639345199999,1108,108359,97,-45.90071951293945,107359,,
,1.4211726136803626,,0.001,,,110000,,-47.05226349639893,109359,1246.6154338035035,1000.0
957.88,1.3967917528748512,128,0.001,778.9075769899999,1151,112359,97,-48.085552062988285,111359,,
,1.4596518802642822,,0.001,,,115000,,-49.907479766845704,114359,1385.2353848185855,1000.0
961.61,1.5018645738363265,132,0.001,835.6465116800001,1194,116359,97,-50.43183903503418,115359,,
,1.5660997030735015,,0.001,,,120000,,-52.792059219360354,119359,1382.1687309852016,900.9
971.41,,136,,878.3120860300002,1235,120359,97,,,,
971.41,1.6428231439590455,140,0.001,924.2582795399999,1264,124359,98,-55.274900398254395,123359,,
,1.6998422523736954,,0.001,,,125000,,-55.8363134841919,124359,1562.0437477177009,1000.0
981.07,1.7991861375570297,144,0.001,969.2703117500001,1307,128359,98,-57.63869049072266,127359,,
,1.7636966455578804,,0.001,,,130000,,-59.1027677154541,129359,1455.39725130226,900.9
981.07,1.7876629900336265,148,0.001,1011.44005483,1356,132359,97,-60.24634301757813,131359,,
,1.8025469707250594,,0.001,,,135000,,-62.002722442626954,134359,1626.8300719717517,1000.0
981.07,1.8691622971296311,152,0.001,1050.25575701,1407,136359,96,-62.75040311431885,135359,,
,1.9905765179991721,,0.001,,,140000,,-64.92483674621582,139359,1586.4432265878654,1000.0
981.07,,156,,1087.90171076,1459,140359,96,,,,
981.07,1.9511572692990302,160,0.001,1127.00578173,1492,144359,96,-67.20477024841308,143359,,
,2.000454133272171,,0.001,,,145000,,-67.76059726715089,144359,1023.7712948067201,1000.0
971.16,2.082688079939948,164,0.001,1143.97524489,1533,147368,96,-69.06963500976562,146368,,
,2.2431639720201493,,0.001,,,150000,,-69.4697491531372,149368,1382.43983506448,1000.0
980.94,2.2094617652893067,168,0.001,1157.2207456099998,1583,151368,95,-70.07333003234864,150368,,
,2.242045369207859,,0.001,,,155000,,-72.08452457427978,154368,1701.8924724126234,1000.0
980.94,,172,,1189.80002392,1634,155368,95,,,,
977.15,2.3492667114485095,176,0.001,1218.63870793,1665,158989,95,-73.834690660046,157989,,
,2.383890818834305,,0.001,,,160000,,-74.71626487731933,159989,1565.723813847892,902.1
