time/fps,train/critic_loss,time/time_elapsed,train/n_updates,time/episodes,train/actor_loss,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
242,0.19474472766877085,13,2345,4,-5.61694524454516,3345,-626.034033,0.001,836.25,,
,0.13848326416686177,,4345,,-7.47880417919159,5000,,0.001,,-781.3775726352353,813.7
145,0.6456989010175069,37,5360,8,-8.721241235733032,5418,-504.202184125,0.001,677.25,,
145,0.9343704948058495,37,5465,12,-8.30863644526555,5498,-350.20273833333334,0.001,458.1666666666667,,
146,0.8242497853934765,38,5604,16,-7.540384829044342,5642,-276.941259875,0.001,352.625,,
166,0.9778788956728849,40,5756,20,-7.337964466639927,6756,-248.59439735,0.001,337.8,,
,0.8184559653699398,,9756,,-8.68342750263214,10000,,0.001,,694.3612530142534,1000.0
150,,71,,24,,10756,-116.37854862499996,,448.1666666666667,,
155,0.7341658086180687,89,13002,28,-9.590566989898681,14002,-51.743377928571405,0.001,500.07142857142856,,
,0.6463618462085724,,14002,,-9.559480800628663,15000,,0.001,,659.4737574736704,1000.0
148,0.5751475941538811,121,17002,32,-10.418888526916504,18002,57.62001887500003,0.001,562.5625,,
,0.47005830286443234,,19002,,-10.65245733833313,20000,,0.001,,777.270391403581,1000.0
141,0.45199419671297075,155,21002,36,-12.124423341751099,22002,130.4585599166667,0.001,611.1666666666666,,
,0.47823215517401696,,24002,,-14.207290117263794,25000,,0.001,,696.670431419136,1000.0
137,0.4774914567768574,189,25002,40,-14.868703088760377,26002,183.842960425,0.001,650.05,,
,0.39356295895576476,,29002,,-17.3560018157959,30000,,0.001,,711.9546009019483,1000.0
136,,220,,44,,30002,234.46093840909091,,681.8636363636364,,
140,0.3352828653752804,242,33002,48,-19.360305545806884,34002,279.8699214583333,0.001,708.375,,
,0.3527988733947277,,34002,,-19.887903736114502,35000,,0.001,,743.6031490984955,1000.0
137,0.36342805264890193,275,37002,52,-21.319008560180663,38002,314.37970621153846,0.001,730.8076923076923,,
,0.40192208079993724,,39002,,-22.079418975830077,40000,,0.001,,795.9209730168805,1000.0
136,0.3564174729436636,308,41002,56,-22.752675693511964,42002,345.1365293035715,0.001,750.0357142857143,,
,0.35018141667544844,,44002,,-24.161000785827635,45000,,0.001,,847.2388993442058,1000.0
134,0.3516455938220024,341,45002,60,-24.646555492401124,46002,379.42195295,0.001,766.7,,
,0.358330575093627,,49002,,-26.37803515625,50000,,0.001,,849.7344042198267,1000.0
133,,374,,64,,50002,397.752192265625,,781.28125,,
136,0.32622593541443345,396,53002,68,-28.463096530914306,54002,425.30558625000003,0.001,794.1470588235294,,
,0.327645011767745,,54002,,-29.008369823455812,55000,,0.001,,938.0306729145348,1000.0
135,0.3436176693588495,429,57002,72,-30.64067542266846,58002,450.209367875,0.001,805.5833333333334,,
,0.3301861068159342,,59002,,-31.671678340911864,60000,,0.001,,882.8464045375586,1000.0
134,0.3298957098573446,460,61002,76,-32.67751218795777,62002,474.9138763421053,0.001,815.8157894736842,,
,0.29527546381950376,,64002,,-34.23652340316772,65000,,0.001,,803.1320160090924,1000.0
133,0.3192787592560053,492,65002,80,-34.772692001342776,66002,492.9465136749999,0.001,825.025,,
,0.34416474398970603,,69002,,-36.339966018676755,70000,,0.001,,787.8473174348474,1000.0
133,,525,,84,,70002,511.1317591071428,,833.3571428571429,,
135,0.3649202315807343,546,73002,88,-37.77065338134766,74002,526.9951258181819,0.001,840.9318181818181,,
,0.34509398326277735,,74002,,-38.23312191772461,75000,,0.001,,892.1610236490145,1000.0
134,0.322928395614028,579,77002,92,-39.46643398284912,78002,543.0652788478261,0.001,847.8478260869565,,
,0.35998048579692843,,79002,,-40.048591705322266,80000,,0.001,,867.2895403824747,1000.0
134,0.3463384629487991,610,81002,96,-40.64577072906494,82002,556.11368309375,0.001,854.1875,,
,0.33611185252666476,,84002,,-41.69335223388672,85000,,0.001,,889.4542499028146,1000.0
133,0.361182470202446,643,85002,100,-42.01476515197754,86002,568.09810313,0.001,860.02,,
,0.3405271952599287,,89002,,-43.2192926940918,90000,,0.001,,932.1855370871723,1000.0
132,,677,,104,,90002,629.27908927,,866.57,,
134,0.33624905759096146,698,93002,108,-44.475452255249024,94002,681.48145414,0.001,885.84,,
,0.3158588350862265,,94002,,-44.77109326934814,95000,,0.001,,903.5908363550901,1000.0
134,0.32409220208227635,729,97002,112,-45.46588697052002,98002,720.0571794700002,0.001,925.04,,
,0.32840601925551893,,99002,,-45.97320989990234,100000,,0.001,,936.2217364132405,1000.0
134,0.333692086160183,759,101002,116,-46.38274649810791,102002,759.0487699600001,0.001,963.6,,
,0.35395517118275166,,104002,,-46.81453689575196,105000,,0.001,,892.741973850131,1000.0
134,0.3364595540165901,790,105002,120,-46.98011547088623,106002,799.1935080500001,0.001,992.46,,
,0.3542100450694561,,109002,,-47.63279788208008,110000,,0.001,,907.9057231783867,1000.0
134,,819,,124,,110002,812.9347420199998,,992.46,,
135,0.3456885005533695,842,113002,128,-48.517457275390626,114002,834.72215939,0.001,1000.0,,
,0.3443211668431759,,114002,,-48.71126738739014,115000,,0.001,,907.0367656774819,1000.0
134,0.343604930087924,875,117002,132,-49.23660371398926,118002,838.5226572299999,0.001,1000.0,,
,0.3171855225786567,,119002,,-49.72788800048828,120000,,0.001,,905.5974858228117,1000.0
134,0.31220786841213705,908,121002,136,-50.203171562194825,122002,846.2220564,0.001,1000.0,,
,0.3155479131266475,,124002,,-50.971161071777345,125000,,0.001,,947.5416727680713,1000.0
134,0.3324301972091198,939,125002,140,-51.20805393218994,126002,856.0228000699999,0.001,1000.0,,
,0.3391721403747797,,129002,,-51.911155616760254,130000,,0.001,,910.8635693497956,1000.0
133,,971,,144,,130002,864.03931306,,1000.0,,
134,0.33197108274698256,992,133002,148,-52.907852600097655,134002,870.52559124,0.001,1000.0,,
,0.32912549915909767,,134002,,-52.99474965667724,135000,,0.001,,968.2221506357193,1000.0
134,0.3313976699411869,1024,137002,152,-53.517102645874026,138002,879.47549517,0.001,1000.0,,
,0.36428206601738927,,139002,,-53.832426414489746,140000,,0.001,,972.0819106683135,1000.0
134,0.33420745919644834,1055,141002,156,-54.11823818206787,142002,888.0494422099999,0.001,1000.0,,
,0.31339966341108083,,144002,,-54.51972275543213,145000,,0.001,,942.4033500514925,1000.0
134,0.3176213166117668,1087,145002,160,-54.7196044921875,146002,890.6254897499999,0.001,1000.0,,
,0.30980542017519475,,149002,,-55.20489599609375,150000,,0.001,,948.8047465346754,1000.0
134,,1119,,164,,150002,900.8504827299998,,1000.0,,
134,0.30014261063933373,1140,153002,168,-55.552549308776854,154002,903.3247824799998,0.001,1000.0,,
,0.28813102715462446,,154002,,-55.68862205505371,155000,,0.001,,933.576723304391,1000.0
134,0.28791617005318404,1172,157002,172,-56.077593116760255,158002,906.1021796299997,0.001,1000.0,,
,0.268257986061275,,159002,,-56.457953842163086,160000,,0.001,,886.5710634457879,1000.0
134,0.28474479185044765,1204,161002,176,-56.732750427246096,162002,906.23533731,0.001,1000.0,,
,0.2754156406223774,,164002,,-57.122768821716306,165000,,0.001,,926.1271764747798,1000.0
134,0.2845326774120331,1238,165002,180,-57.28751918029785,166002,910.8670385100002,0.001,1000.0,,
,0.27272091625630857,,169002,,-57.954089477539064,170000,,0.001,,939.6070229947567,1000.0
133,,1271,,184,,170002,912.35358251,,1000.0,,
134,0.24574298954755067,1294,173002,188,-58.36832413482666,174002,915.0920925999999,0.001,1000.0,,
,0.24518020007014274,,174002,,-58.53771126556396,175000,,0.001,,967.891474404931,1000.0
134,0.26203840237855913,1326,177002,192,-58.8704405670166,178002,914.2520399700002,0.001,1000.0,,
,0.2663962093293667,,179002,,-59.05527014160156,180000,,0.001,,942.6527504973113,1000.0
133,0.2513400912061334,1359,181002,196,-59.229806549072265,182002,915.2452014899999,0.001,1000.0,,
,0.2407763475328684,,184002,,-59.42513632202149,185000,,0.001,,891.9974837131798,1000.0
133,0.2480360793918371,1392,185002,200,-59.40120314025879,186002,918.42408631,0.001,1000.0,,
,0.24708371695131062,,189002,,-59.59329553985596,190000,,0.001,,971.6402287244797,1000.0
133,,1426,,204,,190002,921.0971865999999,,1000.0,,
133,0.24823230928182602,1448,193002,208,-59.77278157806396,194002,921.7139240500001,0.001,1000.0,,
,0.25096964605152605,,194002,,-59.843421173095706,195000,,0.001,,925.6270388841629,1000.0
133,0.25126706179976466,1479,197002,212,-59.995791275024416,198002,919.59381253,0.001,1000.0,,
