time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/entropy_loss,train/loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/learning_rate,train/n_updates,train/explained_variance,train/std,eval/mean_reward,eval/mean_ep_length
2313,444416,192,74.23589865999999,62.54,217,0.4962890625,-10.135195478796959,22.22295379638672,0.2,-0.07584369211108424,57.371116334199904,0.06380725,0.0003,2160,0.7332409918308258,0.5661849975585938,,
,445000,,,,,0.513525390625,-10.100574970245361,21.239852905273438,0.2,-0.08075080276757944,52.792771810293196,0.07513959,0.0003,2170,0.7473855018615723,0.565217137336731,73.52318422347307,60.5
2325,446464,191,78.42282014,63.79,218,,,,,,,,,,,,,
2335,448512,192,79.88603635,65.26,219,0.5013671875,-10.10082050561905,17.353296279907227,0.2,-0.07145383263123221,54.76469421982765,0.06760761,0.0003,2180,0.7587751150131226,0.5658499002456665,,
,450000,,,,,0.481396484375,-10.087914949655532,24.330440521240234,0.2,-0.07548534236266277,72.74726736545563,0.06379615,0.0003,2190,0.6888422667980194,0.5644314885139465,92.89092985391616,72.8
2344,450560,192,79.15319231,64.65,220,,,,,,,,,,,,,
2353,452608,192,75.63391966,63.13,221,0.486279296875,-10.04795570075512,22.84439468383789,0.2,-0.07271582679823041,80.40502829551697,0.061733257,0.0003,2200,0.5985922813415527,0.5627454519271851,,
2364,454656,192,73.18802724,61.51,222,0.514404296875,-10.021545460820198,18.515226364135742,0.2,-0.07831718802917749,52.877795696258545,0.07002404,0.0003,2210,0.7010281980037689,0.5622669458389282,,
,455000,,,,,0.49365234375,-10.01873687505722,25.053760528564453,0.2,-0.07015552970697173,62.96903944015503,0.06747347,0.0003,2220,0.7121584117412567,0.5620854496955872,99.83765158951283,82.3
2376,456704,192,71.61333614,60.34,223,,,,,,,,,,,,,
2385,458752,192,72.38389622000001,60.72,224,0.492333984375,-10.00605567395687,25.48811912536621,0.2,-0.07346027765888721,71.39944381713867,0.06382563,0.0003,2230,0.6557202339172363,0.5613296627998352,,
,460000,,,,,0.53291015625,-9.97917448580265,15.468561172485352,0.2,-0.07967679385037627,46.16943066716194,0.086337596,0.0003,2240,0.7275467813014984,0.5595066547393799,85.37011716589332,66.9
2396,460800,192,71.8336536,61.11,225,,,,,,,,,,,,,
2406,462848,192,70.80706733000001,59.95,226,0.51943359375,-9.941978788375854,13.118576049804688,0.2,-0.07475996442954055,55.886738419532776,0.07071866,0.0003,2250,0.7254639267921448,0.557496964931488,,
2416,464896,192,74.22705164999998,61.02,227,0.506396484375,-9.907212981581688,32.28293228149414,0.2,-0.07236180222826079,61.63367597460747,0.074292056,0.0003,2260,0.6972353160381317,0.556581974029541,,
,465000,,,,,0.5099609375,-9.875332441926002,10.504537582397461,0.2,-0.07299628627952189,50.94855849742889,0.0775589,0.0003,2270,0.7234252393245697,0.5545220375061035,94.66404979228973,74.6
2433,466944,191,76.91436065,61.78,228,,,,,,,,,,,,,
2445,468992,191,77.67513481,62.38,229,0.540576171875,-9.850949570536613,14.697240829467773,0.2,-0.07578531694016419,38.667402994632724,0.08347787,0.0003,2280,0.8236905038356781,0.5542891025543213,,
,470000,,,,,0.5087890625,-9.83030267059803,25.604373931884766,0.2,-0.07510519078350626,64.48588182926179,0.06962396,0.0003,2290,0.7484251260757446,0.5525953769683838,100.31930545214564,75.1
2457,471040,191,74.17434279,61.23,230,,,,,,,,,,,,,
2467,473088,191,71.47713025000002,60.75,231,0.500390625,-9.759352269768716,17.853208541870117,0.2,-0.07507122769893612,48.3226876437664,0.064580835,0.0003,2300,0.7562554180622101,0.548187255859375,,
,475000,,,,,0.5169921875,-9.685011285543442,18.336055755615234,0.2,-0.07410487988963724,56.36052312850952,0.068716854,0.0003,2310,0.7019675076007843,0.5452433824539185,94.21913058552892,74.1
2479,475136,191,74.7353279,63.55,232,,,,,,,,,,,,,
2490,477184,191,76.63510221,63.79,233,0.519921875,-9.64579850435257,17.654348373413086,0.2,-0.07348578226519749,53.04064055085182,0.07780166,0.0003,2320,0.7252952456474304,0.5441200137138367,,
2501,479232,191,83.26707999,68.28,234,0.51181640625,-9.623411825299263,18.96877670288086,0.2,-0.07516359904257115,59.43634241819382,0.06985029,0.0003,2330,0.7140869796276093,0.5437057018280029,,
,480000,,,,,0.527978515625,-9.609784403443337,16.414682388305664,0.2,-0.07655731146805919,41.197306382656095,0.07885498,0.0003,2340,0.7701710760593414,0.5425089597702026,111.50342256575823,84.5
2514,481280,191,78.54880019,64.38,235,,,,,,,,,,,,,
2526,483328,191,80.19260249000001,65.85,236,0.490673828125,-9.586512917280197,20.51570701599121,0.2,-0.07624086311261635,54.01576245427132,0.06376736,0.0003,2350,0.7412447035312653,0.5412053465843201,,
,485000,,,,,0.4869140625,-9.593990087509155,19.13411521911621,0.2,-0.07070652448164765,47.39803951382637,0.068568975,0.0003,2360,0.791519284248352,0.5429014563560486,99.86765113770961,79.8
2542,485376,190,84.25634708,68.94,237,,,,,,,,,,,,,
2554,487424,190,84.30986726,70.3,238,0.486572265625,-9.60103399157524,24.765750885009766,0.2,-0.076074721472105,56.16972453594208,0.0672004,0.0003,2370,0.7444671988487244,0.5422457456588745,,
2566,489472,190,84.29537013000001,70.25,239,0.512109375,-9.584329119324684,21.76219940185547,0.2,-0.07300694119767286,61.039827519655226,0.07050945,0.0003,2380,0.7571285367012024,0.5413354635238647,,
,490000,,,,,0.5044921875,-9.56058751642704,17.892227172851562,0.2,-0.07282262892695143,71.88104274272919,0.065813795,0.0003,2390,0.6625524759292603,0.5401746034622192,99.02092924714088,79.5
2579,491520,190,82.42625969999999,70.03,240,,,,,,,,,,,,,
2591,493568,190,81.48930412,69.57,241,0.523486328125,-9.543048146367074,15.558143615722656,0.2,-0.07718716601666528,49.18857353925705,0.08354917,0.0003,2400,0.7301742136478424,0.5395753979682922,,
,495000,,,,,0.52001953125,-9.508288905024529,23.375938415527344,0.2,-0.07655837421189063,59.41691451668739,0.07518863,0.0003,2410,0.7192052006721497,0.5375153422355652,116.98245071694255,102.4
2606,495616,190,78.87351417999999,69.07,242,,,,,,,,,,,,,
2620,497664,189,79.65903940999999,69.21,243,0.53193359375,-9.486353948712349,20.55336570739746,0.2,-0.0773389288544422,57.943573623895645,0.085721426,0.0003,2420,0.7369559705257416,0.5373131632804871,,
2633,499712,189,77.68881882999999,66.57,244,0.5302734375,-9.452320066094398,22.56355094909668,0.2,-0.07891926518059336,47.29641898870468,0.08711364,0.0003,2430,0.7690697610378265,0.5352859497070312,,
,500000,,,,,0.501513671875,-9.420857480168342,27.544607162475586,0.2,-0.08061962148640305,64.04431058764457,0.06577262,0.0003,2440,0.6843558549880981,0.5338032245635986,97.10677501410245,84.7
2648,501760,189,80.45370580000001,68.08,245,,,,,,,,,,,,,
2660,503808,189,79.91456861,68.3,246,0.5283203125,-9.396932554244994,15.795372009277344,0.2,-0.07591748901468236,46.77849789857864,0.082032956,0.0003,2450,0.7850401103496552,0.5322564840316772,,
,505000,,,,,0.53701171875,-9.389854747056962,26.184179306030273,0.2,-0.07842874160269275,47.800342839956286,0.079101965,0.0003,2460,0.7746161669492722,0.5335720777511597,101.28762867599725,82.9
2672,505856,189,76.34781170000001,66.77,247,,,,,,,,,,,,,
2682,507904,189,74.39587637000001,64.6,248,0.555126953125,-9.399644002318382,12.238517761230469,0.2,-0.07786415445734747,45.580137628316876,0.08943581,0.0003,2470,0.7832643389701843,0.532387375831604,,
2693,509952,189,78.88334162999999,67.32,249,0.514892578125,-9.356450411677361,24.001544952392578,0.2,-0.07256951341696549,60.29736323356629,0.07577493,0.0003,2480,0.7237415015697479,0.5298211574554443,,
,510000,,,,,0.547607421875,-9.336673620343209,18.74344825744629,0.2,-0.07991706141619943,41.03131631612778,0.0893185,0.0003,2490,0.8202719986438751,0.5297663807868958,94.04442161023617,79.5
2706,512000,189,79.78626934,67.93,250,,,,,,,,,,,,,
2715,514048,189,79.6799388,68.48,251,0.50244140625,-9.315900912880897,21.63559341430664,0.2,-0.07594780510989949,53.81163170337677,0.07098094,0.0003,2500,0.7289164662361145,0.5291444063186646,,
,515000,,,,,0.53642578125,-9.293787026405335,20.682655334472656,0.2,-0.07597803622484207,52.66317483782768,0.082711466,0.0003,2510,0.7127211689949036,0.5275096893310547,111.10240010395646,86.6
2726,516096,189,75.88688102,67.1,252,,,,,,,,,,,,,
2737,518144,189,74.03997449,64.9,253,0.533740234375,-9.253490847349166,15.135400772094727,0.2,-0.07561625130474567,48.07708724737167,0.07361765,0.0003,2520,0.7278126776218414,0.5260862112045288,,
,520000,,,,,0.51376953125,-9.210290482640266,25.527631759643555,0.2,-0.07737843275244813,66.7047461271286,0.07814922,0.0003,2530,0.6416105031967163,0.5242010354995728,127.80906518958508,103.7
2752,520192,188,75.46839899000001,66.63,254,,,,,,,,,,,,,
2763,522240,188,75.18440577999999,66.14,255,0.5130859375,-9.163511875271798,14.406936645507812,0.2,-0.07702035565162077,47.3535003721714,0.07188052,0.0003,2540,0.7454409003257751,0.5218274593353271,,
2772,524288,189,77.61907406,68.25,256,0.542578125,-9.09147997200489,44.62473678588867,0.2,-0.07688726225169376,54.6827343583107,0.08201672,0.0003,2550,0.698404848575592,0.5185385942459106,,
,525000,,,,,0.531884765625,-9.055953490734101,20.026758193969727,0.2,-0.07583196443738416,44.18413761854172,0.08132972,0.0003,2560,0.7960897088050842,0.5182167887687683,112.36422573849559,91.9
2782,526336,189,76.64828143,66.05,257,,,,,,,,,,,,,
2795,528384,189,79.95334822,67.19,258,0.515185546875,-9.0672322422266,30.89995765686035,0.2,-0.06887227706611157,63.86712045669556,0.076638766,0.0003,2570,0.6704234182834625,0.5189751386642456,,
,530000,,,,,0.531396484375,-9.064264607429504,21.522502899169922,0.2,-0.07785526906664017,55.00019944906235,0.08148165,0.0003,2580,0.7326864302158356,0.5182419419288635,119.44495629668236,92.0
2809,530432,188,83.72072968000002,70.42,259,,,,,,,,,,,,,
2821,532480,188,87.50927579000003,73.84,260,0.53759765625,-9.078044724464416,19.846275329589844,0.2,-0.07465969111071899,49.68149790763855,0.08708539,0.0003,2590,0.7213003933429718,0.5193759202957153,,
2834,534528,188,83.43946924,72.1,261,0.488818359375,-9.056762784719467,26.71663475036621,0.2,-0.06893199070182163,65.99135962128639,0.05935067,0.0003,2600,0.7223386764526367,0.5178224444389343,,
,535000,,,,,0.49111328125,-9.031656894087792,25.05270767211914,0.2,-0.07354386212537065,74.19326425790787,0.062310595,0.0003,2610,0.71402508020401,0.5169137716293335,114.57535411566496,89.1
2849,536576,188,85.39921923,73.04,262,,,,,,,,,,,,,
2861,538624,188,87.70087686999999,74.15,263,0.53564453125,-8.986749315261841,35.55280685424805,0.2,-0.07814855982142035,59.83149085044861,0.07399249,0.0003,2620,0.7544063180685043,0.5143601894378662,,
,540000,,,,,0.540869140625,-8.957464554905892,18.90909767150879,0.2,-0.07737967931316234,60.396524381637576,0.082772374,0.0003,2630,0.7293126285076141,0.513986349105835,116.50755772199481,95.0
2877,540672,187,84.2164415,71.17,264,,,,,,,,,,,,,
2887,542720,187,85.01208391999998,71.72,265,0.52373046875,-8.923537829518319,30.678342819213867,0.2,-0.07131620897562244,88.64269536733627,0.07175076,0.0003,2640,0.6249798536300659,0.5118095874786377,,
2897,544768,188,83.57896197,71.8,266,0.535009765625,-8.874768340587616,26.953580856323242,0.2,-0.07500741599942558,71.55178676843643,0.074366495,0.0003,2650,0.6905045807361603,0.5094666481018066,,
,545000,,,,,0.568408203125,-8.846289786696435,19.716373443603516,0.2,-0.0784372181398794,53.53727849125862,0.09148393,0.0003,2660,0.7503256797790527,0.5085659027099609,105.51567217633128,83.3
2907,546816,188,81.19304106999999,70.45,267,,,,,,,,,,,,,
2917,548864,188,80.41107148,70.39,268,0.555517578125,-8.83312709927559,27.167404174804688,0.2,-0.07497397867846303,62.78592861890793,0.08439541,0.0003,2670,0.7129048407077789,0.5082621574401855,,
,550000,,,,,0.53154296875,-8.820975029468537,23.67364501953125,0.2,-0.07818300793878734,69.05861461162567,0.08297224,0.0003,2680,0.6987830400466919,0.5079687833786011,100.04448597002775,91.0
2933,550912,187,80.24080468,69.13,269,,,,,,,,,,,,,
2945,552960,187,80.33287458,68.59,270,0.58720703125,-8.802699691057205,19.135480880737305,0.2,-0.0764899255183991,44.52705894708633,0.096158236,0.0003,2690,0.7889173626899719,0.5073761940002441,,
,555000,,,,,0.5712890625,-8.765579974651336,19.63957405090332,0.2,-0.07163774599612224,46.26332165598869,0.088444605,0.0003,2700,0.7781325280666351,0.5050776600837708,107.0852133616805,83.0
2956,555008,187,77.75055763,67.53,271,,,,,,,,,,,,,
2964,557056,187,85.2765989,73.37,272,0.536279296875,-8.739984300732612,23.812538146972656,0.2,-0.07668982027098536,56.77950591444969,0.07927874,0.0003,2710,0.7377484440803528,0.505109965801239,,
2973,559104,188,83.99198110000002,72.75,273,0.541357421875,-8.714544534683228,16.261445999145508,0.2,-0.07686228608654347,48.161613297462466,0.08668965,0.0003,2720,0.76954086124897,0.5030123591423035,,
,560000,,,,,0.5197265625,-8.669803556799888,31.474655151367188,0.2,-0.07186075451609213,59.92952942252159,0.078563035,0.0003,2730,0.7365122437477112,0.5010574460029602,104.18056529425084,85.4
2985,561152,187,85.27799967000001,74.04,274,,,,,,,,,,,,,
2994,563200,188,86.18748307,73.11,275,0.562158203125,-8.640584895014763,14.312274932861328,0.2,-0.07605753783136607,43.75169574022293,0.09883259,0.0003,2740,0.7580816894769669,0.5003176927566528,,
,565000,,,,,0.56376953125,-8.621297296881675,10.716472625732422,0.2,-0.07293602299178019,36.74835276603699,0.09099919,0.0003,2750,0.8062840849161148,0.4996775984764099,101.43383832706313,80.9
3006,565248,188,86.84963605000002,74.34,276,,,,,,,,,,,,,
3016,567296,188,85.40941461,73.26,277,0.57421875,-8.574058037996291,21.4947566986084,0.2,-0.07257806909037753,45.04547294974327,0.08994552,0.0003,2760,0.7926043719053268,0.4969805181026459,,
3024,569344,188,86.29445867,73.92,278,0.5125,-8.536922553181649,33.2517204284668,0.2,-0.07286319013946922,78.33141134381295,0.07261564,0.0003,2770,0.7299326956272125,0.49597132205963135,,
,570000,,,,,0.56005859375,-8.498692232370377,14.25564193725586,0.2,-0.07659729351871647,39.0085767865181,0.10234343,0.0003,2780,0.7968599498271942,0.4947277903556824,102.603969460167,81.6
3035,571392,188,85.59536812000002,73.09,279,,,,,,,,,,,,,
3044,573440,188,91.82213131,76.4,280,0.512158203125,-8.4756018191576,33.301002502441406,0.2,-0.07281912969483528,68.08552105426789,0.07274489,0.0003,2790,0.7111208438873291,0.49369949102401733,,
,575000,,,,,0.5544921875,-8.452278715372085,17.034942626953125,0.2,-0.07071864837198519,45.83220282793045,0.09736351,0.0003,2800,0.781764343380928,0.49291014671325684,100.40971634685994,77.2
3056,575488,188,91.50122470000001,76.11,281,,,,,,,,,,,,,
3066,577536,188,89.5769076,74.09,282,0.576171875,-8.411386370658875,17.90340805053711,0.2,-0.07361734788864852,44.354459285736084,0.09527846,0.0003,2810,0.811557725071907,0.49093493819236755,,
3075,579584,188,85.47217242,70.72,283,0.55068359375,-8.382917448878288,21.145980834960938,0.2,-0.07765512573241722,53.669349014759064,0.08477567,0.0003,2820,0.7694593816995621,0.49027276039123535,,
,580000,,,,,0.542529296875,-8.36908763051033,23.170042037963867,0.2,-0.07481917522381991,63.60001620054245,0.08634879,0.0003,2830,0.7559952139854431,0.4902679920196533,94.82025232198649,78.5
3087,581632,188,81.91502647,67.58,284,,,,,,,,,,,,,
3099,583680,188,80.02286874,65.92,285,0.526171875,-8.374351608753205,21.966646194458008,0.2,-0.07673667497001588,77.71354478597641,0.073235065,0.0003,2840,0.6538388729095459,0.4905282258987427,,
,585000,,,,,0.518701171875,-8.35959659218788,34.4339714050293,0.2,-0.07112894019228407,71.53131551146507,0.075374715,0.0003,2850,0.7116338014602661,0.4895259737968445,111.95938322097064,86.4
3112,585728,188,81.21841228,66.56,286,,,,,,,,,,,,,
3125,587776,188,80.49297668999999,67.08,287,0.5412109375,-8.30488076210022,24.65007972717285,0.2,-0.07911267572198995,61.1137614607811,0.09109704,0.0003,2860,0.7226619720458984,0.48657020926475525,,
3136,589824,188,77.2203621,65.17,288,0.5423828125,-8.262886199355126,42.314483642578125,0.2,-0.07387149469868745,77.71467138528824,0.07914527,0.0003,2870,0.7085361182689667,0.4858396053314209,,
,590000,,,,,0.5734375,-8.232440462708473,12.323088645935059,0.2,-0.07510060518980026,45.81517253518105,0.09675993,0.0003,2880,0.7850637286901474,0.4841758608818054,115.84707498401403,93.2
3148,591872,187,77.99281121000001,65.62,289,,,,,,,,,,,,,
3159,593920,187,84.09000671999998,71.12,290,0.58349609375,-8.157579517364502,17.418270111083984,0.2,-0.07117647299019154,45.88004772663116,0.10343027,0.0003,2890,0.7853804528713226,0.48027366399765015,,
,595000,,,,,0.552978515625,-8.116756790876389,28.14847183227539,0.2,-0.07256953500327654,60.693526005744936,0.0824667,0.0003,2900,0.6557015776634216,0.4803749918937683,118.68933028876782,90.4
3173,595968,187,85.20083257000002,70.96,291,,,,,,,,,,,,,
3184,598016,187,87.71497137,73.54,292,0.5615234375,-8.107514464855194,18.277036666870117,0.2,-0.06876386423537043,57.19128829240799,0.096792676,0.0003,2910,0.7195753753185272,0.4798780679702759,,
,600000,,,,,0.56181640625,-8.109601199626923,19.098255157470703,0.2,-0.07639928717399017,59.72321578264236,0.09463407,0.0003,2920,0.7252943217754364,0.48021990060806274,108.45805725902319,86.2
3198,600064,187,89.10697454999999,75.67,293,,,,,,,,,,,,,
3208,602112,187,87.95406979999998,75.43,294,0.574658203125,-8.09153522849083,15.599994659423828,0.2,-0.07452919887728057,53.28725899457932,0.10559605,0.0003,2930,0.7738235890865326,0.47900959849357605,,
3218,604160,187,85.63499891,74.61,295,0.546435546875,-8.059004774689674,22.262874603271484,0.2,-0.07660395712009631,68.84320096969604,0.08272982,0.0003,2940,0.7128441333770752,0.47745656967163086,,
,605000,,,,,0.59208984375,-8.026845717430115,14.09638500213623,0.2,-0.07273931577801704,49.61220690011978,0.104118556,0.0003,2950,0.7684402018785477,0.4764688014984131,126.2609319646377,97.6
3230,606208,187,85.98998470000001,73.43,296,,,,,,,,,,,,,
3240,608256,187,88.26048143,73.83,297,0.57529296875,-8.000350430607796,25.477916717529297,0.2,-0.06661146397818811,47.81354736685753,0.101793475,0.0003,2960,0.7635055780410767,0.475393146276474,,
,610000,,,,,0.555029296875,-7.970402175188065,18.55069923400879,0.2,-0.07263177848071792,54.37556173801422,0.09883812,0.0003,2970,0.7352102994918823,0.4743921160697937,116.05676519870758,88.7
3253,610304,187,85.27818656,71.95,298,,,,,,,,,,,,,
3262,612352,187,82.59084775000001,69.81,299,0.59462890625,-7.962079609930515,14.725364685058594,0.2,-0.0740717503183987,47.74086391329765,0.11148465,0.0003,2980,0.7712696194648743,0.4746081829071045,,
3271,614400,187,76.63087522,65.52,300,0.569775390625,-7.971778880059719,25.521392822265625,0.2,-0.0708554094831925,49.920728051662444,0.09510574,0.0003,2990,0.7709119021892548,0.47441595792770386,,
,615000,,,,,0.566259765625,-7.962156321108341,16.70899772644043,0.2,-0.07481231950514484,51.539988631010054,0.09601414,0.0003,3000,0.7641135901212692,0.4736192226409912,125.25449633710086,100.7
3284,616448,187,79.67244720999999,68.51,301,,,,,,,,,,,,,
3294,618496,187,79.89710622000001,68.07,302,0.585302734375,-7.9149480506777765,11.264294624328613,0.2,-0.07465880521922372,39.96432633399964,0.11881654,0.0003,3010,0.7940563857555389,0.4714089035987854,,
,620000,,,,,0.557421875,-7.889759719371796,13.295853614807129,0.2,-0.07373742487980053,49.66147643327713,0.08561226,0.0003,3020,0.7718021124601364,0.47089633345603943,108.62763112336397,85.3
3306,620544,187,83.21712909000001,71.15,303,,,,,,,,,,,,,
3316,622592,187,86.91915326,72.79,304,0.55986328125,-7.855091780424118,17.35117530822754,0.2,-0.07302792006521486,50.97646508216858,0.09262115,0.0003,3030,0.7916489094495773,0.4693118929862976,,
3323,624640,187,87.11289879000002,73.43,305,0.590625,-7.841099098324776,16.955158233642578,0.2,-0.0691735418047756,46.09454943537712,0.0999894,0.0003,3040,0.7454828917980194,0.4695635735988617,,
,625000,,,,,0.542431640625,-7.81024012118578,21.52875518798828,0.2,-0.0758621467888588,56.76966599225998,0.099068,0.0003,3050,0.7202578485012054,0.4672015607357025,102.12090064585209,79.2
3334,626688,187,89.41575118000003,74.85,306,,,,,,,,,,,,,
3346,628736,187,97.33131393,78.24,307,0.588525390625,-7.773632341623307,15.753655433654785,0.2,-0.07312637403956615,41.89190660119057,0.1280539,0.0003,3060,0.773462250828743,0.4664885997772217,,
,630000,,,,,0.582275390625,-7.737168203294277,11.184930801391602,0.2,-0.07302792055415921,45.8112509727478,0.11739493,0.0003,3070,0.7792398482561111,0.46448636054992676,111.50174777209759,83.7
3358,630784,187,98.20590707,79.89,308,,,,,,,,,,,,,
3368,632832,187,99.72343193,79.31,309,0.55107421875,-7.707575969398022,23.71122169494629,0.2,-0.07506016214611008,66.32469028830528,0.09210239,0.0003,3080,0.765986904501915,0.4643349051475525,,
3378,634880,187,100.18437586,79.35,310,0.55107421875,-7.694957593083382,16.754310607910156,0.2,-0.07104160338058137,52.57200231552124,0.10160147,0.0003,3090,0.7762908786535263,0.46367108821868896,,
,635000,,,,,0.5763671875,-7.655046659708023,20.579919815063477,0.2,-0.07667703208862804,46.56167979240418,0.096640885,0.0003,3100,0.8271558731794357,0.461660236120224,114.65125739593059,85.8
3391,636928,187,90.48403632,74.13,311,,,,,,,,,,,,,
3402,638976,187,89.21130858000002,72.92,312,0.562255859375,-7.601936282217503,28.240917205810547,0.2,-0.07434739111631643,62.62640709280968,0.0876123,0.0003,3110,0.7267311215400696,0.4597824811935425,,
,640000,,,,,0.5876953125,-7.565003152191639,11.647594451904297,0.2,-0.07393430298543535,42.425143069028856,0.10517794,0.0003,3120,0.8163198381662369,0.4583365321159363,106.35348107740283,83.9
3416,641024,187,83.18492142999999,70.0,313,,,,,,,,,,,,,
3426,643072,187,85.36387780000001,72.56,314,0.5634765625,-7.553101578354836,34.22523498535156,0.2,-0.07168469191528856,55.94959622621536,0.08831587,0.0003,3130,0.7405538558959961,0.4588312804698944,,
,645000,,,,,0.60087890625,-7.521318529546261,13.217304229736328,0.2,-0.07596126316348091,45.4703453540802,0.114578895,0.0003,3140,0.8021956086158752,0.45655131340026855,105.80608213096858,90.0
3439,645120,187,88.81609685,75.06,315,,,,,,,,,,,,,
3449,647168,187,87.92206535999999,74.59,316,0.601025390625,-7.4967264264822004,16.985389709472656,0.2,-0.06725161215872504,45.42476505637169,0.13405666,0.0003,3150,0.7674418091773987,0.45617279410362244,,
3459,649216,187,94.49096252999998,77.67,317,0.615185546875,-7.47594256401062,9.243339538574219,0.2,-0.07220165033941157,35.63557351231575,0.13090006,0.0003,3160,0.8258550316095352,0.45564502477645874,,
,650000,,,,,0.552734375,-7.457293362915516,22.788610458374023,0.2,-0.07823211876384448,57.94797119498253,0.089735106,0.0003,3170,0.7371890842914581,0.45488905906677246,129.15358805060387,93.2
3473,651264,187,92.68616928,74.71,318,,,,,,,,,,,,,
3485,653312,187,95.34430114000003,75.08,319,0.55732421875,-7.4434019207954405,30.514741897583008,0.2,-0.07645342973410152,57.94836403131485,0.09356243,0.0003,3180,0.7599302381277084,0.4544067084789276,,
,655000,,,,,0.5779296875,-7.429991221427917,14.77800178527832,0.2,-0.07414419800334145,46.572036081552504,0.109925,0.0003,3190,0.8140419572591782,0.4540190100669861,121.45929961800576,89.9
3499,655360,187,93.43254010000001,73.64,320,,,,,,,,,,,,,
3510,657408,187,90.96415477000001,73.26,321,0.55849609375,-7.406880919635296,21.103652954101562,0.2,-0.07147301106306259,56.01932893395424,0.104777865,0.0003,3200,0.7824481576681137,0.4528126120567322,,
3522,659456,187,89.01552051,72.17,322,0.56572265625,-7.357116924226284,22.268056869506836,0.2,-0.0692856836161809,59.15196229815483,0.096678734,0.0003,3210,0.73070228099823,0.45109790563583374,,
,660000,,,,,0.583203125,-7.33829989284277,19.595619201660156,0.2,-0.0673420665494632,53.39104820489884,0.090723656,0.0003,3220,0.7603324800729752,0.4504919648170471,102.73138057291507,80.9
3536,661504,187,84.09167621,69.63,323,,,,,,,,,,,,,
3546,663552,187,87.56184966000001,72.84,324,0.60810546875,-7.322829650342465,13.71634292602539,0.2,-0.06905591583927162,49.489358419179915,0.12934037,0.0003,3230,0.7660815417766571,0.4498833119869232,,
,665000,,,,,0.579931640625,-7.291290910542012,14.831045150756836,0.2,-0.07188627818250097,48.69174330234527,0.1039716,0.0003,3240,0.7672440558671951,0.44859546422958374,101.90858546793461,77.9
3560,665600,186,89.61450155,75.84,325,,,,,,,,,,,,,
3570,667648,186,95.15198216,79.68,326,0.602587890625,-7.279783722758293,25.790359497070312,0.2,-0.07690232647582888,48.527080887556075,0.1160287,0.0003,3250,0.772958368062973,0.44868993759155273,,
3581,669696,187,97.33655241999998,81.41,327,0.580078125,-7.25831927806139,19.330791473388672,0.2,-0.07063215880771168,48.923905396461485,0.10231287,0.0003,3260,0.7884965240955353,0.4474445581436157,,
,670000,,,,,0.590966796875,-7.224831728637218,16.41716766357422,0.2,-0.07741140551515854,43.62099851965904,0.11662701,0.0003,3270,0.8102209120988846,0.4458714425563812,121.45005455166101,92.9
3594,671744,186,96.62900848,80.2,328,,,,,,,,,,,,,
3605,673792,186,96.38488248000002,80.2,329,0.592578125,-7.175749187171459,18.82876205444336,0.2,-0.07769376111682505,38.764888560771944,0.114930496,0.0003,3280,0.8550641387701035,0.44438719749450684,,
,675000,,,,,0.61474609375,-7.13869151622057,8.622844696044922,0.2,-0.06398980620433577,38.26300442814827,0.1228887,0.0003,3290,0.8487204760313034,0.44303399324417114,138.91545614749194,110.1
3619,675840,186,94.07473667000002,80.11,330,,,,,,,,,,,,,
3629,677888,186,95.57911995999999,81.4,331,0.595703125,-7.126889994740486,17.37264060974121,0.2,-0.07011598711833358,37.956682950258255,0.110538065,0.0003,3300,0.816561684012413,0.44248270988464355,,
3639,679936,186,94.61265250000002,80.85,332,0.568896484375,-7.105480337142945,13.481040954589844,0.2,-0.07652691047114786,43.159054565429685,0.10156378,0.0003,3310,0.7518623173236847,0.44225844740867615,,
,680000,,,,,0.577734375,-7.0763349622488025,15.410453796386719,0.2,-0.07591548778291327,50.750243389606474,0.10637622,0.0003,3320,0.7707698345184326,0.44031545519828796,118.77899743169546,90.4
3653,681984,186,94.35286846000001,80.68,333,,,,,,,,,,,,,
3665,684032,186,95.85416795000003,80.61,334,0.59306640625,-7.0304397031664845,14.698335647583008,0.2,-0.07049156698340084,49.12856593132019,0.10488771,0.0003,3330,0.79008948802948,0.43902796506881714,,
,685000,,,,,0.5744140625,-6.969148471951485,12.432822227478027,0.2,-0.07648622036213056,47.00198031663895,0.10957569,0.0003,3340,0.8174679428339005,0.43642160296440125,94.00684563219548,72.7
3680,686080,186,94.64178671000003,79.41,335,,,,,,,,,,,,,
3694,688128,186,93.46724610999999,78.61,336,0.59404296875,-6.910113149881363,12.030122756958008,0.2,-0.06608963013277389,38.3689604818821,0.13307592,0.0003,3350,0.7829374969005585,0.43467819690704346,,
,690000,,,,,0.601025390625,-6.854013453423977,13.26772689819336,0.2,-0.07224060886073858,53.54809521436691,0.10866119,0.0003,3360,0.7598164081573486,0.4328320622444153,115.2006237566471,84.2
3708,690176,186,95.72704303999998,80.06,337,,,,,,,,,,,,,
3719,692224,186,96.94015047999997,80.48,338,0.592333984375,-6.848293495178223,13.891297340393066,0.2,-0.0694619047571905,53.2990766108036,0.10785246,0.0003,3370,0.7698985934257507,0.43325304985046387,,
