time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
444685,120,3705,304.32,-336.903664,1908,444515,-51.22567676362537,7.068431743355685,0.001,,
445000,,,,,,444628,-50.75033950805664,8.805511258542538,0.001,807.3,459.1530221267138
445977,119,3725,296.76,-328.60432585999996,1912,445770,-51.23993881655411,6.254941515519586,0.001,,
449078,119,3742,307.51,-340.49601662000003,1916,447989,-51.134546653747556,6.672516204118729,0.001,,
450000,,,,,,449009,-50.231021881103516,7.702415764331818,0.001,806.0,655.2946945899515
450175,119,3765,306.9,-340.23483795,1920,450023,-51.02603367396763,6.8745686667306085,0.001,,
450389,119,3766,298.44,-331.01838064,1924,450250,-50.93642552693685,7.793634366106104,0.001,,
451493,119,3769,298.77,-331.0075529,1928,450404,-51.738135928199405,6.064743663583483,0.001,,
452626,119,3780,289.5,-321.02716361,1932,452483,-51.538483200073244,7.41093076479435,0.001,,
454743,119,3795,299.29,-331.7309053,1936,454636,-51.78158148193359,7.657090361356735,0.001,,
454923,119,3796,298.47,-330.96022956,1940,454794,-50.86731429327102,8.902076796787542,0.001,,
455000,,,,,,454834,-51.792677879333496,7.004463565349579,0.001,1000.0,804.1939220367494
455250,119,3812,298.52,-330.92980441,1944,455147,-51.782775976719,7.757776628566694,0.001,,
456309,119,3819,288.65,-320.25394224,1948,456203,-52.36991628011068,7.74684116575453,0.001,,
457405,119,3827,288.12,-319.76498255,1952,457291,-51.92794747161865,7.831596473217011,0.001,,
457539,119,3828,277.26,-307.87432332000003,1956,457430,-52.44156265258789,6.73051882725136,0.001,,
458680,119,3835,277.47,-307.91826793,1960,458558,-52.36119613647461,7.440646331521529,0.001,,
458814,119,3836,276.27,-306.71541027999996,1964,458689,-51.67916991493919,7.447036558931524,0.001,,
460000,,,,,,459834,-52.211529263583095,7.104901163949879,0.001,910.2,744.5480094321538
461923,119,3859,295.77,-328.07049008,1968,460834,-52.10154122924805,7.136987935066223,0.001,,
462082,119,3864,295.86,-328.18773099,1972,461917,-51.931803086224726,7.011324538904078,0.001,,
462352,119,3866,296.78,-329.27044066999997,1976,462244,-52.302224477132164,9.239202231168747,0.001,,
463540,119,3869,297.06,-329.45094709,1980,462451,-52.54529047012329,6.443092594544093,0.001,,
464672,119,3881,287.98,-319.8165338,1984,464558,-52.04337387084961,9.412881003485786,0.001,,
465000,,,,,,464596,-52.43500573294504,7.309923630494338,0.001,1000.0,838.0077459198889
465833,119,3900,288.66,-320.85790174,1988,465690,-52.69225465490463,9.870313350190507,0.001,,
467013,119,3907,298.28,-331.49938197999995,1992,466874,-52.72929081772313,7.299049175702608,0.001,,
468062,119,3914,297.2,-330.88599507000004,1996,467952,-52.654101848602295,7.194880183537801,0.001,,
469272,119,3920,269.3,-300.65053022,2000,469013,-52.560861335754396,7.52010904955864,0.001,,
469516,119,3922,260.06,-290.92317335999996,2004,469393,-53.262796592712405,8.703428931352569,0.001,,
470000,,,,,,469427,-52.49842273487764,6.4427843865226295,0.001,640.8,453.7111210288946
471689,119,3942,270.04,-301.88795718,2008,471548,-52.83359787750244,7.282074748516083,0.001,,
472771,119,3949,267.94,-299.3893034000001,2012,472670,-52.83783403015137,7.410896030902863,0.001,,
473989,119,3956,249.11,-279.01382065000007,2016,473804,-52.01863255220301,7.95754618927984,0.001,,
475000,,,,,,473957,-51.757712046305336,8.12848258972168,0.001,907.8,704.3407459408045
475119,119,3973,249.44,-279.75304106,2020,474957,-52.785420753479,7.450750373363495,0.001,,
476248,119,3980,258.59,-289.7268245,2024,476088,-52.98536335338246,7.426196217536926,0.001,,
476355,119,3981,248.62,-279.20966111999996,2028,476232,-53.429080645243324,7.805337289969127,0.001,,
477466,119,3987,248.4,-279.09939921,2032,477356,-52.89950762296978,8.785237077035402,0.001,,
478627,119,3994,238.84,-268.61664981000007,2036,478495,-52.91399595472548,8.065704035102774,0.001,,
480000,,,,,,478992,-53.52811666635367,6.707850749676044,0.001,1000.0,670.802226765221
480081,119,4011,251.58,-282.16845950000004,2040,,,,,,
481185,119,4018,259.35,-290.78211946,2044,480096,-53.13139851888021,7.624262770016988,0.001,,
482301,119,4030,259.92,-291.36284738,2048,482192,-53.29158758348034,7.331821007806747,0.001,,
484374,119,4038,269.69,-301.48714752,2052,483285,-51.68998718261719,6.996598760286967,0.001,,
485000,,,,,,484285,-53.31912970733642,6.978705273389816,0.001,710.4,594.8992394627072
486533,119,4060,289.94,-323.38503008,2056,485444,-53.53528126803312,6.108557640821084,0.001,,
487687,119,4072,290.07,-323.50632679999995,2060,487579,-53.347494407653805,6.799559216618538,0.001,,
490000,,,,,,489614,-53.32127828216553,6.701064268350601,0.001,817.7,501.8439196552787
490703,119,4096,318.89,-355.1470410599999,2064,,,,,,
492857,119,4114,309.34,-344.9395503999999,2068,492748,-53.19922205352783,7.455184616684914,0.001,,
494145,119,4121,320.63,-357.1853686299999,2072,493848,-53.871007625873276,7.070444756863164,0.001,,
495000,,,,,,494056,-53.63430441342867,8.748756927939562,0.001,907.0,594.530235493416
496252,119,4146,339.0,-376.78056782,2076,496093,-53.56639249420166,7.6371701464653015,0.001,,
497473,119,4154,339.33,-376.89982493,2080,497344,-53.420602056715225,7.238442249701056,0.001,,
497675,119,4155,330.03,-366.54269415000005,2084,497548,-53.330721429053774,7.11194037493839,0.001,,
498876,119,4158,330.43,-367.25738119,2088,497787,-53.63724004811254,8.449160875945255,0.001,,
500000,,,,,,499026,-53.65343674879808,7.813550755035045,0.001,1000.0,687.7932376304874
500115,119,4178,331.02,-367.92195161999996,2092,,,,,,
501301,119,4190,332.39,-368.99350828,2096,501199,-53.45436863708496,7.475821160793305,0.001,,
502385,119,4192,331.13,-367.30517528999985,2100,501296,-54.190667390823364,8.234057255089283,0.001,,
503556,119,4200,340.4,-377.19818203999995,2104,502467,-53.633115941827946,7.427731714465401,0.001,,
503694,119,4205,320.05,-354.87303075000005,2108,503597,-53.11342563269273,8.123063303389639,0.001,,
505000,,,,,,504605,-53.214207717895505,8.002326769471168,0.001,902.2,611.1961358900414
507694,119,4235,349.23,-386.96404934,2112,506605,-53.162169471740725,7.473629677891731,0.001,,
509764,119,4252,357.75,-396.35376393,2116,509648,-53.056464317321776,7.176812884807586,0.001,,
510000,,,,,,509675,-53.59134028508113,6.525456861213401,0.001,806.9,676.5804781813989
511817,119,4269,366.98,-406.11405562999994,2120,510728,-54.04898376464844,6.934371559243453,0.001,,
514018,120,4282,377.7,-417.87053237,2124,512929,-52.39653091430664,8.677029776573182,0.001,,
514207,119,4287,378.52,-418.7503477900001,2128,514068,-53.70522689819336,7.301903001640154,0.001,,
514382,119,4288,369.16,-408.6048014900001,2132,514210,-52.40391951340895,5.1355904432443475,0.001,,
515000,,,,,,514418,-52.8656263805571,7.969968999862671,0.001,722.0,530.6054455314704
515716,119,4306,370.89,-411.05321652999993,2136,515564,-53.06035514727031,7.0518777721548735,0.001,,
517857,119,4321,377.76,-419.04772108000003,2140,517686,-53.244974822998046,7.114063339114189,0.001,,
519030,120,4324,378.45,-419.6765651200001,2144,517941,-53.29661846160889,7.539208266470167,0.001,,
519277,119,4331,369.76,-410.41563497999994,2148,519151,-53.11199269975935,8.682032313263207,0.001,,
520000,,,,,,519188,-53.12387867977745,7.108513464798799,0.001,725.6,589.8635973481927
522316,119,4356,379.42,-420.5580291600001,2152,521227,-52.95835916619552,5.859265834857256,0.001,,
522417,119,4362,358.84,-398.2831130300001,2156,522307,-53.46774432533666,7.82086660923102,0.001,,
525000,,,,,,524328,-53.27389152526855,6.588599309802055,0.001,1000.0,563.3183347060345
525441,119,4395,377.54,-418.63535924999996,2160,525328,-53.310129737854005,6.6805409017801285,0.001,,
527585,119,4404,368.82,-408.48918394,2164,526496,-53.44118665313721,6.557785252094269,0.001,,
528753,119,4419,358.96,-397.38618837000007,2168,528559,-53.4376471383231,6.2551211146421215,0.001,,
528945,119,4421,348.0,-385.52654398,2172,528838,-53.107406298319496,6.55553196867307,0.001,,
529080,119,4422,328.28,-364.18990597,2176,528950,-53.053462172999524,6.408730541214799,0.001,,
530000,,,,,,528991,-52.99566116333008,6.27720925284595,0.001,1000.0,684.6444896841015
531166,119,4452,336.93,-373.56828599999994,2180,531057,-53.66833137743401,8.318282466946226,0.001,,
532294,119,4459,346.19,-383.87819866999996,2184,532194,-53.781099510192874,6.779846568465233,0.001,,
533414,119,4466,345.38,-382.56499142,2188,533259,-53.56062496409697,6.750864880425589,0.001,,
535000,,,,,,534325,-53.665176139831544,7.0939238815307615,0.001,1000.0,755.4893518397585
535498,119,4492,353.83,-391.5716160099999,2192,535353,-53.902771541050505,6.111558607646397,0.001,,
538520,119,4508,372.19,-411.34153107,2196,537431,-53.63190776824951,7.669456501960754,0.001,,
538613,119,4513,362.28,-400.49357207,2200,538493,-53.84414052963257,7.550526514649391,0.001,,
539741,119,4520,361.85,-400.0496302,2204,539604,-54.05557005746024,6.418218542028357,0.001,,
540000,,,,,,539652,-54.54257154464722,8.435436447461447,0.001,814.8,430.3579340365366
540896,119,4536,372.02,-411.1114989799999,2208,540751,-54.42621876643254,6.836558699607849,0.001,,
542048,119,4543,343.54,-379.73187509999997,2212,541932,-53.851388145446776,6.902994578242302,0.001,,
544115,119,4552,343.51,-378.92362548,2216,543026,-53.916465034484865,6.995128067731858,0.001,,
545000,,,,,,544026,-53.81852575683594,7.209788347363472,0.001,1000.0,817.510433808295
546180,119,4583,343.63,-378.60423019999996,2220,546042,-53.94947853088379,7.327623046040535,0.001,,
548069,119,4592,340.51,-375.39538183999997,2224,547232,-53.739344827060044,7.370209346557486,0.001,,
548290,119,4597,340.83,-375.75831977,2228,548182,-52.992118653796965,7.599482547669184,0.001,,
550000,,,,,,549304,-53.81288045501709,7.6016623769998555,0.001,837.1,640.7419230619446
550393,119,4617,360.11,-396.83517744,2232,,,,,,
552674,119,4637,369.58,-406.54359811999996,2236,552413,-54.036309677124024,7.557062564730645,0.001,,
553874,119,4646,360.17,-396.1342650999999,2240,553725,-53.78086907523019,6.69863799124053,0.001,,
554065,119,4647,350.35,-385.29076395000004,2244,553955,-54.644706878662106,7.401752609832614,0.001,,
555000,,,,,,554051,-53.96889623006185,6.781268358230591,0.001,906.0,672.1470409303904
555140,119,4662,358.63,-394.23333905,2248,,,,,,
557347,119,4677,350.31,-386.01045164000004,2252,556258,-54.068722801208494,7.123173120260239,0.001,,
559401,119,4697,369.84,-407.22802624,2256,559285,-54.08713563537598,7.080096553325653,0.001,,
560000,,,,,,559701,-54.48972465252054,7.048287560199869,0.001,910.1,708.5813893833198
560790,118,4713,353.49,-389.09495816,2260,,,,,,
563887,119,4732,363.02,-399.79797822,2264,562798,-54.40191857910156,7.723266230463982,0.001,,
565000,,,,,,563954,-54.6742254892985,9.237866898800464,0.001,903.2,567.8097229679115
566043,119,4756,372.9,-410.63683508,2268,564954,-54.279515617370606,7.664289199233055,0.001,,
566115,118,4761,371.7,-409.1581730800001,2272,566017,-55.37986501057943,7.431784019470215,0.001,,
567212,118,4768,381.32,-419.59695848999996,2276,567105,-54.422642364501954,6.921553985745299,0.001,,
568373,118,4776,372.07,-409.5560530299999,2280,568218,-54.30246875762939,7.161438240647316,0.001,,
570000,,,,,,569418,-54.36761766815186,6.80395803296566,0.001,1000.0,733.4529092609679
570507,118,4799,382.13,-420.16269169,2284,,,,,,
572614,118,4817,392.0,-431.12750181999996,2288,572502,-54.128418967837376,6.816488430613563,0.001,,
573771,119,4819,382.73,-420.7667354799999,2292,572682,-54.243501580279805,7.012219206146572,0.001,,
575000,,,,,,574702,-54.51335693644882,7.538040014881249,0.001,921.9,708.8891418126179
575894,118,4850,373.74,-411.26357024000004,2296,575702,-54.34919560241699,7.38000952064991,0.001,,
576952,118,4857,383.39,-421.84265830000004,2300,576839,-53.94164772033692,9.55192459821701,0.001,,
579004,118,4870,392.63,-431.79757971,2304,578898,-54.72158071729872,6.419592680249895,0.001,,
580000,,,,,,578987,-55.84760856628418,6.992866237958272,0.001,909.5,774.2293086169287
580101,118,4886,392.05,-431.17380852,2308,579987,-54.54217272186279,7.061884166121483,0.001,,
582190,118,4899,401.42,-441.82553611,2312,582073,-55.038215255737306,7.818943281642726,0.001,,
583285,119,4901,391.7,-431.4624262,2316,582196,-53.41326904296875,6.877112812466091,0.001,,
583535,118,4907,373.55,-411.91393293999994,2320,583389,-54.29758834838867,10.341798165014811,0.001,,
583753,118,4908,356.84,-393.51832578999995,2324,583595,-54.743730718439274,8.009004798802463,0.001,,
585000,,,,,,584664,-54.717870628356934,8.7122241294384,0.001,730.2,498.44266117220104
586787,118,4931,384.97,-424.01745264,2328,585698,-54.649648778578815,7.559164096327389,0.001,,
587053,118,4937,366.6,-403.87025650000004,2332,586822,-54.11916599273682,7.957142426417424,0.001,,
588135,118,4945,354.61,-390.8145641699999,2336,588027,-54.30492288926069,7.9600470346563,0.001,,
589202,118,4952,353.28,-389.27997204,2340,589101,-54.764979209899906,7.7210130448341365,0.001,,
590000,,,,,,589131,-54.788655598958336,8.689365519417656,0.001,740.9,588.9832678722217
591248,118,4970,371.83,-409.77067231000007,2344,590159,-55.155185154506135,9.291630574635096,0.001,,
594272,119,4988,391.32,-431.05574181,2348,593183,-54.757992736816405,8.223842764973641,0.001,,
595000,,,,,,594457,-54.32958498868075,8.003681869217843,0.001,818.0,604.5338916105218
595546,118,5007,381.99,-420.77311498,2352,,,,,,
596625,119,5013,372.24,-410.25212958,2356,595536,-54.948068445379086,6.622723238034681,0.001,,
596779,118,5019,359.89,-397.1498356299999,2360,596668,-54.27007548014323,7.659751506952139,0.001,,
598856,118,5032,349.69,-385.94238782,2364,598757,-54.78569659423828,7.437123638629913,0.001,,
600000,,,,,,599779,-56.2811336517334,6.347556908925374,0.001,1000.0,812.2919871973805
600961,118,5057,349.18,-385.37888831,2368,600779,-54.92414541625977,7.395465355873108,0.001,,
603985,119,5071,378.7,-417.70392842999996,2372,602896,-55.027905830383304,7.226581443309784,0.001,,
604221,119,5077,370.09,-408.57731269,2376,604111,-55.186724243164065,7.360205583572387,0.001,,
605000,,,,,,604251,-55.37403106689453,8.974882200360298,0.001,922.8,784.2224742746679
605340,118,5089,369.67,-408.39235204,2380,,,,,,
606390,118,5100,358.83,-396.59100328000005,2384,606290,-55.465961749737076,5.089453284557049,0.001,,
609413,119,5114,367.99,-406.77280505999994,2388,608324,-55.49516529846191,7.85410995221138,0.001,,
609585,119,5120,358.14,-396.45142079,2392,609424,-54.12181418282645,6.012740410291231,0.001,,
610000,,,,,,609496,-55.18578603532579,8.089919209480286,0.001,905.2,676.6557135403157
611651,119,5138,357.57,-395.76300751999986,2396,610562,-55.86413544874925,7.21100492477417,0.001,,
614620,119,5156,376.68,-415.9680022,2400,613531,-55.46686055110051,7.504719610567446,0.001,,
615000,,,,,,614531,-55.42814990997314,7.586875606775283,0.001,912.3,628.7143981704255
615657,118,5178,366.53,-404.77100817999997,2404,615556,-55.628785875108505,7.819332038655,0.001,,
617807,119,5191,377.06,-416.64525867,2408,617670,-55.51184275817871,7.454001703500747,0.001,,
619060,119,5198,368.7,-407.0621819599999,2412,618783,-55.64358190917969,7.933556141257286,0.001,,
619149,119,5199,358.64,-396.22174039000004,2416,619048,-55.217673746744794,7.283521890640259,0.001,,
620000,,,,,,619060,-55.50368436177572,9.78977076212565,0.001,723.7,559.8721799809485
621188,118,5223,376.53,-415.7600003899999,2420,621083,-55.54425080108643,7.520332644462585,0.001,,
623231,119,5236,394.78,-435.3560749499999,2424,623118,-56.49588317871094,8.249742658514725,0.001,,
624317,119,5239,375.3,-414.63299056000005,2428,623228,-55.915963686429535,6.414009237289429,0.001,,
624678,119,5246,376.25,-415.80401805,2432,624558,-54.674692153930664,7.493978917598724,0.001,,
625000,,,,,,624589,-55.75518646240234,8.821009312906574,0.001,1000.0,743.3670940283686
626713,118,5270,385.78,-426.54430916000007,2436,625624,-55.0538067817688,6.697133079171181,0.001,,
628798,118,5290,395.96,-437.43522121999996,2440,628694,-56.119580101013185,8.135249824285507,0.001,,
628999,118,5291,377.51,-417.02955382,2444,628833,-54.68305039405823,7.5745852788289385,0.001,,
629086,118,5292,348.14,-384.86293938999995,2448,628986,-55.42007327079773,9.417232006788254,0.001,,
630000,,,,,,629040,-55.48341438987038,10.077461325845054,0.001,920.0,716.7984224628192
632129,118,5319,365.83,-404.00482279999994,2452,631040,-56.05050757598877,7.672449798703194,0.001,,
632408,118,5326,357.83,-395.3016212,2456,632258,-56.214204386660924,7.395375610987346,0.001,,
634524,118,5335,377.45,-416.33792512,2460,633435,-55.9708931350708,7.5475926821231845,0.001,,
635000,,,,,,634628,-55.08462546853458,8.151088685700387,0.001,1000.0,787.2506085140282
635717,118,5358,368.61,-407.00500466,2464,,,,,,
637810,118,5373,368.49,-407.0042538199999,2468,636721,-56.05708673095703,7.147934598684311,0.001,,
638927,118,5386,349.42,-386.0784355299999,2472,638759,-56.93463734218052,7.24532167116801,0.001,,
640000,,,,,,639157,-56.087078879065544,7.711974203797196,0.001,1000.0,751.4714911276009
641246,118,5409,370.25,-408.01135567999995,2476,640157,-56.35082814788819,7.559599141836166,0.001,,
643389,118,5427,380.49,-419.09100858,2480,643205,-56.356381690979006,7.424408499836922,0.001,,
645000,,,,,,644318,-55.067824045817055,8.472908086246914,0.001,910.0,672.8655540493316
646407,118,5452,400.17,-440.99378741999993,2484,645318,-56.37784880065918,7.937249769806862,0.001,,
648445,118,5465,390.32,-429.78680306,2488,647356,-56.35613565063476,7.687256542682648,0.001,,
650000,,,,,,649579,-56.50745467376709,7.531007881760598,0.001,915.0,726.2479486581869
650685,118,5494,411.0,-452.0563284399999,2492,650579,-56.46164855194092,7.205719205498696,0.001,,
651875,118,5500,402.24,-442.48437219,2496,651772,-56.538839446173775,7.434908530778355,0.001,,
652041,118,5501,374.21,-412.4595114400001,2500,651869,-55.72912343343099,7.675347438225379,0.001,,
652865,118,5504,372.08,-410.4794186,2504,652181,-57.56065003768258,6.9821169249554895,0.001,,
653931,118,5509,361.24,-398.01984510999995,2508,652842,-58.37010247366769,7.790847897529602,0.001,,
655000,,,,,,654858,-55.071717262268066,7.500472664833069,0.001,920.3,704.4755566582083
655963,118,5535,369.03,-406.6463755799999,2512,655858,-56.68286048126221,7.249047734379769,0.001,,
659001,118,5549,398.52,-438.5674887,2516,657912,-56.88108251190186,7.364744658231735,0.001,,
660000,,,,,,658929,-57.94911336898804,5.6205872367410095,0.001,910.7,778.5180425796658
660316,118,5570,391.28,-430.66452991,2520,659942,-57.21328462873186,6.78941534115718,0.001,,
661450,118,5578,382.19,-420.90615178,2524,661322,-56.99268129136827,6.5445596343941155,0.001,,
663564,118,5590,392.47,-431.68199314000003,2528,663412,-56.98799221801758,7.218013554096222,0.001,,
664719,118,5597,400.41,-439.90111796,2532,664611,-56.94918632507324,6.616409622212892,0.001,,
665000,,,,,,664641,-57.30147857666016,6.435707395726984,0.001,1000.0,800.3730892664869
665782,118,5618,390.69,-429.32159269000005,2536,665657,-57.97054624557495,7.127629578113556,0.001,,
666959,118,5621,381.61,-419.84720736,2540,665870,-57.905107397782174,7.207645248722386,0.001,,
669040,118,5639,400.41,-440.73263986,2544,668892,-57.26248996734619,7.255128922462464,0.001,,
670000,,,,,,669021,-58.14346466064453,8.444957065582276,0.001,885.5,651.9765718747628
670135,118,5657,410.49,-451.8546839599999,2548,670021,-57.14732428741455,7.046664843440056,0.001,,
671307,118,5665,391.78,-431.2947911300001,2552,671179,-57.308077049255374,7.459578707456589,0.001,,
671512,118,5666,391.04,-430.35408329,2556,671385,-57.47516079606681,6.516094026894405,0.001,,
672683,118,5674,381.59,-420.39503121999996,2560,672504,-57.339060241699215,7.201190554618836,0.001,,
673964,118,5681,382.47,-421.39136399999995,2564,673736,-57.73634389241536,7.843433724509345,0.001,,
675000,,,,,,674875,-57.21880014801025,7.0434771484136585,0.001,941.0,809.2174235057086
675775,118,5703,379.65,-418.00066393000003,2568,674982,-57.18006451924642,8.20169566737281,0.001,,
677068,118,5715,381.41,-419.9016754999999,2572,676899,-57.49173870283304,7.331614685058594,0.001,,
677252,118,5716,360.06,-397.30243117000003,2576,677049,-57.355264391217915,5.771344883101327,0.001,,
680000,,,,,,679163,-57.437107139587404,7.703222634673119,0.001,1000.0,863.1182628793642
680271,118,5749,368.82,-406.38797689,2580,680163,-57.46126332855225,7.493502807497978,0.001,,
681370,118,5751,349.63,-384.91714246000004,2584,680281,-59.186710357666016,6.340973393122355,0.001,,
682506,118,5763,340.61,-375.12869529000005,2588,682356,-57.68967890739441,6.305378906428814,0.001,,
683608,118,5765,329.23,-362.60385687999997,2592,682519,-57.33079401652018,5.664984067281087,0.001,,
685000,,,,,,684566,-57.54643249511719,6.522696177164714,0.001,905.4,770.4052784655244
685655,118,5790,337.8,-371.7083487699999,2596,,,,,,
686759,118,5802,347.18,-382.08470165,2600,686653,-57.67773040135702,6.753222607076168,0.001,,
686965,118,5803,341.0,-375.26623652,2604,686834,-58.03442796071371,7.301385752856731,0.001,,
689995,118,5818,360.64,-396.90920311,2608,688906,-58.7505126953125,8.705090562502543,0.001,,
690000,,,,,,689906,-57.82779502105713,7.578136680960656,0.001,906.0,769.7563592149672
690252,118,5837,342.89,-377.70530281,2612,690036,-57.524084142736484,7.517459800798599,0.001,,
693276,118,5852,342.75,-377.96379833,2616,692187,-57.718779388427734,7.112447043418884,0.001,,
695000,,,,,,694200,-58.0016171875,7.196243248105049,0.001,1000.0,785.3200238604098
695313,118,5883,349.97,-385.9406645899999,2620,695200,-57.875098426818845,6.907526891827583,0.001,,
695489,118,5884,340.39,-375.63809569999995,2624,695348,-57.41629155476888,6.791079223155975,0.001,,
697575,118,5893,340.11,-375.63988064999995,2628,696486,-57.28421592712402,6.328881457448006,0.001,,
699786,118,5908,350.67,-387.02930183000007,2632,698697,-58.03232788085938,7.420788877367974,0.001,,
700000,,,,,,699853,-58.21792348225912,6.7284165024757385,0.001,652.4,513.2744233245728
700001,118,5921,342.19,-377.68371418999993,2636,,,,,,
702053,118,5930,350.94,-386.63865406,2640,700964,-58.58042812347412,7.639359787106514,0.001,,
704120,118,5943,350.8,-386.31972365999997,2644,703031,-58.47645568847656,7.01712890104814,0.001,,
704363,118,5950,342.28,-377.02347137000004,2648,704240,-56.94068554469517,7.184804386562771,0.001,,
705000,,,,,,704380,-58.72012350294325,7.1876643432511225,0.001,922.7,763.6065862333402
706469,118,5972,351.62,-387.54873926,2652,705380,-58.0179189453125,7.040378104686737,0.001,,
709478,118,5997,379.66,-419.01626690999996,2656,709380,-58.08148223876953,6.536053303718567,0.001,,
710000,,,,,,709486,-58.08109127391469,6.023206217344417,0.001,938.2,721.412453437224
710649,118,6018,379.66,-418.78255519999993,2660,710486,-57.88971467590332,6.794999013185501,0.001,,
712750,118,6032,387.86,-427.9127146299999,2664,712645,-58.004102071126304,6.738184600717881,0.001,,
713892,118,6039,381.17,-420.02905540999996,2668,713753,-58.189643987019856,6.6951066783217135,0.001,,
715000,,,,,,714888,-57.61274316575792,6.631744450993008,0.001,1000.0,849.2814960006624
715007,117,6059,379.39,-418.17648993999995,2672,,,,,,
718021,118,6074,407.69,-448.38265081,2676,716932,-60.525857652936665,5.753327216420855,0.001,,
718132,118,6080,378.61,-417.1114390799999,2680,718028,-58.296983591715495,7.262828588485718,0.001,,
719250,118,6086,378.8,-417.30187527000004,2684,719137,-58.17241676330566,7.018325592637062,0.001,,
720000,,,,,,719161,-57.96381664276123,10.082214494546255,0.001,846.5,680.2357980406377
721316,118,6111,388.1,-427.29497468,2688,721205,-58.80847792191939,7.130180212584409,0.001,,
722458,118,6113,388.5,-427.92763249999996,2692,721369,-57.99874750773112,9.250713735818863,0.001,,
723604,118,6127,379.49,-418.11267361000006,2696,723427,-58.46251473236084,7.238882265090942,0.001,,
725000,,,,,,724570,-57.93864777508904,7.631548130150997,0.001,1000.0,807.6750274732709
725659,118,6146,389.0,-428.4112256800001,2700,,,,,,
725783,117,6151,388.18,-427.3871394000001,2704,725661,-59.130276150173614,7.932709217071533,0.001,,
726056,117,6153,360.61,-397.5328508300001,2708,725934,-59.092567189534506,8.90329503218333,0.001,,
727226,118,6160,369.74,-407.35823325999996,2712,727114,-58.57066168608489,7.006126275768986,0.001,,
729332,118,6171,360.56,-396.9989183100001,2716,729217,-58.72739458465576,7.355273122906685,0.001,,
729513,118,6172,342.0,-376.61161034,2720,729402,-59.205644845962524,7.112100146710873,0.001,,
730000,,,,,,729517,-59.14271296625552,7.642501519572351,0.001,1000.0,828.0287886172766
730693,118,6189,352.04,-387.54153435,2724,730560,-59.188067869706586,7.052671853886094,0.001,,
731829,118,6196,342.54,-376.70456865999995,2728,731703,-59.15855923214474,7.446233806610107,0.001,,
732905,118,6197,331.19,-364.80415671000003,2732,731816,-59.08625684465681,6.886513893420879,0.001,,
734991,118,6210,349.9,-384.49343759,2736,733902,-58.26527568272182,8.977440357208252,0.001,,
735000,,,,,,734902,-59.18155033874512,8.225910455346108,0.001,905.4,727.5267546159215
736064,118,6230,340.11,-373.92996436999994,2740,735953,-59.17036039733887,8.406099036693574,0.001,,
737195,118,6236,330.75,-363.40390463000006,2744,737065,-59.52310037612915,11.431507026447969,0.001,,
737299,118,6236,329.36,-361.9475064299999,2748,737196,-58.86324102228338,8.59290862083435,0.001,,
737498,118,6237,310.29,-340.76887051,2752,737369,-58.77489491512901,6.5921176213484545,0.001,,
738591,118,6239,291.13,-318.99299580999997,2756,737502,-58.07513529459636,8.812529277801513,0.001,,
740000,,,,,,739514,-59.93117650349935,8.249414006868998,0.001,830.0,667.0191819791683
740627,118,6264,299.78,-328.47634028,2760,740514,-59.21627449035645,8.655318092107773,0.001,,
740853,118,6265,281.03,-307.75324217,2764,740685,-59.094146027856944,8.119208150980423,0.001,,
741970,118,6267,280.78,-308.44493445,2768,740881,-58.68252294203814,9.290331405751845,0.001,,
743141,118,6278,281.34,-309.06711502,2772,743005,-59.193387878417965,8.476761841654778,0.001,,
744321,118,6285,263.0,-289.69122695,2776,744199,-58.82292939758301,8.232536718130111,0.001,,
744678,118,6286,265.46,-292.44671055,2780,744535,-58.901554748302196,8.581549209492808,0.001,,
745000,,,,,,744589,-59.21283057883934,6.990400963359409,0.001,1000.0,806.6527958905324
746810,118,6309,275.6,-303.2289134,2784,746622,-58.68922478485108,7.636935002684593,0.001,,
748877,118,6317,275.61,-303.6404378,2788,747788,-59.448604583740234,6.822817546980722,0.001,,
750000,,,,,,749788,-58.86923258209229,7.685683878183365,0.001,1000.0,725.4419060974865
751901,118,6348,294.43,-324.01832986,2792,751788,-58.96846081542969,7.542682989478111,0.001,,
753010,118,6350,294.06,-323.61654083,2796,751921,-60.269196319580075,6.767446748545913,0.001,,
755000,,,,,,753921,-58.772591514587404,7.8232860677242275,0.001,915.2,764.3332849706931
755083,118,6377,294.24,-323.80476036999994,2800,754945,-58.49699179331461,8.424332191546759,0.001,,
756144,118,6382,303.61,-333.85080432,2804,756029,-58.157802200317384,8.028123265221005,0.001,,
757303,118,6389,312.47,-343.5394574,2808,757113,-58.5488703918457,7.4118559408187865,0.001,,
758438,118,6396,312.12,-343.39500916,2812,758337,-59.091772216796876,7.106083112955093,0.001,,
760000,,,,,,759409,-58.73239148457845,7.097780267397563,0.001,901.0,720.870865057502
761498,118,6419,321.66,-354.2862818699999,2816,760409,-59.02030992126465,7.184301344275474,0.001,,
761750,118,6425,322.37,-355.2811915,2820,761604,-58.819045066833496,8.17379336484841,0.001,,
763802,118,6436,331.09,-365.00735164,2824,763685,-59.18716479492188,7.31002079474926,0.001,,
