rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef,train/ent_coef_loss,eval/mean_reward,eval/mean_ep_length
4.0,0,-3.739111,4,16,914,,,,,,,,
4.5,0,-4.42112725,8,36,945,,,,,,,,
4.5,0,-4.880734583333333,12,54,952,,,,,,,,
4.9375,0,-5.780167125,16,79,898,,,,,,,,
4.9,0,-5.7268478499999995,20,98,921,,,,,,,,
4.833333333333333,0,-5.670270249999999,24,116,455,0.0003,-11.34050178527832,15.885457038879395,15,0.9957718253135681,-0.0832342877984047,,
4.678571428571429,0,-5.592597785714284,28,131,329,0.0003,-10.906692504882812,16.566177368164062,30,0.9912106394767761,-0.17555564641952515,,
4.875,0,-5.982756,32,156,232,0.0003,-11.474565505981445,17.529726028442383,55,0.9836515188217163,-0.3281961679458618,,
4.944444444444445,0,-5.837966277777778,36,178,197,0.0003,-12.000011444091797,14.809052467346191,77,0.9770724773406982,-0.46454817056655884,,
4.975,1,-5.794465675,40,199,179,0.0003,-12.158191680908203,12.326459884643555,98,0.9708511233329773,-0.5913298726081848,,
5.0227272727272725,1,-5.789491340909091,44,221,166,0.0003,-12.588701248168945,12.875703811645508,120,0.9643911719322205,-0.7261449098587036,,
5.083333333333333,1,-5.7929280625,48,244,156,0.0003,-12.746037483215332,8.51763916015625,143,0.957697331905365,-0.866186261177063,,
5.173076923076923,1,-5.788424115384615,52,269,147,0.0003,-13.143081665039062,5.743434429168701,168,0.9504983425140381,-1.0057082176208496,,
5.25,2,-5.95162275,56,294,141,0.0003,-14.26533031463623,3.407935619354248,193,0.9433802366256714,-1.1644065380096436,,
5.366666666666666,2,-5.8778553333333345,60,322,137,0.0003,-13.954057693481445,3.183887481689453,221,0.9354901909828186,-1.3236761093139648,,
5.5,2,-5.870084890625,64,352,133,0.0003,-15.29944133758545,2.1702969074249268,251,0.9271117448806763,-1.4966317415237427,,
5.426470588235294,2,-5.789570102941177,68,369,131,0.0003,-15.092690467834473,2.008474826812744,268,0.9223995208740234,-1.6019136905670166,,
5.375,2,-5.747329916666667,72,387,129,0.0003,-15.376631736755371,2.2404351234436035,286,0.9174337387084961,-1.7093944549560547,,
5.5131578947368425,3,-6.002526763157894,76,419,127,0.0003,-15.478974342346191,1.8402018547058105,318,0.9086726903915405,-1.8986458778381348,,
5.475,3,-5.914817125,80,438,124,0.0003,-16.167896270751953,2.002747058868408,337,0.9035133123397827,-2.024677276611328,,
5.5,3,-5.938091214285715,84,462,122,0.0003,-15.287271499633789,2.003308057785034,361,0.8970270752906799,-2.151681423187256,,
5.534090909090909,4,-5.958120238636363,88,487,121,0.0003,-15.216059684753418,1.5125398635864258,386,0.8903236985206604,-2.3196792602539062,,
5.576086956521739,4,-5.995110369565216,92,513,119,0.0003,-15.810159683227539,2.5359504222869873,412,0.8834044337272644,-2.474146842956543,,
5.572916666666667,4,-6.012397166666666,96,535,118,0.0003,-16.39922332763672,1.636854648590088,434,0.8776050209999084,-2.5909905433654785,,
5.63,4,-6.0645332,100,563,117,0.0003,-16.97285270690918,2.7325785160064697,462,0.8702750205993652,-2.747249126434326,,
5.7,4,-6.1844551400000025,104,586,117,0.0003,-15.898836135864258,3.8237085342407227,485,0.8643016219139099,-2.8977980613708496,,
5.68,5,-6.1429487300000005,108,604,116,0.0003,-16.3077335357666,2.892971992492676,503,0.8596506714820862,-3.0069103240966797,,
5.77,5,-6.153738280000002,112,631,116,0.0003,-16.088703155517578,1.890024185180664,530,0.8527206182479858,-3.158233404159546,,
5.73,5,-6.05464574,116,652,115,0.0003,-16.749876022338867,2.0057218074798584,551,0.8473763465881348,-3.275022268295288,,
5.81,5,-6.114169629999999,120,679,115,0.0003,-16.734657287597656,1.7715195417404175,578,0.8405521512031555,-3.4537103176116943,,
5.84,6,-6.103223459999999,124,700,114,0.0003,-15.130115509033203,1.754539966583252,599,0.8352864384651184,-3.5648999214172363,,
5.88,6,-6.08967037,128,719,114,0.0003,-16.94521713256836,1.6520476341247559,618,0.8305579423904419,-3.6683077812194824,,
5.9,6,-5.966546920000001,132,746,113,0.0003,-16.47795295715332,2.670919895172119,645,0.8238925337791443,-3.8157176971435547,,
5.93,6,-5.9831869300000005,136,771,113,0.0003,-15.620348930358887,1.6930413246154785,670,0.8177653551101685,-3.9661598205566406,,
5.98,7,-5.973591080000001,140,797,112,0.0003,-16.369190216064453,2.390162944793701,696,0.8114352822303772,-4.135347366333008,,
5.93,7,-5.877722420000001,144,814,112,0.0003,-16.588558197021484,2.003063678741455,713,0.8073285818099976,-4.217573165893555,,
6.06,7,-6.00447831,148,850,111,0.0003,-16.76696014404297,2.3272266387939453,749,0.7987067103385925,-4.410957336425781,,
6.07,7,-5.9057027500000014,152,876,111,0.0003,-16.139537811279297,2.1267991065979004,775,0.7925376296043396,-4.5733962059021,,
6.09,8,-5.80266456,156,903,110,0.0003,-17.52671241760254,2.4274168014526367,802,0.7861738801002502,-4.7225494384765625,,
6.01,8,-5.752822059999999,160,923,110,0.0003,-15.81144905090332,3.042597532272339,822,0.7814975380897522,-4.848686218261719,,
5.91,8,-5.661530110000001,164,943,110,0.0003,-16.87728500366211,2.2736716270446777,842,0.7768595218658447,-4.961159706115723,,
6.02,8,-5.629310200000001,168,971,109,0.0003,-16.617504119873047,2.6317081451416016,870,0.7704025506973267,-5.112977027893066,,
6.02,9,-5.594745500000001,172,989,108,0.0003,-17.056655883789062,2.4601845741271973,888,0.7662882208824158,-5.223369598388672,,
5.9,9,-5.292714309999999,176,1009,107,0.0003,-15.911775588989258,2.655266284942627,908,0.7617380023002625,-5.335529327392578,,
5.95,9,-5.328068760000001,180,1033,107,0.0003,-16.93903160095215,2.8345155715942383,932,0.7563191056251526,-5.4576520919799805,,
5.93,9,-5.175911149999999,184,1055,105,0.0003,-15.63856029510498,3.2572531700134277,954,0.7513811588287354,-5.542977333068848,,
5.87,10,-5.06556272,188,1074,105,0.0003,-16.584636688232422,3.01460599899292,973,0.7471497058868408,-5.70721435546875,,
5.85,10,-4.96110981,192,1098,105,0.0003,-16.273601531982422,3.128096103668213,997,0.7418462038040161,-5.883230209350586,,
5.87,10,-4.949833089999999,196,1122,104,0.0003,-16.25994873046875,3.8010413646698,1021,0.7365633845329285,-5.969598770141602,,
5.81,11,-4.784293229999999,200,1144,103,0.0003,-16.130321502685547,4.180532455444336,1043,0.7317602634429932,-6.093020439147949,,
5.75,11,-4.6846014,204,1161,103,0.0003,-16.431364059448242,3.711294174194336,1060,0.7280752062797546,-6.203535079956055,,
5.77,11,-4.71759086,208,1181,103,0.0003,-15.266683578491211,3.5407557487487793,1080,0.7237620949745178,-6.348204612731934,,
