rollout/ep_len_mean,train/n_updates,time/time_elapsed,time/fps,time/episodes,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
283.75,1034,13,85,4,0.7339527010917664,0.0003,-101.9412625,0.8589816093444824,1135,-4.09601354598999,-23.175491333007812,,
321.5,2471,30,84,8,0.47947514057159424,0.0003,-134.52724262499999,1.6716816425323486,2572,-9.518011093139648,-35.23646545410156,,
326.1666666666667,3813,47,82,12,0.32357293367385864,0.0003,-146.85919083333332,1.9369585514068604,3914,-13.864814758300781,-39.037322998046875,,
,4899,,,,0.23671595752239227,0.0003,,1.978057622909546,5000,-16.947032928466797,-38.97362518310547,63.64318714702968,1000.0
379.0625,5964,92,65,16,0.174728661775589,0.0003,-191.0777855,1.9547489881515503,6065,-18.406888961791992,-37.07685852050781,,
356.55,7030,105,67,20,0.12953753769397736,0.0003,-185.360771,2.5035386085510254,7131,-20.12505531311035,-34.20458984375,,
356.0,8443,124,68,24,0.08718220889568329,0.0003,-185.62623250000001,2.1871652603149414,8544,-21.76785659790039,-30.707889556884766,,
352.2142857142857,9761,141,69,28,0.06082398071885109,0.0003,-178.91255217857142,2.375814914703369,9862,-21.79375457763672,-26.803075790405273,,
,9899,,,,0.058597829192876816,0.0003,,1.5775647163391113,10000,-22.3420467376709,-26.338581085205078,47.155272772663736,476.8
343.96875,10906,164,66,32,0.04481814056634903,0.0003,-166.16196312500003,7.2470502853393555,11007,-20.986438751220703,-24.265609741210938,,
327.30555555555554,11682,175,67,36,0.03662952035665512,0.0003,-148.56364333333337,1.807356595993042,11783,-20.30390167236328,-22.505443572998047,,
357.1,14183,207,68,40,0.02007438987493515,0.0003,-134.685778525,2.003706693649292,14284,-14.022475242614746,-18.152936935424805,,
,14899,,,,0.017242828384041786,0.0003,,1.9923099279403687,15000,-8.225269317626953,-17.680789947509766,283.5409488930542,657.7
415.54545454545456,18183,269,67,44,0.012637291103601456,0.0003,-85.49598488636363,1.0766193866729736,18284,0.8767849206924438,-17.975923538208008,,
,19899,,,,0.014016696251928806,0.0003,,1.7311995029449463,20000,0.13846665620803833,-18.736133575439453,550.678927911073,902.0
462.5416666666667,22101,341,65,48,0.015894481912255287,0.0003,-47.49469435416666,1.5517948865890503,22202,-1.3407776355743408,-19.756820678710938,,
,24899,,,,0.01695040427148342,0.0003,,1.0396735668182373,25000,1.4664316177368164,-21.772239685058594,570.1463853156777,915.4
486.53846153846155,25199,399,63,52,0.017180388793349266,0.0003,-15.047210326923075,1.0707592964172363,25300,0.7932172417640686,-21.892475128173828,,
523.2142857142857,29199,449,65,56,0.019921408966183662,0.0003,34.234675571428575,0.8979029655456543,29300,0.28146347403526306,-25.13947296142578,,
,29899,,,,0.020305408164858818,0.0003,,0.8688827157020569,30000,0.8447616100311279,-26.51698112487793,540.95967761199,719.7
526.1333333333333,31467,488,64,60,0.020534727722406387,0.0003,55.777877933333336,0.6885920763015747,31568,0.9975897669792175,-27.946157455444336,,
543.484375,34682,528,65,64,0.02210276573896408,0.0003,88.72694453125,0.7503387928009033,34783,-0.8321385383605957,-29.900732040405273,,
,34899,,,,0.022205490618944168,0.0003,,1.4438674449920654,35000,-0.9222540855407715,-29.96210289001465,542.2161995169823,756.2
548.6176470588235,37205,569,65,68,0.02191711962223053,0.0003,95.88312148529413,1.059767484664917,37306,0.34825965762138367,-32.25452423095703,,
551.0,39571,598,66,72,0.021637124940752983,0.0003,103.29807556944445,1.0045055150985718,39672,0.291138619184494,-33.322303771972656,,
,39899,,,,0.02187005616724491,0.0003,,1.067325234413147,40000,-0.22618407011032104,-32.495330810546875,650.9594738130079,901.6
562.25,42630,648,65,76,0.022810256108641624,0.0003,128.74187211842104,0.6027473211288452,42731,1.2964978218078613,-34.617820739746094,,
,44899,,,,0.022522591054439545,0.0003,,1.1423770189285278,45000,0.7499014139175415,-35.25242233276367,516.6835657640826,710.2
584.1375,46630,712,65,80,0.023129429668188095,0.0003,154.7571391125,0.776075005531311,46731,0.4255344569683075,-36.659584045410156,,
,49899,,,,0.02330862358212471,0.0003,,1.1836637258529663,50000,1.2521374225616455,-39.29336929321289,814.5133130108122,1000.0
603.9404761904761,50630,782,64,84,0.02302897721529007,0.0003,186.1361236547619,0.7068260908126831,50731,0.16454386711120605,-39.944313049316406,,
621.9431818181819,54630,833,65,88,0.023718925192952156,0.0003,212.3661636022727,0.7317732572555542,54731,0.16179844737052917,-42.40184020996094,,
,54899,,,,0.023593343794345856,0.0003,,0.702483594417572,55000,1.1795116662979126,-43.237701416015625,677.5505938518793,826.2
617.5217391304348,56711,873,65,92,0.02342698723077774,0.0003,212.11777563043475,0.7639541625976562,56812,0.2968551218509674,-42.85919952392578,,
,59899,,,,0.0235491544008255,0.0003,,0.9533464908599854,60000,-0.1634761095046997,-44.442684173583984,319.6839306225418,736.9
633.4583333333334,60711,936,64,96,0.023536862805485725,0.0003,236.0641561145833,0.5969665050506592,60812,-0.28966429829597473,-45.83843231201172,,
648.12,64711,989,65,100,0.02394958958029747,0.0003,250.25396328000002,0.8615764379501343,64812,0.3542967438697815,-47.02287292480469,,
,64899,,,,0.023605836555361748,0.0003,,0.9693619608879089,65000,-0.9687727689743042,-46.64830017089844,623.8190653425187,888.2
676.77,68711,1062,64,104,0.023547835648059845,0.0003,283.61812048999997,1.1539069414138794,68812,0.17620334029197693,-48.04115295410156,,
,69899,,,,0.02293696254491806,0.0003,,0.6662076115608215,70000,1.4090557098388672,-48.40788269042969,796.499736914516,904.3
702.4,72711,1133,64,108,0.022692039608955383,0.0003,322.19795601,0.8138300776481628,72812,-0.13613608479499817,-49.511478424072266,,
,74899,,,,0.02282467670738697,0.0003,,0.7067977786064148,75000,1.196104645729065,-49.456809997558594,721.6972225613193,811.1
719.48,75761,1191,63,112,0.02338562346994877,0.0003,354.02119145999995,0.7589389085769653,75862,-0.6273253560066223,-50.19622802734375,,
737.97,79761,1253,63,116,0.02327403798699379,0.0003,399.60789137999996,0.6114251613616943,79862,0.2857922911643982,-52.34077835083008,,
,79899,,,,0.023291585966944695,0.0003,,0.6714289784431458,80000,-0.6690669059753418,-52.47243881225586,872.7031620184891,1000.0
758.9,82920,1323,62,120,0.02294101193547249,0.0003,424.29890752,0.905042290687561,83021,-0.8330933451652527,-52.46575164794922,,
,84899,,,,0.021977650001645088,0.0003,,1.0211679935455322,85000,0.5966802835464478,-52.99260330200195,714.7005014571129,921.6
784.77,86920,1394,62,124,0.021468227729201317,0.0003,457.08664148,1.0619304180145264,87021,0.2822381258010864,-53.751590728759766,,
,89899,,,,0.02170780673623085,0.0003,,0.6073541641235352,90000,-0.27108365297317505,-54.94749450683594,864.8197773854947,1000.0
811.59,90920,1464,62,128,0.02123047038912773,0.0003,496.23373298000007,0.666838526725769,91021,-0.9384112358093262,-54.313446044921875,,
,94899,,,,0.021527573466300964,0.0003,,0.722690999507904,95000,-0.3591074049472809,-55.90885543823242,876.1294716482283,1000.0
