rollout/ep_len_mean,train/n_updates,train/learning_rate,time/total_timesteps,time/fps,train/actor_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,eval/mean_reward,eval/mean_ep_length
63.75,111,0.001,255,121,1.1078887636011296,4,-87.381338,2,0.5066461018748112,,
184.75,1367,0.001,1478,117,2.491557690230283,8,-290.95214425,12,0.10062694240530784,,
131.66666666666666,1510,0.001,1580,116,2.7245810465379194,12,-204.16792199999998,13,0.12939026934462924,,
111.9375,1709,0.001,1791,117,2.8640007322484795,16,-168.823494125,15,0.14004616549407894,,
95.95,1802,0.001,1919,119,2.8987479576697717,20,-142.9955569,16,0.13600243717432023,,
93.83333333333333,2070,0.001,2252,125,3.01792943640931,24,-136.15539466666667,17,0.14562286416004444,,
123.46428571428571,3337,0.001,3457,126,2.7836190047264098,28,-166.56111842857146,27,0.11798939882591367,,
118.625,3684,0.001,3796,129,2.3570895195007324,32,-157.45287653125,29,0.11774602542880555,,
137.72222222222223,4884,0.001,4958,134,1.6697145369052886,36,-175.48039419444447,36,0.09309154345467686,,
,4931,0.001,5000,,1.2140968044598897,,,,0.0664649759232998,864.7818622529506,1000.0
126.75,5002,0.001,5070,98,1.177742600440979,40,-161.284158475,51,0.07076243457517453,,
141.4090909090909,6092,0.001,6222,106,0.30933617268289837,44,-175.2352188863636,58,0.05816328139709575,,
135.83333333333334,6332,0.001,6520,108,0.17823727056384087,48,-167.6698315625,60,0.05859188735485077,,
131.75,6661,0.001,6851,109,0.002918551241358121,52,-161.7916516538462,62,0.05878029186879435,,
127.85714285714286,7066,0.001,7160,110,-0.21866217338376576,56,-156.35135867857142,64,0.05493340931004948,,
137.3,7186,0.001,8238,122,-0.24470797316594559,60,-165.65652906666668,67,0.06062043121173268,,
132.15625,8393,0.001,8458,115,-0.938027317877169,64,-159.054120296875,73,0.05565092219384732,,
126.66176470588235,8503,0.001,8613,116,-0.9990713936941964,68,-152.28084288235294,74,0.06671997780601184,,
121.76388888888889,8685,0.001,8767,116,-1.047787509030766,72,-146.24806565277777,75,0.061614135509892684,,
117.21052631578948,8845,0.001,8908,116,-1.1159315307935078,76,-140.61274717105263,76,0.06153688694422062,,
115.9625,9191,0.001,9277,118,-1.2743896988854893,80,-138.93658262500003,78,0.07131775568468847,,
113.91666666666667,9363,0.001,9569,120,-1.3478795536633195,84,-136.0534083809524,79,0.07068450543387182,,
,9517,0.001,10000,,-1.3973188973092414,,,,0.07291605442085049,889.6967324256897,1000.0
121.17045454545455,10592,0.001,10663,105,-2.2408102989196776,88,-143.2497808409091,100,0.09027604907751083,,
129.7173913043478,10882,0.001,11934,114,-2.4333608746528625,92,-151.85942917391304,104,0.11646967075232949,,
126.13541666666667,11966,0.001,12109,110,-3.777271170365183,96,-147.60850327083332,110,0.18494167531791486,,
124.34,12316,0.001,12434,110,-4.186461945049098,100,-145.40030371,112,0.22776113963517985,,
132.56,13446,0.001,13511,113,-5.771646642684937,104,-153.76997113000002,119,0.25479669161140917,,
122.87,13602,0.001,13765,114,-5.835952940441313,108,-136.92675165999998,120,0.3219428395941144,,
133.65,14879,0.001,14945,116,-6.803366290092468,112,-149.04628346,128,0.3345534356683493,,
,14942,0.001,15000,,-7.342006206512451,,,,0.3445473431932683,707.0676580019295,1000.0
134.68,15069,0.001,15259,106,-7.491239532347648,116,-150.12977566,142,0.3233253893352324,,
144.53,16289,0.001,16372,108,-8.812737305959066,120,-161.52958549000002,150,0.3376383666808789,,
144.95,16556,0.001,16747,109,-8.980620772750289,124,-161.88308384,152,0.4465287529208042,,
145.5,16955,0.001,18007,115,-9.361844405149801,128,-162.3060994,156,0.4471230110790156,,
155.21,19183,0.001,19317,113,-11.601606715809215,132,-173.48815683,169,0.4391281835057519,,
147.21,19531,0.001,19679,114,-11.926824235916138,136,-164.87491745,172,0.4819474659860134,,
,19750,0.001,20000,,-12.034283381242018,,,,0.6890267385886266,697.7521423278376,1000.0
157.32,,,20802,110,,140,-176.46204727,188,,,
158.62,21806,0.001,22084,109,-13.848160238826976,144,-178.38371191,200,0.5409841230686974,,
160.07,22352,0.001,22527,110,-14.238595529036088,148,-180.20954736,204,0.5686147673563524,,
157.71,22548,0.001,22622,109,-14.34519569690411,152,-177.68358127,205,0.7389257431030274,,
156.26,22653,0.001,22786,110,-14.398047486941019,156,-176.04763664,206,0.7878142595291138,,
160.0,23186,0.001,24238,114,-14.786707917849222,160,-180.35599743999998,212,0.662994218369325,,
160.97,24426,0.001,24555,111,-15.571580971990313,164,-181.73498483,220,0.7209678421149383,,
161.86,24710,0.001,24799,111,-15.780793075561524,168,-182.73869866,222,0.7579822635650635,,
,24787,0.001,25000,,-15.795849402745565,,,,0.6696831560134888,624.6730652152677,1000.0
171.78,25787,0.001,25945,104,-16.184380535125733,172,-193.93820634999997,248,0.7619570284485817,,
181.61,26960,0.001,27069,104,-17.26449909210205,176,-205.04051756,257,0.7859274089336395,,
190.12,28108,0.001,28289,106,-18.162344433012464,180,-214.75384611,266,0.7636575219107837,,
188.76,28381,0.001,28445,106,-18.25822982788086,184,-213.58697016999997,268,0.7668856113187729,,
,29629,0.001,30000,,-19.05700663666227,,,,0.8014670230724193,556.4006034546535,1000.0
200.18,,,30681,102,,188,-227.19649664,300,,,
199.35,31769,0.001,31869,100,-20.022640251159668,192,-227.46977582,317,0.9217755163609982,,
200.87,32119,0.001,32196,100,-20.423786878585815,196,-229.51689285,320,0.897936529972974,,
208.9,33262,0.001,33324,100,-21.187695322809994,200,-239.01860691,330,0.966206135815137,,
210.89,34428,0.001,34600,101,-21.62816729912391,204,-241.68731252999999,340,1.1738546043634415,,
212.34,34875,0.001,34999,101,-21.911141547603883,208,-243.29289903999998,343,1.0997667165770046,,
,34947,0.001,35000,,-22.01185284720527,,,,1.2789802841014333,681.5489217859925,1000.0
202.04,35068,0.001,35149,97,-22.10834901229195,212,-231.71642678999996,362,1.0066524666288625,,
201.72,35324,0.001,35431,97,-22.31657400363829,216,-231.58271175000002,364,1.0505947566326754,,
194.11,35695,0.001,35783,97,-22.279869020902193,220,-222.70422703,367,1.543997438246263,,
195.11,36123,0.001,36258,97,-22.61007331279998,224,-223.71582510000005,370,1.4589118131254084,,
186.15,36413,0.001,36622,98,-22.719516529756433,228,-213.58761971,373,1.4334634805426878,,
185.33,37783,0.001,37850,98,-23.3778339732777,232,-212.57870767,384,1.3053644299507141,,
193.49,38943,0.001,39028,99,-23.533866664341517,236,-221.80668214000002,393,1.3314496951443808,,
184.74,39167,0.001,39276,99,-23.556249269297425,240,-211.70818939000003,395,1.570450632924765,,
