rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
5.0,0,4,4688,5.0,20,,,,,,
5.125,0,8,5348,5.125,41,,,,,,
5.583333333333333,0,12,5794,5.583333333333333,67,,,,,,
5.625,0,16,5988,5.625,90,,,,,,
5.4,0,20,1552,5.4,108,0.001,9,-1.082555890083313,0.3060857951641083,,
5.0,0,24,845,5.0,120,0.001,21,-0.9480841755867004,0.021148235847552616,,
4.714285714285714,0,28,616,4.714285714285714,132,0.001,33,-0.9856213331222534,0.011742149790128073,,
4.5,0,32,502,4.5,144,0.001,45,-1.0500922203063965,0.011569333107521137,,
4.333333333333333,0,36,420,4.333333333333333,156,0.001,57,-1.0559595823287964,0.003048582856232921,,
4.2,0,40,372,4.2,168,0.001,69,-1.0848324298858643,0.0031171238515526056,,
4.090909090909091,0,44,341,4.090909090909091,180,0.001,81,-1.1436591148376465,0.003600094156960646,,
4.0,0,48,318,4.0,192,0.001,93,-1.1543444395065308,0.0061598724375168485,,
3.923076923076923,0,52,300,3.923076923076923,204,0.001,105,-1.1915276050567627,0.00561882679661115,,
3.857142857142857,0,56,286,3.857142857142857,216,0.001,117,-1.2145620584487915,0.005963736058523257,,
3.8,0,60,274,3.8,228,0.001,129,-1.2310856580734253,0.009311501247187456,,
3.75,0,64,265,3.75,240,0.001,141,-1.2946261167526245,0.0077679116899768514,,
3.7058823529411766,0,68,256,3.7058823529411766,252,0.001,153,-1.2715073823928833,0.00907980122913917,,
3.6666666666666665,1,72,249,3.6666666666666665,264,0.001,165,-1.2648066282272339,0.007720810826867819,,
3.6315789473684212,1,76,243,3.6315789473684212,276,0.001,177,-1.308722972869873,0.009833100717514753,,
3.6,1,80,237,3.6,288,0.001,189,-1.3374438285827637,0.011058288471152386,,
3.5714285714285716,1,84,233,3.5714285714285716,300,0.001,201,-1.376723289489746,0.008396651440610489,,
3.5454545454545454,1,88,228,3.5454545454545454,312,0.001,213,-1.3825249671936035,0.010017751638467113,,
3.5217391304347827,1,92,224,3.5217391304347827,324,0.001,225,-1.3404852151870728,0.007169282529503107,,
3.5,1,96,221,3.5,336,0.001,237,-1.3835442066192627,0.007010227224479119,,
3.48,1,100,218,3.48,348,0.001,249,-1.4481818675994873,0.009650150624414286,,
3.4,1,104,215,3.4,360,0.001,261,-1.4443681240081787,0.017125186199943226,,
3.31,1,108,212,3.31,372,0.001,273,-1.4747265577316284,0.007089562558879455,,
3.17,1,112,210,3.17,384,0.001,285,-1.4457409381866455,0.012995203336079916,,
3.06,1,116,208,3.06,396,0.001,297,-1.4306840896606445,0.012859554961323738,,
3.0,1,120,206,3.0,408,0.001,309,-1.4555485248565674,0.012735058863957724,,
3.0,2,124,204,3.0,420,0.001,321,-1.48494291305542,0.01923041728635629,,
3.0,2,128,203,3.0,432,0.001,333,-1.4991494417190552,0.011808472064634165,,
3.0,2,132,201,3.0,444,0.001,345,-1.5325568914413452,0.007803268885860841,,
3.0,2,136,200,3.0,456,0.001,357,-1.4709187746047974,0.013440722289184729,,
3.0,2,140,198,3.0,468,0.001,369,-1.4709599018096924,0.010057570800806085,,
3.0,2,144,196,3.0,480,0.001,381,-1.6002137660980225,0.011866172775626183,,
3.0,2,148,195,3.0,492,0.001,393,-1.5663756132125854,0.0120787030706803,,
3.0,2,152,194,3.0,504,0.001,405,-1.5734232664108276,0.011864610637227694,,
3.0,2,156,193,3.0,516,0.001,417,-1.558793067932129,0.011805209952096144,,
3.0,2,160,192,3.0,528,0.001,429,-1.5642411708831787,0.01739902204523484,,
3.0,2,164,191,3.0,540,0.001,441,-1.5255064964294434,0.010736134058485428,,
3.0,2,168,190,3.0,552,0.001,453,-1.5927690267562866,0.004988045897334814,,
3.0,2,172,189,3.0,564,0.001,465,-1.5196783542633057,0.009685703863700231,,
3.0,3,176,188,3.0,576,0.001,477,-1.653761863708496,0.005324883696933587,,
3.0,3,180,187,3.0,588,0.001,489,-1.5783038139343262,0.007682315694789092,,
3.0,3,184,187,3.0,600,0.001,501,-1.5743293762207031,0.006750336227317651,,
3.0,3,188,186,3.0,612,0.001,513,-1.6425753831863403,0.011396025928358236,,
3.0,3,192,185,3.0,624,0.001,525,-1.6356357336044312,0.01282231385509173,,
3.0,3,196,184,3.0,636,0.001,537,-1.583214521408081,0.010910514742136002,,
3.0,3,200,184,3.0,648,0.001,549,-1.6236567497253418,0.017337503843009472,,
3.0,3,204,183,3.0,660,0.001,561,-1.6220250129699707,0.014807319656635324,,
3.0,3,208,183,3.0,672,0.001,573,-1.7428611516952515,0.005077008778850238,,
3.0,3,212,182,3.0,684,0.001,585,-1.638940453529358,0.017024584735433262,,
3.0,3,216,182,3.0,696,0.001,597,-1.6266064643859863,0.014031200980146727,,
3.0,3,220,181,3.0,708,0.001,609,-1.6263624429702759,0.0111119719222188,,
3.0,3,224,181,3.0,720,0.001,621,-1.6979070901870728,0.013750269077718258,,
3.0,4,228,180,3.0,732,0.001,633,-1.6978404521942139,0.009261134391029676,,
3.0,4,232,180,3.0,744,0.001,645,-1.6612437963485718,0.010526425205171108,,
3.0,4,236,179,3.0,756,0.001,657,-1.6866278648376465,0.007888926193118095,,
3.14,4,240,179,3.14,782,0.001,679,-1.79847913980484,0.015528701012954116,,
3.37,4,244,179,3.37,817,0.001,711,-1.8395348489284515,0.02715940773487091,,
3.95,4,248,178,3.95,887,0.001,776,-1.9482745409011841,0.03000079607591033,,
4.58,5,252,178,4.58,962,0.001,842,-2.0569728071039375,0.028504251990289914,,
,,,,,1000,0.001,895,-2.1041142089026317,0.02676063952646379,10.1,10.1
