time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4,3197,6.25,25,0,46.81076525,,,,,,
8,3553,6.625,53,0,50.34933825,,,,,,
12,3615,6.416666666666667,77,0,48.41880425,,,,,,
16,3569,6.5,104,0,49.1694151875,,,,,,
20,850,5.85,117,0,43.16456855,18,59.03436279296875,0.001,-5.948173761367798,,
24,628,5.375,129,0,38.782761083333334,30,41.05042521158854,0.001,-6.270052194595337,,
28,511,5.071428571428571,142,0,35.95165071428572,43,19.228957176208496,0.001,-7.206118822097778,,
32,431,4.875,156,0,34.09337843749999,57,25.258395512898762,0.001,-7.595975399017334,,
36,382,4.694444444444445,169,0,32.415638833333325,70,14.029582341512045,0.001,-7.689689636230469,,
40,350,4.55,182,0,31.071499375000002,83,15.26400375366211,0.001,-7.864434480667114,,
44,326,4.454545454545454,196,0,30.161427022727274,96,14.888071060180664,0.001,-7.403090715408325,,
48,304,4.416666666666667,212,0,29.752248770833333,112,11.669398069381714,0.001,-7.651785612106323,,
52,287,4.326923076923077,225,0,28.925405634615384,126,12.055250485738119,0.001,-7.9272236824035645,,
56,276,4.285714285714286,240,0,28.511240821428572,140,11.18772268295288,0.001,-9.49120569229126,,
60,265,4.233333333333333,254,0,28.012625599999996,155,10.870846430460611,0.001,-8.011109352111816,,
64,253,4.203125,269,1,27.711187390625,170,14.314141273498535,0.001,-7.088334560394287,,
68,248,4.161764705882353,283,1,27.319272911764706,184,13.085065841674805,0.001,-7.73720645904541,,
72,244,4.138888888888889,298,1,27.08360025,198,12.00940990447998,0.001,-7.528273105621338,,
76,240,4.105263157894737,312,1,26.768424039473683,213,10.110078811645508,0.001,-7.817097187042236,,
80,237,4.075,326,1,26.4801348125,226,12.86458969116211,0.001,-7.276046276092529,,
84,234,4.023809523809524,338,1,26.023506416666663,239,11.3199675877889,0.001,-8.199908256530762,,
88,232,4.011363636363637,353,1,25.890963624999998,253,12.309899091720581,0.001,-7.937524080276489,,
92,229,4.0,368,1,25.771998086956525,268,11.764933586120605,0.001,-7.973322153091431,,
96,226,3.9895833333333335,383,1,25.663884239583336,284,9.697240352630615,0.001,-7.896061420440674,,
100,223,3.97,397,1,25.480327370000005,298,10.517547845840454,0.001,-7.468358755111694,,
104,222,3.86,411,1,24.45166057000001,311,10.018329938252768,0.001,-8.522119522094727,,
108,220,3.71,424,1,23.056078220000003,324,8.639079411824545,0.001,-8.742252349853516,,
112,216,3.61,438,2,22.117749370000002,339,9.230371952056885,0.001,-8.4326171875,,
116,213,3.49,453,2,20.987730149999997,353,7.338882923126221,0.001,-8.96236515045166,,
120,210,3.48,465,2,20.898494799999995,366,12.110370000203451,0.001,-8.350184440612793,,
124,209,3.51,480,2,21.148504099999997,380,10.425153096516928,0.001,-8.257449626922607,,
128,208,3.52,494,2,21.23282625,394,10.617074012756348,0.001,-8.710215091705322,,
132,207,3.52,508,2,21.231677679999997,408,7.359566529591878,0.001,-8.095029592514038,,
136,206,3.51,520,2,21.15025537,421,8.330497105916342,0.001,-9.646309852600098,,
140,206,3.52,534,2,21.23278398,434,8.998039484024048,0.001,-7.6026575565338135,,
144,205,3.51,547,2,21.148934299999997,448,7.090735912322998,0.001,-9.307072162628174,,
148,204,3.5,562,2,21.0633913,462,7.841284394264221,0.001,-9.256232261657715,,
152,204,3.52,577,2,21.22945326,477,7.556772947311401,0.001,-8.912392616271973,,
156,203,3.51,591,2,21.146241889999995,491,8.458485921223959,0.001,-8.924541473388672,,
160,201,3.51,605,3,21.14740706,506,6.05699610710144,0.001,-8.659037590026855,,
164,200,3.51,620,3,21.14705062,520,9.003548940022787,0.001,-8.293691396713257,,
168,199,3.51,634,3,21.146925330000002,534,9.966461976369223,0.001,-7.436832904815674,,
172,199,3.5,648,3,21.065162950000005,549,5.975518703460693,0.001,-9.046558380126953,,
176,198,3.5,662,3,21.0639577,563,5.651851654052734,0.001,-9.511622428894043,,
180,198,3.51,677,3,21.15266645,577,7.0470885038375854,0.001,-9.471132278442383,,
184,197,3.56,694,3,21.58805475,594,6.914250135421753,0.001,-13.551867485046387,,
188,197,3.54,707,3,21.421861479999997,608,7.253420193990071,0.001,-12.07096529006958,,
192,196,3.53,721,3,21.34054748,622,7.214117527008057,0.001,-13.685690879821777,,
196,196,3.53,736,3,21.339598250000005,636,6.4632885456085205,0.001,-13.94096565246582,,
200,195,3.52,749,3,21.255824549999996,650,6.544412771860759,0.001,-11.531306743621826,,
204,195,3.51,762,3,21.17061695,663,7.3011990785598755,0.001,-14.276965618133545,,
208,195,3.52,776,3,21.25386538,676,7.796142339706421,0.001,-12.529173374176025,,
212,194,3.53,791,4,21.334834029999996,691,7.745303153991699,0.001,-12.6370849609375,,
216,193,3.53,806,4,21.33659201,706,5.2348785400390625,0.001,-13.465367794036865,,
220,193,3.54,819,4,21.418379090000002,720,6.143836975097656,0.001,-14.288654804229736,,
224,193,3.53,833,4,21.337034029999995,734,5.640441099802653,0.001,-13.759719371795654,,
228,193,3.54,848,4,21.421650479999997,748,5.827455163002014,0.001,-14.135951519012451,,
232,192,3.54,862,4,21.42350028,762,6.673594156901042,0.001,-13.129231929779053,,
236,192,3.57,877,4,21.671097979999995,778,8.162581324577332,0.001,-12.49686861038208,,
240,192,3.57,891,4,21.67447318,792,5.673743724822998,0.001,-14.398269176483154,,
244,192,3.59,906,4,21.843841909999995,806,8.678477048873901,0.001,-12.477025032043457,,
248,191,3.57,919,4,21.68021747,819,6.337281703948975,0.001,-13.816607475280762,,
252,191,3.56,933,4,21.597400100000005,833,4.43437393506368,0.001,-14.002839088439941,,
256,191,3.57,948,4,21.681685000000005,848,5.313500642776489,0.001,-13.676115989685059,,
260,190,3.58,963,5,21.76848807,863,5.139019807179769,0.001,-15.09304428100586,,
264,190,3.58,978,5,21.76747186,878,7.764707446098328,0.001,-15.208919525146484,,
268,189,3.57,991,5,21.685771640000002,892,5.7886660893758135,0.001,-14.11186170578003,,
,,,1000,,,901,5.793505668640137,0.001,-12.449811935424805,3.5,21.107700490951537
272,188,3.55,1003,5,21.519287919999993,904,3.974725882212321,0.001,-13.997663497924805,,
276,188,3.55,1017,5,21.522480960000003,918,5.141878366470337,0.001,-14.131258487701416,,
